科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","205,844,000.00","205,844,000.00","205,844,000.00","206,500,000.00","206,470,000.00","206,470,000.00"
油气资产,,,,,,,,,,,,
资本公积,"117,008,362.73","117,008,362.73","117,008,362.73","359,158,362.73","361,159,306.09","261,159,306.09","315,698,186.09","318,232,361.09","320,766,536.09","327,079,271.09","329,943,896.09","331,473,896.09"
无形资产,"97,500.00","82,500.00","67,500.00","63,750.00","60,000.00","56,250.00","85,886.67","74,207.34","62,528.01","50,848.68","37,500.00","33,750.00"
盈余公积,"12,285,994.30","17,351,523.17","22,611,487.73","22,611,487.73","22,611,487.73","22,611,487.73","31,991,941.67","31,991,941.67","31,991,941.67","31,991,941.67","43,353,127.95","43,353,127.95"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,"58,410,780.00","58,410,780.00","58,410,780.00","62,845,340.00","47,363,682.50","47,363,682.50"
商誉,,,,,,"18,750,000.00","80,340,888.59","96,923,320.01","97,308,240.14","97,308,240.14","97,443,998.59","97,443,998.59"
未分配利润,"105,085,785.51","148,877,729.07","196,655,334.45","199,180,638.81","227,161,118.59","251,515,306.33","279,057,626.76","284,320,093.84","298,334,661.19","333,446,075.94","372,196,483.78","380,808,023.41"
长期待摊费用,"564,753.28","4,899,522.45","2,785,112.78","2,651,580.80","2,170,679.92","1,956,254.82","3,210,481.28","7,313,454.72","7,814,222.30","8,043,484.95","7,802,373.07","8,316,443.19"
少数股东权益,,,,,,,,,"15,020,117.91","41,614,957.56","36,608,700.87","36,621,315.60"
递延所得税资产,"1,474,711.98","1,485,856.88","1,667,074.49","1,564,957.40","1,378,730.91","1,182,031.06","2,105,335.25","2,578,685.56","2,802,161.96","3,137,750.10","4,812,247.45","5,093,167.33"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"113,886,530.02","143,596,937.53","109,620,308.90","111,646,288.81","108,599,057.71","178,369,907.29","284,042,340.44","304,823,123.87","404,776,861.29","490,396,810.46","740,063,695.80","806,662,324.79"
所有者权益(或股东权益)合计,"309,380,142.54","358,237,614.97","411,275,184.91","680,950,489.27","710,931,912.41","735,286,100.15","774,180,974.52","781,977,616.60","813,546,476.86","877,786,906.26","941,208,526.19","951,362,680.55"
资产总计,"626,253,945.00","772,278,154.44","885,259,714.00","1,095,857,486.18","1,156,788,815.63","1,307,061,910.84","1,629,993,026.56","1,857,684,512.22","2,089,473,820.72","2,394,179,904.36","2,615,520,702.87","2,583,277,358.12"
负债和所有者(或股东权益)合计,"626,253,945.00","772,278,154.44","885,259,714.00","1,095,857,486.18","1,156,788,815.63","1,307,061,910.84","1,629,993,026.56","1,857,684,512.22","2,089,473,820.72","2,394,179,904.36","2,615,520,702.87","2,583,277,358.12"
