科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"392,116,380.76","517,779,356.53","316,109,625.75","451,728,647.92","652,879,594.60","227,171,251.94","448,998,782.03","681,258,357.03","926,358,187.30","474,322,427.59","747,088,921.60","1,140,108,398.07","1,518,718,926.59","496,595,547.99","938,822,227.26","1,345,914,683.00","1,734,647,699.01","568,337,123.92","1,265,389,212.37","1,878,912,731.64","2,400,002,851.55","759,152,137.05","1,376,013,679.58","2,082,726,295.80","2,818,699,722.86","808,224,255.14","1,619,051,390.82","2,358,590,295.43","3,012,014,445.39","790,718,601.21","1,591,990,937.70","2,444,715,125.63","3,133,710,402.73","934,300,518.40","1,797,692,849.38","2,697,862,027.49","3,490,199,810.79","1,033,945,876.85"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"397,051.49",,,,,,,,"95,999,027.87",,"481,393,121.83","701,985,959.18","880,786,489.91",,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,"42,193.27","8,548.88",,"498,929.91","832,921.11",,"108,728.82","277,871.81","169,142.90",,"230,003.58","170,608.80",,,"169,142.90","171,382.90",,"211,508.87"
支付其他与投资活动有关的现金,,,,,,,,,"136,915.00",,,,"23,425,894.39",,"5,518,290.87",,,,,,"365,530,000.00","511,170,000.00","21,800,000.00","108,950,000.00",,"437,850,000.00",,"27,100,000.00",,"101,000,000.00",,"599,000,000.00","2,560,230,000.00",,"965,265,244.25","1,735,765,244.25","2,206,500,000.00","540,000,000.00"
收到其他与经营活动有关的现金,"1,566,016.52","7,645,097.91","272,845.37","983,483.39","1,518,676.66","2,811,101.39","7,124,473.38","13,311,773.72","6,664,418.31","2,989,990.25","6,020,681.89","7,849,789.02","18,122,493.62","2,684,043.15","1,822,865.00","3,430,219.24","6,255,751.95","72,972,372.39","5,388,511.83","5,912,742.51","6,108,290.06","3,219,922.15","5,940,345.93","9,892,813.33","6,783,882.61","23,505,706.09","18,452,914.56","21,500,600.66","47,500,059.25","13,028,947.29","10,803,466.43","69,783,383.55","20,450,294.76","4,564,152.09","7,542,981.20","16,067,731.49","17,852,947.88","2,770,967.80"
投资活动现金流出小计,"18,643,697.43","24,823,683.10","6,562,489.83","9,488,592.84","18,401,689.15","12,609,278.68","42,324,727.90","58,347,684.14","130,981,159.70","20,883,298.34","77,402,009.77","101,544,952.23","187,455,607.65","29,785,105.27","67,171,142.35","94,008,760.34","104,838,085.59","32,691,313.48","55,429,295.84","71,723,373.07","619,825,390.54","526,075,220.00","542,671,490.31","877,284,476.14","959,863,597.12","464,571,961.83","44,964,774.06","82,674,473.68","130,336,554.13","111,226,910.22","29,146,663.85","646,203,700.19","2,637,487,126.25","106,143,452.72","1,046,696,122.70","1,864,509,459.59","2,428,933,320.77","655,477,140.59"
经营活动现金流入小计,"393,682,397.28","525,424,454.44","316,382,471.12","452,712,131.31","654,398,271.26","229,982,353.33","456,123,255.41","694,570,130.75","933,022,605.61","477,312,417.84","753,109,603.49","1,147,958,187.09","1,536,841,420.21","499,279,591.14","940,645,092.26","1,349,344,902.24","1,740,903,450.96","641,309,496.31","1,270,777,724.20","1,884,825,474.15","2,406,153,334.88","762,380,608.08","1,381,954,025.51","2,093,118,039.04","2,826,316,526.58","831,729,961.23","1,637,613,034.20","2,380,368,767.90","3,059,683,647.54","803,747,548.50","1,603,024,407.71","2,514,669,117.98","3,154,160,697.49","938,864,670.49","1,805,404,973.48","2,714,101,141.88","3,508,052,758.67","1,036,928,353.52"
投资活动产生的现金流量净额,"-18,383,697.43","-22,656,981.78","-6,562,489.83","-9,488,592.84","-18,401,689.15","-12,609,278.68","-42,324,727.90","-58,347,684.14","-130,981,159.70","-20,883,298.34","-77,402,009.77","-101,544,952.23","-187,455,607.65","-29,785,105.27","-67,167,042.35","-94,004,660.34","-85,930,876.46","-32,691,313.48","-55,429,295.84","-71,723,373.07","-591,554,313.95","-123,355,339.65","-505,707,066.26","-789,790,557.75","-902,730,717.69","-41,367,611.55","62,070,467.36","35,418,905.89","27,227,663.69","-110,107,851.09","64,559,664.25","-618,546,350.60","-280,273,230.12","-72,450,958.73","-63,458,615.05","-444,066,046.28","-341,186,927.98","-44,791,525.38"
购买商品、接受劳务支付的现金,"392,889,585.23","380,803,076.73","218,288,938.59","334,224,341.82","482,975,043.43","247,419,619.61","448,912,079.52","715,347,843.84","981,153,052.99","381,125,451.25","657,972,067.86","1,104,532,100.33","1,484,912,753.48","357,375,574.65","678,732,503.37","974,234,481.90","1,283,619,174.17","352,514,125.14","905,314,845.46","1,287,864,737.39","1,616,577,257.33","515,188,305.06","889,777,591.46","1,381,850,348.23","1,903,850,111.57","541,892,294.90","1,031,001,852.82","1,447,558,854.19","1,891,614,671.77","446,666,686.46","932,770,733.98","1,502,293,507.38","2,030,178,478.81","517,394,366.87","1,040,153,503.10","1,720,823,464.81","2,234,337,381.16","629,418,404.53"
吸收投资收到的现金,"78,017,509.40","5,259,200.00",,,,"957,300,000.00","957,300,000.00","957,300,000.00","957,300,000.00",,,,,,,,,,,"654,719,420.72","651,433,420.72",,,,,,"3,628,480.00","3,628,480.00","3,864,913.90",,,,"9,900,000.00","4,350,171.00","10,354,659.00","594,354,653.65","597,135,266.65",
