科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与经营活动有关的现金,"5,123,237,419.15","5,918,171,500.77","6,611,827,121.44","3,477,672,241.16","5,427,039,095.53","7,421,190,573.72","2,071,623,337.77","4,062,354,454.33","6,223,600,389.88","8,315,275,759.15","1,749,489,566.12","3,978,005,366.63","6,310,454,931.26","8,597,535,097.10","2,224,263,593.59"
筹资活动现金流入小计,"1,263,665,345.45","2,016,000,000.00","3,461,203,225.58","500,000,000.00","650,490,000.00","4,327,924,836.00","1,650,000,000.00","1,700,000,000.00","1,900,000,000.00","2,250,000,000.00","1,237,582,299.25","1,809,977,335.65","2,039,321,775.45","2,899,915,464.93","693,000,000.00"
经营活动现金流出小计,"8,760,761,764.58","9,846,316,800.23","10,678,438,761.96","5,565,814,788.86","8,607,046,219.96","12,089,864,841.79","3,057,019,508.47","6,278,629,641.17","9,671,228,611.62","13,488,938,939.38","2,904,752,926.42","6,233,409,616.45","9,742,717,489.86","13,463,974,811.42","3,377,570,458.58"
偿还债务支付的现金,"550,000,000.00","1,290,000,000.00","3,147,100,000.00","349,000,000.00","839,000,000.00","2,612,490,000.00","6,000,000.00","6,000,000.00","206,000,000.00","456,000,000.00","1,450,000,000.00","1,450,000,000.00","1,461,500,000.00","2,440,000,000.00","715,000,000.00"
经营活动产生的现金流量净额,"1,113,956,790.24","1,780,581,763.62","2,120,730,716.49","1,081,313,777.67","1,495,846,095.72","1,668,783,082.46","460,538,233.54","1,304,861,766.61","1,658,502,817.43","1,961,975,603.38","140,338,497.63","1,518,306,608.47","2,223,590,951.83","2,050,837,314.24","680,475,025.60"
分配股利、利润或偿还利息支付的现金,"1,073,951,341.84","1,236,555,419.55","132,012,088.62","56,365,350.02","100,363,473.53","137,517,634.25","7,541,993.71","24,134,585.43","1,144,811,999.48","1,177,490,002.52","16,688,167.27","36,507,683.84","1,161,493,636.19","1,188,980,407.35","27,328,308.15"
收回投资收到的现金,,"95,000.00",,,,,,,,,,,,"14,977,335.65","150,000.00"
支付其他与筹资活动有关的现金,"38,828,111.98",,"6,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,"9,400,000.00","209,912,974.86","210,570,000.00"
取得投资收益收到的现金,"7,274,205.46",,,"40,000,000.00","40,000,000.00","40,000,000.00",,,,"92,800,453.60",,,"78,400,000.00","78,400,000.00",
筹资活动现金流出小计,"1,662,779,453.82","2,526,555,419.55","3,285,112,088.62","407,365,350.02","941,363,473.53","2,752,007,634.25","13,541,993.71","30,134,585.43","1,350,811,999.48","1,633,490,002.52","1,466,688,167.27","1,486,507,683.84","2,632,393,636.19","3,838,893,382.21","952,898,308.15"
处置固定资产、无形资产和其他长期资产收回的现金净额,"227,821.50","222,003.08","585,768.60","45,620.43","48,484.43","75,460.53",785.00,"97,985.00","645,985.00","1,179,546.79","4,000.00","36,088.00","119,388.00","68,479,866.94","100,000.00"
筹资活动产生的现金流量净额,"-399,114,108.37","-510,555,419.55","176,091,136.96","92,634,649.98","-290,873,473.53","1,575,917,201.75","1,636,458,006.29","1,669,865,414.57","549,188,000.52","616,509,997.48","-229,105,868.02","323,469,651.81","-593,071,860.74","-938,977,917.28","-259,898,308.15"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-0.22,,0.15,"1,738.34","2,025.50","-14,889.42",-304.20,"-1,206.88","-2,034.35","-22,713.37","-5,429.19","3,892.35","5,253.28","57,443.63",-108.90
收到其他与投资活动有关的现金,"198,508,599.91","40,207,202.66","552,724,445.28","134,101,452.08","203,125,437.66","210,823,504.44","98,657,275.99","105,391,714.00","119,224,671.66","203,392,373.83","2,483,766.17","20,328,795.53","49,671,596.90","29,197,174.78","3,110,958.54"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"206,010,626.87","40,524,205.74","553,310,213.88","174,147,072.51","243,173,922.09","250,898,964.97","98,658,060.99","105,489,699.00","119,870,656.66","297,372,374.22","2,487,766.17","20,364,883.53","128,190,984.90","191,054,377.37","3,360,958.54"
五、现金及现金等价物净增加额,"-269,496,889.26","862,204,436.05","-229,832,300.17","115,006,807.32","102,138,528.48","2,055,284,427.07","-840,192,640.09","-487,374,612.63","-2,111,315,504.24","-1,728,515,210.79","-282,815,542.42","1,182,025,009.98","770,144,629.18","-485,040,610.07","226,166,641.64"
购建固定资产、无形资产和其他长期资产支付的现金,"510,848,681.08","204,875,342.23","480,777,844.29","484,612,107.28","597,531,717.40","677,871,608.79","153,388,913.33","569,781,033.20","1,214,177,199.67","1,455,046,272.13","196,530,509.01","680,120,026.18","988,570,700.09","1,309,832,835.78","134,686,374.37"
期初现金及现金等价物余额,"1,488,463,679.31","1,218,966,790.05","2,081,171,226.10","1,851,338,925.93","1,851,338,925.93","1,851,338,925.93","3,906,623,353.00","3,906,623,353.00","3,906,623,353.00","3,906,623,353.00","2,178,108,142.21","2,178,108,142.21","2,178,108,142.21","2,178,108,142.21","1,693,067,532.14"
投资支付的现金,"589,000,000.00","88,000,000.00","1,169,110,656.49","648,478,323.90","648,478,323.90","648,478,323.90","2,876,847,272.10","2,971,847,272.10","3,197,326,672.10","321,390,083.00",,,,"475,510,000.00",
期末现金及现金等价物余额,"1,218,966,790.05","2,081,171,226.10","1,851,338,925.93","1,966,345,733.25","1,953,477,454.41","3,906,623,353.00","3,066,430,712.91","3,419,248,740.37","1,795,307,848.76","2,178,108,142.21","1,895,292,599.79","3,360,133,152.19","2,948,252,771.39","1,693,067,532.14","1,919,234,173.78"
