科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
资产减值损失,"98,883.95","821,292.76","1,372,069.70","3,222,673.11","4,632,588.74","5,617,317.75","1,531,859.24","2,264,466.59","4,777,984.84","5,423,619.56","803,117.91","2,733,086.95","3,580,246.64","4,365,365.46","2,270,612.18","2,461,407.39","2,888,933.12","11,962,310.95","1,047,966.50","3,767,139.39","4,067,767.56","14,655,419.16","1,561,624.26","5,403,337.96","6,229,150.11","17,409,926.94","1,107,994.55","2,509,034.50","8,288,919.59","16,205,056.47","1,383,081.37","6,877,544.13"
减:所得税,"9,970,356.74","14,336,375.82","25,395,753.49","17,944,179.83","25,334,509.72","35,557,280.52","7,260,639.46","17,964,186.75","24,044,803.17","30,509,948.98","9,539,612.58","17,347,082.08","25,582,392.94","29,283,755.77","6,374,217.83","12,608,033.43","16,991,901.30","11,754,845.10","4,646,740.33","8,392,610.28","11,712,295.83","14,074,554.66","6,285,387.36","10,424,181.39","16,585,168.05","21,430,588.13","6,467,856.16","17,445,831.52","27,726,090.39","34,356,716.58","4,708,800.22","12,788,435.74"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"1,414.85","-1,671.75",,,472.89,"3,539.56","3,539.56","34,271.41","12,290.31",,,,"-22,753.20",,"1,568,000.00","1,568,000.00",,,"14,386,617.53","14,386,617.53","19,956,393.87",,,,,,,"1,040,000.00","1,040,000.00","14,372,459.19","14,372,459.19"
四、净利润,"25,011,075.65","39,597,398.97","75,747,952.65","50,254,474.80","71,432,792.91","90,622,182.37","20,263,391.52","53,521,049.91","65,943,786.33","76,846,207.28","24,736,364.06","42,468,331.68","52,018,425.20","45,845,643.62","17,246,486.93","20,362,097.24","4,275,249.84","-58,963,903.67","-11,711,058.67","1,329,008.25","2,421,760.30","14,075,828.04","12,140,709.95","32,153,105.40","53,491,640.67","64,160,409.40","24,281,433.53","41,607,442.72","53,843,150.51","70,619,222.46","9,284,097.47","36,102,083.93"
其中:对联营企业和合营企业的投资权益,,,,,,472.89,"3,539.56","3,539.56","34,271.41","12,290.31",,,,"-22,753.20",,"1,568,000.00","1,568,000.00",,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"25,474,909.61","39,963,451.24","75,507,214.60","50,254,474.80","71,432,792.91","90,622,182.37","20,263,391.52","53,521,049.91","65,943,786.33","77,092,438.60","25,008,032.69","42,990,579.73","52,852,077.61","47,309,079.44","17,753,030.44","21,397,129.51","5,835,757.66","-56,362,382.51","-10,531,398.80","2,593,397.71","4,172,401.31","15,096,814.81","12,430,647.19","32,778,767.43","54,512,392.03","65,874,065.05","24,736,980.39","42,592,472.00","55,460,876.45","73,453,482.76","10,263,551.25","37,732,926.65"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-463,833.96","-366,052.27","240,738.05",,,,,,,"-246,231.32","-271,668.63","-522,248.05","-833,652.41","-1,463,435.82","-506,543.51","-1,035,032.27","-1,560,507.82","-2,601,521.16","-1,179,659.87","-1,264,389.46","-1,750,641.01","-1,020,986.77","-289,937.24","-625,662.03","-1,020,751.36","-1,713,655.65","-455,546.86","-985,029.28","-1,617,725.94","-2,834,260.30","-979,453.78","-1,630,842.72"
