科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"62,008,631.31","57,712,242.12","99,942,505.26","73,063,819.42","430,465,244.42","377,163,455.70","348,058,282.58","332,249,376.08","322,192,427.41","306,326,394.03","272,931,247.07","140,584,218.16","136,031,986.30","164,997,989.00","159,552,342.59","161,559,263.10","161,674,906.98","138,196,937.58","141,151,597.76","95,120,567.98","100,932,704.71","88,593,858.30","121,792,239.06","67,018,354.14","88,498,385.01","65,352,465.96","150,925,059.91","121,778,552.95","287,649,502.84","156,611,215.71","159,705,848.01","146,467,195.42"
短期借款,"33,900,000.00","24,500,000.00","29,000,000.00","44,000,000.00","29,000,000.00",,,,"1,000,000.00","1,000,000.00","45,000,000.00","63,800,000.00","62,800,000.00","67,100,000.00","69,560,000.00","69,560,000.00","119,560,000.00","133,260,000.00","95,000,000.00","95,500,000.00","80,000,000.00","60,000,000.00","86,000,000.00","86,000,000.00","96,000,000.00","96,000,000.00","55,000,000.00","30,000,000.00","13,000,000.00","68,000,000.00","61,000,000.00","61,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,632.75","7,126.35"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,670,125.12","5,938,013.33","17,124,077.17","10,793,613.80","17,904,154.21","10,843,573.91","26,336,990.68","16,996,646.20","14,867,749.48","19,852,760.61","26,347,250.04","10,322,746.30","10,315,775.81","5,853,308.89","20,688,974.49","23,887,802.43","29,687,968.41","37,758,579.60","38,030,350.19","26,229,143.54","21,697,799.53","20,437,289.60","13,244,993.21","22,032,895.74","24,942,250.52","18,212,664.14","22,074,876.38","21,901,445.57","12,985,326.77","15,523,497.64","27,252,870.91","20,124,425.77"
应付票据,"1,000,000.00","9,000,000.00","22,850,000.00","7,650,000.00","4,000,000.00","6,000,000.00","2,000,000.00",,"2,589,840.00","2,589,840.00",,,"12,000,000.00","20,760,000.00","10,260,000.00","1,500,000.00",,"400,000.00","400,000.00",,"500,000.00","500,000.00",,,,,"750,000.00",,,,,
应收账款,"97,485,641.76","114,324,645.96","141,036,808.40","148,803,411.66","169,353,842.02","187,967,716.46","195,084,110.54","187,430,453.09","218,097,456.30","209,669,677.14","180,256,610.45","208,064,078.23","214,512,939.03","253,532,391.81","283,150,481.02","272,328,594.92","302,303,992.94","299,611,561.48","299,840,329.82","287,318,828.97","282,572,997.92","209,220,127.22","213,336,890.60","198,299,811.86","192,396,954.50","186,090,452.05","172,382,119.08","158,924,550.08","168,349,053.19","153,419,008.96","190,134,256.03","183,007,985.96"
应付账款,"18,970,688.00","12,432,932.82","14,111,352.16","9,820,262.20","18,151,351.37","14,581,746.24","12,645,998.25","6,522,109.97","18,237,331.37","10,825,776.27","6,483,304.59","9,347,604.23","16,216,654.37","12,812,056.51","13,273,086.79","10,825,365.42","8,282,744.01","12,355,032.29","15,063,037.88","7,699,514.84","11,511,565.80","15,937,912.78","22,126,294.54","23,978,276.69","22,960,540.91","23,211,728.22","18,995,520.45","23,898,502.44","24,606,571.04","22,333,741.51","31,362,990.37","25,423,456.15"
预付款项,"2,563,590.65","5,322,099.83","5,866,192.74","12,119,299.13","8,502,225.65","8,242,973.80","11,271,489.24","17,594,945.43","18,254,178.51","11,109,306.36","41,046,036.30","50,860,472.92","81,748,133.67","75,884,332.49","41,247,893.22","37,338,929.30","29,369,558.09","18,264,606.95","11,790,173.36","24,034,485.24","26,912,816.40","20,463,572.07","13,588,658.50","17,415,999.81","16,467,499.34","16,380,713.88","3,832,359.16","6,362,795.06","5,830,983.49","9,002,347.27","3,434,433.06","5,498,374.89"
预收款项,"947,912.71","2,284,717.41","2,803,976.80","1,042,899.50","1,850,067.50","2,680,714.66","4,872,525.99","5,432,016.67","4,167,182.57","3,694,537.88","14,587,508.42","11,851,238.43","5,042,810.97","6,032,290.16","5,912,409.61","7,863,086.14","6,786,733.04","8,317,399.86","6,467,103.81","6,059,022.51","9,324,648.10","9,053,165.24","3,386,545.63","4,612,337.65","5,041,048.63","5,778,221.74","12,545,870.32","2,457,909.11","4,352,642.74","6,521,091.76","3,468,598.75","3,626,538.58"
