科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"170,509,098.42","177,396,191.76","143,539,270.94","133,468,965.31","160,068,351.75","156,229,091.87","105,656,866.67","98,848,767.29","191,604,460.76","287,228,216.87","197,983,978.39","197,103,756.69","133,281,269.16","167,601,157.98","173,731,933.86","222,659,002.04","178,017,825.24","114,460,862.13","104,475,420.73","106,662,568.83","1,188,637,495.10","1,181,020,446.99","1,153,902,591.47","1,406,306,060.10","1,298,305,870.76","1,153,486,657.35","1,101,343,672.62","1,260,699,816.12","1,384,645,908.04","1,743,276,513.32","1,652,436,599.38","1,302,361,219.10","1,155,849,695.61","1,248,906,499.50","1,296,450,983.33","2,689,673,188.31","2,352,511,653.32","1,400,852,420.16","1,222,821,411.95","1,433,562,740.14","1,317,708,196.23","1,179,005,504.24","1,089,132,429.69"
短期借款,"521,815,349.70","527,076,896.01","524,908,060.55","520,836,246.80","531,626,165.00","553,238,365.00","528,000,000.00","528,000,000.00","564,930,000.00","739,000,000.00","725,000,000.00","650,000,000.00","640,000,000.00","710,000,000.00","697,600,000.00","668,899,822.63","684,999,822.63","678,500,000.00","719,300,000.00","738,300,000.00","1,761,650,000.00","1,633,350,000.00","1,668,000,000.00","2,452,600,000.00","2,472,600,000.00","2,404,600,000.00","2,429,600,000.00","2,865,400,000.00","3,003,490,000.00","3,486,390,000.00","3,300,300,000.00","3,106,000,000.00","3,192,000,000.00","3,045,000,000.00","3,247,000,000.00","3,232,000,000.00","3,321,000,000.00","2,691,000,000.00","2,514,000,000.00","2,295,000,000.00","2,340,000,000.00","2,300,000,000.00","2,280,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"94,571,215.25","85,252,816.65","55,405,205.00","78,747,410.68","64,028,232.00","37,350,000.00","19,335,250.00","15,064,213.24","15,645,771.28","12,099,590.10","16,400,000.00","50,271,908.05","84,839,037.52","91,114,305.25","75,455,658.62","134,665,984.82","62,871,635.38","36,611,500.00","155,602,988.34","172,809,480.00","1,268,989,162.48","729,258,337.95","854,357,247.56","810,951,207.01","641,385,383.76","739,773,637.36","887,489,124.60","1,224,678,095.57","1,062,332,868.02","748,038,095.06","539,855,794.46","791,078,479.60","447,366,081.64","322,447,155.02","229,893,069.29","260,031,633.59","334,514,025.76","265,623,585.47","486,786,789.53","549,290,342.22","411,942,246.07","603,244,866.14","581,720,735.51"
应付票据,"64,250,000.00","76,550,000.00","46,950,000.00","33,250,000.00","13,250,000.00",,"8,000,000.00","6,000,000.00","60,000,000.00","85,000,000.00","25,000,000.00",,,"4,000,000.00","217,000.00","217,000.00",,"10,400,000.00","23,756,923.00","13,600,623.00","106,724,102.86","171,077,461.09","192,038,131.86","206,280,746.86","210,613,250.00","309,750,000.00","198,700,000.00","215,000,000.00","490,900,000.00","434,150,000.00","491,670,500.00","386,930,911.75","399,871,303.60","392,871,303.60","449,826,337.40","413,464,471.17","496,665,633.77","343,005,376.00","327,930,612.65","188,745,736.65","401,402,309.14","572,610,111.73","467,179,374.68"
应收账款,"145,576,892.52","134,088,141.74","161,249,359.52","132,694,622.18","121,779,618.05","134,547,218.78","142,298,080.64","148,871,143.65","173,789,896.33","175,615,479.78","139,577,802.73","104,591,437.27","152,633,658.80","177,564,085.83","139,286,381.70","89,670,118.55","108,827,348.80","97,823,461.17","98,035,200.37","104,897,381.85","1,394,005,406.68","1,802,874,058.02","1,331,776,387.81","1,239,081,478.69","1,403,790,700.55","1,644,610,488.38","1,565,764,906.31","1,104,857,186.83","1,340,763,758.91","1,334,658,845.57","1,478,515,623.23","1,111,550,862.64","1,374,626,277.15","1,387,699,969.19","1,538,814,642.59","1,268,896,574.25","1,272,522,793.71","1,231,334,008.35","981,864,042.96","618,688,603.18","708,247,361.69","582,405,060.37","575,576,897.13"
应付账款,"164,143,411.07","173,870,471.33","160,227,222.24","160,241,790.69","111,357,193.91","133,404,554.34","135,409,054.41","133,173,605.71","105,276,892.09","123,029,732.62","114,488,081.55","91,338,933.02","123,387,515.46","149,731,067.33","116,374,410.07","173,161,814.72","197,194,819.36","201,296,918.12","197,883,043.95","167,535,739.93","644,534,481.30","833,745,878.56","843,855,549.50","764,949,323.77","721,125,297.85","1,032,918,441.60","882,804,001.43","745,909,425.46","713,345,498.96","847,973,610.26","788,430,877.48","727,721,522.64","742,484,151.04","776,877,495.26","764,500,057.20","687,084,779.89","694,912,487.55","676,777,962.93","570,821,898.07","554,914,688.61","488,998,212.46","451,970,496.83","504,863,716.15"
预付款项,"32,242,830.45","44,568,757.97","42,545,048.98","39,174,144.84","53,110,837.83","66,701,074.52","46,908,460.58","51,883,623.46","52,216,021.62","38,299,605.25","41,445,720.07","34,152,875.72","53,842,621.73","59,052,095.05","65,292,425.87","53,350,320.56","38,191,408.28","46,068,944.70","42,228,051.83","27,258,065.35","377,643,888.34","431,096,612.49","796,380,446.20","832,212,480.70","1,010,200,459.84","966,715,007.02","832,148,654.13","616,482,485.19","722,021,947.48","773,065,964.84","620,277,169.03","458,110,202.53","745,247,381.69","667,211,554.00","725,351,169.69","492,508,156.35","606,416,107.26","494,583,847.11","516,913,055.74","100,937,944.13","71,874,027.86","114,367,610.41","126,937,422.98"
预收款项,"22,728,192.41","24,201,153.90","29,066,016.19","26,721,400.01","34,192,149.98","26,316,233.02","20,168,938.96","14,340,516.40","16,278,017.56","15,543,651.51","16,950,429.96","15,005,713.92","32,394,965.85","26,435,835.78","34,869,214.58","60,978,364.43","46,176,083.71","39,574,547.24","43,291,161.65","37,342,410.50","273,009,187.00","348,296,370.13","290,277,861.68","324,147,005.75","294,733,090.11","235,085,506.26","308,547,089.05","192,571,848.59","105,802,899.16","81,249,524.75","85,218,948.03","29,958,452.82","78,945,438.55","42,241,769.86","54,715,093.43","32,586,816.07","44,445,377.30","51,866,648.55","85,827,688.73","47,028,523.56","136,600,045.51","62,976,077.04","107,786,831.66"
