科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"45,135,541.74","80,796,298.63","110,199,515.85","105,680,453.49","1,070,787,520.27","987,084,690.35","719,207,703.43","698,684,903.12","846,586,741.58","861,277,776.79","692,161,790.60","327,490,279.33","531,246,634.08","760,984,433.90","779,979,067.60","447,782,392.96","641,530,918.62","718,543,964.48","899,817,143.89","1,402,126,162.89","1,137,400,910.54","1,988,254,167.79","1,410,453,357.67","1,943,294,205.08","1,829,139,779.65","1,925,740,299.84","1,791,539,641.08","4,671,490,928.97","3,661,630,853.54","4,742,297,361.52","4,123,028,549.58","4,866,343,146.82","5,464,429,847.86","4,142,819,387.95","4,239,260,631.63","4,434,291,386.40","4,229,833,892.16"
短期借款,,"165,000,000.00","145,000,000.00","110,000,000.00","5,000,000.00",,,,,,,,,"143,560,000.00","277,621,667.53","297,621,667.53","593,159,983.95","529,599,983.95","261,421,428.59","480,754,558.72","668,022,269.30","1,338,022,269.30","875,513,417.43","841,806,027.00","784,884,351.75","1,059,439,726.00","899,222,383.77","784,457,473.79","1,889,190,039.92","1,634,994,105.08","1,450,928,289.31","1,388,876,860.96","1,092,460,431.49","1,145,717,826.87","1,187,500,576.96","853,897,847.69","550,385,145.78"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,"1,013,982.20","100,000.00",,"1,810,000.00",,,,"5,510,777.00","2,438,720.00","3,765,986.00","5,950,940.80","7,950,940.80","2,227,982.87","1,491,358.31","8,043,711.92","15,932,548.85","21,032,780.74","13,972,306.22","18,508,517.67","15,887,223.16","3,571,502.16","7,914,912.22","15,454,659.93"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"120,183,852.19","178,621,878.49","155,055,066.19","151,507,369.11","195,226,464.59","230,582,019.55","221,225,255.01","368,191,333.51","457,684,217.74","324,862,019.85","250,042,334.53","272,065,499.36","409,681,179.50","473,837,291.19","476,001,004.69","729,036,765.94","1,000,731,038.19","1,290,971,660.98","698,822,901.29","688,712,524.79","1,147,184,254.61","894,258,774.33","864,556,549.86","678,698,177.44","1,612,272,623.95","1,442,865,511.66","1,295,123,942.19","1,089,682,430.98","1,658,405,319.88","1,580,779,549.06","1,308,672,226.39","1,449,333,365.38","1,476,333,907.36","1,291,745,635.85","1,309,956,608.91","1,581,093,423.01","1,664,555,960.08"
应付账款,"19,188,486.79","63,359,111.19","74,151,134.52","80,026,174.99","92,671,236.87","96,675,720.77","119,920,541.75","220,266,833.45","253,731,119.75","188,723,898.25","159,054,097.93","174,429,272.39","194,537,763.84","237,006,429.10","243,096,414.61","388,067,596.97","496,102,331.76","659,451,819.69","531,987,582.85","445,065,177.33","501,039,579.87","494,648,023.66","351,637,008.34","184,013,701.45","310,770,430.13","346,217,961.18","371,644,597.14","368,263,067.90","433,600,008.63","459,210,737.21","420,976,776.12","457,249,961.23","487,111,521.30","292,508,745.64","345,511,678.58","508,111,837.41","718,446,913.64"
预付款项,"36,515,292.58","25,667,358.08","65,284,690.89","96,943,120.66","101,686,385.43","146,625,763.44","186,806,306.40","124,999,503.42","106,324,538.99","160,745,593.51","170,504,148.02","331,239,841.34","398,922,421.64","414,778,877.88","444,283,601.82","459,070,819.51","386,344,838.64","361,486,307.15","366,915,295.46","364,591,160.04","462,454,255.70","589,015,996.41","629,886,311.97","844,966,462.34","920,933,693.18","985,940,519.47","1,164,349,362.88","1,628,366,903.01","1,114,269,463.37","1,255,450,382.09","1,143,065,984.18","1,349,611,450.48","775,094,969.03","1,047,072,039.39","1,000,718,980.06","1,174,568,054.77","910,941,717.03"
预收款项,"60,979,473.29","48,728,532.91","69,385,110.06","116,789,577.78","97,437,854.26","121,537,190.87","69,606,387.04","63,746,013.92","81,579,715.87","99,096,993.25","111,813,754.96","120,357,726.27","137,734,859.97","152,805,875.38","194,525,949.51","175,681,810.03","87,660,631.36","108,472,123.75","155,010,900.96","194,449,517.88","76,885,881.17","106,020,067.25","150,110,974.61","160,378,442.87","305,145,070.78","291,018,986.47","327,558,033.28","400,252,194.58","402,457,064.58","475,212,311.11","509,364,937.87","593,343,792.05","422,298,235.06","604,394,337.28","667,548,110.51","866,040,471.58","651,203,497.10"
其他应收款,"7,377,788.86","8,786,351.45","13,513,899.63","18,092,488.23","9,375,145.42","11,436,574.33","37,532,911.01","32,568,629.60","19,599,948.84","21,192,561.88","26,135,015.08","14,778,102.52","6,712,428.52","10,464,535.14","11,996,699.14","15,993,684.94","53,164,456.56","15,705,766.82","15,485,455.50","17,296,381.64","67,155,413.18","72,145,831.91","79,342,088.33","26,848,879.49","50,135,569.06","64,819,927.49","69,093,244.95","58,757,644.06","88,802,341.72","116,718,248.74","113,357,777.15","137,306,068.48","144,772,438.76","182,042,295.22","407,413,735.12","262,741,621.71","252,120,126.94"
