科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"384,991,184.64","415,942,722.42","253,358,331.11","348,298,888.48","451,262,401.31","138,787,786.90","325,554,130.88","463,350,325.29","614,801,867.06","154,428,952.45","358,367,068.77","522,430,708.76","666,022,162.20","161,148,195.34","320,502,223.29","436,934,982.79","569,166,092.14","189,877,907.20","363,206,203.95","482,519,344.80","577,146,524.57","205,474,688.77","401,611,953.57","558,621,826.82","680,139,499.75","261,528,307.43","538,908,304.63","745,306,276.01","755,471,015.41","254,720,755.14","474,060,330.41","662,902,243.77","795,581,069.69","502,533,232.93","634,906,686.94","788,317,197.87","1,090,037,342.77","539,724,556.62","695,298,116.00","879,350,918.55","1,136,720,803.21","255,756,849.74"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,"180,668.95","144,913.67","270,878.41","397,927.92","397,927.92","402,965.42","531,449.99","584,147.69","584,147.69",,,,,"449,526.85","449,526.85","449,526.85",,,,"71,586.88",,
支付其他与投资活动有关的现金,,,,,,"30,000,000.00","30,205,000.00","30,255,000.00",,"85,000.00","85,000.00","85,000.00",,,,,,,,,"19,000.00",,,,,,,,,,,,,62.20,,"12,697,635.52",,,,,,
收到其他与经营活动有关的现金,"8,940,345.22","22,335,505.73","5,481,195.26","14,289,500.94","6,746,897.02","5,068,522.66","3,305,288.61","5,289,126.17","26,980,730.36","6,058,142.36","33,872,733.69","37,559,529.12","59,304,568.45","5,824,624.55","49,424,896.21","55,761,775.81","74,025,197.95","10,785,403.07","23,144,077.49","60,002,757.76","74,030,478.10","9,219,808.31","19,596,984.09","113,964,564.93","50,682,011.61","5,973,636.59","14,062,628.33","17,537,282.91","48,364,831.60","5,701,371.69","9,736,239.10","19,068,947.85","40,957,043.01","28,872,205.54","292,703,961.66","502,544,876.52","693,704,472.30","167,532,686.80","455,583,755.08","625,577,252.24","832,944,621.73","359,388,175.44"
投资活动现金流出小计,"52,294,374.14","29,840,660.52","26,836,005.88","33,141,478.38","66,407,894.28","56,288,350.40","101,399,595.28","121,856,989.58","157,490,381.58","1,412,524.75","60,835,033.75","111,417,962.75","95,458,364.65","22,994,027.80","51,977,620.38","172,531,548.37","215,484,648.44","293,815,844.19","305,555,069.35","408,796,979.97","567,113,463.04","205,212,651.50","232,054,478.17","478,262,749.91","491,691,585.41","100,523,144.88","142,910,830.59","162,960,689.51","163,463,519.74","44,295,549.74","47,846,646.28","77,132,725.36","76,530,116.51","46,737,388.58","45,310,159.05","60,008,470.17","50,895,524.76","137,776,063.17","140,012,238.43","140,689,446.28","149,370,495.04","26,016,572.12"
经营活动现金流入小计,"393,931,529.86","438,278,228.15","258,839,526.37","362,588,389.42","458,009,298.33","143,856,309.56","328,859,419.49","468,639,451.46","641,782,597.42","160,487,094.81","392,239,802.46","559,990,237.88","725,326,730.65","166,972,819.89","369,927,119.50","492,696,758.60","643,191,290.09","200,663,310.27","386,350,281.44","542,522,102.56","651,357,671.62","214,839,410.75","421,479,816.07","672,984,319.67","731,219,439.28","267,904,909.44","553,502,382.95","763,427,706.61","804,419,994.70","260,422,126.83","483,796,569.51","681,971,191.62","836,538,112.70","531,854,965.32","928,060,175.45","1,291,311,601.24","1,783,741,815.07","707,257,243.42","1,150,881,871.08","1,504,999,757.67","1,969,665,424.94","615,145,025.18"
投资活动产生的现金流量净额,"-50,420,774.14","-28,297,340.52","-26,829,015.88","-33,134,488.38","-66,400,904.28","-22,288,788.76","-67,400,033.64","-87,855,367.94","-123,488,759.94","-1,412,524.75","-40,781,964.75","-111,312,062.75","-78,141,003.60","-22,994,027.80","-51,977,620.38","-172,553,148.37","-215,484,648.44","-291,563,032.19","-303,302,257.35","-405,900,164.49","-564,860,651.04","-205,212,651.50","-232,054,478.17","-476,285,351.12","-486,903,478.22","-88,347,685.88","-125,889,967.84","-123,630,800.09","-124,133,630.32","-40,625,063.90","-44,256,646.28","-69,537,725.36","-66,514,378.71","-24,710,797.00","-38,868,759.05","-53,567,070.17","-44,035,369.76","-137,776,063.17","-132,859,681.33","-133,536,099.18","-142,256,205.04","-26,016,572.12"
购买商品、接受劳务支付的现金,"149,973,005.18","151,373,352.68","67,375,173.10","77,384,196.86","142,052,987.24","20,652,389.55","109,807,597.39","172,250,036.94","232,432,702.87","74,386,310.95","134,447,649.12","196,774,392.76","260,289,073.65","68,960,116.93","132,040,800.63","184,506,242.51","226,223,357.29","79,087,276.15","143,642,366.87","192,415,286.83","252,268,316.63","85,202,768.08","188,457,023.42","244,792,882.28","254,526,286.97","107,778,790.38","233,528,695.08","327,503,925.78","266,784,620.71","85,658,834.78","154,152,760.69","217,622,421.44","230,629,433.12","202,698,418.91","149,694,723.69","211,908,152.45","335,232,527.79","392,546,271.81","185,917,044.07","272,991,892.94","366,114,340.93","97,959,204.16"
吸收投资收到的现金,,,,,"1,284,884,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,618,319.04","46,618,319.04","46,618,319.04","46,618,319.04",,,,,
