科目,2008-12-31,2009-06-30,2009-12-31,2010-06-30,2010-12-31,2011-06-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"16,656,219.66","19,619,019.70","35,714,985.31","44,431,671.39","48,742,760.55","54,363,309.84","77,797,096.49","75,159,161.90","317,393,041.55","320,245,516.95","209,688,182.64","226,864,915.31","217,371,805.25","202,294,770.57","178,150,031.26","190,671,897.16","208,999,629.88","243,386,601.61","203,641,727.07","195,553,435.61","183,107,353.59","282,678,133.22","153,780,732.55","641,751,285.04","256,111,383.67","450,894,769.76","334,122,199.59","371,730,689.98","222,796,274.06","295,031,771.01","234,473,636.24","238,792,769.31"
短期借款,"3,000,000.00","8,000,000.00","10,000,000.00","15,000,000.00","10,000,000.00","15,000,000.00","23,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,"10,000,000.00",,,"20,000,000.00","40,000,000.00","21,800,000.00","1,800,000.00","1,800,000.00","30,899,527.94","101,651,394.12","66,666,019.30","71,646,968.09","59,829,158.01","50,330,000.00","190,550,880.00","237,400,880.00","269,710,904.53","281,174,176.30","322,386,333.13","329,682,370.72"
交易性金融资产,"859,409.90","1,239,218.44","1,420,930.76","1,130,488.94","1,435,825.21","1,285,391.24","1,073,890.02","1,130,488.94","1,097,721.14","1,126,020.60","1,200,492.86","1,204,961.20","1,426,888.54","1,437,314.66",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"200,000.00","500,000.00","2,167,000.00","2,170,000.00","3,640,000.00","2,116,600.00","12,549,553.53","7,412,168.10","13,392,050.50","11,484,793.85","13,722,368.50","11,333,922.74","11,819,189.35","12,656,042.72","7,461,860.00","14,258,190.00","15,013,617.27","8,217,955.88","4,728,044.18","5,907,341.97","3,485,424.30","3,260,134.23","2,268,810.00","5,798,646.06","6,244,640.00","41,378,442.16","43,362,340.48","21,642,158.76","6,034,721.44","45,139,758.52","20,130,876.96","17,263,892.57"
应付票据,,,,,,,"2,980,000.00","4,138,920.00","6,816,000.00","3,066,100.00","493,200.00","385,000.00","1,365,000.00",,,,"436,265.30","13,963,908.82","10,976,590.20","9,621,973.58","20,711,382.94","10,654,792.02","8,477,691.02","8,142,182.30","10,552,863.25","24,594,788.82","31,317,738.93","22,337,741.76","29,692,828.22","31,922,899.07","28,442,384.74","34,113,724.44"
应收账款,"10,867,210.48","13,414,872.29","16,340,306.56","17,610,782.92","22,690,677.96","29,094,082.79","29,513,765.52","34,298,960.51","42,423,289.27","55,871,318.38","53,894,439.72","47,911,867.76","48,699,337.82","56,498,163.97","61,481,707.63","71,728,979.46","72,677,507.87","74,193,696.28","71,966,172.80","90,286,930.13","108,229,471.59","254,160,636.50","245,033,513.70","321,674,932.53","350,002,905.53","370,993,195.61","406,253,405.71","472,194,906.66","522,266,266.10","573,514,920.94","594,539,360.22","655,238,476.87"
应付账款,"6,301,453.56","9,834,056.83","12,218,195.16","9,685,883.13","15,887,137.07","13,690,206.30","13,811,571.28","23,015,437.55","21,569,637.56","14,840,259.65","14,481,334.26","21,291,458.81","28,568,124.75","31,300,885.55","26,600,444.22","44,331,912.85","50,418,315.32","48,049,434.54","55,443,492.66","56,332,069.26","44,639,218.35","96,994,383.40","96,145,216.02","116,689,962.96","101,437,848.54","133,428,235.08","104,405,018.73","122,093,902.80","96,763,385.16","146,498,634.34","126,361,774.73","141,793,997.09"
预付款项,"145,458.60","154,994.70","405,709.71","2,007,669.93","1,718,449.16","1,429,372.26","642,273.13","1,840,824.12","2,776,443.06","1,379,320.00","2,362,940.16","5,726,965.23","29,836,988.63","4,583,224.94","4,331,679.19","6,461,977.43","10,209,229.25","11,715,842.00","27,976,543.46","31,555,283.35","52,249,933.10","14,044,588.68","16,023,866.02","29,358,176.92","40,467,491.29","33,182,374.87","53,637,725.10","35,725,438.75","60,681,819.69","29,301,444.60","43,895,239.57","36,186,402.61"
预收款项,"225,314.84","396,356.03","945,572.63","1,226,446.88","1,702,087.95","3,606,707.23","1,441,533.95","1,675,802.09","2,465,689.69","3,167,851.10","2,843,679.65","1,667,195.06","4,084,652.42","3,140,083.65","2,285,615.92","3,066,367.67","4,176,754.83","3,593,723.92","3,356,963.68","5,435,082.95","2,495,394.63","4,603,268.65","4,790,056.41","11,387,298.32","15,432,815.40","30,915,070.42","67,230,851.27","49,010,066.41","50,382,535.43","59,049,944.39","39,992,630.60","31,887,026.14"
其他应收款,"6,551,374.23","6,548,883.93","1,026,314.11","2,294,629.45","1,256,092.65","1,646,872.30","1,902,124.67","3,557,385.39","3,223,300.28","1,699,709.11","2,006,426.25","2,064,683.20","1,802,920.50","2,006,037.90","6,737,576.98","2,645,397.23","3,043,459.57","3,048,453.99","2,610,271.90","3,762,727.16","10,018,765.91","12,843,587.57","16,215,273.49","19,596,011.57","21,834,110.24","16,026,552.17","20,218,443.13","21,980,062.05","22,305,354.17","19,665,219.39","29,032,076.78","40,887,618.79"
应付职工薪酬,"994,412.30","1,318,029.84","1,166,512.67","1,385,976.57","299,166.76","1,899,962.87","353,946.45","2,985,612.96","773,818.62","697,609.62","735,174.88","3,447,137.13","717,905.76","3,956,206.82","4,263,199.74","4,372,504.95","736,180.99","3,169,988.58","4,431,161.94","4,739,682.08","1,100,686.54","10,472,342.88","7,688,567.75","14,750,645.48","10,026,759.06","18,825,310.68","12,138,487.61","15,632,141.34","9,257,452.44","26,637,487.35","12,344,593.14","10,767,349.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,004,892.08","1,626,853.23","2,147,255.57","3,711,070.38","4,121,178.27","4,498,362.56","3,869,963.34","3,104,700.34","4,042,415.97","4,639,026.18","2,987,323.60","2,022,657.76","2,560,027.11","5,274,606.09","3,307,447.81","4,078,170.13","1,656,585.66","8,218,448.98","2,297,578.17","7,046,218.06","6,151,759.97","23,736,794.22","1,725,191.55","20,554,788.55","19,433,534.03","42,670,870.06","13,971,022.16","18,592,796.98","11,942,275.64","38,688,521.26","11,332,963.07","16,403,484.04"
应收利息,,,,,,,,,,,,,,,,,,,,,"1,324,949.04","1,534,214.04","187,512.95","237,038.10","304,216.97","526,942.49","494,398.90","169,750.34","221,482.20","510,684.93","343,645.21","108,465.75"
应付利息,,,,,,,,,,,,,,,,,,"35,000.00",,"3,410.00","41,425.81","171,235.78","180,981.43","129,548.43","115,271.10","400,722.24","1,862,365.77","2,972,025.63","4,773,106.72","6,541,743.64","8,302,935.18","2,535,002.51"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"10,702,560.00",,,,"882,000.00","882,000.00",,,,,,,,,,,,,,,
存货,"8,157,388.61","10,051,792.46","12,743,465.89","12,104,108.73","19,469,842.93","21,750,350.27","19,551,957.50","29,720,323.95","23,926,566.76","19,808,119.70","22,701,281.16","23,686,373.86","29,431,430.95","32,943,891.81","35,030,099.56","44,899,975.97","47,297,089.03","36,522,291.59","43,991,122.77","47,517,298.37","46,193,994.98","57,474,183.81","77,804,405.24","100,056,319.14","105,228,829.88","129,266,199.50","132,660,225.71","128,765,115.09","125,011,329.43","127,530,070.55","140,248,516.53","152,151,560.61"
其他应付款,"73,455.52","62,065.78","215,772.96","49,460.94","35,125.14","25,691.14","19,874.94","24,760.27","100,546.64","11,873.64","29,518.04","13,073.64","403,175.34","455,703.79","602,937.26","303,980.50","487,435.23","2,651,433.28","645,691.74","699,352.55","558,153.38","13,229,734.00","9,633,584.63","177,061,971.94","11,002,112.49","19,578,419.68","15,521,476.09","19,348,451.75","17,734,872.93","23,178,851.95","19,113,979.71","23,666,354.78"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00",,"8,000,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,"3,097.88","3,097.88","6,478.89","10,979.39","111,703.95","72,451.22","1,363,209.47","146,743,260.09","83,669,872.03","63,016,924.27","76,229,475.48","186,712,994.01","202,238,588.85","176,024,029.62","56,261,542.70"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"43,437,061.48","51,528,781.52","69,818,712.34","81,749,351.36","98,953,648.46","111,685,978.70","143,030,660.86","153,119,312.91","404,232,412.56","411,614,798.59","305,576,131.29","318,793,689.30","340,388,561.04","312,419,446.57","293,192,954.62","330,666,417.25","357,240,532.87","377,087,939.23","354,916,980.06","374,589,495.48","404,620,871.90","626,107,182.00","511,386,565.17","1,119,835,618.83","926,936,837.67","1,125,938,348.59","1,053,765,662.89","1,128,437,597.11","1,146,030,241.10","1,292,932,458.79","1,238,687,381.13","1,196,890,729.21"
流动负债合计,"14,599,528.30","21,237,361.71","26,693,308.99","31,058,837.90","32,044,695.19","38,720,930.10","45,476,889.96","44,945,233.21","45,768,108.48","36,422,720.19","21,570,230.43","39,529,082.40","47,698,885.38","44,127,485.90","37,059,644.95","77,034,936.10","98,793,537.33","101,481,938.12","78,951,478.39","85,677,788.48","106,597,549.56","261,513,945.07","195,307,308.11","420,363,366.07","227,830,361.88","320,743,416.98","436,997,840.56","487,388,006.67","490,257,361.07","618,692,258.30","568,277,594.30","598,849,308.72"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","52,040,000.00","78,500,000.00","88,500,000.00","88,500,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,"45,000,000.00","45,000,000.00","55,080,000.00","55,080,000.00","65,080,000.00","65,080,000.00","96,080,000.00","110,080,000.00","126,080,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,875,000.00","5,687,500.00","6,500,000.00"
长期股权投资,,,,,,,,,,,"3,000,000.00","3,000,000.00","2,654,764.06","2,565,322.54","2,488,196.86","2,301,292.60","2,147,219.28","2,070,860.71","2,015,403.43","1,972,555.19","1,918,215.93","1,947,419.07","1,870,060.42","1,817,746.45","7,767,884.04","7,887,772.37","7,125,938.04","6,408,392.79","5,663,852.70","14,945,941.41","14,068,793.62","20,681,608.50"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,641,118.22","12,547,153.75","12,453,189.27","12,385,790.58","12,292,503.33","12,199,216.08"
预计负债,,,,,,,,,,,,,,,,,,,,,,"138,000.00","118,000.00",,,,,,,,,
固定资产,"2,286,692.54","3,076,400.30","3,239,620.28","3,542,994.08","3,848,237.19","3,738,624.26","5,345,609.66","5,566,449.40","6,024,285.83","6,723,055.90","6,854,805.79","98,969,584.03","98,460,400.80","101,618,982.27","101,507,968.91","101,404,311.49","100,720,627.14","99,856,421.42","99,146,687.76","98,266,622.81","98,320,744.26","103,748,463.89","105,046,905.84","125,173,487.94","124,662,205.10","123,011,078.35","130,530,094.51","129,350,873.41","129,096,476.77","132,478,308.18","130,133,359.64","128,979,256.47"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,302,595.27","3,217,398.59","3,132,915.78"
在建工程,,,,,,,,,,,"88,316,281.70",,"165,295.64",,,,,,,,"975,585.60","1,333,976.82","1,566,417.80","4,812,839.13","9,904,074.38","22,012,925.22","25,934,860.84","58,648,023.21","64,418,054.53","77,390,565.97","98,095,032.54","113,390,087.21"
其他非流动负债,"440,000.00",,,,,,,,,,,,,"2,040,000.00","2,040,000.00",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"440,000.00",,,,,,,,,,,,,"2,040,000.00","2,040,000.00",,,,,,,"138,000.00","118,000.00","45,000,000.00","45,000,000.00","118,710,000.00","143,851,000.00","148,535,000.00","148,035,000.00","186,712,595.27","200,939,898.59","217,167,915.78"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"15,039,528.30","21,237,361.71","26,693,308.99","31,058,837.90","32,044,695.19","38,720,930.10","45,476,889.96","44,945,233.21","45,768,108.48","36,422,720.19","21,570,230.43","39,529,082.40","47,698,885.38","46,167,485.90","39,099,644.95","77,034,936.10","98,793,537.33","101,481,938.12","78,951,478.39","85,677,788.48","106,597,549.56","261,651,945.07","195,425,308.11","465,363,366.07","272,830,361.88","439,453,416.98","580,848,840.56","635,923,006.67","638,292,361.07","805,404,853.57","769,217,492.89","816,017,224.50"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"20,056,400.00","20,056,400.00","25,070,500.00","25,070,500.00","25,070,500.00","40,112,800.00","40,112,800.00","40,112,800.00","53,512,800.00","53,512,800.00","53,512,800.00","53,512,800.00","85,620,480.00","85,620,480.00","85,620,480.00","171,240,960.00","171,240,960.00","171,240,960.00","171,240,960.00","171,240,960.00","342,481,920.00","462,855,750.00","462,855,750.00","516,938,160.00","516,938,160.00","516,938,160.00","516,938,160.00","516,938,160.00","516,938,160.00","516,938,160.00","516,938,160.00","516,938,160.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"2,170,837.46","2,891,246.34","3,037,567.46","3,037,567.46","3,037,567.46","3,037,567.46","3,037,567.46","3,037,567.46","225,869,946.06","226,519,946.06","226,519,946.06","226,519,946.06","194,412,266.06","194,412,266.06","194,412,266.06","108,791,786.06","108,791,786.06","108,791,786.06","108,791,786.06","108,791,786.06","6,047,210.06","514,577,298.62","514,577,298.62","1,310,354,113.87","1,310,869,130.47","1,309,222,698.93","1,309,222,698.93","1,355,575,605.12","1,355,575,605.12","1,355,575,605.12","1,355,575,605.12","1,305,118,308.29"
无形资产,"483,640.84","1,748,578.50","83,864.51","3,730,312.97","406,674.28","453,201.11","2,629,759.98","3,193,509.08","2,995,768.84","5,201,167.31","5,093,188.11","5,048,822.46","5,167,081.98","12,570,695.95","12,926,281.14","12,881,865.88","13,128,746.72","14,555,825.22","14,229,731.08","20,805,973.44","20,684,103.64","64,931,493.55","64,891,634.46","65,989,155.51","80,663,666.34","87,580,734.31","107,594,785.81","104,767,096.47","101,426,055.11","100,479,705.88","97,847,046.41","98,676,049.09"
盈余公积,,,"2,690,806.39","3,039,986.25","5,218,771.85","5,218,771.85","9,038,557.95","9,038,557.95","9,038,557.95","13,503,931.40","13,503,931.40","13,503,931.40","13,503,931.40","16,915,542.09","16,915,542.09","16,915,542.09","16,915,542.09","18,681,597.58","18,681,597.58","18,681,597.58","18,681,597.58","21,461,598.69","21,461,598.69","21,461,598.69","21,461,598.69","27,466,523.15","27,466,523.15","27,466,523.15","27,466,523.15","29,310,887.86","29,310,887.86","29,310,887.86"
开发支出,"2,292,263.31","2,893,575.37",,"4,112,739.40",,,,,,,,,,,,,,,,,,"5,206,383.48","7,050,665.35","7,614,157.83","10,351,986.66","14,452,421.20","13,901,379.71","22,965,574.30","31,270,878.44","54,684,477.27","59,984,921.55","63,693,716.00"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"41,671,622.51","51,296,140.21","51,416,481.12","51,416,481.12","51,416,481.12","51,416,481.12","59,727,059.44","69,428,933.12","614,802,919.05","614,802,919.05","1,080,298,940.93","1,080,298,940.93","1,097,322,768.34","1,275,525,415.33","1,275,525,415.33","1,274,982,471.33","1,274,496,823.70","1,274,496,823.70","1,274,496,823.70"
未分配利润,"12,388,328.63","15,810,576.00","16,261,645.91","31,469,569.24","38,686,825.67","29,701,722.00","53,901,116.30","65,279,722.82","79,583,687.73","94,243,732.12","94,361,788.30","93,283,215.14","103,543,171.70","114,326,588.38","107,577,331.73","107,239,959.09","111,821,958.06","124,324,269.45","124,754,159.53","133,309,824.41","63,699,822.51","100,616,910.10","106,437,580.63","133,304,179.64","163,882,421.03","215,219,607.41","224,890,682.16","233,907,472.39","265,559,928.68","315,170,283.92","327,662,954.76","320,708,556.68"
长期待摊费用,"437,450.00","514,541.66","411,633.32","308,724.98","549,816.66","458,342.59","236,349.75","127,265.25","72,723.00","122,919.64","112,248.61","101,723.61","101,723.61","80,673.61","128,639.18","631,273.27","579,736.10","323,481.95","271,944.78","2,084,370.14","1,933,776.65","1,783,183.16","1,744,657.78","1,605,574.44","4,178,857.34","3,774,785.56","4,698,854.57","4,356,466.84","3,915,197.98","7,454,783.06","7,039,252.98","6,236,491.66"
