科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,244,114,381.61","1,296,849,958.24","549,120,967.15","636,381,702.46","1,279,137,177.53","287,798,390.60","667,140,582.14","1,097,929,225.05","1,526,274,125.82","307,912,054.05","692,008,834.34","1,122,536,962.28","1,606,350,850.93","312,579,837.36","644,124,745.99","1,034,381,527.84","1,534,738,952.86","336,141,948.85","724,813,564.46","1,158,961,322.84","1,564,680,517.45","382,004,064.76","803,042,990.39","1,216,801,065.27","1,793,025,874.81","374,759,603.32","825,847,787.53","230,965,020.65","525,150,038.77","305,005,538.33","738,611,869.60","1,223,459,947.90","1,768,793,930.62","366,603,939.89","693,948,711.20","1,144,253,358.39"
取得子公司及其他营业单位支付的现金净额,"2,860,524.94",,,,,,,,,,,"-2,137,838.00","11,370,664.43",,,,"11,677,923.84",,,,,,,,,,,,,,,,,,,
收到的税费返还,"1,997,249.71","4,018,104.75","1,296,543.85","11,545,822.59","7,479,785.88","5,028,570.91","10,998,829.08","19,683,684.34","24,256,834.45","4,854,391.21","13,517,642.17","20,421,704.76","22,235,259.41","4,871,278.32","10,558,954.98","16,604,034.95","20,081,261.02","4,200,185.97","8,783,690.98","10,883,371.00","13,380,706.21","5,406,629.10","10,272,215.25","13,810,626.41","15,100,216.61","2,731,620.72","4,470,254.96","7,544,217.48",,"745,000.00",,,,,,
支付其他与投资活动有关的现金,"16,000,000.00",,,,,,,,,,,,,"100,000,000.00","150,000,000.00","451,000,000.00",,"426,000,000.00",,,,,,,,,,,,,"88,000,000.00","108,000,000.00",,,,
收到其他与经营活动有关的现金,"26,110,936.15","23,937,214.01","11,840,572.48","272,910,579.49","14,188,153.40","6,908,927.61","7,107,153.94","10,791,242.12","14,004,369.18","10,434,022.30","12,549,933.99","16,069,691.70","21,031,378.44","22,469,595.39","24,249,699.94","29,692,334.30","26,664,408.11","14,820,117.96","33,230,752.47","33,727,754.02","23,678,616.28","31,165,098.41","33,456,678.52","45,924,269.90","46,395,471.33","39,909,275.30","44,843,697.02","35,874,585.53","27,836,244.71","27,014,839.99","9,622,891.67","13,521,905.67","14,512,750.44","12,711,830.00","27,727,870.65","62,551,616.40"
投资活动现金流出小计,"74,633,142.02","58,477,298.80","4,618,810.70","12,724,663.39","17,666,253.64","21,934,820.70","34,206,628.34","48,510,059.95","83,837,610.67","30,044,293.63","96,346,754.14","148,336,339.70","200,080,175.45","139,378,558.35","213,589,139.54","563,688,048.33","295,845,476.56","470,079,167.91","866,927,292.09","1,472,566,631.18","400,926,958.83","732,931,752.64","1,413,832,868.38","1,876,164,467.95","423,715,194.85","288,657,994.19","1,223,046,741.30","322,084.00","91,117,952.21","112,561,571.00","338,962,071.95","359,791,798.95","365,141,710.93","205,552.00","81,817,909.97","81,944,053.74"
经营活动现金流入小计,"1,272,222,567.47","1,324,805,277.00","562,258,083.48","920,838,104.54","1,300,805,116.81","299,735,889.12","685,246,565.16","1,128,404,151.51","1,564,535,329.45","323,200,467.56","718,076,410.50","1,159,028,358.74","1,649,617,488.78","339,920,711.07","678,933,400.91","1,080,677,897.09","1,581,484,621.99","355,162,252.78","766,828,007.91","1,203,572,447.86","1,601,739,839.94","418,575,792.27","846,771,884.16","1,276,535,961.58","1,854,521,562.75","417,400,499.34","875,161,739.51","274,383,823.66","552,986,283.48","332,765,378.32","748,234,761.27","1,236,981,853.57","1,783,306,681.06","379,315,769.89","721,676,581.85","1,206,804,974.79"
投资活动产生的现金流量净额,"113,483,862.01","-34,706,010.05","-4,191,157.22","-12,295,319.27","-17,113,500.16","-21,934,820.70","-34,206,628.34","-48,059,459.95","-81,417,197.67","-30,044,293.63","-96,346,684.14","-147,471,007.20","-198,441,502.24","-139,400,608.35","-55,365,317.74","-152,054,021.03","-232,022,366.88","-188,273,606.18","-200,376,886.30","-287,267,169.91","-269,699,318.87","6,580,672.02","18,747,035.35","-112,950,840.66","-130,086,603.21","-9,952,108.53","41,128,232.73","-316,676.00","183,887,455.79","-68,523,639.06","-289,924,140.01","-310,753,867.01","-252,540,622.85","2,154,448.00","-66,481,171.53","-66,607,315.30"
购买商品、接受劳务支付的现金,"1,011,588,618.32","1,010,279,613.03","325,934,880.99","391,817,434.72","901,708,426.37","245,081,563.45","544,733,901.27","897,956,705.74","1,222,904,987.82","320,412,992.26","626,595,979.26","992,122,757.07","1,365,675,937.02","259,303,168.11","480,829,107.15","764,966,890.43","1,104,579,504.37","268,638,516.20","583,427,515.52","899,592,461.58","1,151,771,940.34","336,690,301.57","675,676,145.78","961,817,306.83","1,338,188,981.91","325,853,876.48","647,059,833.92","321,044,251.04","525,364,200.94","232,752,023.22","400,810,586.20","852,725,581.12","1,378,268,932.07","331,810,146.02","659,446,078.87","1,008,593,825.44"
吸收投资收到的现金,,"2,999,785.50","11,269,383.12","11,268,017.82","15,829,819.12","728,234,940.00","733,299,692.20","733,299,692.20","737,485,692.20",,,,"6,320,445.30",,"8,386,817.40","8,386,817.40","8,386,817.40",,,,"6,107,721.75",,,,,,,"250,300,000.00","300,000.00",,,,"1,050,000.00",,,
