科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"17,794,075.25","17,970,698.07","31,642,906.91","30,085,375.62","30,143,487.32","30,773,183.97","4,659,857.62","5,117,651.64","4,256,427.91","5,096,191.56","4,069,688.72","6,185,061.39","5,205,055.31","6,208,869.58","4,089,274.04","5,896,062.84"
应付职工薪酬,"12,381,505.99","14,482,370.39","17,690,347.48","15,860,773.33","15,858,938.15","3,387,340.51","8,326,884.14","5,249,111.25","3,596,296.36","4,160,380.18","11,475,426.82","3,857,003.71","3,265,828.47","4,376,510.36","12,230,624.79","4,341,968.22"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"12,069,165.77","10,207,162.35","11,826,822.10","14,475,561.90","3,312,248.19","9,097,180.38","4,555,441.90","7,406,534.60","3,837,571.37","6,584,563.24","8,930,315.92","5,934,509.24","3,121,779.51","5,251,361.88","18,619,481.26","801,330.00"
应收利息,"598,245.92","333,466.55","300,858.41","537,169.88","457,664.51","414,077.30","2,964,167.96","2,232,597.16","3,015,682.52","2,522,030.53","4,497,312.31","6,220,717.82","8,073,454.78","9,302,686.95","1,181,498.60","1,249,542.92"
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,"19,200,000.00",,"5,934,939.56",,,,,,,,,,,,
存货,"45,762,811.55","41,582,368.81","44,474,650.96","45,448,426.18","46,334,792.31","45,757,322.41","43,077,235.17","45,376,112.46","49,988,825.94","41,282,508.83","41,889,554.48","44,253,066.36","40,980,089.36","47,205,312.91","42,928,060.01","58,094,178.93"
其他应付款,"1,876,608.48","473,550.16","828,975.80","1,595,669.88","2,112,199.90","776,833.56","716,890.50","773,363.10","763,922.50","598,340.70","936,680.10","1,519,339.30","2,231,412.51","2,441,165.96","2,247,672.98","2,333,625.11"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"1,576,865.55",,,,,"355,079,177.46","355,000,000.00","419,000,000.00","262,010,581.20","411,000,000.00","490,108,324.96","500,108,324.96","471,108,324.96","541,108,324.96","582,098,554.24","551,520,507.26"
其他流动负债,"2,282,712.85","2,198,099.43",,,,,,,,,,,,,,
流动资产合计,"513,960,729.04","631,273,482.12","774,653,560.08","770,658,922.40","1,148,104,446.16","1,159,220,284.63","1,192,148,107.37","1,245,229,776.90","1,244,977,707.50","1,300,857,498.50","1,347,952,106.17","1,355,071,121.39","1,297,778,216.61","1,300,591,681.96","1,386,939,755.08","1,328,560,172.28"
流动负债合计,"180,455,267.00","211,242,749.28","226,004,214.00","225,588,292.99","175,366,076.25","159,496,771.03","168,730,518.34","199,081,254.13","207,910,043.24","238,871,292.03","286,948,429.66","279,181,492.72","246,217,918.26","227,561,737.47","287,314,260.71","246,016,209.33"
可供出售金融资产,,,,,,,,,,,"500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00"
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"500,000.00",,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"34,157,987.68","42,887,438.69","49,567,290.59","48,781,263.19","47,784,082.61","47,196,115.79","47,443,576.03","55,465,208.72","55,327,127.41","58,379,823.32","62,642,727.94","63,783,116.74","66,132,862.53","71,152,219.45","82,233,387.61","83,140,029.03"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"6,608,389.89","109,669.00","128,099.68","180,078.51","448,515.73","2,456,160.35","2,589,646.22","5,130,654.02","15,573,281.10","15,768,519.97","18,029,341.92","21,377,209.16","22,808,051.39","24,594,521.80","24,671,206.07","29,575,167.72"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"29,137,013.74","25,011,975.62","25,011,975.62","24,462,450.79","23,912,925.96","23,363,401.13","23,103,806.50","22,592,977.28","22,082,148.06","21,571,318.84","21,057,949.94","20,585,197.98","20,112,446.02","19,639,694.06","20,784,518.92","20,263,582.22"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"209,592,280.74","236,254,724.90","251,016,189.62","250,050,743.78","199,279,002.21","182,860,172.16","191,834,324.84","221,674,231.41","229,992,191.30","260,442,610.87","308,006,379.60","299,766,690.70","266,330,364.28","247,201,431.53","308,098,779.63","266,279,791.55"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"79,295,908.86","79,295,908.86","79,295,908.86","79,295,908.86","433,992,560.53","433,992,560.53","433,992,560.53","433,992,560.53","433,992,560.53","433,992,560.53","433,992,560.53","433,992,560.53","433,992,560.53","433,992,560.53","433,940,784.44","433,940,784.44"
无形资产,"6,684,398.06","6,603,710.58","7,069,291.52","7,023,854.45","7,002,792.77","6,951,048.65","6,992,302.28","6,944,113.73","7,092,641.60","7,027,674.35","7,968,387.85","7,900,039.14","7,831,690.41","7,763,341.68","7,713,367.96","7,644,548.08"
盈余公积,"7,736,424.69","16,318,006.62","29,404,488.67","29,404,488.67","29,404,488.67","29,404,488.67","38,228,487.75","38,228,487.75","38,228,487.75","38,228,487.75","44,813,186.82","44,813,186.82","44,813,186.82","44,813,186.82","51,753,055.53","51,753,055.53"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,
未分配利润,"118,801,285.99","203,590,042.14","326,068,606.72","321,985,637.50","344,289,332.78","371,798,684.85","389,593,073.77","420,148,899.71","418,770,735.95","448,228,357.87","458,442,898.47","471,098,782.82","468,334,375.52","490,575,626.64","519,507,127.70","519,474,071.23"
长期待摊费用,,,,,,,"1,000,000.00","875,000.00","750,000.00","625,000.00","500,000.00","375,000.00","250,000.00","125,000.00","54,059.84","893,619.80"
少数股东权益,,,,,,,,"2,498,970.15","5,237,581.91","5,129,926.84","6,119,822.26","7,645,356.59","8,112,329.30","8,627,492.31","7,870,584.53","6,515,212.84"
递延所得税资产,"4,014,395.61","4,584,382.13","4,366,952.00","4,092,660.26","3,625,546.92","2,232,296.79","3,474,814.99","2,898,396.18","2,500,799.83","2,863,427.72","3,943,210.43","2,098,993.03","1,738,425.51","2,285,165.94","4,944,441.77","2,773,669.57"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"9,839,073.37","6,211,098.00","24,543,570.00","18,198,367.00","14,114,113.50","24,875,709.11"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"51,465,171.24","54,185,200.40","61,131,633.79","60,077,856.41","58,860,938.03","58,835,621.58","61,500,339.52","71,313,372.65","81,243,849.94","85,164,445.36","103,422,741.51","102,245,456.07","123,804,599.84","124,618,615.87","134,230,576.75","149,402,743.31"
所有者权益(或股东权益)合计,"355,833,619.54","449,203,957.62","584,769,004.25","580,686,035.03","1,007,686,381.98","1,035,195,734.05","1,061,814,122.05","1,094,868,918.14","1,096,229,366.14","1,125,579,332.99","1,143,368,468.08","1,157,549,886.76","1,155,252,452.17","1,178,008,866.30","1,213,071,552.20","1,211,683,124.04"
资产总计,"565,425,900.28","685,458,682.52","835,785,193.87","830,736,778.81","1,206,965,384.19","1,218,055,906.21","1,253,648,446.89","1,316,543,149.55","1,326,221,557.44","1,386,021,943.86","1,451,374,847.68","1,457,316,577.46","1,421,582,816.45","1,425,210,297.83","1,521,170,331.83","1,477,962,915.59"
负债和所有者(或股东权益)合计,"565,425,900.28","685,458,682.52","835,785,193.87","830,736,778.81","1,206,965,384.19","1,218,055,906.21","1,253,648,446.89","1,316,543,149.55","1,326,221,557.44","1,386,021,943.86","1,451,374,847.68","1,457,316,577.46","1,421,582,816.45","1,425,210,297.83","1,521,170,331.83","1,477,962,915.59"
