科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"105,042,265.80","567,783,931.28","1,118,489,152.72","2,143,887,868.80","202,316,589.47","510,649,244.65","1,067,472,887.36","2,217,702,550.22","112,660,636.41","564,581,163.20","1,054,315,043.85","2,096,762,781.93","106,461,412.43","645,495,962.54","1,231,975,689.86","2,270,035,704.72","152,362,058.28","700,044,177.76","1,340,760,389.39","2,769,433,684.61","262,974,959.08","823,111,098.67","1,397,379,309.79","2,858,187,038.33","366,355,671.87","1,084,788,535.15","1,963,719,278.23","10,830,674,602.47","2,497,440,075.25","5,435,854,961.76","8,096,542,283.45","12,455,436,126.10","2,542,774,383.37","5,552,162,817.30","8,103,817,448.65","12,544,121,413.65","2,444,652,684.48","5,556,938,432.46","8,256,812,270.64","12,521,514,020.85","2,087,906,625.62","5,309,240,049.23","7,800,680,055.50","12,048,108,835.61","2,141,024,345.10","5,359,381,006.52","8,185,518,851.15","13,065,513,622.05","2,387,236,406.17"
二、营业利润,"324,921.21","17,357,445.92","51,964,466.31","104,445,575.63","2,540,282.00","14,654,387.41","49,785,466.81","110,042,927.40","1,112,635.03","20,062,758.40","49,869,733.45","85,740,450.00","269,070.01","28,889,036.50","56,342,858.60","132,242,576.53","10,187,259.47","40,017,815.58","77,196,380.18","114,776,650.86","15,118,353.22","55,565,634.17","87,714,488.54","131,112,068.71","17,181,932.66","64,247,068.28","119,537,007.28","291,590,765.26","65,175,985.56","173,770,080.10","270,203,423.65","353,698,985.63","76,865,944.34","196,253,708.68","321,312,409.29","507,740,106.12","73,265,096.37","201,628,885.63","354,105,489.41","512,471,586.84","93,224,258.74","187,370,453.16","337,660,522.87","547,613,081.57","88,849,453.42","204,827,301.43","350,430,632.34","590,953,538.89","92,563,529.66"
减:营业成本,"88,859,867.97","500,020,519.41","997,965,300.68","1,909,521,323.02","181,048,356.62","453,930,427.64","951,904,678.45","1,977,195,592.34","94,936,064.22","493,817,338.07","919,111,342.09","1,850,801,992.07","90,083,145.96","571,512,757.31","1,080,590,130.68","1,971,983,941.37","129,674,031.64","617,887,993.07","1,165,552,826.73","2,449,350,559.79","234,371,910.79","690,441,460.06","1,170,554,076.28","2,471,542,109.02","300,265,799.69","930,529,523.07","1,662,617,024.02","9,654,269,275.68","2,252,458,226.98","4,834,279,044.65","7,199,332,534.51","11,052,723,767.88","2,249,368,505.23","4,694,763,455.90","6,913,325,205.13","10,621,666,353.91","2,183,465,763.20","5,018,658,697.99","7,347,386,519.66","10,760,266,710.38","1,821,022,158.99","4,781,597,569.75","6,886,945,826.39","10,199,379,813.38","1,837,533,228.01","4,682,193,910.63","7,167,548,187.37","11,245,246,421.18","2,075,792,449.07"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,,,,,,"527,250.00",,"24,975.00","24,975.00","24,975.00",,,"2,880.40","3,765.66","3,655.86","15,030.90","36,116.44","55,424.33","57,897.23","67,754.35","94,280.92","327,438.34","16,098.67","27,968.28","35,945.61","7,356,507.27","612,280.12","1,395,779.35","2,667,919.23","6,083,503.67","53,662.45","390,991.89","743,288.42","3,414,054.71","81,838.15","123,642.83","209,397.91","11,010,488.86","2,666,556.23","7,959,557.16","14,356,759.03","20,631,556.16","4,265,485.23","8,877,576.52","13,141,322.84","18,252,390.88","4,711,609.67"
营业外收入,,,,"1,850,250.00",,,"3,931.57","216,628.87","33,283.79","33,283.79","33,283.79","66,624.59","101,300.00","110,796.98","113,796.98","518,588.43","388,693.92","470,406.97","493,319.03","9,060,876.44","14,672.23","16,652.77","849,579.50","1,658,464.80","304,191.10","536,995.80","839,536.85","13,595,082.16","7,836,921.60","9,574,636.81","16,688,297.65","43,535,492.41","302,194.48","7,867,450.88","10,966,970.31","20,146,533.84","321,892.51","3,238,134.35","6,940,335.60","13,403,559.92","430,088.81","4,639,749.86","1,341,769.64","2,380,597.84","866,984.20","1,940,099.21","4,330,006.30","6,770,514.38","3,479,795.60"
销售费用,"7,386,746.82","18,361,549.05","20,848,870.53","27,554,730.91","5,146,701.71","10,477,760.15","14,637,259.15","21,881,511.57","5,580,355.99","10,182,553.33","15,483,580.75","22,574,473.50","4,245,182.43","8,783,217.76","16,221,178.85","28,317,856.24","4,046,084.36","9,507,842.05","19,099,134.52","27,793,148.75","6,794,924.17","17,033,827.21","26,674,502.71","44,871,299.02","12,472,653.27","22,386,059.66","37,378,170.13","92,726,864.74","24,186,875.68","48,542,908.01","70,147,820.30","113,837,646.04","21,633,145.84","43,925,851.41","69,330,276.32","123,464,856.20","22,928,821.70","48,484,107.18","84,513,265.48","130,789,318.97","22,185,480.05","43,834,244.82","63,876,698.42","117,224,658.31","21,157,507.23","45,998,066.59","68,816,132.65","119,381,246.95","22,826,503.43"
减:营业外支出,,,,"2,351,841.24","56,030.52","648,423.12","648,423.12","2,767,470.40",,,,"283,705.32",107.69,607.69,607.69,"821,564.90",,"538,083.62","538,083.62","538,083.62","14,178.46","81,203.00","139,665.18","216,031.31",,"472,244.13","472,244.13","3,935,103.93","29,789.41","236,127.07","295,726.84","2,725,558.34","26,461.57","577,376.88","969,051.93","6,188,740.04","874,812.10","959,870.99","3,072,063.49","4,729,830.36","38,067.71","190,516.54","1,025,223.37","1,634,316.54","112,060.43","578,645.93","1,214,128.89","2,930,076.62","3,416,002.15"
管理费用,"9,195,011.48","35,166,272.41","51,137,361.79","117,472,054.32","15,297,147.84","32,405,710.08","49,502,653.85","109,156,687.10","9,268,571.51","34,602,931.52","64,715,948.07","132,664,609.49","9,442,200.90","30,722,381.13","75,079,894.44","141,422,208.66","10,666,197.34","53,071,395.38","97,799,032.04","164,661,638.58","14,521,284.21","56,845,908.19","112,781,896.77","181,239,122.59","41,014,671.95","79,601,057.36","161,569,497.46","765,902,183.20","164,482,609.44","383,988,998.90","546,585,297.27","884,906,134.24","157,925,888.21","521,647,948.58","726,781,865.13","1,113,590,086.71","161,683,130.91","323,481,041.07","503,539,353.59","1,050,445,524.68","168,810,325.90","316,582,885.95","509,284,490.68","1,140,696,736.41","192,307,965.57","424,330,235.16","534,431,758.32","890,391,037.93","194,425,396.07"
其中:非流动资产处置净损失,,,,"2,351,841.24",,,,,,,,,,,,"821,064.90",,,"489,000.36","538,083.62",,"52,870.00","52,870.00","187,698.31",,"472,244.13","472,244.13","3,044,437.31",,"49,392.05","85,644.10","2,344,502.86","12,445.77","12,445.77","35,700.39","1,864,723.42","32,574.27","103,638.99","160,753.63","1,555,122.56","36,267.71","177,151.73","221,231.43","92,981,610.58",,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-724,281.68","-1,285,296.21","-1,590,287.29","-1,025,677.50","-1,715,898.70","-1,224,357.20","1,237,512.53","3,649,673.81","1,763,009.66","120,057.31","-661,085.08","-51,573.75","2,421,813.13","5,985,943.00","4,136,120.05","4,551,636.99","-2,215,170.39","-1,054,181.39","478,617.31","650,573.39","-1,057,215.41","-868,374.70","-2,083,787.76","-2,000,653.52","231,993.40","-1,695,644.83","-3,716,706.46","-3,867,189.83","-642,688.96","-8,412,213.24","-1,619,171.12","9,312,582.92","18,647,213.43","18,501,131.93","22,297,488.78","23,526,568.06","2,297,752.52","-9,255,700.55","-950,594.91","4,050,082.87","3,156,439.44","-6,236,349.76","-5,178,950.72","687,480.17","2,524,910.51","-1,524,317.19","-8,424,500.75","-12,942,265.84","-1,558,624.63"
三、利润总额,"324,921.21","17,357,445.92","51,964,466.31","103,943,984.39","2,484,251.48","14,005,964.29","49,140,975.26","107,492,085.87","1,145,918.82","20,096,042.19","49,903,017.24","85,523,369.27","370,262.32","28,999,225.79","56,456,047.89","131,939,600.06","10,575,953.39","39,950,138.93","77,151,615.59","123,299,443.68","15,118,846.99","55,501,083.94","88,424,402.86","132,554,502.20","17,486,123.76","64,311,819.95","119,904,300.00","301,250,743.49","72,983,117.75","183,108,589.84","286,595,994.46","394,508,919.70","77,141,677.25","203,543,782.68","331,310,327.67","521,697,899.92","72,712,176.78","203,907,148.99","357,973,761.52","521,145,316.40","93,616,279.84","191,819,686.48","337,977,069.14","548,359,362.87","89,604,377.19","206,188,754.71","353,546,509.75","594,793,976.65","92,627,323.11"
