科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,634,153,770.75","2,516,546,857.69","803,887,385.23","1,229,475,824.25","1,947,384,511.99","452,782,981.87","928,846,512.27","1,517,619,662.75","2,247,754,987.12","500,164,828.90","1,023,466,465.27","1,570,258,817.33","2,456,780,074.28","509,183,296.03","950,218,639.38","1,469,788,261.87","2,291,739,712.69","396,194,024.00","735,767,749.27","1,207,404,205.13","1,976,809,198.43","378,891,614.72","866,228,645.26","1,061,999,166.03","1,504,767,437.07","326,203,062.22","1,951,902,461.03","3,338,555,124.87","5,498,764,153.17","2,091,634,663.18","3,352,001,936.56","4,456,891,646.03","6,974,067,190.46","909,811,847.26","2,306,459,623.31","4,195,741,128.33","6,231,336,130.79","1,025,345,237.74"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"81,251,262.50","4,600,000.00","4,600,000.00","4,600,000.00",,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"4,224,959.47","10,992,634.60","6,561,322.77","6,930,915.31","17,956,478.60","2,521,280.82","7,581,805.70","9,811,285.42","14,812,055.25","2,719,085.31","5,876,437.71","7,878,160.12","17,374,697.73","3,044,975.78","5,579,526.00","10,816,831.92","14,585,843.04","2,694,369.25","10,912,655.29","17,717,575.52","23,275,048.18","8,276,680.93","11,152,420.25","22,294,940.24","28,633,353.83","4,952,469.15","13,615,597.84","17,300,646.86","22,810,287.31","3,825,926.95","34,960,574.87","38,530,049.59","45,248,131.13","3,069,323.59","6,419,117.82","10,888,943.13","49,671,617.20","4,959,279.46"
支付其他与投资活动有关的现金,,,,"5,000,000.00",,,,,,,,,,,,,"199,000,000.00","204,499,651.99","60,890,000.00","13,168,838.75","23,191,117.00","217,108,883.00","188,050,000.00","42,123,022.97","177,061,280.19",,"295,000,000.00","596,766,554.96",,"381,264,465.58","70,080,000.00","1,224,419,364.83","446,692,625.00","2,200,000.00","110,442,920.66","261,757,520.66","621,930,957.00","45,883,095.00"
收到其他与经营活动有关的现金,"41,440,904.44","28,612,540.86","4,997,436.06","26,839,041.57","5,863,262.22","20,564,932.57","47,776,327.37","54,764,350.96","61,295,279.72","8,038,753.48","18,710,138.60","41,005,584.80","39,784,880.08","8,998,006.84","18,863,446.26","30,813,401.44","24,157,427.95","8,450,031.54","19,764,574.43","30,906,213.79","40,356,880.07","9,831,722.31","8,164,350.26","21,982,218.52","11,402,684.37","7,244,338.72","55,792,423.78","379,788,560.09","99,351,855.86","239,362,522.11","282,218,625.64","326,404,214.35","410,669,694.30","156,583,788.64","711,184,475.90","1,766,908,881.23","161,869,903.40","2,226,937,411.14"
投资活动现金流出小计,"346,062,706.54","422,264,416.92","166,833,252.39","323,500,877.19","471,783,311.47","83,794,954.60","234,290,538.60","375,277,235.00","512,705,167.09","76,242,365.71","192,046,699.23","331,990,310.28","652,190,302.33","145,862,931.84","327,568,974.35","416,086,992.13","847,841,989.71","290,552,346.64","245,528,990.99","270,144,452.68","434,556,373.32","289,433,731.58","355,472,804.07","257,271,882.51","406,789,673.98","58,334,708.32","621,887,499.06","670,822,634.70","412,171,760.52","401,943,897.04","573,314,421.33","1,274,157,994.09","841,996,605.88","90,421,532.86","225,035,708.44","434,700,884.65","754,259,202.24","66,544,089.20"
经营活动现金流入小计,"1,679,819,634.66","2,556,152,033.15","815,446,144.06","1,263,245,781.13","1,971,204,252.81","475,869,195.26","984,204,645.34","1,582,195,299.13","2,323,862,322.09","510,922,667.69","1,048,053,041.58","1,619,142,562.25","2,513,939,652.09","521,226,278.65","974,661,611.64","1,511,418,495.23","2,330,482,983.68","407,338,424.79","766,444,978.99","1,256,027,994.44","2,040,441,126.68","397,000,017.96","885,545,415.77","1,106,276,324.79","1,544,803,475.27","338,399,870.09","2,021,310,482.65","3,735,644,331.82","5,620,926,296.34","2,334,823,112.24","3,669,181,137.07","4,821,825,909.97","7,429,985,015.89","1,069,464,959.49","3,024,063,217.03","5,973,538,952.69","6,442,877,651.39","3,257,241,928.34"
投资活动产生的现金流量净额,"-286,021,837.92","-264,273,886.40","-71,328,738.05","-175,716,483.71","-264,569,490.90","-48,458,403.28","-150,282,256.79","-270,786,476.68","-350,051,544.84","-50,332,550.35","-144,944,429.64","-249,102,572.53","-382,812,115.99","-100,982,135.24","-224,727,599.08","-263,262,603.97","-537,639,330.63","-245,346,406.68","-162,222,337.51","-138,371,653.48","-29,117,729.36","-249,660,400.21","-113,070,425.97","-52,435,063.06","-70,718,319.72","-13,629,707.68","116,200,741.56","-256,206,240.92","-23,920,851.49","176,028,937.30","39,642,186.04","-568,057,848.79","-237,858,120.17","-31,566,627.59","24,692,599.71","-165,259,983.66","-674,246,719.52","-60,337,115.57"
购买商品、接受劳务支付的现金,"1,003,111,024.81","1,897,008,492.00","408,363,929.44","519,458,190.63","918,886,575.83","332,944,571.29","674,201,464.67","998,347,749.57","1,432,938,158.87","360,521,738.71","701,351,341.99","1,108,460,188.85","1,643,073,414.69","334,741,290.47","552,983,568.08","779,942,063.32","1,372,514,681.16","251,301,373.21","475,682,142.15","720,529,657.25","1,294,896,334.49","242,711,820.54","618,757,502.90","667,770,690.49","915,181,634.10","207,527,569.45","1,037,690,644.48","1,474,816,333.78","2,086,922,419.49","463,739,936.44","2,461,997,700.77","4,099,549,983.14","4,522,961,416.60","606,238,295.95","1,060,280,191.79","2,261,711,871.08","3,032,760,282.24","4,547,110,615.08"
吸收投资收到的现金,"20,748,070.49","5,741,074.09",,,"1,191,289,163.30",,,,,,,,,,,,,,,,,,,,,,,"1,346,059,996.64","1,342,607,166.47",,,,,,,"50,000,000.00",,
支付给职工以及为职工支付的现金,"229,120,405.39","317,217,112.54","183,622,002.53","258,408,654.55","323,507,590.29","78,692,414.75","193,178,751.05","280,750,704.63","370,296,593.18","91,325,595.97","252,853,857.70","364,556,352.50","468,894,907.35","110,556,686.35","262,309,325.11","370,171,055.59","507,230,825.10","92,363,302.67","221,885,619.27","327,053,924.11","456,504,142.68","88,400,433.97","222,030,622.31","293,879,397.02","408,337,301.69","86,628,984.46","223,449,582.68","322,061,305.84","382,848,790.33","123,672,320.92","220,911,131.52","310,881,057.16","411,556,308.64","124,399,066.42","232,101,070.78","332,891,411.72","464,715,124.61","153,210,301.45"
取得借款收到的现金,"311,000,000.00","1,040,000,000.00","520,000,000.00","570,000,000.00","570,000,000.00","20,000,000.00","90,000,000.00","290,000,000.00","290,000,000.00",,"150,000,000.00","457,000,000.00","610,000,000.00","60,000,000.00","60,000,000.00","850,500,000.00","40,000,000.00",,"60,000,000.00","60,000,000.00","75,935,772.37",,,,,,"750,000.00","750,000.00","200,000,000.00",,"1,190,770,000.00","1,747,915,174.49","2,758,025,174.49","19,100,000.00","1,069,100,000.00","2,397,400,000.00","3,824,984,000.00","949,940,000.00"
支付的各项税费,"78,163,879.83","137,102,643.31","68,127,916.78","97,879,735.21","148,910,403.32","46,975,638.60","90,489,267.95","122,244,506.32","170,405,053.70","32,608,427.99","89,464,931.33","137,273,320.34","202,746,427.83","32,468,524.49","86,844,324.96","126,103,877.45","144,975,207.44","22,606,046.03","53,281,648.85","78,104,577.49","105,901,787.19","30,816,711.57","51,122,249.07","73,675,967.72","86,828,112.05","15,660,574.98","300,062,078.64","401,738,807.87","536,503,239.91","261,072,053.30","482,558,976.08","557,306,856.91","1,098,387,830.72","333,239,988.75","661,255,472.49","828,242,033.40","993,643,017.40","295,749,916.30"
