科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"17,011,546.70","58,314,794.92","80,529,235.42","102,475,918.57","30,443,465.30","60,285,393.43","93,228,337.34","129,982,833.07","17,879,964.16","58,035,442.91","100,666,341.27","134,191,455.15","25,120,751.45","46,159,024.58","65,275,569.97","87,381,146.71","22,242,752.59","49,378,104.82","79,419,339.86","104,057,298.67","43,939,037.10","87,246,986.18","150,237,137.02","216,574,455.70","66,672,028.23","118,883,714.00","171,453,573.68","240,164,311.67","191,110,793.37","263,356,156.34","370,388,765.35","562,618,841.97","264,426,296.39","365,539,353.04","498,915,257.74","590,351,708.82","91,614,734.76","288,509,873.54","386,725,521.66","475,885,683.84","84,763,814.43","346,396,948.46","840,438,242.76","903,331,225.61"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"44,435.17","687,461.13","1,504,236.46",,"327,218.89","604,442.69","1,898,274.38","1,441,425.69","2,822,023.00","2,822,023.00","3,808,320.23","863,484.77","3,055,836.07","4,330,871.62","4,995,409.88","2,537,583.59","4,331,845.31","6,054,596.12","9,095,264.96","2,048,339.40","2,048,339.40","3,058,818.44","6,307,286.20","1,633,703.12","3,964,009.97","8,176,602.47","8,176,602.47","2,179,748.87","3,140,019.17","6,314,238.14","7,920,892.05","6,391,817.24","6,561,778.42","6,849,692.00","14,063,988.33","5,865,452.58","11,905,555.66","15,644,876.63","24,096,213.71","4,955,793.92","12,237,027.29","18,495,394.09","23,653,136.45"
支付其他与投资活动有关的现金,,,,,"100,000.00","100,000.00","100,000.00","100,000.00",,,,,,,,,,"200,000,000.00","200,000,000.00",,,,,,,,,,,,,,,,"3,000,000.00","3,000,000.00","2,216,000.00","2,216,000.00","2,216,000.00","2,216,000.00",,,,
收到其他与经营活动有关的现金,"7,174,317.92","2,944,330.83","4,003,103.13","10,651,139.92","431,847.89","872,836.72","1,597,558.16","3,375,193.90","895,173.31","1,870,114.02","7,572,887.03","7,577,785.66","3,474,289.26","3,550,289.23","4,014,417.00","6,717,910.31","3,346,247.36","4,570,485.62","5,375,652.79","252,112,885.42","50,740,871.02","53,511,763.98","54,043,976.48","62,341,612.28","204,202,436.07","209,077,357.41","219,387,640.51","11,670,972.08","273,036.42","726,788.75","1,416,629.56","4,270,170.85","828,817.97","2,135,140.93","5,672,160.08","12,382,254.93","1,210,175.17","2,052,040.01","6,219,627.73","8,364,976.89","1,056,428.35","2,877,914.86","5,800,347.78","7,885,911.00"
投资活动现金流出小计,"12,210,956.60","27,616,011.61","29,894,267.21","72,582,860.35","4,220,785.60","16,451,588.27","39,577,995.48","68,616,581.86","17,522,806.43","38,025,455.29","54,808,176.24","60,948,089.78","11,510,435.96","23,895,086.43","25,628,052.63","30,627,140.11","4,064,583.70","206,907,549.68","210,919,029.06","11,958,488.19","3,696,534.50","4,849,442.40","5,396,008.40","10,975,888.44","3,140,527.33","5,309,155.33","10,495,499.33","282,650,929.00","650,278.00","16,077,045.54","34,001,240.07","51,018,223.10","23,305,443.23","77,595,670.66","108,802,342.69","194,749,023.14","23,910,645.02","64,726,521.33","208,323,408.40","275,797,647.44","44,873,597.23","118,387,302.07","233,529,155.61","251,332,452.95"
经营活动现金流入小计,"24,185,864.62","61,303,560.92","85,219,799.68","114,631,294.95","30,875,313.19","61,485,449.04","95,430,338.19","135,256,301.35","20,216,563.16","62,727,579.93","111,061,251.30","145,577,561.04","29,458,525.48","52,765,149.88","73,620,858.59","99,094,466.90","28,126,583.54","58,280,435.75","90,849,588.77","365,265,449.05","96,728,247.52","142,807,089.56","207,339,931.94","285,223,354.18","272,508,167.42","331,925,081.38","399,017,816.66","260,011,886.22","193,563,578.66","267,222,964.26","378,119,633.05","574,809,904.87","271,646,931.60","374,236,272.39","511,437,109.82","616,797,952.08","98,690,362.51","302,467,469.21","408,590,026.02","508,346,874.44","90,776,036.70","361,511,890.61","864,733,984.63","934,870,273.06"
投资活动产生的现金流量净额,"-12,210,956.60","-27,587,051.61","-29,858,067.21","-72,546,660.35","-4,219,885.60","-15,250,688.27","-39,475,058.18","-68,513,644.56","-17,399,506.43","-37,902,155.29","-52,747,341.99","-58,887,255.53","-11,366,002.63","-23,750,653.10","-25,483,619.30","-30,482,706.78","-4,064,583.70","-206,907,549.68","-208,417,111.25","40,543,429.62","-3,534,540.50","1,240,801.60","633,155.60","-3,155,179.73","-2,889,192.20","114,942,179.80","44,010,435.80","9,265,429.04","372,808.05","4,721,540.51","-8,985,849.82","-27,152,832.85","-20,089,443.23","-72,956,084.61","-100,801,756.64","-183,546,523.96","-18,910,645.02","-45,351,854.82","-183,984,741.89","-242,663,221.39","-40,517,018.06","-114,030,722.90","-219,087,585.62","155,043,715.45"
购买商品、接受劳务支付的现金,"24,895,692.42","31,516,826.38","60,644,344.74","92,200,177.25","12,790,268.32","31,405,638.26","48,135,308.62","79,189,005.87","14,955,069.61","54,384,088.77","133,484,937.59","147,897,040.68","16,050,017.75","35,888,891.70","57,587,324.17","83,184,742.18","14,853,596.12","36,063,319.10","65,595,581.06","192,672,437.22","32,148,290.70","156,882,149.70","226,597,718.53","434,155,660.68","341,774,715.18","393,355,623.28","456,121,016.56","257,255,267.43","99,283,117.67","158,572,424.27","272,773,894.43","397,669,966.20","152,189,011.78","215,014,701.76","301,905,399.05","511,389,926.21","91,181,389.78","157,184,087.87","238,316,230.75","460,659,810.42","171,651,915.10","239,359,885.90","387,933,205.51","565,755,772.02"
吸收投资收到的现金,,,"155,025,750.00","155,025,750.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"486,199,491.73","486,199,491.73","486,199,491.73",,,"190,000.00","190,000.00",,,,
