科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"1,499,752.32","1,628,537.87","516,000.45","928,891.88","874,673.49","443,263.05","237,117.67","971,226.83","99,925.54","192,459.81","459,088.70","61,972,279.43","28,946,987.50","35,851,073.48","47,891,540.68","19,216,513.07","8,973,154.37","15,569,357.34","11,354,162.92","56,782,281.14","20,347,842.87","151,668,548.10","196,765,202.94","165,173,903.29","88,045,583.51","33,267,919.27","43,704,983.38","128,478,768.16","37,028,667.17","108,737,106.32","23,207,855.70","5,847,406.40","57,138,994.38","113,268,251.83","62,292,816.98","84,567,579.36","23,622,470.55","18,133,462.42","28,153,247.59","33,982,507.93","251,520,738.11","254,945,896.88","241,533,641.37"
短期借款,"70,000,000.00","66,000,000.00","65,900,000.00","51,800,000.00","65,400,000.00","61,860,000.00","61,760,000.00","61,660,000.00","61,560,000.00","56,400,000.00","56,300,000.00","176,200,000.00","152,100,000.00","105,100,000.00","105,000,000.00","104,900,000.00","104,800,000.00","101,000,000.00","100,900,000.00","100,800,000.00","120,700,000.00","100,000,000.00","100,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","50,000,000.00","50,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","8,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00",,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"60,000.00",,,"10,000.00",,"200,000.00",,,,,"1,024,000.00","10,000,000.00","1,289,600.00","6,428,706.82","100,000.00","70,203,084.80","150,000.00",,"20,574,842.96","100,669,600.00","987,014.68","101,400,000.00","143,162,134.00","140,340,000.00","314,048,962.74","287,880,000.00","179,691,520.00","244,340,000.00","271,216,725.20","321,756,172.19","325,237,897.84","218,843,325.84","23,627,926.76","5,284,937.04","12,204,668.35","5,165,110.60","7,138,094.69","6,534,281.78","13,784,729.90","6,443,739.33","7,883,048.91","9,726,756.73"
应付票据,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,"20,000,000.00",,,,,,,
应收账款,"6,822,344.63","5,921,848.78","5,312,371.27","5,877,197.28","6,461,395.19","6,739,414.21","16,273,570.80","18,593,751.35","13,631,091.80","13,129,993.60","12,482,072.10","70,074,613.23","34,475,206.80","35,446,083.44","18,329,971.77","26,027,274.33","17,969,323.95","14,574,301.27","42,884,870.96","15,270,844.45","7,303,244.96","7,216,732.14","18,074,500.54","10,345,578.24","33,753,170.61","39,612,383.71","18,712,430.52","26,606,524.58","37,385,479.85","27,596,081.37","19,297,892.73","27,744,680.94","43,785,922.32","76,189,704.49","79,843,756.12","44,521,591.21","69,196,434.61","47,314,033.07","18,171,874.78","5,547,495.64","10,541,870.44","12,373,358.04","20,915,573.36"
应付账款,"22,496,166.63","23,712,015.14","22,076,593.84","23,210,258.46","24,665,965.54","26,857,511.42","26,786,838.85","27,609,211.32","29,123,221.95","20,959,921.10","22,918,292.66","72,540,628.48","73,710,203.75","65,208,005.88","75,277,116.73","63,070,832.83","59,733,376.68","54,771,283.14","60,090,265.56","53,236,765.54","59,311,671.83","65,059,821.65","76,279,346.25","73,054,028.73","51,604,054.10","57,937,573.65","54,505,474.32","57,730,256.92","48,199,244.37","55,268,129.40","58,135,589.32","75,270,928.88","58,463,308.37","86,069,438.57","78,934,930.39","93,677,936.23","110,362,110.04","129,835,768.62","8,261,952.22","6,271,149.19","9,846,934.80","11,598,706.09","15,271,373.06"
预付款项,"5,463,867.41","6,781,602.66","4,680,536.54","8,554,327.80","6,580,249.53","8,244,866.17","6,330,668.26","3,648,485.07","3,016,723.69","3,738,882.20","4,197,978.20","51,899,805.43","52,021,202.01","33,637,727.35","46,120,242.36","32,909,077.91","36,465,549.68","43,578,175.60","46,965,179.96","43,705,922.91","57,243,595.04","54,439,392.43","39,214,260.03","19,376,701.58","18,308,498.77","18,738,384.97","14,604,867.88","20,455,493.60","29,877,814.18","16,554,460.51","26,871,026.16","7,610,596.24","12,752,354.89","12,312,648.57","7,975,937.23","4,829,511.15","7,774,025.08","8,138,617.11","2,157,620.38","3,432,171.06","8,081,698.05","5,476,252.12","6,160,451.84"
预收款项,"3,493,477.18","3,365,811.58","1,968,440.78","3,739,411.58","4,008,187.58","7,842,015.58","6,065,030.58","3,067,362.58","5,123,365.91","3,577,585.33","3,239,695.58","18,532,966.59","13,943,800.02","19,105,819.77","21,990,104.04","17,171,624.91","20,367,892.41","33,164,185.81","22,833,222.20","21,543,119.08","62,461,545.48","94,095,060.35","48,525,440.46","28,804,481.49","23,497,965.09","29,276,934.18","27,807,768.77","12,467,500.24","7,341,428.30","12,316,800.70","11,376,085.12","5,533,514.26","2,690,437.75","3,483,104.44","4,866,649.94","3,979,089.27","5,176,641.80","5,510,030.29","274,777.62","428,394.32","628,064.32","686,155.52","1,131,250.65"
