科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"198,279,900.78","202,544,898.01","312,074,028.67","236,784,398.36","1,608,239,774.91","1,554,918,935.00","1,329,151,084.88","1,092,053,005.51","1,061,472,208.70","906,940,280.83","678,916,975.66","610,272,935.73","1,063,304,560.49","965,439,472.44","679,191,552.62","768,019,695.34","878,551,872.67","890,328,169.89","1,036,122,981.62","725,059,312.66","1,338,093,102.68","1,118,801,892.48","974,414,585.00","801,490,736.70","948,927,568.24","1,132,833,091.85","1,209,476,605.54","924,150,662.09","1,167,080,740.39","1,134,564,922.22","882,227,625.96","826,247,343.42","1,544,038,368.64","1,291,183,250.66","912,905,766.53","823,549,650.44","1,392,046,440.33","1,485,207,033.79","2,043,017,099.13","1,607,263,902.71","1,735,409,838.58","2,137,078,741.06"
短期借款,"332,900,000.00","406,471,639.70","451,841,864.22","386,455,906.84","442,291,440.65","157,066,300.74","66,327,672.56","203,088,293.82","571,189,670.32","491,256,281.34","438,114,110.28","486,611,084.01","81,925,249.14","129,140,442.33","196,304,881.77","811,500,243.74","1,161,200,554.81","1,260,833,315.50","1,585,410,906.47","1,479,354,319.55","1,074,491,725.31","803,185,868.43","653,135,078.04","735,098,247.22","417,144,345.22","666,496,668.33","438,414,510.79","242,247,491.69","162,228,068.65","240,105,018.92","452,104,460.77","685,969,944.48","1,608,616,105.38","2,121,432,864.88","2,236,038,579.11","2,467,353,415.18","2,303,898,763.70","3,128,898,073.21","3,303,500,615.38","4,136,219,803.22","2,715,954,867.69","3,844,532,473.74"
交易性金融资产,"2,663,533.73",,"421,190.00","1,163,770.00","7,705,062.43","1,634,230.00","514,590.00","1,959,240.00","1,235,154.87","1,516,297.68","14,436,810.00","2,781,270.00","801,202.70","184,162,173.17","14,275,899.87","6,577,559.47","1,142,515.31","6,052,520.00","9,690,649.97","10,472,680.00","10,951,340.00","14,577,082.01","969,050.00","18,298,430.00","2,520,720.00","5,728,340.00","7,853,589.08","310,380.00","6,270.00","1,944,690.00","3,664,520.00","22,148,100.00","25,129,490.00","13,882,383.09","23,970,382.54","8,889,500.00","9,601,140.00","10,644,840.00","35,928,696.75","58,500,238.59","49,672,592.73","29,835,661.44"
交易性金融负债,,"1,712,890.00","989,360.00","659,228.62","15,649,440.00","13,035,359.03","892,319.49","56,660.00","127,010.00","233,590.00","4,213,838.75","7,775,242.60","929,270.00","2,127,220.00","9,706,900.00","7,264,688.39","82,180.00","8,544,756.21","7,565,698.19","8,895,340.47","1,983,939.46","7,886,461.95","22,585,182.49","56,949,023.35","3,511,330.00","7,979,147.68","18,144,100.00","15,704,840.00","2,733,210.00","3,809,830.00","51,980,610.00","209,521.83","1,768,330.00","15,942,445.66","23,124,662.18","22,769,149.08","18,771,309.55","44,923,403.16","26,228,460.00","18,871,307.64","46,271,790.00","91,611,782.73"
应收票据,,"10,553,153.04","98,000.00","533,300.00","61,141,723.00","3,839,570.00","5,295,627.00","4,888,815.70","59,667,882.23","12,360,000.00","26,759,559.14","56,431,365.64","71,138,581.77","43,612,174.43","31,769,874.00","18,797,115.94","17,035,133.72","11,414,135.42","11,049,882.00","17,753,830.00","26,466,872.40","25,987,687.00","26,222,888.42","29,689,150.00","25,478,800.00","8,320,000.00","9,211,855.00","10,150,000.00","11,823,310.90","6,020,739.85","7,525,492.67","5,533,652.66","12,647,272.79","8,166,908.18","9,166,227.99","10,996,768.33","19,209,112.07","7,737,035.99","16,198,623.82","18,391,290.20","10,509,311.36","10,316,057.70"
应付票据,"655,000.00","33,658,632.66","12,945,896.52","28,577,622.50","25,493,638.50",,,,,,,,,,"450,000.00","181,560.00","30,000,000.00","30,000,000.00",,,"136,027,210.49",,,,,,"26,000,000.00","16,000,000.00",,,,,,,,,,,,,,
应收账款,"60,971,369.40","97,282,813.75","135,566,972.73","210,887,763.49","83,262,434.08","86,513,042.14","160,307,812.14","365,108,695.01","136,037,351.81","104,520,637.68","218,972,205.84","449,149,162.58","175,564,037.13","200,845,961.84","354,253,776.76","678,905,048.54","361,265,280.50","311,380,193.97","480,685,436.16","945,147,821.95","469,740,989.07","413,956,254.55","603,455,687.08","1,050,923,574.53","496,191,413.64","516,609,563.98","753,075,431.28","1,137,984,375.43","556,106,829.85","640,218,344.56","958,285,798.34","1,256,851,607.12","575,469,413.38","897,987,124.92","1,211,930,352.80","1,869,000,286.88","760,285,344.09","1,145,811,116.82","1,640,864,644.95","2,219,000,726.62","1,096,136,255.70","1,437,211,332.01"
应付账款,"146,097,753.71","102,626,471.43","213,386,880.32","208,580,608.67","133,522,706.96","175,789,582.87","268,869,086.68","380,199,708.18","211,747,498.34","254,550,365.76","395,089,349.16","506,677,841.28","312,235,966.05","339,030,554.89","648,127,136.67","900,772,328.86","611,302,113.18","596,737,322.67","715,253,839.53","788,039,858.19","603,980,312.89","601,757,158.99","888,606,134.28","837,933,304.65","837,000,385.39","650,463,139.81","764,830,879.11","933,780,417.78","657,769,284.42","670,189,416.58","1,038,069,571.41","1,060,428,438.18","939,144,383.10","908,316,071.43","1,259,075,334.58","1,416,291,690.30","1,228,192,300.58","1,175,598,475.74","1,490,546,851.16",,"1,512,857,075.94",
预付款项,"115,597,141.36","123,399,805.03","182,486,711.63","173,463,468.09","158,945,326.60","172,240,761.07","189,469,786.68","261,023,043.52","472,829,834.67","930,544,380.56","923,591,405.13","506,138,662.91","337,294,350.90","455,765,534.53","842,629,185.32","599,254,223.03","466,708,940.59","882,521,950.33","782,621,391.68","497,416,901.78","393,933,414.03","441,570,087.09","662,273,520.67","594,550,917.02","222,915,334.38","565,593,176.17","390,385,644.77","335,594,993.33","167,739,576.18","378,490,930.21","970,438,319.40","840,719,008.70","520,059,372.77","813,661,946.94","743,780,459.63","969,656,333.82","744,735,722.57","846,665,431.61","1,043,771,471.09","1,346,130,288.84","424,850,022.62","1,100,574,334.24"
预收款项,"59,105,584.50","69,080,660.14","230,404,981.77","132,220,715.31","87,280,026.87","450,151,682.96","414,184,081.07","111,129,776.19","119,845,383.04","795,539,899.36","720,071,063.83","289,096,644.02","251,448,669.98","1,109,394,352.20","906,129,837.65","242,982,326.95","312,842,517.91","1,289,536,553.61","1,119,652,530.00","332,946,961.64","355,166,636.19","1,250,826,248.67","1,231,526,752.60","345,122,201.69","454,770,546.85","1,423,097,058.43","1,373,344,238.78","562,491,983.20","706,441,564.14","1,584,946,438.03","1,805,755,124.38","826,487,963.64","1,158,082,274.10","2,217,873,202.63","2,059,595,977.98","985,994,075.76","1,187,389,466.67","2,373,109,535.97","2,072,344,450.85","1,287,961,217.49","1,307,260,014.70","2,134,159,011.80"
