科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"108,908,844.67","164,076,662.17","346,486,605.55","150,868,241.82","2,137,562,872.88","1,812,733,292.07","1,834,604,008.91","1,613,945,642.64","1,376,580,121.93","1,306,632,499.07","1,327,273,114.77","1,320,196,813.09","1,311,808,545.73","1,226,038,686.84","1,398,547,815.83","1,217,273,093.69","985,974,291.53","1,202,459,821.02","1,016,532,201.77","690,483,311.53","773,304,222.13","716,408,159.15","615,952,459.74","512,387,769.59","662,164,296.96","504,723,230.84","431,158,376.84","632,084,096.20","491,178,946.60","498,756,722.06","759,720,612.06","650,913,712.50","662,841,838.00","807,063,931.24"
短期借款,"93,000,000.00","105,400,000.00","356,533,720.48","326,328,651.19","47,060,158.44","5,400,000.00",,,"102,000,000.00","212,000,000.00","302,630,000.00","421,150,000.00","506,600,000.00","372,000,000.00","342,000,000.00","390,000,000.00","300,000,000.00","547,000,000.00","337,000,000.00","525,275,771.60","408,000,000.00","288,563,200.00","459,563,200.00","367,717,955.17","394,867,435.32","462,216,608.19","389,258,911.90","614,742,978.18","560,963,109.78","482,817,671.30","663,234,425.17","856,819,706.36","733,609,549.78","707,155,916.13"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227,842.48",,,"45,251.03"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"766,621.52",,"1,255,140.00","41,664.00"
应收票据,"23,523,445.25","6,839,036.24","112,723,656.92","72,468,697.39","90,558,637.15","124,495,543.78","102,733,009.00","202,880,362.23","265,663,030.40","209,898,612.06","263,454,993.14","250,953,916.25","347,339,642.43","404,483,611.14","235,577,898.77","307,044,957.77","425,140,771.63","480,824,766.09","419,713,787.06","525,929,173.92","440,545,039.86","376,131,700.17","599,298,933.38","689,715,733.57","410,768,850.39","532,644,513.81","442,444,430.55","597,893,204.29","643,683,445.63","646,550,536.38","777,221,842.08","752,410,056.65","824,442,870.19","881,633,325.37"
应付票据,,,"80,000,000.00","40,000,000.00","40,000,000.00","20,000,000.00","43,000,000.00","60,500,000.00",,,"5,980,000.00","5,980,000.00",,,,"20,050,000.00","1,283,000.00","5,903,000.00","108,179,690.90","120,176,611.62","152,925,715.19","275,250,413.96","214,256,600.39","75,258,772.29","114,378,115.69","77,082,225.37","102,137,151.08","131,327,301.60","89,497,800.00","61,007,800.00","138,320,229.00","159,822,829.00","309,134,200.00","609,756,827.30"
应收账款,"33,930,775.08","86,766,513.87","221,934,162.28","257,659,402.66","272,703,104.53","345,346,768.25","337,628,246.55","436,132,400.99","510,634,777.20","513,036,398.70","414,039,744.38","515,258,333.22","636,687,196.13","556,039,891.25","457,132,646.98","423,654,996.66","439,424,519.78","457,439,534.09","454,598,781.30","458,705,463.57","594,092,056.90","661,243,823.66","597,072,553.98","548,032,397.63","601,729,138.95","576,131,894.64","606,293,459.32","514,959,124.69","658,928,263.74","710,875,923.98","592,861,635.04","529,107,340.88","605,157,542.76","612,215,350.42"
应付账款,"16,495,258.25","32,139,068.70","29,666,559.78","31,089,182.22","66,786,297.26","60,050,904.29","84,006,889.09","88,096,913.43","72,041,047.03","35,742,006.38","46,384,324.74","47,777,715.55","73,558,271.46","27,341,603.52","84,212,504.34","67,476,667.99","92,539,886.68","93,380,763.69","151,700,033.10","124,245,507.08","189,968,436.87","226,074,412.00","594,171,427.34","497,132,042.55","597,476,518.74","473,336,175.14","586,950,534.41","505,552,935.74","590,346,872.96","461,410,510.09","686,240,295.73","524,746,841.42","489,654,293.90","606,583,732.19"
预付款项,"26,025,192.81","29,047,935.93","50,813,277.83","76,901,651.92","30,209,192.67","159,615,898.53","142,495,231.75","147,928,143.00","109,362,016.28","187,784,278.20","155,356,496.87","161,693,996.49","120,795,645.02","165,265,946.56","86,875,940.10","121,724,213.80","101,837,972.75","182,679,428.99","45,927,388.19","101,923,758.02","95,173,445.12","92,985,327.98","68,474,538.08","83,528,748.59","111,961,466.98","119,354,422.41","106,705,095.17","136,849,495.85","106,643,982.78","123,518,474.70","80,862,980.66","160,299,259.39","419,170,987.92","249,643,252.56"
预收款项,"19,444,739.45","1,389,448.17","4,679,092.33","3,568,777.83","6,402,932.93","9,356,688.81","8,025,161.75","28,885,950.70","11,952,553.23","13,778,229.30","15,969,431.26","27,786,527.48","22,191,814.38","45,934,419.98","29,624,919.65","22,014,920.09","28,087,012.97","43,535,075.58","32,177,541.31","36,496,531.75","32,317,355.28","37,151,826.17","36,646,537.44","112,750,184.44","62,308,057.21","90,790,376.04","55,045,097.46","97,337,008.88","92,831,992.62","133,514,925.17","79,251,771.12","97,411,518.39","110,921,411.95","151,662,588.89"
