科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"862,879,003.15","2,258,141,864.41","3,759,363,794.84","5,473,973,049.54","1,198,784,666.46","2,564,007,768.58","3,779,945,862.49","5,118,992,210.87","916,000,406.09","1,825,164,165.69","2,839,655,007.44","4,019,427,184.37","965,176,666.73","2,142,937,522.51","3,510,211,880.87","5,245,421,258.82","1,358,703,959.63","3,470,282,657.48","6,199,641,829.04","9,664,376,423.77","2,422,708,225.08","5,049,918,084.61","7,643,541,378.15","10,293,877,084.55","1,878,451,617.91","4,273,290,639.32","6,714,888,641.34","10,333,854,547.99","2,034,087,504.79","4,513,922,349.92","6,613,849,501.28","9,238,557,842.14","1,561,875,583.35","4,026,541,589.24","6,532,616,027.10","9,139,997,459.73","1,744,156,721.60","3,804,323,727.72","6,076,489,161.11","8,749,708,139.68","3,283,419,177.76","6,396,426,049.50","9,797,696,450.15","13,998,827,377.12","4,232,843,582.36","9,121,971,324.92"
二、营业利润,"447,657,796.58","1,136,659,085.02","1,970,112,912.96","2,324,632,077.70","324,729,859.39","632,943,099.71","847,377,323.07","1,056,966,680.14","322,571,029.33","670,087,482.40","1,000,843,336.18","1,452,208,089.17","339,459,968.33","645,563,718.79","1,090,393,638.73","1,490,399,467.12","321,360,075.45","670,258,421.39","2,766,911,513.02","3,009,321,258.49","338,304,171.48","704,171,349.42","933,808,306.30","953,139,839.81","257,822,111.06","586,288,209.33","864,186,638.72","1,135,061,794.38","268,654,547.37","483,532,548.28","889,308,255.96","1,019,871,815.98","509,571,657.81","1,255,434,778.74","1,508,666,094.33","1,574,344,681.39","313,352,060.14","827,847,714.47","1,032,495,683.47","1,398,117,005.64","710,967,137.02","1,085,289,548.59","1,547,827,865.44","1,882,623,855.96","165,570,457.27","551,863,722.92"
减:营业成本,"717,662,276.34","1,916,509,228.24","3,194,152,103.39","4,696,052,447.34","1,026,309,152.98","2,190,576,702.69","3,252,195,847.53","4,402,635,212.47","767,968,273.99","1,487,132,472.91","2,309,838,889.84","3,238,873,993.58","686,628,284.34","1,595,894,314.41","2,595,483,904.39","4,027,433,625.36","1,044,293,120.67","2,788,111,239.02","5,050,920,572.46","8,078,004,652.79","1,999,899,715.38","4,193,133,481.48","6,338,835,062.51","8,699,659,439.22","1,519,752,936.76","3,466,356,490.86","5,551,830,198.24","8,890,940,249.12","1,678,842,896.77","3,796,193,711.53","5,471,696,238.61","7,664,484,580.51","1,199,090,686.45","3,211,559,785.46","5,251,403,678.90","7,425,196,333.30","1,371,276,600.30","2,967,514,866.70","4,738,133,723.80","6,921,579,710.21","2,876,323,470.57","5,434,319,280.70","8,242,150,716.40","11,895,848,420.36","3,780,564,177.25","8,037,387,375.80"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,872,124.56","4,001,304.98","6,488,005.01","10,919,562.14","2,171,203.36","5,381,496.21","8,612,386.65","11,058,508.89","2,148,982.28","4,691,062.24","7,786,313.70","12,514,172.69","3,421,864.25","6,898,138.30","11,173,843.73","17,762,376.31","4,548,669.89","9,000,799.07","15,094,341.43","22,840,853.83","5,460,084.82","11,142,411.02","17,392,237.82","27,769,076.07","6,256,121.68","13,394,530.75","18,709,239.26","24,512,359.58","6,134,979.22","11,673,523.59","16,233,363.92","22,726,207.41","5,746,285.32","11,010,418.92","16,660,825.04","25,463,036.55","7,814,169.26","13,682,164.22","18,267,929.70","41,538,049.92","11,132,977.37","19,926,668.03","34,439,378.25","46,233,711.26","11,674,885.45","22,123,460.38"
营业外收入,"415,758.20","920,682.29","1,460,907.30","10,165,952.15","1,490,187.28","20,555,080.50","12,284,836.32","10,271,547.12","493,575.81","1,505,338.34","4,652,467.50","18,597,618.52","7,566,921.59","10,100,829.54","15,832,659.58","31,352,125.39","1,250,199.66","2,349,250.37","5,155,509.24","50,406,057.92","1,959,256.79","4,443,941.19","9,893,991.25","17,595,576.94","4,146,613.85","9,451,490.02","11,996,292.06","47,019,714.74","5,857,699.31","11,874,870.68","17,374,318.07","44,589,411.64","3,855,183.45","49,802,024.02","72,218,349.84","80,109,450.11","6,294,793.25","9,150,107.26","12,363,455.02","26,203,546.02","2,898,281.12","1,339,156.98","2,006,483.09","1,949,174.05","314,876.26","1,704,029.71"
销售费用,"56,391,687.54","107,284,087.82","166,926,280.28","238,386,721.03","64,434,183.11","137,066,898.47","219,624,815.01","297,660,893.04","75,524,662.68","153,325,521.03","240,092,629.93","359,588,025.86","88,945,943.62","189,624,654.79","300,571,890.22","437,359,658.14","96,959,280.38","217,238,020.60","340,251,908.21","488,275,799.97","121,063,844.78","260,666,506.01","406,009,914.29","598,606,604.76","142,871,548.90","290,651,734.13","447,779,241.25","645,850,527.21","143,665,253.34","295,851,739.10","450,536,231.26","684,801,024.84","166,254,992.13","372,415,619.77","572,812,616.43","819,074,254.66","193,951,719.29","390,138,082.08","596,422,536.20","870,948,078.47","207,533,047.63","449,884,210.96","712,077,418.69","1,039,140,950.45","235,148,294.95","534,077,902.08"
减:营业外支出,"19,103.58","365,563.10","1,637,815.42","9,050,128.24","1,537,982.62","11,466,206.05","11,834,042.84","12,637,746.39","41,926.07","1,473,566.17","1,739,840.97","4,461,810.95","554,259.19","10,375,408.82","10,942,567.83","13,708,965.61","5,388,426.14","5,424,297.77","5,606,370.47","9,956,538.85","549,061.67","1,890,198.79","2,017,791.15","10,450,807.93","396,916.71","2,924,058.05","4,481,988.65","42,994,074.02","784,482.58","9,683,520.25","10,368,562.49","11,031,117.30","494,903.41","4,771,800.04","5,035,205.74","1,061,511,560.37","6,021,518.38","45,409,476.94","54,522,295.13","203,864,874.22","10,853,419.06","170,467,896.86","177,634,172.76","263,074,159.51","4,854,413.12","11,504,859.21"
管理费用,"41,373,628.83","88,649,944.02","133,646,652.35","184,320,181.53","50,466,954.66","78,172,339.06","91,135,856.34","186,254,379.13","41,854,300.74","88,059,317.46","147,011,320.67","198,309,235.08","48,242,139.02","103,232,059.44","172,371,312.83","262,840,005.00","63,882,057.25","134,841,073.93","222,035,336.95","347,886,184.55","70,904,467.06","141,712,300.13","251,347,257.08","372,359,403.82","83,409,008.39","168,946,067.94","263,208,062.31","401,717,205.34","85,659,680.42","198,252,301.44","306,521,330.73","434,940,837.11","86,948,489.37","222,439,134.75","379,932,422.68","562,188,849.35","76,038,304.82","166,484,731.32","250,242,501.82","560,405,567.59","100,097,783.21","187,896,420.14","310,835,276.43","535,501,778.24","149,039,230.21","257,062,724.38"
其中:非流动资产处置净损失,,,,"776,294.16",,,,"1,071,521.70",,,,"1,200,229.62","9,868.82",,,"118,367.60",,"12,541.33","91,303.31","3,041,018.64","55,245.85","200,549.24","201,589.78","8,251,366.79","9,661.28","2,577,582.50","2,536,291.70","41,240,098.93","86,807.49","90,362.66","218,558.04","573,461.49","4,313.84","1,759,826.10","1,821,927.64","24,301,768.15","12,044.77","17,913.28","213,013.00","1,003,603.13",,"33,445.96","72,989.76",,,
