科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"303,515,497.32","319,971,614.66","480,094,668.21","549,669,641.86","529,217,191.86","500,950,562.75","424,743,042.51","515,896,487.83","409,412,376.27","439,479,674.03","466,542,000.85","484,518,833.93","458,957,552.02","465,732,802.20","581,832,519.36","593,575,811.79","446,097,757.20","513,491,069.64","520,266,767.22","561,301,880.51","455,983,054.91","457,632,257.40","546,996,453.92","726,522,495.92","678,230,632.73","655,204,622.47","662,947,488.70","717,429,858.97","589,411,348.59","639,154,802.27","547,253,467.59","653,738,999.53","689,193,810.48","869,354,751.45","520,433,357.41","509,540,535.13","387,921,039.94","960,550,995.66","433,906,193.21","841,060,150.57","401,421,976.60","396,989,702.59","287,291,043.82","322,433,845.30","316,809,990.96","355,598,853.51"
短期借款,,"15,000,000.00","101,620,000.00","356,120,000.00","342,500,000.00","339,000,000.00","216,000,000.00","186,326,329.04","234,500,000.00","165,500,000.00","241,500,000.00","180,762,913.39","139,500,000.00","103,000,000.00","139,800,000.00","136,097,640.00","183,906,295.00","136,776,700.00","163,020,543.43","209,667,353.71","159,599,432.00","96,452,636.78","144,206,461.31","263,861,058.17","306,623,256.10","291,303,956.56","461,857,990.85","373,009,926.31","460,881,958.52","542,178,163.95","328,086,798.53","289,685,379.48","226,009,858.52","268,571,019.75","143,705,899.51","61,689,200.00","71,381,400.00","70,399,975.00","42,213,136.90","50,000,000.00","152,572,175.82","145,981,952.14","212,857,116.00","914,538,064.49","855,008,851.67","738,635,788.93"
交易性金融资产,,,"9,552,510.00","8,261,590.00","3,082,380.00","6,594,695.00","6,030,360.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,550.00",,,,,"586,980.00",,"1,623,000.00","923,285.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,010.00","22,010.00",,,,,,"1,409,150.00",,,"13,405.00",,"361,880.00",,
应收票据,"52,652,588.63","39,912,626.42","77,106,104.25","54,755,521.89","55,593,185.59","96,801,885.26","39,694,469.72","25,129,470.62","17,275,199.57","27,586,130.47","23,956,714.92","49,633,560.00","41,552,180.06","32,523,131.81","29,385,937.29","20,902,759.11","37,976,227.02","72,355,262.89","70,297,086.99","39,591,406.90","70,840,054.77","61,580,158.21","60,026,855.63","75,151,443.48","57,287,761.90","41,728,349.42","40,414,225.29","48,117,321.50","50,616,789.11","70,651,725.31","57,725,332.33","40,739,268.13","41,438,635.86","89,294,454.63","57,089,836.18","60,137,369.13","62,360,264.50","43,481,949.15","28,663,273.38","83,493,430.09","73,284,617.81","123,695,272.45","66,073,114.45","55,522,900.07","104,896,080.43","45,169,613.39"
应付票据,"294,977,638.71","286,530,422.76","517,192,324.92","534,115,690.62","479,692,237.11","247,704,629.02","493,514,762.11","164,842,299.97","215,152,412.50","276,814,547.27","250,022,340.36","275,428,043.58","263,082,239.09","207,199,039.61","209,457,644.73","214,160,975.90","244,982,314.83","219,632,936.63","186,277,837.52","165,866,425.43","132,075,295.34","167,235,000.04","259,119,053.63","229,646,437.89","260,823,232.69","247,088,382.86","149,228,143.95","162,777,648.25","156,186,669.39","194,461,564.67","189,120,974.41","224,492,487.37","276,796,729.03","262,272,224.14","230,679,146.92","181,777,503.48","175,419,480.25","130,520,606.72","135,815,909.03","108,442,680.77","174,559,152.73","117,194,750.58","52,452,904.12","105,068,187.41","129,002,045.39","138,402,673.00"
应收账款,"337,846,936.18","457,161,303.78","407,516,055.29","494,702,830.91","477,515,111.01","495,430,783.93","454,943,491.15","398,482,228.00","298,295,454.76","400,604,952.93","405,203,956.04","481,982,407.49","388,536,458.06","563,217,839.39","589,356,463.56","480,551,929.48","405,613,058.04","460,747,741.53","394,733,833.89","521,175,328.79","536,165,788.65","536,039,614.62","425,324,520.75","565,835,470.50","569,308,487.66","521,169,974.42","516,069,488.33","549,174,261.01","553,410,416.58","736,073,114.40","753,213,199.20","759,179,838.37","662,476,352.26","776,085,622.09","910,916,842.89","707,699,996.35","823,600,680.19","857,507,368.26","927,088,964.05","826,009,809.50","1,080,723,537.18","1,056,160,429.41","927,169,851.26","782,482,815.57","793,086,733.50","827,115,750.39"
应付账款,"374,154,225.45","553,701,163.77","507,148,027.32","551,721,246.09","452,129,583.58","499,402,495.65","468,028,003.54","457,565,455.59","311,565,860.63","346,072,705.57","415,071,631.08","476,150,733.31","396,967,856.06","508,653,403.06","521,313,924.70","520,800,816.43","408,923,864.33","479,529,281.11","445,534,053.04","510,752,807.19","519,436,438.96","514,161,810.24","467,358,843.67","458,127,591.26","450,118,194.87","483,256,654.07","367,799,715.59","511,988,196.10","447,880,600.03","492,393,218.88","405,496,961.50","513,091,875.54","346,210,397.80","392,665,823.48","370,090,339.40","538,856,286.76","394,784,824.79","595,166,423.27","565,957,053.49","980,402,035.33","824,083,801.05","870,050,502.30","812,563,138.79","756,523,032.34","911,248,175.01","707,731,574.96"
预付款项,"224,246,563.62","143,532,082.76","341,351,136.28","425,925,608.97","494,332,470.52","249,934,246.92","232,150,746.69","210,026,119.80","239,657,956.85","201,177,641.39","202,586,779.47","237,012,868.03","183,703,389.66","94,122,630.74","52,212,589.30","129,787,235.38","94,511,994.04","123,961,534.25","102,269,824.31","115,589,492.46","87,871,590.71","75,800,873.11","148,175,528.27","176,568,586.70","256,160,878.96","148,445,625.00","188,465,997.55","128,189,038.87","295,072,241.70","215,513,006.92","249,323,622.62","273,392,750.13","243,248,493.96","107,966,681.71","182,841,809.63","191,463,313.59","190,937,267.32","272,575,853.24","259,366,430.09","332,216,436.40","424,558,874.76","291,605,489.01","577,719,305.97","425,617,258.55","383,543,991.70","414,903,848.05"
预收款项,"118,686,467.90","121,754,387.92","137,757,645.78","167,293,413.08","290,644,389.44","194,537,442.30","182,974,154.51","168,100,243.75","156,121,658.01","126,099,250.95","140,138,964.17","96,005,008.67","72,526,642.97","93,233,505.47","74,881,244.02","81,546,028.68","89,036,874.61","80,617,302.08","98,311,634.96","89,718,871.37","57,185,872.23","62,228,115.38","64,658,030.22","138,670,982.21","138,658,803.30","83,241,908.61","192,466,963.30","134,015,465.55","175,075,691.44","181,577,801.04","136,884,116.26","182,712,505.70","195,819,461.55","204,766,478.96","280,582,127.17","196,400,620.29","92,567,893.60","250,968,335.77","293,657,225.32","296,265,554.03","442,453,992.43","302,650,704.06","328,914,690.79","335,548,304.22","318,734,040.17","283,011,490.96"
