科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"80,174,093.23","142,384,889.07","169,739,923.68","131,481,713.19","195,680,493.25","286,972,968.16","67,634,987.44","137,909,033.37","207,380,266.93","301,388,459.72","89,818,996.63","220,318,881.46","341,870,015.95","452,268,171.91","175,933,476.66","304,720,533.38","455,882,854.00","630,152,974.84","168,310,093.48","316,933,081.30","464,878,440.03","627,600,538.44","144,675,426.59","271,633,370.48","426,412,056.96","599,592,923.27","140,075,917.83","272,257,212.12","430,112,846.54","582,467,931.12","156,797,105.16","300,062,567.27","450,434,879.99","609,628,224.67","176,447,192.99","319,051,580.89","489,919,282.93","684,984,775.99","212,930,440.02"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"44,759,053.15",,,,"620,760.41",,,,,,,,,
收到的税费返还,"112,041.83","1,039,528.13","1,746,036.53","901,007.10","1,164,752.74","1,647,908.90","675,620.65","1,251,110.82","1,869,502.63","2,581,589.77","1,498,355.54","2,268,487.01","3,665,851.99","4,824,965.78","563,470.70","905,811.28","1,540,431.02","1,284,777.56","707,063.20","1,653,021.67","2,531,245.22","3,160,344.64","806,990.83","1,891,895.89","3,130,886.87","4,301,233.73","486,139.96","1,375,728.39","1,995,314.96","1,812,883.84","263,545.24","1,785,769.04","3,736,237.00","4,667,162.06","939,519.27","1,633,875.33","3,134,835.97","6,621,734.38","2,756,628.54"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"275,283,500.94",,,,"883,438,672.11","139,790,000.00",,,"599,106,484.50","102,931,026.00","330,485,053.40","519,051,280.80","581,516,536.00","180,335,889.76"
收到其他与经营活动有关的现金,"6,444,206.77","4,468,475.56","5,732,351.56","1,579,339.74","5,325,188.96","9,105,236.99","1,427,044.74","3,303,221.27","3,752,191.07","24,142,901.76","5,911,661.23","6,576,075.46","11,993,186.81","12,709,568.70","11,837,418.97","14,192,022.71","25,090,437.73","22,804,718.48","7,483,167.40","9,614,218.11","13,604,006.22","19,994,499.09","6,962,666.59","15,940,951.08","20,851,191.05","13,018,493.36","2,046,086.61","8,864,147.11","20,992,479.68","8,844,531.33","2,612,689.27","9,788,170.89","17,265,520.89","11,974,033.49","7,628,127.39","41,409,580.17","72,764,205.79","9,233,188.66","5,598,264.18"
投资活动现金流出小计,"12,015,487.08","14,466,912.83","18,925,551.24","7,860,498.99","18,632,040.40","25,351,309.06","15,361,508.09","43,802,401.37","87,230,326.45","96,628,649.96","6,408,373.88","13,390,256.82","24,253,538.47","32,386,663.22","3,786,803.39","7,991,872.77","10,406,978.96","23,650,324.40","7,169,576.07","42,573,680.16","97,594,087.74","130,882,146.64","11,588,636.81","30,815,863.89","55,017,413.51","375,298,421.40","27,878,743.55","36,150,155.58","51,338,699.45","944,387,647.64","160,568,024.36","26,719,550.36","29,054,254.02","655,781,129.47","117,544,998.43","349,869,815.08","590,446,277.83","673,857,595.19","206,454,866.02"
经营活动现金流入小计,"86,730,341.83","147,892,892.76","177,218,311.77","133,962,060.03","202,170,434.95","297,726,114.05","69,737,652.83","142,463,365.46","213,001,960.63","328,112,951.25","97,229,013.40","229,163,443.93","357,529,054.75","469,802,706.39","188,334,366.33","319,818,367.37","482,513,722.75","654,242,470.88","176,500,324.08","328,200,321.08","481,013,691.47","650,755,382.17","152,445,084.01","289,466,217.45","450,394,134.88","616,912,650.36","142,608,144.40","282,497,087.62","453,100,641.18","593,125,346.29","159,673,339.67","311,636,507.20","471,436,637.88","626,269,420.22","185,014,839.65","362,095,036.39","565,818,324.69","700,839,699.03","221,285,332.74"
投资活动产生的现金流量净额,"-12,015,487.08","-14,380,712.83","-18,925,551.24","-7,860,498.99","-18,600,187.40","-25,264,456.06","-15,260,508.09","-43,701,401.37","-87,129,326.45","-96,527,649.96","-6,408,373.88","-12,696,656.82","-23,559,938.47","-31,693,063.22","-3,786,803.39","-7,991,872.77","-10,345,978.96","-22,971,620.10","-7,169,576.07","-42,567,680.16","-97,584,087.74","-130,401,946.64","-11,355,919.65","-30,412,146.73","-54,613,696.35","-336,143,962.89","29,602,331.24","877,404.32","-12,910,120.35","-43,506,400.56","22,382,007.11","100,296,080.19","36,832,827.06","28,903,327.64","-1,846,680.61","-56,294,259.33","-112,559,670.65","-36,287,893.51","28,127,848.25"
购买商品、接受劳务支付的现金,"53,330,094.43","84,111,199.90","104,625,453.65","74,193,434.56","111,143,136.58","181,599,864.42","52,246,378.29","91,805,013.11","143,146,017.55","212,698,028.47","72,489,776.70","152,246,986.07","244,133,253.51","324,228,594.38","104,960,912.42","193,714,709.39","301,057,621.25","419,354,860.27","120,738,298.27","209,190,390.77","309,787,641.38","432,597,536.31","101,741,099.41","191,895,005.15","290,014,630.10","407,263,943.41","97,548,727.35","174,040,962.23","263,510,033.24","358,706,310.99","104,514,005.03","188,891,023.11","273,318,190.03","381,569,423.41","103,090,538.80","189,221,400.28","297,811,689.60","433,345,092.65","120,857,940.14"
吸收投资收到的现金,,"24,700,000.00",,,,"546,300,000.00",,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,"2,000,000.00",,"1,000,000.00","1,000,000.00","1,310,000.00",
支付给职工以及为职工支付的现金,"12,675,350.68","23,976,668.38","24,271,245.41","13,932,378.17","23,844,465.79","34,515,652.62","11,817,540.53","24,826,020.92","40,208,242.75","57,098,503.98","16,054,247.86","36,514,904.20","55,112,159.26","76,563,739.31","21,861,204.50","43,014,927.33","65,788,175.07","93,340,822.81","22,937,996.71","48,531,321.93","71,791,853.95","100,200,508.25","25,750,509.15","52,368,634.31","79,910,100.73","112,727,092.78","30,455,408.70","57,980,562.92","86,779,200.03","125,490,225.07","35,925,708.43","66,547,370.41","97,221,630.54","130,511,168.44","36,340,483.90","69,983,361.10","104,225,745.25","144,458,844.00","42,009,294.68"
取得借款收到的现金,"51,000,000.00","103,000,000.00","93,468,800.00","26,977,000.00","29,979,000.00","36,977,000.00",,"30,000,000.00","30,000,000.00","38,000,000.00","7,000,000.00","7,000,000.00","7,000,000.00","7,000,000.00",,"68,203,562.55","106,255,658.78","105,186,196.57","31,803,316.92","43,221,512.41","43,221,512.41","99,214,549.39",,,,,,,"5,000,000.00","5,000,000.00",,,,,,,,,
支付的各项税费,"3,437,378.09","5,714,834.44","9,990,770.56","7,978,323.78","13,026,066.74","15,966,581.55","3,735,661.57","11,836,590.57","19,754,264.94","23,929,389.16","4,090,031.01","9,818,143.61","20,367,232.03","21,892,992.08","4,888,776.00","11,255,772.13","18,795,581.98","25,996,346.45","6,225,332.64","15,264,358.79","21,922,854.79","27,464,037.33","5,244,477.01","14,851,398.38","21,556,306.27","23,788,157.89","7,985,701.43","18,864,674.56","29,671,194.23","29,148,778.89","9,241,157.09","15,054,112.04","19,467,488.89","18,965,814.14","6,008,753.46","11,022,380.84","15,673,472.04","17,291,667.93","7,147,822.78"
收到其他与筹资活动有关的现金,,,,"115,667.12","15,138.86","115,667.12",,,,,,,,,,,,"19,505,062.21","21,903,747.95","67,291,369.79","97,995,151.08","120,141,968.55","14,418,397.25","14,418,397.25","14,418,397.25","13,964,549.39",,,,,,,,,,,,,
支付其他与经营活动有关的现金,"5,983,331.49","10,750,393.80","10,571,523.56","5,461,064.34","10,484,063.21","8,487,336.34","907,175.87","12,008,898.75","16,784,986.62","28,648,276.41","5,117,523.61","8,493,803.22","14,602,823.49","15,912,516.47","4,024,977.35","10,145,691.87","21,684,980.00","24,300,715.30","14,021,501.35","15,286,509.72","20,155,598.17","21,258,496.28","13,663,738.73","20,057,676.36","31,712,703.49","23,886,496.09","7,466,504.92","20,550,851.61","44,270,224.92","35,422,380.90","31,721,134.16","27,988,598.37","45,706,476.76","42,100,653.29","14,042,508.30","23,110,202.78","38,945,936.96","45,611,117.87","11,168,060.35"
筹资活动现金流入小计,"51,000,000.00","127,700,000.00","93,468,800.00","27,092,667.12","29,994,138.86","583,392,667.12",,"30,000,000.00","30,000,000.00","38,000,000.00","7,000,000.00","7,000,000.00","7,000,000.00","7,000,000.00",,"68,203,562.55","106,255,658.78","124,691,258.78","53,707,064.87","112,512,882.20","143,216,663.49","221,356,517.94","14,418,397.25","14,418,397.25","14,418,397.25","13,964,549.39",,,"5,000,000.00","5,000,000.00",,,,"2,000,000.00",,"1,000,000.00","1,000,000.00","1,310,000.00",
