科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"46,841,609.35","51,958,017.97","91,340,138.56","68,154,693.32","87,387,038.17","98,978,812.90","14,529,743.83","37,076,185.54","62,191,282.84","100,980,224.58","28,608,524.14","59,519,768.66","85,724,377.52","135,143,136.35","26,395,239.53","41,674,194.86","57,961,557.92","158,770,859.69","26,123,998.08","46,178,773.65","73,631,680.97","115,893,467.37","39,319,268.98","125,698,569.96","219,967,503.35","321,128,348.36","59,511,260.89","101,398,823.74","129,137,839.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"5,069,943.69",,,,,,,,,,,,,,,
收到的税费返还,"3,068,214.46","4,066,677.29","4,441,007.17","2,872,623.41","2,872,623.41","8,605,141.90","411,434.47","4,464,748.82","10,255,927.84","12,967,210.63","2,880,143.50","3,852,575.30","4,911,753.88","6,540,536.09",,"4,893,633.78","4,893,633.78","8,463,200.57","13,510,822.01","14,168,344.35","21,040,777.69","26,337,393.50","5,929,122.55","8,383,529.37","13,514,871.26","18,316,655.57","3,692,610.75","6,089,468.73","12,698,922.34"
支付其他与投资活动有关的现金,,,,,,"279,000,000.00",,,"10,000,000.00","21,000,000.00",,"160,000,000.00","185,568,700.00","95,568,700.00","20,000,000.00","33,900,000.00","33,900,000.00","23,900,000.00","30,000,000.00","85,000,000.00","128,390,327.88","3,340,206.24","40,219,349.66","74,985,439.09","90,550,866.74","98,496,857.94","19,979,652.69","36,963,387.78","56,963,387.78"
收到其他与经营活动有关的现金,"298,102.74","728,645.58","2,175,627.02","2,611,583.69","3,601,112.30","5,006,182.02","7,706,548.52","13,329,239.88","21,506,594.30","4,607,663.32","2,379,935.09","7,515,386.43","12,844,232.57","7,822,816.77","2,652,928.31","4,519,046.07","7,055,396.14","7,141,783.10","12,683,274.95","37,543,488.01","46,080,097.59","4,628,438.53","8,469,999.67","28,095,087.34","38,161,726.41","5,123,793.18","21,483,937.99","32,818,333.95","78,707,173.12"
投资活动现金流出小计,"2,039,930.00","1,145,116.10","29,083,295.50","8,677,091.00","8,850,374.39","290,000,257.75","1,846,360.00","9,510,758.00","42,485,924.00","62,501,112.45","11,318,779.40","176,795,208.45","211,628,541.61","140,951,154.88","31,051,940.02","95,881,713.90","115,282,067.05","113,364,075.31","37,264,213.84","108,968,449.63","167,050,432.29","51,015,164.43","57,427,246.96","98,017,621.13","120,755,383.88","184,135,524.06","34,478,178.69","58,339,832.37","87,777,190.70"
经营活动现金流入小计,"50,207,926.55","56,753,340.84","97,956,772.75","73,638,900.42","93,860,773.88","112,590,136.82","22,647,726.82","54,870,174.24","93,953,804.98","118,555,098.53","33,868,602.73","70,887,730.39","103,480,363.97","149,506,489.21","29,048,167.84","51,086,874.71","69,910,587.84","174,375,843.36","52,318,095.04","97,890,606.01","140,752,556.25","146,859,299.40","53,718,391.20","162,177,186.67","271,644,101.02","344,568,797.11","84,687,809.63","140,306,626.42","220,543,934.56"
投资活动产生的现金流量净额,"-2,039,930.00","-1,145,116.10","-29,083,295.50","-8,677,091.00","-8,850,374.39","-290,000,257.75","-1,846,360.00","-9,192,949.17","1,011,813.53","172,944,037.41","-11,293,359.40","-103,546,775.63","-140,201,821.67","-59,312,877.79","-20,897,131.95","-85,432,686.11","-103,583,690.97","-80,142,916.12","14,030,430.14","16,891,250.37","20,088,431.65","-44,329,164.18","-7,207,897.30","-7,486,271.47","-8,763,207.94","-66,067,282.36","44,163,852.94","77,678,413.35","57,333,623.47"
购买商品、接受劳务支付的现金,"21,246,001.69","17,699,713.36","28,681,428.42","17,611,449.17","40,094,240.29","45,794,378.72","13,483,120.85","20,731,581.72","30,699,473.52","40,271,286.12","6,910,899.88","13,769,482.16","27,023,576.92","52,876,626.89","4,809,343.22","10,622,171.51","18,900,817.14","49,300,083.24","9,478,466.57","62,462,367.74","74,469,104.25","106,343,748.60","31,698,031.06","63,959,099.91","91,250,334.09","121,752,581.76","78,538,602.84","116,543,580.12","167,039,754.32"
吸收投资收到的现金,,"10,000,000.00",,,"324,820,000.00","317,603,589.52",,,,,,,,"2,000,000.00","29,060,500.00","29,060,500.00","29,060,500.00","29,060,500.00","3,673,800.00","3,673,800.00","3,673,800.00","3,673,800.00",,,,,,,
支付给职工以及为职工支付的现金,"3,730,648.60","6,608,637.92","10,425,582.81","9,150,689.33","12,312,805.24","19,766,193.76","8,556,525.28","13,584,702.42","20,132,002.87","26,696,454.39","8,253,998.89","17,344,658.99","27,533,246.33","36,480,334.55","9,103,948.22","19,141,892.24","31,040,176.91","41,581,987.73","11,581,483.04","23,316,610.56","37,545,869.17","53,097,215.32","15,835,676.77","29,495,379.53","44,592,940.91","60,453,657.36","15,017,590.02","31,666,813.85","47,673,472.95"
取得借款收到的现金,,,"15,000,000.00","5,500,000.00","5,500,000.00","5,500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,,,"500,000.00",,"14,379,151.00","27,799,151.00","32,689,151.00","13,350,000.00","17,310,000.00","17,310,000.00","17,310,000.00",,"20,000,000.00","46,000,000.00"
支付的各项税费,"6,239,995.51","9,752,831.31","16,605,871.29","8,620,827.92","16,321,674.06","20,473,267.72","4,222,918.39","8,486,148.43","18,151,269.73","23,200,917.36","6,331,854.59","16,816,181.15","20,668,037.20","25,863,179.07","6,507,178.61","8,903,539.68","15,114,034.25","28,598,724.82","17,471,195.17","24,678,216.38","35,417,296.25","41,147,730.37","8,245,013.26","16,544,246.05","23,862,071.56","29,375,280.82","8,634,584.73","12,853,401.53","22,824,373.11"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"43,000,000.00",,,,,,,
支付其他与经营活动有关的现金,"8,229,413.15","13,133,121.92","19,873,501.78","15,046,249.14","27,758,410.54","22,671,906.33","15,811,530.88","22,843,387.26","41,058,720.19","26,602,731.77","10,388,891.36","20,711,848.07","35,369,234.46","36,377,514.75","13,579,176.19","22,617,681.00","36,933,603.14","27,475,479.08","22,301,785.65","50,465,912.01","79,733,037.20","41,755,561.80","14,446,177.77","60,963,568.89","83,486,648.84","43,672,161.86","49,018,083.40","47,170,383.69","102,842,817.76"
筹资活动现金流入小计,,"10,000,000.00","15,000,000.00","5,500,000.00","330,320,000.00","323,103,589.52","500,000.00","500,000.00","500,000.00","500,000.00","1,000,000.00","1,000,000.00","1,000,000.00","3,000,000.00","29,060,500.00","29,060,500.00","29,060,500.00","29,560,500.00","3,673,800.00","18,052,951.00","31,472,951.00","79,362,951.00","13,350,000.00","17,310,000.00","17,310,000.00","17,310,000.00",,"20,000,000.00","46,000,000.00"
经营活动现金流出小计,"39,446,058.95","47,194,304.51","75,586,384.30","50,429,215.56","96,487,130.13","108,705,746.53","42,074,095.40","65,645,819.83","110,041,466.31","116,771,389.64","31,885,644.72","68,642,170.37","110,594,094.91","151,597,655.26","33,999,646.24","61,285,284.43","101,988,631.44","146,956,274.87","60,832,930.43","160,923,106.69","227,165,306.87","242,344,256.09","70,224,898.86","170,962,294.38","243,191,995.40","255,253,681.80","151,208,860.99","208,234,179.19","340,380,418.14"
偿还债务支付的现金,,,,"3,000,000.00","3,000,000.00","20,500,000.00",,,,"500,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,"500,000.00","500,000.00","500,000.00",,"5,000,000.00","5,000,000.00","10,099,151.00",,"4,280,000.00","5,760,000.00"
经营活动产生的现金流量净额,"10,761,867.60","9,559,036.33","22,370,388.45","23,209,684.86","-2,626,356.25","3,884,390.29","-19,426,368.58","-10,775,645.59","-16,087,661.33","1,783,708.89","1,982,958.01","2,245,560.02","-7,113,730.94","-2,091,166.05","-4,951,478.40","-10,198,409.72","-32,078,043.60","27,419,568.49","-8,514,835.39","-63,032,500.68","-86,412,750.62","-95,484,956.69","-16,506,507.66","-8,785,107.71","28,452,105.62","89,315,115.31","-66,521,051.36","-67,927,552.77","-119,836,483.58"
分配股利、利润或偿还利息支付的现金,,"2,557,894.80","6,700,474.00","1,825,901.58","2,068,942.19","882,194.93","5,466.66","4,094,084.38","4,101,871.60","3,967,127.78",,"12,003,422.22","12,003,422.22","12,003,422.22",,"2,468,590.00","2,468,590.00","2,472,200.00",,"6,204,962.22","6,406,725.80","6,878,643.33","340,804.22","10,229,245.61","10,229,245.61","10,322,235.32",,"5,573,713.20","6,053,325.09"
收回投资收到的现金,,,,,,,,,,,,,"2,000,000.00",,,,,"30,000,000.00",,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"715,375.96",,"6,000.00","38,000.00","38,000.00",,,,,,,,,,,,,"1,136,252.14",,,,"2,360,078.76",,,
取得投资收益收到的现金,,,,,,,,"317,808.83","497,737.53",,,,,,,"294,219.72",,"782,136.99",,,,,,,,,,,
筹资活动现金流出小计,,"2,557,894.80","6,700,474.00","4,825,901.58","5,784,318.15","21,382,194.93","11,466.66","4,132,084.38","4,139,871.60","4,467,127.78",,"13,003,422.22","13,003,422.22","13,003,422.22",,"2,468,590.00","2,468,590.00","2,472,200.00",,"6,704,962.22","6,906,725.80","8,514,895.47","340,804.22","15,229,245.61","15,229,245.61","22,781,465.08",,"9,853,713.20","11,813,325.09"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,"25,420.00","25,420.00","26,420.00","144,274.70",,,"44,000.00","44,000.00",,,,,,,,,,,
筹资活动产生的现金流量净额,,"7,442,105.20","8,299,526.00","674,098.42","324,535,681.85","301,721,394.59","488,533.34","-3,632,084.38","-3,639,871.60","-3,967,127.78","1,000,000.00","-12,003,422.22","-12,003,422.22","-10,003,422.22","29,060,500.00","26,591,910.00","26,591,910.00","27,088,300.00","3,673,800.00","11,347,988.78","24,566,225.20","70,848,055.53","13,009,195.78","2,080,754.39","2,080,754.39","-5,471,465.08",,"10,146,286.80","34,186,674.91"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,-656.41,,,,,,,,,,,,,,,,-22.30,,,,541.87,,,
收到其他与投资活动有关的现金,,,,,,,,,"43,000,000.00","235,445,149.86",,"73,223,012.82","69,400,299.94","81,494,002.39","10,154,808.07","10,154,808.07","11,654,376.08","2,395,022.20","51,294,643.98","125,859,700.00","187,138,863.94","6,686,000.25","50,219,349.66","90,531,349.66","111,992,175.94","118,068,241.70","78,642,031.63","136,018,245.72","145,110,814.17"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,"317,808.83","43,497,737.53","235,445,149.86","25,420.00","73,248,432.82","71,426,719.94","81,638,277.09","10,154,808.07","10,449,027.79","11,698,376.08","33,221,159.19","51,294,643.98","125,859,700.00","187,138,863.94","6,686,000.25","50,219,349.66","90,531,349.66","111,992,175.94","118,068,241.70","78,642,031.63","136,018,245.72","145,110,814.17"
五、现金及现金等价物净增加额,"8,721,937.60","15,856,025.43","1,586,618.95","15,206,692.28","313,058,951.21","15,604,870.72","-20,784,195.24","-23,600,679.14","-18,715,719.40","170,760,618.52","-8,310,401.39","-113,304,637.83","-159,318,974.83","-71,407,466.06","3,211,889.65","-69,039,185.83","-109,069,824.57","-25,635,047.63","9,189,394.75","-34,793,261.53","-41,758,093.77","-68,966,087.64","-10,705,209.18","-14,190,624.79","21,769,652.07","17,776,909.74","-22,357,198.42","19,897,147.38","-28,316,185.20"
购建固定资产、无形资产和其他长期资产支付的现金,"2,039,930.00","1,145,116.10","29,083,295.50","8,677,091.00","8,850,374.39","11,000,257.75","1,846,360.00","9,510,758.00","32,485,924.00","41,501,112.45","6,255,419.00","6,731,848.05","20,996,481.21","40,312,511.19","16,068,579.62","31,981,713.90","51,382,067.05","59,464,075.31","7,264,213.84","23,968,449.63","38,660,104.41","45,674,958.19","17,207,897.30","23,032,182.04","30,204,517.14","70,738,666.12","14,498,526.00","21,376,444.59","30,813,802.92"
期初现金及现金等价物余额,"2,736,688.30","11,458,625.90","27,314,651.33","28,901,270.28","30,362,670.28","28,901,270.28","44,506,141.00","44,506,141.00","44,506,141.00","44,506,141.00","215,266,759.52","215,266,759.52","215,266,759.52","215,266,759.52","143,859,293.46","143,859,293.46","143,859,293.46","143,859,293.46","118,224,245.83","118,224,245.83","118,224,245.83","118,224,245.83","49,258,158.19","49,258,158.19","49,258,158.19","49,258,158.19","68,552,015.11","67,035,067.93","67,035,067.93"
投资支付的现金,,,,,,,,,,,"5,063,360.40","10,063,360.40","5,063,360.40",,"-5,016,639.60","30,000,000.00","30,000,000.00","30,000,000.00",,,,"2,000,000.00",,,,"14,900,000.00",,,
