科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"51,448,267.73","48,588,232.50","53,759,737.13","69,416,606.77","66,856,941.89","103,989,240.62","71,078,819.80","139,943,587.48","94,325,317.67","104,694,787.72","211,630,997.63","277,653,191.51","220,519,645.02","263,984,785.32","399,971,794.79","419,205,762.40","254,612,280.41","305,717,907.98","275,888,633.39"
应付职工薪酬,"25,569,866.74","56,446,234.02","91,498,230.10","31,751,874.25","125,790,710.53","49,258,595.59","61,472,224.78","57,344,394.47","192,625,162.04","141,547,889.42","134,649,721.78","116,486,092.84","228,300,533.94","141,389,218.03","157,260,658.60","109,458,461.77","369,015,100.56","231,012,946.72","163,025,578.34"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"76,461,555.93","74,805,631.90","76,792,191.74","91,734,359.40","89,893,138.94","138,569,092.54","132,045,876.66","128,638,998.82","192,378,918.53","220,381,109.26","229,258,901.41","197,526,317.73","262,577,973.35","237,213,683.00","132,046,555.04","63,884,421.22","214,005,078.39","160,535,606.08","168,086,445.06"
应收利息,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,"12,850,875.96","2,779,484.45","11,111,433.30","13,612,505.68","9,679,061.59","2,475,833.34","4,842,889.67","8,331,699.42","6,125,304.16","6,638,283.07",
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,"1,590,000.00",,,,"2,100,000.00",,,,"4,000,000.00","4,000,000.00","4,000,000.00","2,500,000.00",
存货,"15,367,568.97","19,269,869.10","31,650,223.57","33,918,266.52","39,489,223.03","41,407,477.97","42,628,353.79","51,724,504.95","82,047,300.46","86,996,830.61","83,663,472.63","91,997,888.61","158,859,473.16","156,649,141.52","170,824,482.27","183,891,127.27","171,590,761.33","175,451,843.64","206,296,610.80"
其他应付款,"246,699,369.57","297,316,609.54","372,897,240.47","377,806,769.62","600,195,482.63","503,358,810.78","459,245,771.27","528,966,886.35","682,032,893.16","720,834,656.50","932,914,054.96","1,172,519,790.53","2,802,218,893.35","1,311,092,982.54","2,323,730,498.91","2,891,720,766.23","2,348,671,112.78","1,802,367,015.90","1,578,806,098.61"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,"56,731,200.00","59,460,000.00","74,540,625.00","76,386,000.00","91,540,016.92","95,022,000.00","120,386,955.17","113,769,340.20","2,069,322,696.32","1,956,237,080.36","1,920,598,665.92"
其他流动资产,"1,232,114.38","2,199,249.92","6,703,136.52","3,478,426.46","4,258,490.69","456,704,281.22","5,521,443.58","6,554,263.38","9,093,952.12","707,293,326.97","879,800,573.33","1,767,845,510.13","84,396,567.41","96,811,149.44","331,384,425.87","114,858,018.37","321,600,578.27","530,001,794.94","388,884,686.05"
其他流动负债,,,,,,,,,"35,399,952.05","36,795,498.01","38,205,724.82","39,307,993.20","40,252,240.09","47,482,732.43","40,512,036.52","40,756,218.53","51,919,943.15","47,788,873.72","42,549,329.05"
流动资产合计,"521,405,890.70","825,668,744.17","1,339,211,815.22","1,986,992,093.07","1,978,453,285.04","3,695,987,470.01","3,162,224,668.86","3,357,375,259.98","4,962,027,593.40","4,382,679,216.97","4,198,743,911.51","4,461,855,271.03","3,833,081,099.78","3,591,081,371.34","4,501,859,649.96","4,491,966,699.78","5,022,954,348.06","5,278,917,750.81","4,477,389,209.71"
流动负债合计,"699,835,579.32","997,652,132.84","1,239,795,373.59","1,482,938,786.78","1,561,175,685.38","1,716,893,911.04","1,461,091,987.61","1,547,335,966.07","2,525,177,622.99","2,700,968,059.02","2,854,496,114.73","3,462,966,337.34","5,478,221,256.82","4,916,387,342.79","6,902,226,635.72","6,790,678,665.48","9,059,781,996.78","8,812,366,416.01","7,853,983,775.49"
可供出售金融资产,,,,,,,,,"371,802,497.77","371,802,497.77","371,802,497.77","371,802,497.77","371,802,497.77","180,424,000.00","480,424,000.00","480,424,000.00","480,424,000.00","480,424,000.00","480,424,000.00"
长期借款,,,,,,,,,"3,372,447,776.40","2,819,342,248.30","2,793,169,592.17","2,858,646,333.37","2,813,427,270.63","3,314,908,513.77","3,527,256,255.57","4,127,565,258.88","2,080,000,000.00","1,945,407,616.21","1,930,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,"964,064.00","350,212.50","350,212.50",,,"31,230,281.61","30,527,165.13","16,882,789.28","21,585,601.73","15,243,949.04"
长期股权投资,,,,,,,,,"12,205,642.09","15,316,213.40","19,509,403.00","9,273,546.39","15,664,487.53","20,955,845.70","23,368,141.62","12,092,225.09","17,778,007.34","20,595,781.56","24,680,026.80"
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,
预计负债,,,"9,600,000.00","8,755,514.93","9,236,924.00","9,236,924.00","11,700,000.00","11,700,000.00","308,276,178.16","313,505,143.29","308,704,803.34","307,756,371.93","288,646,161.18","293,707,801.66","282,191,311.23","273,165,175.14","254,648,972.32","236,099,775.32","228,901,901.17"
固定资产,"765,980,458.90","959,631,513.96","1,063,199,112.00","1,032,610,268.39","1,224,938,860.31","1,204,421,653.96","1,225,746,973.91","1,313,593,912.29","1,624,481,264.30","1,599,060,152.97","1,670,340,510.95","1,815,685,685.37","2,142,115,986.30","2,098,674,886.85","2,345,268,649.09","2,536,581,741.94","2,581,204,272.02","2,550,179,034.41","2,561,377,268.69"
递延所得税负债,,,,,,,,,,,,,,,,,,,
在建工程,"41,131,167.48","28,958,028.49","25,588,074.14","74,035,895.59","42,740,073.62","38,479,896.32","25,006,640.80","83,988,482.24","76,660,572.90","96,570,898.53","108,223,522.64","184,756,459.63","145,179,310.57","212,324,896.57","279,745,073.87","214,905,984.06","113,450,834.79","178,062,195.85","332,504,425.23"
其他非流动负债,,,,,,,,,"94,483,274.97","94,071,244.00","76,895,386.13","46,793,930.79","36,897,075.11","38,447,611.53","36,327,406.99","24,885,838.24","16,841,956.69","14,446,130.82","8,476,196.49"
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"9,600,000.00","8,755,514.93","9,236,924.00","9,236,924.00","11,700,000.00","11,700,000.00","3,818,068,998.49","3,275,671,856.11","3,229,030,919.20","3,262,662,374.54","3,221,705,098.06","3,743,225,479.40","3,977,224,338.85","4,565,976,357.34","2,373,364,667.38","2,222,300,180.40","2,187,216,931.45"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"699,835,579.32","997,652,132.84","1,249,395,373.59","1,491,694,301.71","1,570,412,609.38","1,726,130,835.04","1,472,791,987.61","1,559,035,966.07","6,343,246,621.48","5,976,639,915.13","6,083,527,033.93","6,725,628,711.88","8,699,926,354.88","8,659,612,822.19","10,879,450,974.57","11,356,655,022.82","11,433,146,664.16","11,034,666,596.41","10,041,200,706.94"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","560,000,000.00","560,000,000.00","1,120,000,000.00","1,174,294,974.00","1,174,294,974.00","1,174,294,974.00","1,174,294,974.00","1,174,294,974.00","1,174,294,974.00","1,174,294,974.00","1,174,294,974.00","1,174,294,974.00","1,174,294,974.00","1,174,294,974.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"12,473,873.48","12,473,873.48","12,473,873.48","12,473,873.48","12,473,873.48","1,192,799,175.48","1,192,799,175.48","632,799,175.48","4,590,883,904.27","4,590,883,904.27","4,590,883,904.27","4,590,883,904.27","4,590,883,904.27","4,590,883,904.27","4,590,883,904.27","4,590,883,904.27","4,590,883,904.27","4,590,883,904.27","4,590,883,904.27"
无形资产,"1,619,811.15","6,601,792.15","26,528,522.40","26,042,912.86","39,441,710.58","37,468,087.22","35,298,567.90","33,481,228.33","658,880,201.05","685,427,087.76","682,694,979.62","723,633,507.94","729,550,099.90","760,087,103.45","748,407,098.87","745,236,413.00","897,111,602.82","851,877,691.35","845,486,606.55"
盈余公积,"42,108,944.14","63,789,708.61","108,095,816.95","108,095,816.95","177,969,526.55","177,969,526.55","255,819,865.29","255,819,865.29","257,998,017.75","257,998,017.75","257,998,017.75","257,998,017.75","359,471,161.79","359,471,161.79","359,471,161.79","359,471,161.79","468,363,363.20","468,363,363.20","468,363,363.20"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,"23,000,000.00","23,000,000.00","23,000,000.00","23,000,000.00","5,171,577,913.78","5,715,978,053.45","5,892,628,567.71","6,037,225,316.15","8,129,185,571.86","8,623,553,992.93","9,620,962,546.44","9,816,651,247.41","9,798,517,085.12","9,630,020,577.59","9,600,241,821.76"
未分配利润,"651,784,729.80","1,018,377,158.55","1,576,604,560.25","1,994,191,842.12","2,307,681,358.39","2,645,783,663.05","2,410,277,969.52","2,720,072,292.32","2,965,479,937.38","3,428,900,202.91","3,535,343,635.42","3,876,850,774.99","3,995,593,886.84","4,469,506,345.62","4,648,004,179.04","5,024,940,110.99","5,139,179,120.27","5,679,786,788.83","6,039,411,883.80"
长期待摊费用,"580,237,932.07","768,417,908.06","982,269,043.22","980,401,401.16","1,236,591,665.45","1,245,502,519.88","1,258,238,145.74","1,368,299,429.27","2,062,477,521.10","2,021,941,343.43","2,163,811,886.79","2,345,457,602.80","2,985,434,791.56","2,974,490,067.06","3,320,858,465.58","3,443,588,957.96","3,724,651,557.12","3,659,500,309.40","3,661,841,748.23"
少数股东权益,"5,522,921.63","5,424,332.20","5,879,429.01","4,512,798.97","5,243,424.02","5,923,109.22","4,702,072.98","5,317,660.20","5,804,690.29","6,170,992.16","4,462,402.42","5,078,010.72","5,141,142.41","5,428,362.71","39,589,428.58","48,891,044.97","38,530,472.19","39,037,260.40","38,783,731.86"
递延所得税资产,"1,350,788.07","8,439,218.85","15,652,486.30","10,886,062.16","21,404,858.60","21,811,262.80","16,304,804.90","17,621,021.66","199,075,807.00","199,550,427.42","209,941,628.36","215,341,174.01","228,571,515.37","234,214,352.83","212,669,266.20","224,171,075.84","208,021,328.18","173,760,112.31","159,744,785.78"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,"7,210,338.22","41,935,419.15","150,571,268.77","95,685,625.59","319,385,689.30","572,180,696.32","550,427,029.73","757,705,914.05","511,252,556.36","961,931,814.37","526,246,148.50","953,963,039.94","298,011,770.56","317,446,183.21","377,193,130.25"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,390,320,157.67","1,772,048,461.51","2,113,237,238.06","2,123,976,540.16","2,595,327,506.78","2,612,618,839.33","2,734,166,402.02","2,935,669,699.38","10,496,547,109.29","11,277,827,371.05","11,669,380,026.57","12,460,881,704.11","15,258,756,817.22","16,066,656,959.76","17,557,949,390.17","18,427,614,685.24","18,119,170,457.95","17,861,865,885.68","18,043,493,813.29"
所有者权益(或股东权益)合计,"1,211,890,469.05","1,600,065,072.84","2,203,053,679.69","2,619,274,331.52","3,003,368,182.44","4,582,475,474.30","4,423,599,083.27","4,734,008,993.29","9,115,328,081.21","9,683,866,672.89","9,784,596,904.15","10,197,108,263.26","10,391,911,562.12","10,998,125,508.91","11,180,358,065.56","11,562,926,362.20","11,708,978,141.85","12,106,117,040.08","12,479,682,316.06"
资产总计,"1,911,726,048.37","2,597,717,205.68","3,452,449,053.28","4,110,968,633.23","4,573,780,791.82","6,308,606,309.34","5,896,391,070.88","6,293,044,959.36","15,458,574,702.69","15,660,506,588.02","15,868,123,938.08","16,922,736,975.14","19,091,837,917.00","19,657,738,331.10","22,059,809,040.13","22,919,581,385.02","23,142,124,806.01","23,140,783,636.49","22,520,883,023.00"
负债和所有者(或股东权益)合计,"1,911,726,048.37","2,597,717,205.68","3,452,449,053.28","4,110,968,633.23","4,573,780,791.82","6,308,606,309.34","5,896,391,070.88","6,293,044,959.36","15,458,574,702.69","15,660,506,588.02","15,868,123,938.08","16,922,736,975.14","19,091,837,917.00","19,657,738,331.10","22,059,809,040.13","22,919,581,385.02","23,142,124,806.01","23,140,783,636.49","22,520,883,023.00"
