科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"36,258,651.93","45,170,037.32","77,709,587.83","68,197,887.93","575,579,790.87","557,900,655.94","530,687,119.38","516,615,238.75","528,673,651.67","508,279,904.29","489,087,239.02","506,795,982.55","545,456,399.84","454,770,714.63","492,059,226.09","482,438,369.50","611,800,457.64","597,149,524.93","590,962,025.09","537,806,686.09","565,410,042.17","543,475,257.16","523,533,436.47","585,527,975.11","762,181,480.54","418,259,770.97","511,498,620.38","715,550,510.91","1,050,319,047.80","4,803,517,792.78","3,158,749,839.46","3,170,823,895.59","3,220,970,948.18","3,309,804,085.85","3,386,828,044.05","3,355,092,682.52","2,479,888,196.53","2,663,997,580.00"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,286,167.50","25,812,060.00","25,683,270.00",,,,"307,363,815.00","213,732,320.00","295,687,898.09","654,959,409.35","883,816,046.56"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,140,893.93","40,997,372.65",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"55,191.00",,,,,,,,,,,,,,,,,,,,"1,272,500.00",,,,"894,000.00","894,000.00",,,,,"4,452,679.54","2,393,128.78","5,819,820.32","3,683,101.11","5,372,008.20","21,760,655.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,554,000.00",
应收账款,"10,791,687.03","31,094,306.31","26,334,587.40","38,405,672.91","30,600,827.02","30,347,391.10","40,268,616.86","52,666,179.37","67,410,549.03","64,074,194.17","79,061,295.01","72,965,518.17","72,145,039.41","87,808,223.43","85,227,311.46","92,645,537.96","87,865,850.72","119,124,940.97","135,347,167.38","150,913,254.09","201,836,892.39","269,362,985.66","345,026,519.78","345,150,652.74","296,661,656.91","412,014,136.25","498,205,295.33","588,298,650.76","686,066,899.09","860,452,461.55","874,874,880.63","1,014,669,709.16","935,929,805.36","1,215,226,491.92","1,228,301,098.64","1,288,798,536.40","1,341,243,133.52","1,630,501,195.65"
应付账款,"2,120,830.03","1,346,381.84","2,777,003.17","6,267,329.61","6,231,776.85","8,323,160.59","8,374,657.78","5,430,451.87","19,148,476.38","14,813,686.82","14,860,857.12","18,593,891.55","22,064,341.83","14,499,386.22","20,759,065.98","19,958,683.32","40,521,335.13","70,063,508.61","77,847,148.87","88,568,579.27","110,730,135.29","119,183,758.81","122,429,539.57","172,272,347.57","143,590,267.55","195,661,366.31","265,293,380.19","301,379,898.52","305,571,097.42","389,275,770.44","439,164,898.90","497,782,589.28","475,825,161.52","647,287,203.48","672,613,575.03","775,272,332.85","703,316,762.83","743,831,944.78"
预付款项,"1,354,533.42","6,669,553.11","6,357,454.44","5,690,323.67","2,399,274.44","1,697,099.91","617,318.09","2,399,065.09","5,884,708.57","796,687.09","1,464,380.37","2,244,576.30","7,317,562.80","2,673,780.58","2,184,539.34","2,964,077.92","4,194,265.63","3,158,093.30","3,661,709.23","4,619,736.80","18,419,319.26","17,693,792.23","10,000,677.72","6,291,327.42","34,212,619.80","16,501,872.94","113,788,247.72","126,533,227.96","44,903,640.27","29,627,822.94","39,435,428.41","84,776,957.04","32,282,289.78","65,397,567.41","54,661,425.06","52,703,635.87","49,693,423.42","56,575,989.30"
预收款项,"813,260.46","1,556,471.80","2,635,444.87","1,796,033.69","4,349,902.78","542,193.73","1,689,588.71","1,722,876.84","3,282,272.74","3,810,381.07","4,390,733.37","2,044,989.19","13,706,354.44","4,635,458.49","2,474,201.54","1,991,754.30","30,913,302.40","24,694,589.45","23,747,334.44","22,807,574.38","54,994,981.38","53,392,918.95","56,882,019.15","58,663,608.45","50,489,794.50","43,760,385.42","48,632,127.44","41,758,966.39","77,450,976.03","75,353,710.36","73,719,563.45","68,587,621.14","72,621,624.93","75,099,032.62","86,042,637.31","131,482,272.23","89,164,471.74","89,043,157.91"
其他应收款,"5,136,111.41","1,137,608.98","816,419.24","1,453,355.57","952,020.24","1,585,061.80","1,631,125.19","1,384,804.77","1,282,972.53","1,908,631.75","1,577,870.12","1,827,830.34","1,847,937.83","2,071,706.76","1,975,026.13","2,530,405.44","2,788,372.60","4,404,015.83","21,351,264.40","23,639,778.04","9,563,267.28","14,528,034.27","16,706,109.69","25,573,051.14","38,501,151.72","39,206,639.29","54,331,958.02","59,159,979.02","39,311,192.32","35,864,690.86","61,925,195.41","101,178,201.67","53,607,049.87","71,674,490.45","93,647,092.98","135,395,443.82","34,757,903.15","50,026,626.54"
