科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"22,172,694.38","57,573,693.91","82,866,605.30","108,256,335.23","33,536,194.00","57,389,567.65","80,911,360.30","131,424,233.12","20,142,231.45","45,704,149.26","67,346,196.00","67,374,789.00","641,286,071.76","1,440,271,313.93","2,172,064,140.03","3,024,096,792.08","1,030,472,909.97","1,410,430,935.42","1,758,649,067.85","2,182,537,883.08","367,799,995.60","681,438,002.89","1,327,582,746.43","1,822,389,937.37","592,645,864.48","1,348,049,855.12","4,139,445,919.24","5,543,853,868.98","1,786,925,953.43","3,401,100,764.73","5,058,771,837.00","7,018,186,607.74","1,486,204,998.11","2,795,057,699.34","4,248,537,763.15","5,433,566,702.65","1,028,796,010.75","1,943,400,507.92","3,096,789,367.46","4,435,992,658.06","1,048,118,670.38","2,115,316,301.37","3,445,179,435.67"
二、营业利润,"1,551,249.35","3,101,303.46","8,142,126.12","-4,951,562.51","2,578,285.81","5,902,581.88","10,038,595.19","7,544,794.81","1,929,786.26","107,741.72","128,312.99","-1,302,462.44","150,372,157.94","270,037,677.81","388,871,451.43","551,679,241.83","114,276,485.09","210,373,258.71","339,940,083.34","542,461,988.73","131,891,526.87","216,399,117.81","366,580,903.21","374,684,228.77","125,391,685.13","321,428,490.31","627,414,790.70","867,646,970.03","92,167,173.83","209,167,562.56","311,032,116.88","407,246,966.46","71,449,418.96","94,000,106.26","143,573,908.49","244,804,994.56","77,643,345.60","540,227,229.89","566,887,185.66","615,444,999.81","65,309,481.66","81,097,981.05","54,735,713.70"
减:营业成本,"17,795,372.08","47,907,061.71","68,652,285.86","91,486,367.55","28,943,353.58","48,091,100.39","69,537,002.85","115,198,134.97","15,832,025.29","39,173,371.74","58,150,386.89","58,143,169.14","443,291,560.18","1,067,427,918.26","1,620,218,055.38","2,239,838,304.87","857,621,046.66","1,077,280,214.43","1,256,350,235.03","1,401,973,702.56","171,317,374.64","347,800,864.30","781,500,806.76","1,172,045,005.34","411,958,758.04","860,958,413.04","2,991,888,343.08","3,990,189,090.17","1,537,587,599.60","2,938,336,543.59","4,372,824,673.55","6,210,671,531.23","1,299,504,217.21","2,494,631,868.51","3,740,606,640.45","4,692,933,206.97","805,183,494.59","1,695,248,661.64","2,707,933,284.98","3,764,380,050.19","826,769,240.65","1,811,811,246.90","3,008,597,423.43"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"518,795.53","1,151,815.38","1,595,927.05","1,405,231.54","299,036.33","405,971.71","465,136.39","638,931.65","111,329.73","642,556.77","910,315.03","1,509,312.13","39,304.27","98,563.95","172,399.38","263,783.49","342,047.27","1,183,899.78","2,030,510.43","975,372.61","542,400.00","917,803.74","1,010,203.74","2,739,625.99","1,021,672.16","4,913,962.34","14,680,074.09","23,765,084.63","2,058,465.70","6,466,443.24","9,887,085.98","19,284,727.93","3,671,318.67","8,023,990.42","10,368,887.38","19,007,627.88","2,570,687.07","18,373,108.36","22,289,504.05","38,558,411.40","10,626,312.77","21,581,217.65","34,473,397.53"
营业外收入,185.27,"23,621,364.02","23,642,638.39","43,689,248.87","31,234.22","61,234.22","91,534.22","402,053.08",,"6,914.72","12,134.98","25,746,823.03","8,777,128.76","11,097,015.51","21,035,274.67","24,003,018.25","13,838,921.49","18,137,360.59","22,152,233.83","28,236,225.44","3,683,387.43","9,475,474.48","23,447,096.83","66,624,285.42","3,680,033.08","8,766,485.00","16,391,035.53","42,917,268.12","76,940,495.84","82,385,666.39","88,080,220.92","99,527,681.27","18,228,721.22","23,839,060.86","36,898,552.23","53,443,064.89","9,219,104.83","20,443,867.52","29,999,531.70","46,259,566.35","16,138,122.22","33,529,261.19","48,014,134.66"
销售费用,"660,548.20","1,607,924.77","2,378,425.78","3,329,729.95","872,024.74","2,136,126.03","3,155,943.47","3,889,818.60","1,631,717.71","2,946,726.37","3,987,065.97","3,954,181.37","7,787,166.92","14,607,414.00","22,438,393.19","28,518,123.99","6,889,761.10","13,228,517.33","18,021,202.72","22,202,074.74","3,355,774.09","6,589,117.20","10,856,370.12","13,705,858.97","2,594,177.33","9,144,008.15","25,874,351.32","29,968,909.80","5,804,700.03","11,467,515.36","17,681,026.92","24,901,593.16","5,852,833.91","11,825,155.84","17,864,613.85","24,895,279.16","5,308,167.80","10,931,216.62","16,217,949.20","21,422,522.45","5,124,853.48","10,679,128.83","16,287,330.52"
减:营业外支出,"5,776.70","20,812.93","23,463.07","6,716,573.51","1,303.72","101,609.74","1,103,977.41","1,196,623.84","6,707.53","18,175.85","30,308.57","30,308.57","458,033.07","3,067,517.60","5,291,240.96","6,562,062.52","811,994.29","1,312,329.08","2,382,842.06","3,419,225.19","642,814.02","846,464.25","1,073,308.04","1,897,139.10","630,440.95","1,325,849.95","2,599,993.52","323,247,104.07","187,341.35","744,426.57","2,036,750.34","2,259,050.26","705,092.68","2,042,780.30","2,371,368.37","3,173,270.84","928,142.67","4,874,841.73","7,540,780.99","27,458,696.89","646,787.68","1,612,426.87","2,072,275.42"
管理费用,"3,123,834.49","7,092,851.98","10,170,137.61","26,183,464.06","3,348,018.73","6,882,423.10","10,170,027.07","15,532,090.94","4,496,980.18","8,439,706.61","11,438,587.06","12,076,564.66","33,968,122.54","72,175,243.61","109,539,236.36","163,781,215.32","43,721,707.84","86,871,975.36","112,252,436.69","171,306,916.72","54,103,469.11","106,583,338.20","156,859,764.37","209,988,943.72","51,576,713.24","126,618,028.16","270,843,394.95","317,763,893.27","87,678,802.47","161,778,288.17","253,592,467.16","245,669,250.57","83,229,123.81","145,682,015.32","219,069,870.95","258,889,664.82","58,560,527.60","130,974,298.17","236,363,601.93","360,766,517.63","77,874,195.07","133,194,791.93","231,205,229.75"
其中:非流动资产处置净损失,,,,,,,,,,,,,"457,206.62","2,492,156.10","3,289,451.31","4,126,399.03","778,098.00","1,264,131.16","2,326,602.86","3,235,740.21","340,066.63","501,072.03","631,307.00","1,317,842.47","320,186.44","567,960.33","1,587,082.10","1,576,945.54","102,220.33","430,038.67","1,603,259.52","1,747,742.44","583,600.78",,"1,627,945.97","2,437,435.88","855,082.76","4,431,296.95","6,548,878.11","11,374,188.93","555,247.82","1,201,700.02","1,603,610.20"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"386,645.88","602,126.05","771,256.45","1,942,125.18","282,180.90","544,768.67","440,453.52","1,812,541.89","388,678.71","560,082.57","651,909.59","954,453.26","8,969,341.05","21,204,254.79","38,169,694.01","49,264,070.05","9,768,716.98","25,945,072.47","36,801,406.33","60,722,277.91","11,848,946.17","17,042,943.37","31,412,870.23","56,577,438.38","21,825,195.19","59,576,286.06","151,682,118.65","198,801,718.66","40,768,987.89","80,526,055.32","89,179,819.76","139,473,909.76","41,396,897.87","78,515,136.10","136,707,862.07","158,003,713.95","47,250,046.16","81,948,562.76","118,799,623.02","106,441,201.87","25,576,300.96","47,852,079.60","76,261,812.90"
