科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"256,996,790.12","257,880,045.01","389,896,871.13","374,912,604.77","305,610,225.42","308,280,811.97","266,160,652.42","360,460,397.83","329,514,594.03","372,490,581.00","361,786,695.80","316,340,031.15","308,017,004.55","350,862,687.18","276,199,245.69","672,049,324.91","680,005,158.07","1,191,447,728.15","877,825,417.33","720,319,501.66","713,188,042.71","616,027,657.78","603,654,387.66","1,550,049,072.65","1,129,309,108.81","877,278,450.69","792,735,288.98","781,996,121.78","974,952,832.59","757,762,816.30","727,545,147.94","668,941,139.60","738,151,442.05","2,393,598,047.05","2,100,247,240.05","1,796,975,877.70","1,993,719,002.50","1,151,245,477.13","2,418,624,675.25","1,912,059,943.18","1,657,185,665.79","1,249,097,189.52","1,080,237,317.11","2,167,946,900.81","2,047,835,248.14","1,867,414,768.67","1,681,544,383.79","1,577,557,810.85","1,742,217,049.52"
短期借款,"468,230,000.00","454,880,000.00","598,100,000.00","433,680,000.00","419,780,000.00","407,100,000.00","378,800,000.00","416,500,000.00","413,000,000.00","409,750,000.00","451,850,000.00","397,750,000.00","368,000,000.00","388,000,000.00","357,000,000.00","338,000,000.00","339,000,000.00","276,000,000.00","195,000,000.00","203,000,000.00","208,510,000.00","237,510,000.00","474,960,000.00","661,960,000.00","566,938,000.00","524,988,000.00","504,638,000.00","405,650,000.00","451,406,873.13","679,708,463.13","567,058,463.13","614,058,463.13","595,801,590.00","1,388,942,088.00","1,436,150,000.00","1,132,488,500.07","1,317,648,900.07","1,122,220,000.00","1,522,000,000.00","856,800,000.00","582,630,000.00","722,630,000.00","575,000,000.00","486,000,000.00","351,000,000.00","1,256,900,000.00","1,250,900,000.00","1,280,900,000.00","1,492,500,000.00"
交易性金融资产,"5,322,858.19","855,426.87","1,595,226.87","935,553.69","18,362,725.84","7,924,031.80","6,547,862.15","64,048.86","78,338.47","3,372.61","100,442.61",,,,,,,,,,,,,,,,,,,,,,,,,"79,231,702.14","122,748,791.26","99,379,689.64","103,515,015.64","71,476,724.22","121,488,430.02","160,473,112.05","149,459,517.53","144,019,468.16","162,773,952.92","130,973,310.94","106,053,370.81","54,872,002.65",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"658,897,566.00","658,897,566.00","658,897,566.00","658,897,566.00","784,087,958.85","784,087,958.85","379,577,858.85","136,871,858.85","161,804,000.00","161,804,000.00",,,,
应收票据,"70,516,026.80","55,705,371.97","73,371,259.30","114,532,651.62","106,320,284.56","66,681,537.02","46,075,392.98","98,131,591.47","108,995,918.81","63,284,052.29","104,267,742.26","143,792,860.32","127,500,429.90","102,010,842.25","151,891,628.13","237,800,691.69","210,707,458.56","174,292,739.96","243,772,332.03","334,856,372.94","295,182,686.39","263,741,261.95","301,024,261.04","329,484,116.91","268,226,363.34","257,005,854.90","285,863,383.08","415,442,176.94","343,709,050.97","363,781,470.83","255,872,779.14","293,288,652.77","259,201,952.65","341,798,568.39","377,431,884.29","514,091,605.77","411,089,507.50","370,727,643.36","371,778,757.62","391,300,958.95","314,268,692.59","290,780,951.31","330,729,759.35","416,454,802.50","417,900,512.24","391,092,581.76","404,037,405.06","536,360,130.27","396,331,372.55"
应付票据,"564,500.00","1,363,000.00","11,300,000.00","10,000,000.00",,,,,,,"700,000.00","2,540,000.00","7,990,000.00","5,860,000.00","930,000.00",,,,,,,"50,000.00",,,,,,"8,000,000.00","8,900,000.00","27,293,623.60","39,174,161.00","16,672,000.00","3,672,000.00","141,064,100.32","109,780,465.85","136,967,948.23","167,941,119.07","146,309,808.54","137,742,267.67","10,395,399.79","30,902,823.50","47,051,634.53","38,572,406.19","42,791,195.79","49,480,273.89","33,467,014.51",,,
应收账款,"156,353,766.84","151,240,440.51","206,756,914.02","141,557,385.45","193,812,976.04","185,116,635.58","188,461,453.35","130,505,969.85","205,978,754.64","175,736,611.13","288,279,866.69","220,676,655.66","303,039,838.65","289,170,366.62","313,283,304.52","231,592,558.81","319,602,165.11","285,522,348.74","308,637,026.26","220,381,933.14","285,453,178.38","300,599,274.87","355,880,085.11","324,065,947.98","400,826,950.26","420,885,436.68","479,200,458.60","409,705,578.97","505,637,702.36","565,584,019.00","601,754,736.69","524,599,142.81","533,918,365.94","1,344,467,467.99","1,437,721,191.42","1,191,043,271.14","1,247,182,954.20","1,205,592,408.37","1,211,524,213.59","524,157,282.39","599,753,315.41","701,015,885.48","899,273,842.85","911,197,515.78","1,098,360,433.09","1,352,894,309.84","1,626,353,454.26","1,305,830,275.63","1,453,044,593.42"
应付账款,"114,818,479.26","120,355,455.77","134,791,765.34","105,323,230.71","105,382,231.95","95,109,447.62","103,769,852.63","118,619,672.54","110,051,226.41","110,332,164.45","128,315,447.22","128,799,221.97","142,510,381.57","134,992,122.80","131,272,708.68","141,667,496.17","139,727,305.81","109,055,509.78","135,515,175.09","143,642,843.30","139,224,762.55","131,490,803.89","147,516,423.36","178,610,882.51","126,611,879.37","140,227,261.45","129,863,377.28","240,538,387.89","205,404,445.26","225,010,598.18","219,330,099.66","295,439,069.25","240,204,842.93","571,317,131.51","695,947,899.35","821,255,251.05","784,630,648.97","724,765,706.41","684,939,725.30","283,402,870.72","286,889,095.37","342,191,081.58","316,273,161.49","313,148,590.99","347,729,615.22","360,303,333.06",,,
预付款项,"17,796,606.33","27,160,086.13","37,445,317.50","13,685,054.12","25,091,552.71","35,473,326.07","39,969,595.89","32,989,499.59","34,147,387.99","32,986,155.59","43,029,606.43","36,930,018.02","45,595,706.96","42,655,171.73","51,339,119.96","51,717,352.00","53,185,410.27","62,129,006.31","77,634,750.67","51,143,277.51","69,920,017.88","83,401,277.63","113,497,462.97","30,961,749.45","40,689,456.49","47,128,467.17","62,342,098.78","34,136,822.73","54,695,528.34","58,063,494.09","68,020,781.80","33,357,995.62","102,128,591.16","167,739,477.17","164,072,883.43","141,901,189.42","190,266,936.21","138,711,957.57","164,489,750.43","43,657,251.55","79,239,744.38","83,590,675.84","94,606,983.29","26,109,699.58","86,242,891.09","109,268,788.75","119,061,588.82","52,968,557.06","85,604,617.67"
预收款项,"9,280,561.96","4,263,152.05","14,384,530.49","5,184,525.72","10,738,568.29","5,366,970.42","3,208,449.25","6,892,161.79","3,472,636.79","3,053,001.59","8,365,200.84","13,001,132.36","16,239,156.00","9,438,293.89","9,564,268.05","15,107,410.20","16,611,122.35","18,750,886.73","27,438,991.39","30,124,472.71","24,960,675.45","22,547,265.58","32,005,127.71","23,776,258.76","23,172,997.97","15,755,187.02","16,562,661.80","27,529,880.33","27,102,633.04","31,712,950.07","48,001,680.46","26,039,024.08","41,933,915.09","46,824,235.26","49,536,224.58","116,036,889.76","108,397,916.32","60,213,298.79","72,719,926.24","89,769,920.88","67,110,282.81","62,912,337.12","81,240,030.16","108,103,761.09","46,827,173.32","71,028,698.38","39,753,189.32","85,706,798.38","58,501,972.23"
