科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"248,793,652.69","556,476,979.76","864,305,974.66","801,757,054.50","282,861,217.61","579,092,735.32","1,074,722,355.41","1,396,818,014.39","367,385,532.75","678,547,134.07","1,371,059,361.06","1,407,225,591.51","533,860,401.50","1,042,239,316.99","1,646,592,035.89","2,233,925,556.78","488,937,157.01","1,221,087,291.85","1,859,526,263.30","2,366,374,825.24","520,821,635.11","1,212,654,187.04","2,350,340,228.68","2,927,703,748.60","804,351,436.59","1,657,458,710.59","2,572,200,276.03","3,497,926,726.40","856,393,388.55","1,779,834,416.48","2,595,698,420.34","3,321,908,805.86","978,987,271.05","1,940,639,085.31","2,714,541,494.43","3,839,075,059.65","602,091,450.66","1,293,683,367.36","2,008,388,632.81","2,940,975,179.80","1,015,621,546.17","2,030,029,001.06","2,985,141,630.11","3,958,566,613.54","997,600,912.09"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"53,148,410.40","198,752,603.27","345,805,452.71","178,520,548.52","21,539,407.31","10,831,676.59","31,378,853.18","19,284,646.65","7,264,198.67","10,132,072.93","18,533,905.65","16,830,242.04","11,005,946.64","11,499,289.59","21,703,471.91","17,341,387.94","11,084,659.68","12,248,706.03","20,173,736.89","19,555,112.16","10,336,727.73","12,978,855.51","13,769,301.88","25,830,606.55","11,752,966.34","14,736,786.63","17,028,251.58","19,312,655.96","12,737,211.64","18,575,720.49","21,259,936.50","35,815,954.28","12,597,343.25","22,996,661.16","27,114,910.03","51,069,793.34","13,026,434.16","23,116,485.38","22,552,543.46","34,133,873.17","17,447,552.69","24,790,698.36","24,639,947.32","26,908,029.87","16,334,061.04"
投资活动现金流出小计,"19,846,313.54","38,386,626.13","61,114,822.26","81,814,466.34","7,153,212.25","326,860,809.27","461,917,885.31","641,326,075.63","430,341,647.88","2,620,438,690.69","2,643,656,887.01","1,323,215,749.69","70,571,411.15","137,122,816.21","460,462,801.60","582,822,455.17","260,735,567.14","332,724,566.65","412,008,746.69","861,220,551.61","13,678,380.84","17,245,438.97","34,982,313.33","116,387,613.48","20,101,323.69","28,021,159.09","45,904,514.60","92,223,370.25","6,641,286.71","14,890,736.01","78,195,761.83","136,820,942.34","3,662,168.45","11,787,045.74","21,965,501.69","295,856,135.80","5,333,009.60","30,234,179.68","34,184,345.93","81,931,756.54","64,254.00","295,028,701.04","295,048,701.04","108,399,398.94","21,052,704.00"
经营活动现金流入小计,"301,942,063.09","755,229,583.03","1,210,111,427.37","980,277,603.02","304,400,624.92","589,924,411.91","1,106,101,208.59","1,416,102,661.04","374,649,731.42","688,679,207.00","1,389,593,266.71","1,424,055,833.55","544,866,348.14","1,053,738,606.58","1,668,295,507.80","2,251,266,944.72","500,021,816.69","1,233,335,997.88","1,879,700,000.19","2,385,929,937.40","531,158,362.84","1,225,633,042.55","2,364,109,530.56","2,953,534,355.15","816,104,402.93","1,672,195,497.22","2,589,228,527.61","3,517,239,382.36","869,130,600.19","1,798,410,136.97","2,616,958,356.84","3,357,724,760.14","991,584,614.30","1,963,635,746.47","2,741,656,404.46","3,890,144,852.99","615,117,884.82","1,316,799,852.74","2,030,941,176.27","2,975,109,052.97","1,033,069,098.86","2,054,819,699.42","3,009,781,577.43","3,985,474,643.41","1,013,934,973.13"
投资活动产生的现金流量净额,"-733,579.72","-19,264,892.31","-41,993,088.44","-62,701,732.52","-7,136,982.30","-298,627,638.49","-433,684,714.53","-613,092,904.85","-430,339,155.77","-2,610,361,705.50","-2,623,518,396.77","-1,303,077,259.45","-27,414,770.86","-93,965,816.20","-415,977,401.59","-518,821,694.40","-260,735,567.14","-332,724,566.65","-412,008,746.69","-845,411,667.70","-13,678,380.84","-17,245,438.97","-16,969,486.78","-95,978,846.20","-20,101,323.69","-28,021,159.09","-38,947,488.21","-78,491,133.87","-5,121,286.71","-13,370,736.01","-69,584,884.84","-126,197,766.15","5,526,531.55","905,462.08","-2,758,763.40","-269,628,342.24","-5,333,009.60","-30,234,179.68","-34,184,345.93","-81,931,756.54","-64,254.00","-295,028,701.04","-287,376,187.06","-100,726,024.96","-21,052,704.00"
购买商品、接受劳务支付的现金,"92,076,004.09","183,940,072.10","296,776,039.68","384,037,078.84","131,437,379.60","236,693,852.53","433,738,962.58","554,775,081.06","135,250,107.76","237,209,625.29","396,252,594.26","488,826,158.62","173,263,410.35","346,784,465.52","577,645,570.24","611,886,046.71","250,548,491.62","519,690,414.37","691,832,888.92","1,039,118,105.75","216,471,416.52","411,758,303.41","847,336,910.14","883,377,161.99","294,722,337.73","548,779,129.45","913,328,532.59","1,180,051,865.29","348,525,645.39","696,834,980.51","1,007,209,203.89","1,374,983,635.65","350,875,974.29","647,640,297.11","928,679,152.24","1,185,498,632.58","353,521,007.73","560,805,097.13","774,612,478.37","1,058,201,555.03","392,376,254.02","728,958,126.99","1,080,563,630.28","1,268,015,078.96","439,660,909.82"
吸收投资收到的现金,,,,,,,"16,000,000.00",,,,,,,,,"55,119,200.00","648,837,381.00","648,837,381.00","648,837,381.00","648,837,381.00",,,"48,115,792.00","48,115,792.00",,,,,,,,,,,,,,,,,,,,,
