科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"9,318,617,376.00","10,220,804,965.00","11,262,656,572.00","6,255,789,142.37","9,032,468,974.39","11,226,015,147.76","3,091,006,783.02","6,598,743,907.10","9,195,803,136.20","10,965,436,727.36","3,084,465,996.11","5,436,300,755.86","7,825,689,033.01","8,929,316,050.68","2,987,316,063.13","5,553,784,520.17","8,114,949,985.35","9,299,840,739.37","3,015,738,131.30","5,041,260,182.13","7,330,098,773.07","8,687,502,227.41","2,661,668,231.55","4,203,320,225.06","6,035,953,166.83","7,219,310,386.11","2,322,580,812.33","3,509,417,965.49","4,833,691,480.45","5,540,998,393.26","2,115,080,714.00"
二、营业利润,"362,280,468.00","620,966,820.00","515,944,656.00","354,381,778.61","410,000,171.57","446,606,808.25","119,023,721.14","255,293,159.10","320,926,585.54","228,485,749.97","103,122,200.18","121,168,949.48","150,629,533.28","5,478,111.97","101,697,930.28","195,619,769.62","285,403,091.94","173,143,963.11","112,689,760.82","211,009,948.42","308,564,601.79","242,722,944.03","83,204,728.92","17,725,514.63","53,542,349.78","8,521,009.20","31,796,595.22","-121,210,937.15","-374,384,484.07","-1,351,036,957.11","32,685,977.65"
减:营业成本,"7,987,021,027.00","8,739,037,256.00","9,775,663,001.00","5,404,354,781.92","7,821,649,814.14","9,750,950,958.46","2,652,940,379.07","5,668,460,295.83","7,827,867,812.58","9,305,152,450.02","2,539,315,412.41","4,519,630,339.39","6,506,595,563.74","7,457,744,855.37","2,478,718,952.18","4,531,530,237.71","6,606,703,795.15","7,617,420,810.89","2,498,036,228.22","4,109,134,374.24","5,997,857,945.10","7,088,783,071.84","2,226,956,041.45","3,573,686,562.10","5,139,921,770.74","6,036,004,631.87","1,983,823,564.86","3,133,682,178.21","4,408,934,844.44","5,098,425,607.81","1,839,766,486.36"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"8,690,617.00","11,797,941.00","22,816,838.00","13,006,637.56","19,295,862.24","26,149,386.19","7,465,055.49","17,615,151.57","24,118,071.14","29,144,178.52","8,671,951.90","15,152,038.13","22,680,775.28","27,702,955.77","6,390,328.58","14,638,261.89","27,632,045.42","33,623,299.94","5,017,514.65","12,105,432.02","17,280,931.33","44,525,763.68","11,887,087.55","25,615,839.29","35,320,537.09","45,718,702.31","14,177,501.20","24,902,827.84","35,546,072.35","46,008,058.50","12,216,019.08"
营业外收入,"25,124,856.00","36,782,310.00","23,003,070.00","6,453,234.21","14,552,157.31","43,170,166.25","3,622,240.19","9,420,765.58","16,845,432.16","111,772,325.46","5,867,124.90","15,374,715.41","20,940,495.03","211,836,734.97","6,571,869.27","11,745,539.36","20,450,397.29","59,808,311.35","5,460,131.49","14,200,819.99","29,135,784.74","51,763,953.91","8,521,959.96","49,145,389.63","71,376,448.16","70,579,164.99","6,147,915.42","6,885,617.71","9,510,473.79","41,079,900.33","12,410,866.87"
销售费用,"325,537,038.00","356,256,669.00","337,327,101.00","176,647,090.99","263,323,423.58","322,780,010.53","91,513,099.90","210,927,908.89","281,961,029.39","374,371,900.53","150,046,155.64","245,331,903.15","345,621,036.46","393,300,666.51","149,253,129.50","288,812,474.52","381,930,547.47","446,334,564.36","146,767,035.44","266,328,954.70","368,233,081.84","441,566,712.01","131,150,379.88","206,587,590.03","317,080,560.63","436,011,715.40","106,612,554.99","175,281,716.18","257,646,376.72","461,866,175.50","78,287,325.44"
减:营业外支出,"13,640,985.00","11,607,349.00","2,906,059.00","1,436,114.04","2,287,194.78","4,596,620.19","987,802.25","2,201,127.88","2,766,575.62","6,294,825.38","931,983.14","1,501,254.29","2,785,595.18","5,420,715.28","456,134.30","2,323,130.94","4,946,016.46","11,274,661.44","364,560.40","755,594.73","10,229,278.20","14,391,469.67","1,014,055.85","1,827,637.76","12,876,682.06","23,043,819.45","31,003.66","426,939.71","928,872.71","4,793,199.24","58,668.12"
管理费用,"654,236,158.00","645,973,687.00","677,203,771.00","350,601,047.27","547,705,330.99","744,217,447.72","194,916,393.70","415,948,404.27","646,650,970.33","845,227,039.51","244,056,372.05","480,576,358.48","724,624,865.11","973,938,133.86","213,358,594.50","427,437,981.51","688,400,266.04","933,468,993.96","215,957,201.91","422,892,390.25","664,161,113.66","913,876,338.90","202,731,730.56","419,869,185.88","638,883,671.70","889,660,787.33","191,924,372.65","381,802,661.39","353,856,664.49","764,198,051.29","106,718,260.73"
其中:非流动资产处置净损失,"1,314,250.00","4,098,478.00","689,299.00","922,211.66","1,449,487.33","2,879,102.39","371,704.03","1,057,583.55","1,462,326.23","4,407,074.65","561,555.79","1,081,107.00","3,184,389.74","1,742,962.60","18,312.12","1,508,949.56","3,133,935.91","4,412,254.29","180,488.15","527,730.14","9,928,828.91","10,174,400.44","555,453.03","916,628.19","1,307,710.69",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"10,452,681.00","27,177,609.00","49,548,713.00","30,780,110.32","49,654,977.44","60,359,101.14","14,096,159.46","34,373,372.38","83,279,939.92","127,839,054.77","24,512,589.96","49,367,255.29","81,233,987.06","89,732,342.21","23,847,550.23","42,207,637.61","131,676,821.07","147,304,923.93","28,380,770.86","40,452,792.56","52,554,389.78","86,073,671.32","23,202,744.79","18,527,873.08","43,801,135.53","73,123,501.81","9,091,543.17","47,453,433.64","76,585,197.30","105,047,052.79","23,808,240.18"
