科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"168,885,525.05","209,699,286.25","271,306,458.34","119,407,634.24","203,187,474.32","292,956,580.04","37,034,049.01","124,923,930.20","203,477,324.35","287,271,235.28","60,109,229.14","137,158,891.45","225,124,896.04","339,385,803.15","96,428,302.93","209,262,799.25","338,826,260.16","511,075,882.59","124,845,904.40","239,635,890.60","452,031,392.59","579,887,536.14","123,595,487.43","273,076,170.61","466,013,031.42","679,741,744.79","177,909,491.83","387,526,769.52","662,964,911.65","943,031,590.42","239,929,677.75","541,881,380.79"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"13,725,827.69",,,,"50,220,925.01",,,,"20,308,723.71",,,,"209,750,444.84",,,,,,
收到的税费返还,"2,520,261.55","670,488.33","8,885,428.25","888,560.58","849,264.47","862,966.75","52,581.62","141,728.07","141,728.07","336,332.94","261,941.95","1,294,782.61","1,764,899.15","2,836,338.93","8,315,285.79","13,718,856.57","19,243,971.39","23,168,999.51","10,713,803.05","14,395,839.36","25,620,669.73","28,436,754.39","10,468,039.98","14,184,559.60","16,549,459.68","21,090,522.62","6,210,784.70","17,871,636.23","26,589,478.59","18,550,192.03","5,075,603.88","7,145,669.62"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"100,000,000.00",,,,,,,,,"3,204,826.52",,,,,500.00,
收到其他与经营活动有关的现金,"633,916.95","2,953,319.79","6,612,168.59","4,572,530.63","4,043,216.20","9,256,818.73","2,138,451.97","15,873,815.48","19,277,625.86","31,399,768.00","1,360,329.16","3,801,432.33","14,362,244.79","16,372,411.52","8,049,326.45","5,585,909.03","6,481,226.00","54,232,737.87","9,482,654.20","8,637,099.37","9,050,734.80","203,202,068.11","20,338,326.43","21,983,192.49","46,972,519.77","93,616,910.97","28,552,986.85","49,273,620.58","80,960,583.14","140,316,844.61","36,135,525.62","42,869,336.23"
投资活动现金流出小计,"24,490,721.79","74,975,969.90","52,166,580.78","18,539,656.13","50,273,224.46","83,719,251.17","20,896,782.16","92,061,292.41","141,999,549.13","250,779,063.55","79,078,880.91","218,904,095.28","262,220,279.74","355,883,338.44","82,393,490.90","165,509,449.53","345,834,420.23","309,838,553.69","90,672,271.76","104,791,184.55","178,340,461.37","356,961,311.67","31,770,388.61","345,784,693.28","398,860,155.79","545,092,672.95","37,538,349.32","93,330,507.03","238,494,313.58","170,424,021.31","17,791,035.07","36,014,984.35"
经营活动现金流入小计,"172,039,703.55","213,323,094.37","286,804,055.18","124,868,725.45","208,079,954.99","303,076,365.52","39,225,082.60","140,939,473.75","222,896,678.28","319,007,336.22","61,731,500.25","142,255,106.39","241,252,039.98","358,594,553.60","112,792,915.17","228,567,564.85","364,551,457.55","588,477,619.97","145,042,361.65","262,668,829.33","486,702,797.12","811,526,358.64","154,401,853.84","309,243,922.70","529,535,010.87","794,449,178.38","212,673,263.38","454,672,026.33","770,514,973.38","1,101,898,627.06","281,140,807.25","591,896,386.64"
投资活动产生的现金流量净额,"-24,236,354.54","-74,933,969.90","-51,213,040.81","-18,499,656.13","-50,233,224.46","-83,679,251.17","-20,844,664.09","-91,859,174.34","-141,612,431.06","-250,043,162.98","-79,056,880.91","-218,882,095.28","-261,797,999.74","-353,049,240.33","-82,315,040.89","-160,897,799.52","-341,100,517.91","-301,472,972.44","-90,317,128.75","-100,478,540.84","-173,798,543.54","-349,937,803.98","68,834,978.23","-200,505,740.95","-291,642,158.61","-540,245,548.07","-37,110,047.95","-92,365,736.03","-236,871,765.87","-111,060,536.05","-17,647,674.39","-35,449,086.81"
购买商品、接受劳务支付的现金,"109,453,403.75","133,977,102.82","184,951,246.69","76,559,561.68","142,369,279.95","155,428,565.77","41,571,443.87","82,333,063.58","141,258,059.99","186,405,475.49","47,856,699.32","94,381,652.27","165,468,420.75","233,363,306.91","72,362,925.79","180,947,595.13","309,344,312.72","464,045,676.94","142,158,196.46","331,370,386.30","492,022,866.47","507,821,977.84","105,708,524.34","245,259,309.94","340,766,677.50","467,752,357.42","216,700,600.41","359,253,607.40","533,562,586.40","697,430,506.70","273,964,713.82","490,780,151.05"
吸收投资收到的现金,"104,086,613.00",,,,,"734,560,000.00",,"1,500,000.00",,"1,500,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,"4,294,320.00","418,480,000.00","418,480,000.00","418,480,000.00",,"443,629,975.50","443,629,975.50","445,062,103.46",,,,"45,000.00",,
