科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"187,407,334.36","274,110,572.12","312,164,052.05","63,617,159.11","147,498,701.52","234,886,206.58","346,736,906.63","124,722,892.54","232,090,864.77","319,031,488.06","477,030,714.55","109,323,371.54","258,877,660.21","408,095,755.32","598,408,593.15","123,646,333.60","264,238,030.11","419,252,843.55","640,727,273.53","168,674,981.24","342,105,791.40","548,195,316.61","807,424,484.03","166,468,610.66","385,436,454.67","596,535,770.90","865,179,047.79","197,774,107.50","439,080,581.50","633,391,161.87","967,240,711.83","168,085,850.63","448,297,345.69","643,163,711.82"
取得子公司及其他营业单位支付的现金净额,"4,839,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,"31,483.27","37,581.08",,"4,480.14","11,266.38","11,266.38",,"3,297.02","17,089.05","17,089.05",,"2,196.55","11,203.19","13,982.59"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"1,550,000.00","1,550,000.00","1,550,000.00",,,,"11,250,000.00",,,,
收到其他与经营活动有关的现金,"16,901,078.72","983,433.74","2,426,376.41","3,661,400.75","6,254,911.65","6,346,326.92","12,591,284.50","922,490.92","4,558,796.11","4,033,043.95","11,144,405.27","2,018,212.96","3,106,583.26","3,270,031.80","10,054,368.40","3,495,773.80","6,791,804.96","5,305,023.32","18,333,573.16","13,642,247.98","20,134,869.30","66,269,968.71","29,582,066.97","2,861,307.43","6,138,888.50","56,488,493.65","7,061,518.50","20,109,715.93","8,253,305.52","9,293,068.49","14,379,114.31","4,378,259.69","16,233,485.68","18,940,261.58"
投资活动现金流出小计,"22,021,222.34","13,040,410.45","20,547,114.79","680,539.71","1,111,747.94","2,191,464.09","3,571,452.47","2,744,533.70","3,951,007.45","140,375,233.23","189,899,202.10","31,614,300.14","188,808,563.54","274,965,158.90","359,874,484.44","44,666,575.57","76,358,780.40","237,125,060.04","382,539,370.23","36,028,402.14","51,737,929.77","65,336,424.56","73,751,574.86","49,191,944.94","57,626,940.55","59,755,639.92","110,829,725.47","82,777,387.66","106,565,390.69","122,242,090.44","494,910,566.16","35,883,148.48","40,589,270.76","53,516,481.32"
经营活动现金流入小计,"204,308,413.08","275,094,005.86","314,590,428.46","67,278,559.86","153,753,613.17","241,232,533.50","359,328,191.13","125,645,383.46","236,649,660.88","323,064,532.01","488,175,119.82","111,341,584.50","261,984,243.47","411,365,787.12","608,462,961.55","127,142,107.40","271,029,835.07","424,557,866.87","659,060,846.69","182,317,229.22","362,272,143.97","614,502,866.40","837,006,551.00","169,334,398.23","391,586,609.55","653,035,530.93","872,240,566.29","217,887,120.45","447,350,976.07","642,701,319.41","981,619,826.14","172,466,306.87","464,542,034.56","662,117,955.99"
投资活动产生的现金流量净额,"42,461,086.41","-13,039,010.45","-20,501,506.90","-680,539.71","-1,111,747.94","-2,191,464.09","-3,571,452.47","-2,744,533.70","196,048,992.55","64,151,886.77","15,216,667.90","9,744,399.86","127,110,351.46","92,043,756.10","7,444,650.56","-22,831,666.81","351,843,149.41","373,124,944.10","87,052,053.91","-27,428,983.47","-42,196,504.41","-55,335,196.67","-63,797,205.11","-48,482,977.20","-57,531,840.55","-59,640,539.92","-110,716,155.13","-59,677,387.66","-83,465,390.69","-99,139,590.44","-460,807,266.16","-35,882,038.48","-40,588,160.76","-53,515,371.32"
购买商品、接受劳务支付的现金,"48,603,664.49","65,723,089.10","66,282,314.46","19,044,652.84","40,169,272.39","59,571,863.10","81,237,783.39","27,684,619.65","51,101,389.30","82,435,855.38","120,147,982.81","26,500,068.04","59,575,710.68","100,560,833.09","143,588,747.50","36,453,023.86","77,316,423.63","115,868,631.65","182,954,998.32","54,121,084.51","107,444,359.99","164,740,087.31","224,042,437.43","52,210,431.51","113,539,205.45","170,335,918.16","221,044,987.63","50,801,695.37","116,088,119.26","62,556,294.08","223,812,170.65","55,581,967.98","129,821,966.32","179,223,905.98"
吸收投资收到的现金,,,,,"667,200,000.00","667,200,000.00","667,200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
