科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"611,593,358.36","1,012,790,898.28","691,322,734.43","416,041,997.29","704,649,345.28","953,747,162.35","227,114,560.77","530,757,571.01","864,421,810.10","1,133,143,988.00","342,077,639.34","689,894,057.62","915,079,332.48","1,303,841,812.12","393,419,162.91","742,966,840.41","1,145,449,831.29","922,498,087.68","366,296,396.59","833,546,788.11","1,234,247,461.75","1,010,875,921.56","344,576,921.63","679,741,008.13","807,365,236.64","1,046,445,029.82","337,784,607.04","710,120,671.43","1,113,026,538.17","1,221,168,833.42","377,425,585.99","822,467,726.32","1,386,914,176.18","1,644,538,519.86","373,545,846.67","760,790,845.37"
取得子公司及其他营业单位支付的现金净额,,,,,"2,375,680.91","2,086,682.90",,,,,,,,,,,,,,,,,,,,"136,409,400.72",,,,,,,,,,
收到的税费返还,"7,173,628.77","3,532,281.31","2,735,188.88","14,396,104.81","15,693,617.88","31,363,673.01","6,911,753.48","9,708,175.47","23,067,874.18","37,044,457.35","11,692,341.83","17,949,594.57","29,042,689.81","36,337,702.81","7,353,804.63","30,000,887.11","39,009,926.05","50,061,240.34","12,675,528.15","12,674,711.03","16,281,621.38","18,524,071.12","5,583,604.04","11,809,915.66","13,446,185.76","19,164,226.08","8,911,245.80","9,516,439.40","12,360,363.85","12,443,220.09","4,729,411.04","5,431,276.42","14,778,736.91","25,423,058.64","8,274,357.08","25,841,446.89"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"784,060.12",277.00,282.50,"2,759.62","1,703,771.88",,,,"63,021,917.64",,,,"5,576,597.56",,,,"2,370.00",,
收到其他与经营活动有关的现金,"5,181,651.54","15,174,518.89","24,506,720.14","5,151,182.28","54,053,669.23","1,962,796.94","1,614,139.48","5,545,713.78","17,072,417.70","13,161,830.92","1,070,740.00","1,498,570.02","19,801,917.28","2,175,484.01","7,846,796.92","7,711,762.91","8,939,073.48","9,224,792.03","2,620,241.75","8,919,879.11","25,117,367.27","37,980,789.18","730,766.95","7,092,200.87","9,461,882.07","4,017,707.04","3,600,918.25","6,108,324.85","11,125,126.28","14,051,150.10","2,813,679.57","6,524,533.67","16,107,288.99","12,825,970.40","2,133,970.04","9,845,380.46"
投资活动现金流出小计,"64,313,420.34","60,990,119.39","158,203,463.25","88,553,778.09","140,482,100.53","214,079,432.12","73,283,941.27","168,962,072.65","302,802,377.58","515,080,796.41","210,242,094.64","268,846,955.59","413,435,553.92","429,837,075.12","195,299,855.98","201,468,392.04","249,924,886.58","264,887,876.97","9,921,518.87","46,542,119.60","101,302,146.64","185,422,782.04","28,334,593.25","82,130,540.69","118,275,492.54","309,251,488.53","50,471,051.18","93,296,130.23","108,240,360.98","168,402,246.32","13,357,693.78","34,505,441.03","51,242,413.22","123,171,045.26","24,564,109.60","33,957,302.22"
经营活动现金流入小计,"623,948,638.67","1,031,497,698.48","718,564,643.45","435,589,284.38","774,396,632.39","987,073,632.30","235,640,453.73","546,011,460.26","904,562,101.98","1,183,350,276.27","354,840,721.17","709,342,222.21","963,923,939.57","1,342,354,998.94","408,619,764.46","780,679,490.43","1,193,398,830.82","981,784,120.05","381,592,166.49","855,141,378.25","1,275,646,450.40","1,067,380,781.86","350,891,292.62","698,643,124.66","830,273,304.47","1,069,626,962.94","350,296,771.09","725,745,435.68","1,136,512,028.30","1,247,663,203.61","384,968,676.60","834,423,536.41","1,417,800,202.08","1,682,787,548.90","383,954,173.79","796,477,672.72"
投资活动产生的现金流量净额,"-64,258,738.60","-60,883,027.10","-158,033,078.63","-88,553,778.09","-140,482,100.53","-158,676,826.99","-73,222,212.53","-157,632,137.43","-291,472,422.36","-502,969,699.14","-210,242,094.64","-268,846,955.59","-413,435,553.92","-414,395,094.35","-195,299,855.98","-201,468,392.04","-249,924,886.58","-237,242,902.97","-9,915,259.58","-46,535,860.31","-101,295,887.35","-182,333,780.46","-27,993,128.25","-82,130,540.69","-118,275,492.54","-307,307,455.85","10,528,948.82","-32,296,130.23","-47,240,360.98","-104,662,637.73","-13,357,693.78","-34,505,441.03","-51,242,413.22","-122,918,845.26","-22,920,460.48","-32,313,653.10"
购买商品、接受劳务支付的现金,"482,278,951.05","798,945,501.72","480,849,208.52","384,374,122.09","605,148,709.32","764,676,010.05","223,075,610.31","538,035,940.75","820,162,411.77","978,974,779.35","292,379,616.89","544,940,846.76","751,220,931.50","1,056,616,157.40","293,979,379.83","605,407,760.47","966,758,457.43","696,490,027.92","310,186,892.99","725,972,960.25","1,065,835,613.86","720,182,342.50","260,122,478.54","546,254,728.51","434,384,144.09","563,440,618.43","184,511,688.09","475,735,514.15","614,783,681.45","485,262,390.97","323,203,733.16","471,811,676.35","880,505,906.84","750,864,399.96","393,741,575.59","413,306,814.72"
吸收投资收到的现金,"10,000,000.00",,,,,"763,136,000.00",,,,,,,,,,,,"387,281.66",,,,,,,,"500,149,957.52",,,,,,,,,,
支付给职工以及为职工支付的现金,"33,535,130.94","43,930,969.57","43,568,165.50","32,413,094.68","45,588,038.42","61,872,919.64","20,600,672.53","36,331,541.12","53,836,594.92","72,640,756.06","24,944,230.88","52,026,123.03","73,710,762.19","100,318,591.56","23,485,300.50","56,228,341.99","80,490,126.66","106,055,656.39","27,075,330.95","53,700,206.21","76,802,171.41","110,266,485.81","34,496,630.54","65,606,965.00","90,565,040.93","131,899,807.80","41,354,970.93","82,780,793.47","119,182,439.71","155,747,284.87","42,570,830.90","80,112,899.79","119,576,577.62","161,347,735.03","47,389,493.39","85,273,192.02"
取得借款收到的现金,"125,400,000.00","146,450,000.00","227,800,000.00","151,800,000.00","191,800,000.00","283,500,000.00","41,000,000.00","91,000,000.00","131,000,000.00","274,787,791.82","79,000,000.00","240,000,000.00","330,000,000.00","530,988,630.30","282,850,531.64","473,928,714.44","672,960,972.17","901,148,693.89","240,000,000.00","465,000,000.00","803,571,981.20","1,199,134,890.00","95,458,179.97","338,030,500.60","463,901,074.22","628,095,868.60","110,000,000.00","348,730,373.00","428,707,023.00","513,830,906.68","165,689,871.00","400,551,721.00","493,156,077.90","526,537,736.90","266,449,398.74","377,872,866.38"
支付的各项税费,"17,239,014.34","44,916,046.52","23,984,340.15","8,411,166.37","13,882,948.73","18,285,056.87","3,995,420.99","15,438,202.61","24,337,267.55","20,377,000.74","3,461,241.58","6,045,594.52","9,130,063.10","12,197,029.30","3,534,233.83","12,835,500.15","15,998,823.62","16,227,757.24","3,427,035.18","20,900,551.32","21,752,690.87","24,921,504.22","8,990,990.00","14,873,437.21","18,953,958.91","15,818,415.54","12,983,847.80","28,866,056.13","46,263,715.64","72,280,655.76","23,391,951.23","46,118,134.57","65,277,497.10","91,342,170.36","27,155,907.27","51,887,898.36"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,741,445.00","71,704,596.00","47,830,568.60","123,030,000.00",,,"28,156,353.56","41,850,000.00","54,000,000.00",
支付其他与经营活动有关的现金,"22,652,772.28","46,952,256.86","42,130,508.38","36,513,365.13","56,782,817.02","71,717,781.17","21,549,354.07","43,220,912.43","68,587,050.18","91,787,066.71","17,621,791.46","56,396,117.96","65,810,338.42","114,344,573.09","27,668,456.02","65,156,994.30","100,028,050.09","108,327,820.43","14,589,222.81","50,554,817.14","71,856,019.90","84,036,822.68","37,826,719.98","47,890,945.37","94,312,130.79","107,624,451.43","27,708,041.92","59,165,587.61","84,650,217.46","198,672,244.15","43,772,096.90","92,963,569.68","132,107,450.61","623,906,142.36","45,572,602.90","83,149,345.20"
筹资活动现金流入小计,"135,400,000.00","146,450,000.00","227,800,000.00","151,800,000.00","191,800,000.00","1,046,636,000.00","41,000,000.00","91,000,000.00","131,000,000.00","274,787,791.82","79,000,000.00","240,000,000.00","330,000,000.00","530,988,630.30","282,850,531.64","473,928,714.44","672,960,972.17","901,535,975.55","240,000,000.00","465,000,000.00","803,571,981.20","1,199,134,890.00","95,458,179.97","338,030,500.60","463,901,074.22","1,128,245,826.12","180,741,445.00","420,434,969.00","476,537,591.60","636,860,906.68","165,689,871.00","400,551,721.00","521,312,431.46","568,387,736.90","320,449,398.74","377,872,866.38"
经营活动现金流出小计,"555,705,868.61","934,744,774.67","590,532,222.55","461,711,748.27","721,402,513.49","916,551,767.73","269,221,057.90","633,026,596.91","966,923,324.42","1,163,779,602.86","338,406,880.81","659,408,682.27","899,872,095.21","1,283,476,351.35","348,667,370.18","739,628,596.91","1,163,275,457.80","927,101,261.98","355,278,481.93","851,128,534.92","1,236,246,496.04","939,407,155.21","341,436,819.06","674,626,076.09","638,215,274.72","818,783,293.20","266,558,548.74","646,547,951.36","864,880,054.26","911,962,575.75","432,938,612.19","691,006,280.39","1,197,467,432.17","1,627,460,447.71","513,859,579.15","633,617,250.30"
