科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,505,106.99","4,042,209.87","4,795,493.76","4,523,865.01","4,660,025.44","3,075,291.21","5,956,037.38","7,361,335.07","7,900,509.19","6,319,235.33","5,882,184.29","8,303,418.89","4,820,521.73","5,690,673.99","5,273,384.23","10,393,173.61","3,921,186.21","8,171,166.45","8,216,927.35","14,752,192.04","16,703,432.55","25,357,230.74","21,457,055.14"
应收利息,,,,,,,,,"1,570,052.61","990,027.95","2,195,493.13",,,"233,402.75","409,857.54","122,317.81","492,991.78","659,726.03","1,008,767.12","1,391,158.91","526,027.40","1,512,328.77","753,287.67"
应付利息,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,
存货,"3,603,520.08","4,618,601.25","5,035,924.07","6,161,770.09","7,967,485.26","9,954,085.63","11,429,034.23","11,159,240.27","11,913,347.57","12,088,677.96","9,818,789.68","9,226,086.77","9,155,024.20","10,477,253.43","10,992,234.83","11,670,098.59","14,040,510.36","17,122,840.91","18,990,685.44","20,409,098.10","19,827,401.97","17,937,898.09","17,366,724.20"
其他应付款,"3,273,966.49","2,236,111.85","2,446,623.01","3,479,470.60","3,326,284.38","10,454,570.83","2,781,718.90","3,801,132.42","3,841,394.95","3,935,406.32","3,904,922.52","3,211,561.68","15,247,761.99","13,357,164.81","13,141,235.12","9,696,615.30","21,996,968.91","13,731,788.54","12,962,689.40","12,547,982.37","14,425,548.69","12,522,201.39","14,632,419.25"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,"30,000,000.00","60,000,000.00","60,000,000.00",,,"100,000,000.00","100,000,000.00","100,032,834.70","127,000,000.00","155,000,000.00","171,815,204.02","212,032,208.10","281,804,407.06","276,645,138.17","301,405,277.02","271,612,032.98","131,334,134.05"
其他流动负债,,,,,"885,245.99","663,934.52","442,623.05","221,311.58",,,,,,,,,,,,,,,
流动资产合计,"57,994,426.88","95,289,082.17","134,847,849.66","162,643,348.63","195,083,842.09","404,739,771.88","391,735,081.26","432,069,474.72","446,918,932.21","415,473,246.59","436,192,989.32","467,610,975.29","484,279,365.74","505,972,787.81","471,272,555.80","521,915,686.00","539,214,556.11","568,668,355.07","563,586,642.65","625,318,952.93","656,497,226.95","707,243,727.81","684,961,188.16"
流动负债合计,"16,538,979.94","16,924,252.01","7,962,774.35","9,299,161.12","12,035,454.10","18,208,006.99","13,624,038.78","16,363,204.12","16,202,867.57","14,531,523.12","14,393,309.87","17,454,413.15","24,628,693.54","24,269,681.78","23,548,663.24","29,307,669.49","36,464,693.41","30,200,911.00","29,818,140.51","37,411,967.69","42,200,071.04","45,222,234.12","45,627,601.84"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,"13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"38,379,895.95","36,339,845.99","36,277,666.69","39,520,259.86","39,774,294.06","39,145,868.29","38,839,010.51","38,954,639.13","38,415,080.14","37,614,167.32","36,869,738.88","41,268,645.60","86,792,677.94","85,385,966.43","84,948,757.44","81,149,083.48","115,731,257.53","117,676,332.56","116,399,545.74","115,058,906.64","114,799,719.12","114,186,982.43","119,824,619.92"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"237,939.99","268,976.00","2,453,040.00","2,195,511.31","8,656,781.30","11,190,573.92","13,353,006.99","13,615,314.23","21,867,111.63","26,364,116.87","33,183,747.68","38,798,232.97","10,178,381.80","16,256,571.54","17,648,958.69","23,400,349.47","2,798,935.45","1,075,609.28","1,287,197.64","2,266,187.64","8,764,045.94","10,930,694.79","11,954,274.69"
其他非流动负债,"3,540,983.63","2,655,737.75","1,770,491.87","1,327,868.93",,,,"2,870,300.00","1,550,300.00",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"3,540,983.63","2,655,737.75","1,770,491.87","1,327,868.93",,,,"2,870,300.00","1,550,300.00","1,550,300.00","3,945,400.00","3,945,400.00","3,945,400.00","3,945,400.00","3,945,400.00","4,853,200.00","4,853,200.00","4,853,200.00","4,853,200.00","4,853,200.00","4,853,200.00","4,853,200.00","4,853,200.00"
固定资产清理,,,,,,,,,,,"37,300.00",,,,,,,,,,,,
负债合计,"20,079,963.57","19,579,989.76","9,733,266.22","10,627,030.05","12,035,454.10","18,208,006.99","13,624,038.78","19,233,504.12","17,753,167.57","16,081,823.12","18,338,709.87","21,399,813.15","28,574,093.54","28,215,081.78","27,494,063.24","34,160,869.49","41,317,893.41","35,054,111.00","34,671,340.51","42,265,167.69","47,053,271.04","50,075,434.12","50,480,801.84"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"86,953,738.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","101,000,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","161,600,000.00","290,880,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"34,665.12","325,565.96","325,565.96","325,565.96","325,565.96","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","181,709,659.67","52,429,659.67"
无形资产,"5,109,091.99","4,988,641.99","4,868,191.99","4,807,966.99","4,747,741.99","4,717,629.49","5,024,237.60","4,976,402.96","4,928,568.32","4,880,733.68","4,832,899.04","4,818,064.39","4,775,582.52","4,715,346.21","4,787,342.62","4,754,420.41","5,152,588.20","5,070,255.99","4,987,923.78","4,905,591.57","5,049,426.03","4,955,593.80","4,861,761.57"
盈余公积,"342,689.84","3,726,813.79","9,107,746.73","9,107,746.73","16,166,466.47","16,166,466.47","16,166,466.47","16,166,466.47","26,123,228.91","26,123,228.91","26,123,228.91","26,123,228.91","37,906,315.94","37,906,315.94","37,906,315.94","37,906,315.94","50,882,297.62","50,882,297.62","50,882,297.62","50,882,297.62","69,639,207.61","69,639,207.61","69,639,207.61"
开发支出,"8,065,402.54","9,593,447.14","11,328,499.86","13,137,748.34","14,656,516.46","15,294,049.97","15,697,222.81","16,160,399.76","16,857,009.86","18,067,368.57","20,511,640.82","21,845,731.62","23,008,428.12","24,784,749.47","26,990,274.72","29,288,104.02","31,607,475.62","33,913,862.91","40,255,917.27","43,070,867.19","48,091,165.66","50,731,075.54","54,204,734.94"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"3,084,208.56","33,537,915.45","81,930,754.60","113,460,533.40","145,436,384.17","158,785,310.16","93,875,420.72","129,632,798.83","144,134,381.94","119,823,196.11","146,988,220.55","186,922,859.05","201,691,319.42","230,167,921.88","199,260,728.11","247,710,504.82","261,356,312.21","299,563,979.52","299,686,376.68","369,444,831.98","388,303,347.62","440,257,717.68","427,603,610.23"
长期待摊费用,,,,,,,"1,211,542.51","1,113,309.34","1,015,076.17","1,541,863.70","1,419,895.58","1,297,927.46","1,175,959.34","1,053,991.22","969,833.39","839,139.80","708,446.21","607,959.66","475,618.41","414,582.92","389,200.31","363,817.70","338,435.09"
少数股东权益,"27,362.05","27,362.05","22,803.75","10,544.16","9,566.01","3,638.20","3,638.20","3,638.18","3,451.67",,,,,,,,,,,,,,
递延所得税资产,"737,181.82","707,683.14","689,132.75","687,882.25","1,035,694.93","769,451.65","1,103,676.26","1,440,547.78","1,305,029.07","1,377,773.57","1,698,092.62","2,115,410.62","1,277,152.72","1,433,926.65","1,365,889.11","1,755,907.19","1,681,364.66","1,823,511.51","1,574,919.70","1,877,838.12","1,720,416.91","1,862,629.47","1,896,631.53"
外币报表折算价差,"1,312.03","-9,970.58","-6,862.27","-13,252.92","-18,565.88","-15,736.29","-15,445.90",,,,,,,,,,,,,,,,
其他非流动资产,,,"648,894.04","525,450.00",,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"52,529,512.29","51,898,594.26","56,265,425.33","60,874,818.75","68,871,028.74","71,117,573.32","75,228,696.68","76,260,613.20","84,387,875.19","89,846,023.71","98,553,314.62","110,144,012.66","127,208,182.44","133,630,551.52","136,711,055.97","141,187,004.37","157,680,067.67","160,167,531.91","164,981,122.54","180,593,974.08","191,813,973.97","196,030,793.73","206,080,457.74"
所有者权益(或股东权益)合计,"90,443,975.60","127,607,686.67","181,380,008.77","212,891,137.33","251,919,416.73","457,649,338.21","453,339,739.16","489,096,583.80","513,553,639.83","489,237,447.18","516,407,594.07","556,355,174.80","582,913,454.64","611,388,257.55","580,489,548.53","628,941,820.88","655,576,730.37","693,781,775.98","693,896,424.68","763,647,759.32","801,257,929.88","853,199,087.42","840,560,844.06"
资产总计,"110,523,939.17","147,187,676.43","191,113,274.99","223,518,167.38","263,954,870.83","475,857,345.20","466,963,777.94","508,330,087.92","531,306,807.40","505,319,270.30","534,746,303.94","577,754,987.95","611,487,548.18","639,603,339.33","607,983,611.77","663,102,690.37","696,894,623.78","728,835,886.98","728,567,765.19","805,912,927.01","848,311,200.92","903,274,521.54","891,041,645.90"
负债和所有者(或股东权益)合计,"110,523,939.17","147,187,676.43","191,113,274.99","223,518,167.38","263,954,870.83","475,857,345.20","466,963,777.94","508,330,087.92","531,306,807.40","505,319,270.30","534,746,303.94","577,754,987.95","611,487,548.18","639,603,339.33","607,983,611.77","663,102,690.37","696,894,623.78","728,835,886.98","728,567,765.19","805,912,927.01","848,311,200.92","903,274,521.54","891,041,645.90"
