科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"82,497,519.80","193,058,928.69","593,387,452.40","197,592,562.76","437,786,371.81","760,723,575.76","1,009,553,961.99","176,160,446.09","335,975,129.67","598,724,068.13","991,105,615.18","380,674,730.64","859,625,698.21","1,612,276,728.65","2,388,867,012.88","635,701,831.07","1,402,719,779.27","2,249,729,054.90","3,715,036,718.77","1,070,759,855.55","2,286,716,405.22","3,834,626,887.55","6,340,976,052.03","2,122,194,609.60","3,967,643,300.57","5,633,910,697.99","8,537,522,853.48","3,279,104,714.67","6,189,038,475.74","8,452,360,441.07","12,315,973,157.30","3,925,592,645.09","6,781,573,870.36","9,719,618,579.59","14,661,075,038.23","3,422,613,434.56","6,720,645,213.44","10,747,893,410.33","17,373,898,336.26","5,179,469,744.49","10,855,580,996.05","16,962,446,946.38"
取得子公司及其他营业单位支付的现金净额,,,"57,721,453.98",,,,"-100,088.85",,,,"350,856.42",,,,,,,,,,,,"876,588.00",,,,,,"3,258,829.80","26,579,719.63","224,538,650.21",,,,,,,"10,337,381.59","10,317,339.47",,,
收到的税费返还,"3,186,518.71","5,903,973.61","14,461,581.03","5,596,789.61","14,131,694.30","18,792,608.69","30,765,223.79","3,112,663.93","6,509,100.02","19,749,522.17","47,026,836.56","22,399,896.97","60,005,492.52","135,487,882.15","209,633,088.02","54,735,812.50","106,564,304.93","188,907,955.12","298,428,479.75","103,428,078.28","199,383,002.90","324,344,303.17","416,461,659.26","77,490,371.02","162,839,733.02","292,882,729.49","419,584,318.09","175,292,056.32","299,896,553.78","476,801,770.22","659,796,466.16","121,733,131.44","285,249,658.11","563,299,801.61","692,185,143.97","149,474,869.76","309,597,169.83","563,198,200.78","911,008,406.69","283,770,888.70","720,121,582.85","1,320,505,889.75"
支付其他与投资活动有关的现金,"149,795,574.45","149,984,224.49","159,206,989.74","1,383,495.39","56,391,362.71","57,133,701.40","97,023,518.81",,,,,,,"20,000.00",,,,,,,,,,,,,"9,622,321.09",,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,141,765.12",,,"1,079,799.18","1,602,502.97","2,554,543.62","11,493,893.39","1,573,182.36","7,075,454.48","20,398,232.16","24,032,153.39","3,836,816.23","8,861,566.04","27,891,272.23","31,646,959.43","13,485,452.27","31,652,444.81","37,942,669.25","58,298,595.45","11,266,483.92","34,818,325.22","42,723,982.93","84,798,911.68","4,765,310.69","42,143,209.54","79,816,107.68","121,879,563.25","30,518,136.09","77,640,489.31","91,130,472.90","125,925,340.26","10,840,997.60","35,075,137.38","62,439,712.10","146,157,997.61","12,424,566.98","59,226,636.90","110,415,735.84","307,442,703.30","55,189,878.12","145,888,837.50","192,111,724.89"
投资活动现金流出小计,"177,857,595.55","194,373,058.06","330,118,681.06","38,853,709.58","135,248,743.77","203,548,037.82","354,745,959.89","55,769,621.04","85,180,963.77","147,926,549.80","246,449,648.21","103,841,580.02","354,846,479.01","647,089,123.82","842,806,829.26","187,457,908.27","636,679,894.71","1,030,893,372.98","1,462,930,491.78","564,808,477.72","1,192,979,930.07","1,635,450,679.21","2,055,961,859.35","306,481,604.57","412,373,006.50","749,749,366.53","1,019,615,412.21","328,093,260.82","759,198,206.54","1,198,752,627.46","1,687,520,403.73","357,349,374.67","787,853,206.49","1,473,609,193.24","2,253,439,296.77","763,484,439.33","1,714,860,170.08","2,831,113,910.01","3,496,660,454.14","577,256,825.85","2,035,985,786.06","2,684,628,068.30"
经营活动现金流入小计,"87,825,803.63","198,962,902.30","607,849,033.43","204,269,151.55","453,520,569.08","782,070,728.07","1,051,813,079.17","180,846,292.38","349,559,684.17","638,871,822.46","1,062,164,605.13","406,911,443.84","928,492,756.77","1,775,655,883.03","2,630,147,060.33","703,923,095.84","1,540,936,529.01","2,476,579,679.27","4,071,763,793.97","1,185,454,417.75","2,520,917,733.34","4,201,695,173.65","6,842,236,622.97","2,204,450,291.31","4,172,626,243.13","6,006,609,535.16","9,078,986,734.82","3,484,914,907.08","6,566,575,518.83","9,020,292,684.19","13,101,694,963.72","4,058,166,774.13","7,101,898,665.85","10,345,358,093.30","15,499,418,179.81","3,584,512,871.30","7,089,469,020.17","11,421,507,346.95","18,592,349,446.25","5,518,430,511.31","11,721,591,416.40","18,475,064,561.02"
投资活动产生的现金流量净额,"-429,319.35","-16,139,554.56","-125,667,907.69","8,603.30","-93,044,496.17","-155,610,048.88","-267,380,456.13","-55,769,621.04","-85,180,963.77","-147,785,505.51","-246,410,754.21","-103,841,580.02","-354,842,709.01","-647,085,353.82","-842,773,784.48","-187,457,908.27","-636,679,894.71","-1,030,893,372.98","-1,462,746,778.74","-564,808,477.72","-1,192,358,306.53","-1,634,473,450.36","-2,055,262,469.88","-306,476,304.57","-409,331,003.92","-746,702,063.95","-1,010,272,112.93","-326,335,491.74","-753,518,179.91","-1,186,550,691.92","-1,680,337,823.61","-357,291,576.67","-785,408,694.29","-1,458,827,448.81","-2,228,371,841.13","-758,402,250.80","-1,709,269,568.27","-2,820,298,974.23","-3,469,913,965.66","-544,583,420.59","-1,992,085,835.58","-2,615,758,780.46"
购买商品、接受劳务支付的现金,"50,466,567.15","101,359,158.77","428,280,219.61","139,416,484.01","326,438,026.66","583,215,288.06","810,447,510.38","115,898,729.49","233,800,319.81","470,229,273.85","782,377,317.81","340,747,386.04","736,811,940.85","1,391,407,242.93","1,935,145,179.03","522,013,701.31","1,108,269,826.32","1,727,126,231.93","2,767,167,888.25","890,990,131.27","1,839,924,052.98","3,114,364,847.93","5,065,724,831.55","1,551,445,345.59","2,971,066,877.47","4,546,298,329.90","6,448,015,188.99","2,404,594,014.09","4,701,704,228.46","6,836,532,988.59","9,437,399,969.00","2,795,242,323.90","4,768,888,912.81","7,378,980,778.59","9,795,754,231.57","2,567,669,409.45","4,917,414,348.74","8,212,489,228.54","12,087,093,439.14","3,734,670,350.93","7,496,649,844.69","13,126,849,825.38"
吸收投资收到的现金,,,,,"541,200,000.00","541,200,000.00","569,909,250.00",,,,"1,673,542.73",,"3,345,902.63","512,615,890.38","512,492,665.21",,,,,"2,320,778,858.75","2,325,578,858.75","2,325,578,858.75","2,335,178,858.75",,,"4,918,400.00","14,581,324.06",,,"1,040,000.00","10,075,868.35",,,,"318,340.00",,"1,500,000.00","1,500,000.00","1,500,000.00","9,415,747.27","9,415,747.27","9,415,747.27"
