科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
经营活动产生的现金流量净额,"77,256,731.71","139,770,894.55","133,904,521.56","138,836,599.57","149,953,924.02","-141,589,106.69","-110,527,345.06","-66,744,915.77","57,710,284.82","-259,436,598.93","-202,711,465.33","-249,941,012.85","-82,945,919.88","-99,873,882.90","23,101,329.01","185,567,283.96","345,088,796.48","-26,455,453.59","87,434,638.90","243,043,833.72","396,979,417.06","-9,390,607.57","44,270,702.64","164,040,679.47","251,833,477.95","13,247,219.75","51,941,963.79","98,591,843.41","343,997,257.93","-150,705,541.67","-2,125,787.06","51,627,423.77","306,546,644.79","-150,974,398.09","-45,244,675.10","-78,218,665.94"
分配股利、利润或偿还利息支付的现金,"32,822,164.11","43,351,085.45","31,668,999.95","38,901,511.32","47,569,893.84","3,588,123.60","23,257,615.23","30,308,837.48","31,889,828.17","4,997,677.05","33,582,629.73","42,203,864.31","48,833,557.53","10,232,702.23","40,361,349.44","50,140,545.84","59,915,558.98","6,573,945.04","44,740,844.94","49,985,584.45","55,029,484.82","15,961,799.44","102,543,660.46","108,875,665.11","104,743,957.39","4,986,449.70","99,327,594.67","106,299,164.17","105,866,402.24","6,162,100.10","28,555,291.09","36,517,095.10","34,056,052.03","3,410,671.46","58,233,967.68","58,067,127.82"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,,,
支付其他与筹资活动有关的现金,"171,100,000.00","264,767,000.00","179,720,000.00","343,416,663.66","394,275,000.00","94,000,000.00","114,600,000.00","114,600,000.00","114,600,000.00","10,000,000.00","5,000,000.00",,"2,521,217.00",,"38,476,697.00","3,500,000.00","85,233,268.34","90,000,000.00","52,000,000.00","42,000,000.00","42,800,000.00","6,100,000.00","43,697,080.00","78,999,811.70","11,864,400.00",,"107,119,500.00","120,009,385.48","22,720,000.00","936,192.52","26,850,000.00","2,900,000.00","106,563,447.92","29,798,873.07","53,839,004.34","83,839,004.34"
取得投资收益收到的现金,,,,,,,,,"1,723,088.31","1,093,614.80","2,797,764.80","3,951,744.00","7,906,071.86","2,699,838.00","2,807,598.18","2,840,454.34","3,780,607.65","416,710.68","1,939,838.68","3,718,703.19","4,118,676.14","1,249,316.76","301,829.51","1,104,117.07","2,048,654.15",,,,,,"406,697.09","355,397.09",,,,
筹资活动现金流出小计,"983,288,065.87","1,311,272,113.66","508,156,925.98","767,392,600.10","1,322,042,748.40","260,362,099.83","404,712,251.49","636,813,879.50","764,040,091.50","92,597,677.05","329,547,106.14","416,640,512.82","779,768,331.36","292,076,339.13","679,359,010.10","1,041,757,259.34","1,542,884,091.76","364,072,917.41","647,232,789.22","856,178,441.73","1,114,488,302.91","396,998,237.44","777,659,333.97","943,374,152.92","1,159,984,471.78","18,415,177.29","409,339,882.06","800,849,491.63","958,350,188.31","180,465,996.62","286,069,944.89","479,266,988.76","769,469,393.61","222,584,244.53","416,557,492.02","540,650,117.16"
处置固定资产、无形资产和其他长期资产收回的现金净额,"560,821.75","1,250,246.04","268,737.69","279,362.10","309,125.82",,,,,"48,765.81","173,389.11","799,053.56","2,434,387.54","114,733.61","286,723.44","728,074.43","1,418,627.75","17,130.66","366,331.10","774,807.61","16,444,245.02",,"133,468.82","254,274.76","298,677.65","143,199.65","252,586.45","258,124.05","1,118,348.32","135,039.09","381,701.94","225,710.43","136,542.45","204,099.19","299,585.49","856,052.06"
筹资活动产生的现金流量净额,"113,674,381.23","15,345,855.54","33,197,640.16","46,746,700.84","565,907,480.87","31,775,189.23","-19,890,504.86","-161,479,663.19","-184,260,045.59","243,396,842.91","266,215,507.94","456,997,518.77","357,056,853.24","51,193,938.30","61,522,790.81","33,797,954.41","-212,915,405.77","200,856,149.24","93,401,236.16","54,087,828.82","40,918,951.51","240,179,671.89","117,553,179.38","89,766,252.08","93,107,980.63","136,021,250.94","82,822,224.65","39,439,585.05","32,444,682.91","59,949,361.90","41,244,258.60","-38,005,817.41","-84,067,443.32","-13,384,244.53","7,104,430.90","56,850,810.10"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"141,745.16","3,822,372.23","879,016.85","1,551,552.25","-441,568.90","44,407.22","217,708.53","1,323,213.92","-205,193.79","1,365,633.44","1,311,899.80","-546,064.22","-1,836,078.04","1,150,374.94","1,413,545.95","2,166,717.89","205,909.79","352,453.36","-2,569,168.13","-4,210,798.26","-3,351,957.17","-2,420,700.25","-1,171,941.32","-528,954.87","290,137.79","-2,801,916.09","-2,239,337.71","-1,935,389.04","-1,211,424.79","403,890.00","5,114,348.57","6,607,336.14","18,626,415.08","-1,719,530.02","-2,724,976.31","-5,145,949.64"
收到其他与投资活动有关的现金,"24,587,564.04","4,107,758.84","32,604,820.68","33,443,117.46","36,242,055.82","3,661,188.96","4,882,296.47","9,504,328.35","7,120,595.00","970,962.67","9,502,524.07","5,455,291.61","8,169,951.14","2,890,965.13","3,280,445.11","4,619,695.85","45,996,735.87","680,834.37","8,546,612.02","13,329,359.86","10,072,942.00","1,393,412.13",,,"6,900,000.00",,"7,238,200.00","22,180,000.00","38,818,200.00",,,"7,950,000.00","17,962,100.00","61,780,255.20","63,540,255.20","64,540,255.20"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"25,148,385.79","5,358,004.88","32,873,558.37","33,722,479.56","36,551,181.64","3,661,188.96","4,882,296.47","9,504,328.35","8,843,683.31","2,113,343.28","12,473,677.98","10,206,089.17","18,510,410.54","5,705,536.74","6,374,766.73","8,188,224.62","51,195,971.27","1,114,675.71","10,852,781.80","17,822,870.66","30,635,863.16","2,642,728.89","1,435,298.33","2,358,391.83","10,247,331.80","143,199.65","7,490,786.45","22,438,124.05","39,936,548.32","135,039.09","788,399.03","8,531,107.52","18,098,642.45","61,984,354.39","63,839,840.69","65,396,307.26"
五、现金及现金等价物净增加额,"72,680,403.35","46,145,332.38","108,823,458.56","77,648,058.69","576,537,090.21","-207,602,115.53","-271,114,363.37","-413,028,515.13","-405,067,962.50","-132,505,287.30","-86,459,353.48","-8,823,158.55","-29,181,623.38","-79,610,481.27","-82,599,834.74","-1,728,188.86","-146,633,353.10","62,016,056.59","-27,913,474.64","9,389,275.23","78,377,137.86","106,323,815.66","-104,190,063.95","-85,440,955.60","-90,448,584.38","13,473,460.42","-40,546,403.67","-101,262,959.03","86,324,650.07","-138,946,632.47","-135,700,850.70","-191,673,845.41","-16,445,289.41","-134,658,331.49","-109,901,691.38","-158,357,879.74"
购建固定资产、无形资产和其他长期资产支付的现金,"142,951,200.54","116,375,294.82","92,031,278.38","143,209,273.53","175,433,927.42","101,493,794.25","145,796,518.45","195,631,478.44","273,592,155.25","119,944,508.00","163,748,973.87","225,539,689.42","317,150,278.89","37,786,448.35","141,811,267.24","187,608,369.74","285,245,682.87","113,851,768.13","217,032,963.37","301,354,459.71","386,805,136.70","124,687,277.30","266,277,302.98","338,077,324.11","441,969,312.55","129,211,381.33","180,181,876.85","256,674,829.43","322,896,321.65","44,508,309.23","130,500,812.75","146,262,638.34","169,267,526.48","30,277,014.49","120,088,812.81","183,000,402.77"
期初现金及现金等价物余额,"105,244,942.61","177,925,345.96","224,070,678.34","224,070,678.34","224,070,678.34","806,029,710.58","800,607,768.55","800,607,768.55","800,607,768.55","395,539,806.05","395,539,806.05","395,539,806.05","395,539,806.05","366,358,182.67","373,341,342.61","373,341,342.61","373,341,342.61","236,707,989.51","226,707,989.51","226,707,989.51","226,707,989.51","305,085,127.37","305,085,127.37","305,085,127.37","305,085,127.37","214,636,542.99","214,636,542.99","214,636,542.99","214,636,542.99","300,961,193.06","300,961,193.06","300,961,193.06","300,961,193.06","284,515,903.65","284,515,903.65","284,515,903.65"
投资支付的现金,"537,640.00","1,776,500.00",,,,,,,"9,734,536.00",,,,"1,830,024.00",,,"43,840,000.00","1,000,000.00",,,,,,,,,"2,720,000.00","200,164.00","2,720,000.00","953,992.65","289,568.21",,"23,950,000.00","790,262.38","287,498.75","12,787,498.75","14,239,978.75"
期末现金及现金等价物余额,"177,925,345.96","224,070,678.34","332,894,136.90","301,718,737.03","800,607,768.55","598,427,595.05","529,493,405.18","387,579,253.42","395,539,806.05","263,034,518.75","309,080,452.57","386,716,647.50","366,358,182.67","286,747,701.40","290,741,507.87","371,613,153.75","226,707,989.51","298,724,046.10","198,794,514.87","236,097,264.74","305,085,127.37","411,408,943.03","200,895,063.42","219,644,171.77","214,636,542.99","228,110,003.41","174,090,139.32","113,373,583.96","300,961,193.06","162,014,560.59","165,260,342.36","109,287,347.65","284,515,903.65","149,857,572.16","174,614,212.27","126,158,023.91"
