科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"207,318,542.63","122,569,392.35","61,107,287.50","321,554,877.84","266,912,010.39","246,783,397.97","201,677,362.52","250,582,500.47","255,827,779.22","194,183,234.49","545,971,867.73","380,746,311.39","346,321,521.52","225,057,457.53","318,901,213.40","336,207,477.90","330,956,723.19","1,247,968,362.67","1,275,856,135.89","1,069,395,448.29","1,487,713,492.54","1,381,638,087.56","862,466,158.41","868,515,579.65","1,079,716,508.94","693,088,567.19","770,616,045.04","798,932,699.46","1,686,146,832.74","1,381,782,302.29","1,417,811,178.87","1,008,991,643.52","1,081,041,141.38","1,445,612,475.99","1,267,243,901.91","685,355,487.10","764,228,631.35","778,985,536.99","958,387,864.64","1,038,010,780.22","1,161,397,302.84","1,132,083,068.11","1,642,954,730.18","892,459,823.41","1,168,750,961.61","2,045,971,609.05","1,312,416,502.72","982,172,606.07","954,544,943.39"
短期借款,"220,000,000.00","320,000,000.00","270,000,000.00","280,000,000.00","340,000,000.00","390,000,000.00","420,000,000.00","390,000,000.00","520,000,000.00","660,000,000.00","965,000,000.00","875,000,000.00","915,000,000.00","615,000,000.00","570,000,000.00","620,000,000.00","725,000,000.00","585,000,000.00","485,000,000.00","438,600,000.00","520,000,000.00","996,000,000.00","560,000,000.00","1,000,000,000.00","1,310,000,000.00","1,030,000,000.00","1,080,000,000.00","1,236,670,000.00","1,236,670,000.00","1,116,670,000.00","1,066,670,000.00","500,000,000.00","698,000,000.00","687,000,000.00","537,000,000.00","898,336,852.69","1,163,170,485.11","1,165,000,000.00","1,180,000,000.00","780,000,000.00","1,530,000,000.00","1,807,000,000.00","2,178,600,000.00","1,510,000,000.00","2,498,000,000.00","2,738,600,000.00","2,407,600,000.00","2,427,600,000.00","1,708,600,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"108,564,380.12","151,056,256.90","95,703,824.71","51,439,780.98","148,837,509.50","172,992,756.21","217,319,889.62","99,550,951.16","260,210,618.22","432,731,559.53","415,398,540.63","324,550,539.56","463,080,784.92","516,202,899.38","512,584,224.02","463,263,594.62","678,170,727.11","636,294,487.04","664,596,381.96","569,689,811.38","608,237,902.15","734,855,320.21","666,156,559.79","734,102,222.54","838,797,794.97","844,723,516.02","794,902,629.60","816,156,872.66","928,960,020.68","1,060,951,383.18","925,910,075.09","809,207,188.15","878,289,262.75","826,185,360.56","852,495,934.74","844,994,932.99","927,224,794.46","905,711,758.22","968,017,911.51","811,704,717.69","912,480,347.80","925,059,712.58","1,004,996,048.20","1,012,314,940.51","1,095,337,546.01","887,434,519.69","973,549,229.51","925,656,268.93","906,829,310.43"
应付票据,"60,000,000.00","60,000,000.00",,,,"59,113,700.00","115,915,893.50","171,368,187.50","187,971,729.34","63,100,000.00","120,000,000.00",,,,,,,,,,"20,000,000.00",,,,,,,,,,,,,,,,,,"10,000,000.00","54,337,380.00","96,433,675.60","99,976,358.43","131,230,205.88","160,889,614.61","140,304,534.96","121,079,996.30",,"163,553,433.52",
应收账款,"188,095,947.92","184,411,774.91","236,975,827.79","196,495,776.72","263,341,394.99","281,625,945.76","332,116,129.00","396,027,792.56","313,563,822.88","256,518,747.86","266,732,262.56","300,601,674.88","224,408,634.23","403,380,590.09","403,407,750.81","327,569,497.62","320,621,152.41","349,069,421.91","328,261,297.02","323,301,746.35","332,209,262.91","304,367,562.66","370,155,401.56","441,853,512.94","403,761,360.70","432,242,938.34","420,069,969.52","604,982,318.33","681,502,084.93","569,185,163.28","585,714,375.11","608,154,069.13","674,201,472.88","660,085,355.74","711,064,013.07","752,164,927.05","783,113,100.80","873,713,221.82","803,980,916.02","686,994,554.84","768,435,592.95","628,507,255.45","566,348,005.39","565,648,995.40","644,851,313.43","643,592,218.09","600,751,208.57","621,447,951.29","772,534,278.36"
应付账款,"34,349,712.77","42,626,045.49","59,279,514.66","35,696,536.47","69,863,425.93","73,043,135.02","82,641,139.45","69,116,150.98","57,735,569.15","83,414,201.11","79,169,652.95","106,258,793.10","136,141,321.97","139,250,714.07","90,546,727.65","57,206,909.48","75,019,449.05","74,867,388.68","76,420,020.86","83,757,701.44","100,614,284.02","132,621,909.80","92,928,847.78","103,442,664.55","73,992,930.24","80,201,036.75","75,137,510.06","108,529,866.83","127,296,662.28","270,054,617.08","130,714,855.41","97,425,979.26","96,417,077.87","142,935,391.31","147,016,030.17","143,310,990.01","141,588,625.29","187,423,833.39","168,174,464.03","95,548,760.13","113,461,912.51","138,399,422.86","126,123,194.44","150,322,583.81","186,373,639.97","198,522,513.44",,"224,929,150.25",
预付款项,"10,440,721.23","18,716,680.00","2,212,740.00","2,507,090.00","7,981,890.80","7,742,988.60","11,589,904.75","8,272,134.15","6,137,432.35","26,926,882.27","5,459,347.20","4,692,988.90","12,644,879.70","11,655,101.60","6,024,329.70","8,035,069.16","8,505,279.16","12,911,977.20","18,440,266.27","5,144,173.60","32,115,360.22","19,401,270.00","47,195,772.89","43,401,225.09","68,741,051.83","128,234,203.60","170,938,189.61","2,208,420.00","13,203,496.19","47,288,787.90","77,613,229.11","14,044,202.59","17,198,984.70","14,124,206.00","14,683,161.30","12,255,492.84","14,386,245.22","24,220,206.54","40,094,085.20","801,089.19","1,389,448.00","4,488,671.23","5,348,517.78","251,910.00","1,833,027.99","3,511,847.44","10,947,541.92","3,136,814.92","2,447,084.50"
预收款项,"1,510,680.00","10,235,494.50","10,173,494.84","28,444,096.80","31,986,116.43","35,040,121.14","19,401,986.01","7,945,135.18","2,398,552.96","90,647,735.80","62,466,557.12","30,153,460.06","25,716,021.95","43,584,693.80","12,091,992.86","60,354,871.43","7,125,202.50","56,893,333.58","39,601,339.69","64,487,346.18","15,766,036.25","11,831,840.51","83,194,368.15","144,662,757.27","39,601,123.35","19,044,118.23","17,606,110.06","58,146,808.55","35,166,982.64","52,422,439.83","55,887,542.27","104,200,904.73","78,334,182.29","101,305,641.54","95,782,867.35","146,225,686.49","69,236,691.53","102,961,681.42","91,750,156.10","83,272,593.31","74,121,276.12","79,831,715.87","106,753,277.53","83,121,956.08","43,140,364.17","121,713,047.47","122,525,201.39","111,120,759.17","95,141,435.30"
