科目,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"2,568,865,000.00","2,399,799,000.00","2,866,349,000.00","10,117,879,354.29","8,009,588,000.00","5,820,968,000.00","6,254,850,000.00","4,364,213,000.00","3,342,847,000.00","3,733,627,000.00","4,805,798,000.00","4,346,853,000.00","2,129,885,000.00","2,841,140,000.00","2,970,849,000.00","2,463,487,000.00","2,247,453,000.00","2,200,199,000.00","2,292,237,000.00","2,577,349,000.00","2,264,944,000.00","2,912,649,000.00","3,055,019,000.00","2,663,868,000.00","1,951,719,000.00","1,883,608,000.00","2,477,114,000.00","3,308,644,000.00","5,826,324,000.00","4,287,903,000.00","4,189,389,000.00","3,853,813,000.00"
短期借款,"2,837,903,000.00","3,601,873,000.00","3,884,171,000.00","1,714,342,381.00","294,638,000.00","235,360,000.00","265,441,000.00","201,216,000.00","248,364,000.00","243,918,000.00","430,043,000.00","374,051,000.00","303,165,000.00","417,457,000.00","880,575,000.00","980,186,000.00","848,751,000.00","1,137,363,000.00","954,766,000.00","680,234,000.00","485,458,000.00","408,821,000.00","459,190,000.00","611,944,000.00","2,006,465,000.00","879,479,000.00","2,579,290,000.00","4,500,531,000.00","3,925,673,000.00","4,049,359,000.00","4,389,898,000.00","6,103,191,000.00"
交易性金融资产,"1,800,000.00","1,765,000.00",,,,,,,,,,,,,,,,,"2,036,000.00",,"2,281,000.00","2,290,000.00","2,279,000.00","2,371,000.00","1,035,000.00","1,030,000.00","1,057,000.00","1,064,000.00","628,000.00","624,000.00","613,000.00","601,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"493,759,000.00","575,943,000.00","579,301,000.00","691,005,077.65","647,262,000.00","622,812,000.00","610,046,000.00","577,643,000.00","456,767,000.00","501,083,000.00","591,762,000.00","727,889,000.00","737,352,000.00","859,394,000.00","951,433,000.00","1,199,606,000.00","1,159,593,000.00","1,252,136,000.00","1,263,681,000.00","1,105,571,000.00","1,353,465,000.00","1,064,388,000.00","1,047,319,000.00","1,188,281,000.00","977,664,000.00","732,578,000.00","660,259,000.00","888,347,000.00","1,127,248,000.00","1,174,666,000.00","986,360,000.00","1,348,840,000.00"
应付票据,,,,,,,"12,500,000.00","12,500,000.00",,,"22,000,000.00","10,800,000.00","13,903,000.00","15,153,000.00","3,157,000.00","22,000,000.00","17,000,000.00","7,000,000.00","31,561,000.00","24,255,000.00","227,327,000.00","153,005,000.00","125,040,000.00","151,302,000.00","106,955,000.00","65,242,000.00",,,"118,774,000.00","164,188,000.00","99,457,000.00","221,895,000.00"
应收账款,"434,653,000.00","611,489,000.00","761,064,000.00","734,881,031.70","662,879,000.00","823,254,000.00","828,073,000.00","874,702,000.00","742,489,000.00","919,429,000.00","1,097,421,000.00","1,045,721,000.00","891,926,000.00","1,275,921,000.00","1,497,295,000.00","1,455,767,000.00","1,255,110,000.00","1,536,443,000.00","1,754,452,000.00","1,794,567,000.00","1,483,809,000.00","2,002,081,000.00","2,145,972,000.00","2,305,644,000.00","2,044,541,000.00","2,232,442,000.00","2,394,356,000.00","2,731,159,000.00","2,057,485,000.00","2,682,033,000.00","2,951,684,000.00","2,702,728,000.00"
应付账款,"310,981,000.00","231,313,000.00","290,467,000.00","442,136,927.94","380,844,000.00","341,481,000.00","391,602,000.00","430,755,000.00","346,670,000.00","275,114,000.00","421,130,000.00","380,498,000.00","495,358,000.00","502,601,000.00","605,794,000.00","619,284,000.00","698,861,000.00","675,499,000.00","707,530,000.00","614,378,000.00","636,033,000.00","667,379,000.00","1,142,221,000.00","1,086,321,000.00","1,179,969,000.00","940,213,000.00","979,497,000.00","1,051,475,000.00","1,064,134,000.00","1,296,461,000.00","1,176,575,000.00","1,134,499,000.00"
预付款项,"236,474,000.00","157,108,000.00","373,682,000.00","345,700,829.06","209,603,000.00","281,287,000.00","454,892,000.00","516,219,000.00","515,597,000.00","564,878,000.00","622,264,000.00","365,723,000.00","219,487,000.00","281,671,000.00","269,485,000.00","393,498,000.00","320,786,000.00","279,409,000.00","515,942,000.00","766,482,000.00","795,577,000.00","831,633,000.00","540,341,000.00","534,502,000.00","425,121,000.00","482,362,000.00","447,733,000.00","332,937,000.00","399,556,000.00","381,212,000.00","269,171,000.00","412,106,000.00"
预收款项,"972,747,000.00","111,878,000.00","94,372,000.00","162,044,107.28","114,720,000.00","91,008,000.00","141,707,000.00","190,205,000.00","137,069,000.00","125,109,000.00","146,711,000.00","166,697,000.00","138,455,000.00","117,305,000.00","128,533,000.00","141,310,000.00","224,200,000.00","523,037,000.00","260,286,000.00","348,339,000.00","500,996,000.00","554,047,000.00","465,805,000.00","386,191,000.00","393,705,000.00","368,279,000.00","284,573,000.00","396,871,000.00","139,407,000.00","248,250,000.00","142,511,000.00","171,508,000.00"
其他应收款,"772,366,000.00","132,092,000.00","96,030,000.00","294,181,270.70","731,208,000.00","1,146,833,000.00","829,951,000.00","794,829,000.00","617,269,000.00","818,857,000.00","159,138,000.00","191,391,000.00","148,968,000.00","163,433,000.00","179,136,000.00","180,591,000.00","285,340,000.00","120,192,000.00","260,248,000.00","381,465,000.00","310,093,000.00","190,562,000.00","234,776,000.00","382,470,000.00","240,446,000.00","229,960,000.00","247,558,000.00","320,487,000.00","381,704,000.00","329,398,000.00","257,811,000.00","269,630,000.00"
