科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"36,635,471.93","71,715,441.86","105,727,668.93","142,052,817.00","34,456,005.79","74,258,983.86","103,553,770.85","138,401,827.00","26,573,867.72","57,352,337.93","91,463,534.76","124,265,143.00","28,970,340.86","68,275,288.28","101,557,440.02","148,161,632.00","29,057,701.78","74,805,401.83","103,826,085.14","134,881,603.00","38,005,759.63","77,035,429.51","118,978,182.98","160,366,249.00","30,004,919.02","71,698,643.73","109,883,908.64","152,882,531.00","28,285,109.37","63,692,620.01","99,534,913.10","137,741,453.00","27,519,201.49","69,887,644.92","113,484,381.20","157,510,997.00","27,265,632.45","73,366,748.26","119,306,222.70","225,687,645.00","131,335,560.59","287,705,289.92","464,160,466.81","646,822,615.00","123,919,789.71"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,505,155.66","1,505,156.00",,"1,711,238.65","1,711,238.65","1,711,239.00",,"779,357.88","779,357.88","779,358.00",,,,"128,523.00",,"219,322.44","509,637.84",,
支付其他与投资活动有关的现金,"24,011.09","27,698.71","53,383.71",,,,,,,,,"4,890,608.00",,,,,,,,,,,,,,,,,,,,,,,"34,559.00",,,,,,,"2,077.00","2,077.00",,
收到其他与经营活动有关的现金,"1,234,257.71","2,546,064.56","2,897,433.55","1,502,262.00","3,102,969.03","3,719,551.10","4,909,874.71","1,927,442.00","81,984,378.61","121,219,739.29","122,837,517.92","2,216,073.00","3,126,690.19","4,480,372.63","7,378,281.95","4,315,021.00","993,263.09","6,411,888.68","7,324,583.74","6,048,745.00","8,846,464.60","17,855,050.55","18,591,019.76","1,400,714.00","1,706,474.58","7,965,849.13","8,638,939.54","3,228,707.00","2,126,585.24","6,866,916.06","8,914,156.37","9,938,630.00","3,119,456.88","2,924,844.12","3,974,332.21","4,349,329.00","881,132.99","3,417,958.97","13,877,123.62","12,726,937.00","5,457,097.17","8,801,734.04","30,274,094.31","41,295,979.00","13,012,658.09"
投资活动现金流出小计,"15,155,485.87","196,692,876.82","200,771,202.21","215,151,880.00","6,811,406.22","16,880,721.43","19,521,257.40","28,761,332.00","10,808,206.76","130,365,003.25","145,974,344.81","168,851,399.00","80,798,407.00","91,760,217.50","107,661,823.65","140,680,394.00","8,915,849.97","29,334,827.08","43,863,466.12","47,624,377.00","5,259,460.73","25,529,785.24","48,178,118.34","72,365,148.00","9,542,683.91","20,679,528.52","22,631,994.73","24,125,118.00","3,488,036.23","7,603,106.67","8,345,130.68","20,636,543.00","2,278,490.44","3,383,689.14","10,205,378.43","13,129,250.00","3,919,500.70","5,518,097.30","6,226,207.10","61,447,012.00","11,393,580.08","8,023,024.87","12,533,980.57","544,723,839.00","277,417,462.24"
经营活动现金流入小计,"37,869,729.64","74,261,506.42","108,625,102.48","143,555,079.00","37,558,974.82","77,978,534.96","108,463,645.56","140,329,269.00","108,558,246.33","178,572,077.22","214,301,052.68","126,481,216.00","32,097,031.05","72,755,660.91","108,935,721.97","152,476,653.00","30,050,964.87","81,217,290.51","111,150,668.88","140,930,348.00","46,852,224.23","94,890,480.06","137,569,202.74","161,766,963.00","31,711,393.60","79,664,492.86","120,028,003.84","157,616,394.00","30,411,694.61","72,270,774.72","110,160,308.12","149,391,322.00","30,638,658.37","73,591,846.92","118,238,071.29","162,639,684.00","28,146,765.44","76,784,707.23","133,183,346.32","238,543,105.00","136,792,657.76","296,726,346.40","494,944,198.96","688,118,594.00","136,932,447.80"
投资活动产生的现金流量净额,"-15,151,485.87","-195,505,316.39","-199,581,441.78","-211,250,257.00","-6,811,406.22","-16,876,721.43","-19,517,257.40","-19,934,199.00","-10,808,206.76","-130,360,003.25","-145,966,844.81","-32,354,476.00","-80,798,407.00","-91,760,217.50","-105,421,823.65","-127,227,328.00","-8,906,873.97","-29,325,851.08","-43,666,720.12","-22,837,398.00","-5,254,460.73","-24,804,974.26","-47,457,118.34","-69,542,049.00","-9,513,683.91","-20,559,728.52","-22,512,194.73","-13,993,664.00","-3,488,036.23","-7,591,710.67","3,210,807.92","-7,070,605.00","-2,170,490.44","-3,275,689.14","-4,097,378.43","-1,081,929.00","-3,919,500.70","11,206,902.70","10,498,792.90","73,275,528.00","9,130,125.34","12,521,960.56","8,011,004.86","-310,499,963.00","20,504,076.26"
购买商品、接受劳务支付的现金,"1,011,895.77","3,078,817.57","5,997,614.93","27,177,268.00","3,522,083.70","5,259,950.68","8,930,368.64","27,048,821.00","3,122,249.41","4,956,132.00","5,600,017.89","24,542,355.00","2,170,176.89","4,163,938.18","5,099,289.71","15,891,379.00","2,851,256.67","4,702,715.80","7,657,931.35","17,943,307.00","7,870,899.94","5,592,743.15","16,543,731.85","21,106,626.00","5,781,162.12","9,087,950.28","12,438,211.38","18,872,852.00","5,595,738.42","9,769,670.21","13,197,102.61","37,952,674.00","4,672,400.06","7,588,060.83","12,438,645.53","24,710,936.00","6,526,271.67","12,353,906.47","18,321,082.30","44,271,617.00","27,755,748.46","57,384,296.44","94,556,002.59","149,312,507.00","33,495,781.04"
吸收投资收到的现金,,,,,"3,600,000.00","3,600,000.00","3,600,000.00","9,600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"319,967,490.00",,,,,
