科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"1,095,619.44","1,551,434.59","2,397,926.77","3,265,341.60","1,757,408.05","1,848,569.44","3,063,764.19","4,569,016.08","4,912,961.80","7,732,514.00","3,363,262.14","5,035,057.15","5,596,650.38","7,430,528.75","6,956,077.50","11,585,899.94","9,399,622.89","11,626,239.85","8,387,172.19","50,385,504.18","16,712,017.58","21,668,238.99","21,220,793.37","69,448,302.47","28,660,222.81","36,144,350.58","72,535,389.85"
应付职工薪酬,"1,279,392.06","2,636,553.29","2,722,527.47","2,620,335.17","1,936,033.00","3,287,507.09","4,384,492.93","3,946,393.67","4,507,001.21","4,837,607.93","5,736,298.45","7,049,443.33","7,515,958.65","8,201,969.74","8,906,638.61","10,205,549.14","11,731,636.54","11,836,006.92","19,446,936.24","13,426,740.61","18,562,843.95","18,044,764.18","37,217,196.64","33,236,405.53","37,590,444.22","30,180,232.82","36,223,675.86"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,851,418.62","1,107,922.16","2,894,541.42","2,108,963.08","2,598,664.79","3,693,504.31","-1,023,220.08","-341,405.08","1,452,006.75","2,831,908.77","-614,152.04","-1,418,124.96","-7,583,789.81","-11,457,546.16","7,073,805.79","938,086.83","4,000,086.14","394,113.11","949,446.52","6,750,522.54","6,278,155.77","9,888,980.51","6,215,668.24","5,070,930.80","10,170,142.97","11,376,498.44","1,660,554.62"
应收利息,,,,,,,,,"2,110,922.83","2,110,922.83",,,"481,319.27","549,016.45",,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"40,333.34","139,855.58","40,333.36","31,244.44","85,497.42","375,137.11","58,364.17","114,349.96","708,371.52","2,599,227.98","3,680,502.07","5,402,501.17","6,864,063.75","1,853,406.89"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"3,759,544.57",,,,,,,,"9,183,133.40",,,,,,,,,,
存货,"17,258,360.18","30,781,037.18","46,350,312.82","56,869,976.80","63,783,802.62","64,682,558.96","64,113,673.43","60,461,970.15","71,261,137.89","78,627,905.07","73,575,286.91","82,968,212.23","96,722,637.34","107,475,720.58","95,563,644.04","100,465,518.02","121,812,207.49","136,720,948.82","141,613,261.80","306,183,842.53","341,745,169.06","317,344,035.92","283,079,067.02","316,090,222.96","382,468,568.24","485,750,067.03","247,573,985.80"
其他应付款,"3,305,807.01","375,058.02","663,335.27","995,227.91","5,599,570.76","3,384,878.59","1,947,308.64","807,364.43","2,070,203.47","221,096.47","53,595,223.83","43,785,291.80","34,458,168.15","36,559,881.41","47,454,013.98","26,400,585.71","33,182,687.60","24,210,728.08","39,464,838.58","75,791,344.77","108,935,781.25","171,925,740.36","163,582,802.88","176,358,138.36","165,331,106.94","139,758,785.63","60,061,353.08"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,"2,700,000.00","1,800,000.00","900,000.00",,,,,,,,,,"7,092,600.00","7,092,600.00","6,872,600.00","6,872,600.00","65,157,967.52"
其他流动资产,,,,,,,,,,,,"88,335.05",,,"19,874,685.80","24,368,559.36","30,886,335.89","32,356,933.86","54,031,092.73","29,831,313.11","79,231,819.64","76,956,024.49","31,434,148.35","31,167,624.23","55,413,851.27","59,437,845.52","20,677,093.50"
其他流动负债,,,,,,"35,763,440.27",,,,,,,,,"52,783,673.59","44,879,084.57","8,045,359.91","26,290,358.45","22,399,546.97","31,445,482.25","47,594,061.36","39,460,749.80","44,987,667.09","89,208,088.60","59,883,787.86","74,167,035.53","39,222,447.75"
流动资产合计,"47,621,358.84","122,165,273.70","179,527,470.81","159,211,209.91","457,450,105.91","475,892,375.49","463,093,323.20","414,505,576.72","466,455,139.26","413,413,954.08","464,542,397.21","461,666,557.08","484,491,054.71","525,132,766.57","562,240,942.92","479,819,234.98","434,676,335.67","544,954,407.61","571,533,464.09","1,080,042,193.89","1,094,905,530.39","1,148,691,431.09","1,245,711,886.34","1,189,128,056.69","1,341,021,733.90","1,653,517,815.81","1,223,092,186.95"
流动负债合计,"27,533,754.50","51,121,508.88","123,628,161.76","96,629,149.50","94,851,713.85","122,776,983.85","123,006,629.19","90,640,581.56","169,710,426.68","187,227,828.25","261,338,921.54","252,159,833.00","267,865,626.70","331,565,102.88","435,582,002.70","384,414,914.19","384,707,370.34","531,606,658.56","612,124,397.03","1,275,344,913.94","1,265,411,850.98","1,327,337,816.63","1,467,845,854.99","1,384,533,298.41","1,519,310,527.71","1,842,647,922.03","1,154,092,630.22"
可供出售金融资产,,,,,,,,,,,,,,,"9,000,000.00","19,000,000.00","19,000,000.00","55,137,520.00","39,000,000.00","10,000,000.00","24,000,000.00","24,000,000.00","24,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","30,000,000.00"
长期借款,,"7,100,000.00","17,800,000.00","16,800,000.00","15,800,000.00","14,800,000.00","13,500,000.00","6,000,000.00","4,800,000.00","3,600,000.00",,,,,,,,"41,140,000.00","6,490,000.00","22,202,600.00","27,092,600.00","27,092,600.00","55,800,000.00","90,800,000.00","153,200,000.00","153,200,000.00","107,700,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,"10,000,000.00","20,000,000.00","38,333,333.00","38,333,333.00","34,647,127.17","34,647,127.17","35,314,088.95","35,653,672.73","28,594,976.68"
长期应付款,,,,,,,,,,,,,,,,,,,"84,006,900.00","161,332,617.54","171,851,966.08","155,470,830.21","153,899,738.03","135,466,716.97","117,463,284.22","97,517,873.42","15,976,120.39"
长期股权投资,,,,,,,,,,"69,170,900.00",,"19,600,080.00","9,000,000.00","9,000,000.00",,,,,"51,711,252.79","30,091,252.79","30,091,252.79","30,091,252.79","36,414,423.63","39,024,423.63","39,274,423.63","35,731,090.47",
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"16,801,347.66","20,631,641.35","93,808,773.75","94,547,690.32","111,396,687.63","124,906,003.78","133,980,163.57","134,841,903.26","164,745,162.94","173,973,971.27","212,565,613.80","221,766,375.73","222,056,864.21","259,600,278.71","401,105,321.95","428,137,563.70","455,685,612.92","473,093,952.76","536,186,169.13","765,415,588.32","713,693,589.54","753,788,163.48","857,104,095.02","845,190,266.88","876,960,819.16","874,879,756.01","627,192,358.71"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,"16,936,921.12","16,936,921.12","16,444,182.91","16,207,248.80","1,042,282.50"
在建工程,,"3,505,869.90",,"75,632.84","976,231.15","2,330,508.68","13,379,957.71","24,264,238.77","17,159,796.77","19,506,128.79","115,354,571.18","106,444,136.35","136,357,529.98","140,346,776.31","61,707,323.84","33,575,299.75","32,122,902.78","3,622,643.55","5,581,879.71","22,482,422.90","34,090,117.22","15,482,401.32","32,916,150.60","30,754,631.12","10,679,347.71","14,518,235.06","2,482,717.67"
其他非流动负债,,,"672,500.02","655,000.03","4,454,166.72","4,336,666.74","4,219,166.76","4,101,666.78","3,984,166.80","3,866,666.82","6,674,166.84","20,869,166.86","20,564,166.88","20,259,166.90","26,642,608.59","6,319,275.00","6,319,275.00","6,319,275.00",,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"7,100,000.00","18,472,500.02","17,455,000.03","20,254,166.72","19,136,666.74","17,719,166.76","10,101,666.78","8,784,166.80","7,466,666.82","6,674,166.84","20,869,166.86","20,564,166.88","20,259,166.90","26,642,608.59","26,073,608.58","28,479,608.57","68,975,608.56","116,327,566.88","208,596,884.40","223,237,232.92","206,087,097.03","249,630,912.62","265,422,851.55","308,551,640.58","287,594,255.66","146,651,804.66"
固定资产清理,,,,,,,,,"641,553.48",,,,,,,,,,,,"771,416.28",,,,,,
负债合计,"27,533,754.50","58,221,508.88","142,100,661.78","114,084,149.53","115,105,880.57","141,913,650.59","140,725,795.95","100,742,248.34","178,494,593.48","194,694,495.07","268,013,088.38","273,028,999.86","288,429,793.58","351,824,269.78","462,224,611.29","410,488,522.77","413,186,978.91","600,582,267.12","728,451,963.91","1,483,941,798.34","1,488,649,083.90","1,533,424,913.66","1,717,476,767.61","1,649,956,149.96","1,827,862,168.29","2,130,242,177.69","1,300,744,434.88"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"10,382,687.50","68,000,000.00","70,000,000.00","70,000,000.00","93,345,000.00","93,345,000.00","93,345,000.00","93,345,000.00","112,014,000.00","112,014,000.00","112,014,000.00","112,014,000.00","224,028,000.00","225,118,000.00","225,118,000.00","225,118,000.00","405,212,400.00","405,212,400.00","407,212,100.00","408,067,550.00","408,213,850.00","407,516,850.00","407,516,850.00","407,516,850.00","407,516,850.00","407,516,850.00","407,093,850.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"27,886,555.70","33,514,441.70","33,514,441.70","318,007,070.00","318,007,070.00","318,807,070.20","318,807,070.20","300,138,070.20","300,138,070.20","300,138,070.20","300,295,326.63","188,124,070.20","195,459,770.20","208,664,639.59","216,456,907.99","42,299,773.84","42,196,139.92","58,977,968.52","25,501,821.47","66,076,656.90","83,524,347.10","85,414,362.55","85,436,257.11","85,414,362.55","85,414,362.55","53,552,501.91"
无形资产,"241,701.06","14,569,891.54","14,725,105.72","14,649,652.57","14,536,033.26","14,554,546.39","14,564,776.97","14,571,588.80","21,378,564.44","20,932,091.33","36,231,390.16","35,376,067.96","34,723,627.53","33,880,690.13","37,942,862.45","37,432,429.39","38,136,941.01","43,111,903.00","41,598,549.94","49,042,419.03","47,428,192.44","46,471,121.06","134,984,219.33","133,024,101.85","139,968,041.13","139,134,328.78","50,628,526.60"
盈余公积,"2,706,280.59","773,134.12","4,444,286.10","4,444,286.10","6,211,984.12","7,565,723.75","8,692,285.80","9,110,723.40","9,774,648.03","10,339,143.74","12,636,349.05","13,486,367.12","15,768,613.03","17,937,176.81","19,341,064.35","18,999,615.04","19,341,064.35","19,341,064.35","19,341,064.35","19,341,064.35","19,341,064.35","21,506,601.19","23,325,070.24","24,591,145.92","25,198,181.81","27,073,880.88","25,249,552.04"
开发支出,,"56,055.00",,,,,"6,183,557.39","7,216,973.46",,,"2,598,398.26","3,588,964.86","5,399,584.51","6,441,725.28","8,196,144.25","8,706,830.68","7,187,510.68","1,270,326.62","3,549,157.54","3,549,157.54","3,853,812.54","4,531,702.52",,"2,433,996.05","3,959,277.54","5,697,788.95","6,550,934.26"
减:库存股,,,,,,,,,,,,,,,"8,425,700.00","8,425,700.00","8,425,700.00","8,425,700.00","6,203,325.00","6,203,325.00","6,203,325.00","6,203,325.00","3,166,458.30","3,166,458.30","3,166,458.30","3,166,458.30","1,363,683.60"
商誉,,,,,,,,,,,"1,485,540.71","2,865,676.68","2,768,492.20","2,768,492.20","3,100,207.60","3,100,207.60","3,100,207.60","3,100,207.60",,"8,540,347.58","63,072,122.47","63,072,122.47","11,439,996.46","11,439,996.46","11,439,996.46","17,718,814.51","4,031,670.03"
未分配利润,"24,356,525.19","6,958,207.03","39,998,574.84","48,315,439.56","55,907,857.05","68,091,513.76","78,230,572.14","81,996,510.47","78,637,332.17","88,188,378.85","103,064,273.10","99,145,598.41","113,505,785.47","130,485,918.74","139,690,026.51","131,167,074.10","90,312,985.06","80,713,119.70","13,472,574.42","29,821,395.13","64,211,184.68","78,771,150.74","76,645,038.45","78,407,044.95","70,439,471.53","89,278,390.29","120,274,801.34"
长期待摊费用,"115,560.97","660,247.93","1,558,244.52","1,435,761.63","3,747,967.33","6,451,700.09","6,960,843.36","7,046,849.73","6,969,720.48","6,642,784.45","7,137,551.66","8,617,810.09","8,975,592.75","9,656,266.16","9,921,062.33","9,710,192.24","22,459,257.68","24,325,456.40","10,251,487.47","30,440,264.82","7,355,957.87","29,142,333.58","23,888,554.75","26,376,235.88","27,250,568.41","28,176,643.81","24,620,436.67"
少数股东权益,,,,,,,,,,,"46,452,823.18","64,832,983.83","75,832,141.39","75,523,424.92","77,717,285.80","76,514,631.56","76,696,685.12","72,666,212.54","65,470,118.28","85,544,236.23","64,906,122.50","90,321,628.26","127,792,115.69","115,572,199.00","113,495,741.07","112,056,155.37","104,678,604.43"
递延所得税资产,"199,279.25","250,426.31","438,369.62","438,369.62","470,766.46","640,020.66","1,638,101.89","1,554,421.67","1,708,706.51","1,734,257.94","2,418,209.13","2,877,607.10","3,201,739.22","9,506,877.90","11,303,927.99","14,203,361.40","18,241,477.90","23,045,392.02","7,950,106.47","15,795,550.96","18,687,788.80","18,849,418.09","9,809,033.53","9,268,006.95","9,890,666.58","10,498,190.83","11,901,612.63"
外币报表折算价差,,,,,,,,,,,"15,068.20",,"1,286,081.44","-14,687.19",,,,,,,,,,,,,
其他非流动资产,,,,,,"4,147,803.01",,,,,,,,,"18,915,748.65","35,770,673.53","7,132,504.79","38,860,085.72","8,552,321.59","9,833,110.80","28,314,761.59","37,204,684.31","23,892,785.41","28,658,552.64","20,634,747.75","22,295,950.19","2,491,635.08"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"17,357,888.94","39,674,132.03","110,530,493.61","111,147,106.98","131,127,685.83","153,030,582.61","176,707,400.89","189,495,975.69","212,603,504.62","291,960,133.78","377,791,274.90","401,136,718.77","422,483,430.40","471,201,106.69","561,192,599.06","589,636,558.29","603,066,415.36","665,567,487.67","714,380,924.64","965,190,114.74","1,009,692,344.54","1,060,966,532.62","1,189,096,385.90","1,170,817,338.63","1,185,371,977.32","1,194,304,471.34","788,494,868.33"
所有者权益(或股东权益)合计,"37,445,493.28","103,617,896.85","147,957,302.64","156,274,167.36","473,471,911.17","487,009,307.51","499,074,928.14","503,259,304.07","500,564,050.40","510,679,592.79","574,320,583.73","589,774,275.99","618,544,691.53","644,509,603.48","661,208,930.69","658,967,270.50","624,555,772.12","609,939,628.16","557,462,424.82","561,290,510.29","615,948,791.03","676,233,050.05","717,331,504.63","709,989,245.36","698,531,542.93","717,580,109.46","710,842,620.40"
资产总计,"64,979,247.78","161,839,405.73","290,057,964.42","270,358,316.89","588,577,791.74","628,922,958.10","639,800,724.09","604,001,552.41","679,058,643.88","705,374,087.86","842,333,672.11","862,803,275.85","906,974,485.11","996,333,873.26","1,123,433,541.98","1,069,455,793.27","1,037,742,751.03","1,210,521,895.28","1,285,914,388.73","2,045,232,308.63","2,104,597,874.93","2,209,657,963.71","2,434,808,272.24","2,359,945,395.32","2,526,393,711.22","2,847,822,287.15","2,011,587,055.28"
负债和所有者(或股东权益)合计,"64,979,247.78","161,839,405.73","290,057,964.42","270,358,316.89","588,577,791.74","628,922,958.10","639,800,724.09","604,001,552.41","679,058,643.88","705,374,087.86","842,333,672.11","862,803,275.85","906,974,485.11","996,333,873.26","1,123,433,541.98","1,069,455,793.27","1,037,742,751.03","1,210,521,895.28","1,285,914,388.73","2,045,232,308.63","2,104,597,874.93","2,209,657,963.71","2,434,808,272.24","2,359,945,395.32","2,526,393,711.22","2,847,822,287.15","2,011,587,055.28"
