科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"35,770,188.73","60,183,254.60","80,023,400.82","81,192,337.99","414,970,437.33","411,304,666.56","410,914,190.31","411,201,774.70","395,165,926.10","378,098,203.61","346,898,655.27","355,301,447.79","331,112,522.43","294,333,793.86","278,292,534.65","241,972,554.86","193,065,955.25","178,465,027.02","211,225,837.55","140,007,789.84","103,559,617.04","320,645,889.40","328,681,259.39","231,332,418.48","255,596,194.53","271,192,106.85","269,339,561.66","321,877,368.03","235,918,081.64","227,150,453.31","425,058,226.81"
短期借款,,,,,,,,,,,"43,600,000.00","93,200,000.00","141,000,000.00","116,000,000.00","108,000,000.00","138,000,000.00","168,000,000.00","168,000,000.00","188,000,000.00","188,000,000.00","182,000,000.00","199,000,000.00","215,000,000.00","257,243,780.00","339,480,177.00","415,000,000.00","415,000,000.00","455,000,000.00","442,000,000.00","474,638,000.00","615,298,425.96"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"50,000.00","50,000.00",,,,"500,000.00","1,150,000.00","500,000.00",,,"1,050,000.00","600,000.00","1,970,000.00",,"1,500,000.00","5,891,000.00","1,229,739.00","840,000.00","450,000.00","450,000.00","350,000.00","500,000.00",,,"1,399,300.00","3,000,000.00","1,618,000.00","1,087,600.00","31,487,700.00","1,200,000.00","1,200,100.00"
应付票据,"8,413,943.44","1,362,824.40","21,423,013.03","23,562,863.78","14,451,869.28","18,377,208.97","38,429,882.10","6,366,035.70","13,260,343.42","5,407,351.06","42,589,788.00","27,894,893.16","33,490,955.56","27,302,065.84","83,245,980.68","77,030,834.90","44,659,559.42","62,869,846.42","74,929,045.38","77,926,454.21","90,805,148.06","104,797,617.57","100,187,336.85","65,999,544.01","84,279,554.66","148,997,643.79","123,419,860.74","193,890,769.03","307,583,568.30","227,464,826.56","85,147,381.07"
应收账款,"42,273,841.04","40,058,596.00","43,199,192.50","54,038,165.72","64,550,321.97","82,462,588.27","63,461,696.12","66,058,064.50","72,020,706.90","98,535,236.80","211,204,596.39","271,114,430.68","326,468,543.13","331,479,925.40","275,060,374.50","337,252,130.80","338,089,526.13","265,409,443.85","328,345,948.33","365,035,111.00","407,442,358.56","388,330,191.48","362,652,428.49","424,218,474.02","408,918,588.54","473,163,823.88","445,388,790.82","479,426,046.37","484,322,681.28","494,767,951.88","443,661,559.27"
应付账款,"10,864,799.40","23,997,917.55","18,877,637.35","16,307,600.32","16,249,170.85","26,746,394.80","13,879,562.22","11,450,476.89","9,669,928.97","16,927,793.39","75,280,279.43","61,166,704.31","113,919,868.83","94,944,099.43","120,606,900.74","97,526,099.00","88,365,895.36","86,772,704.58","150,080,477.13","86,917,028.05","103,676,009.95","86,370,505.03","97,905,511.82","112,307,314.60","93,236,970.63","53,015,349.18","126,658,765.97","114,676,637.27","92,127,114.82","162,999,732.77","76,888,502.62"
预付款项,"7,031,804.47","8,565,590.63","7,521,155.63","8,000,758.02","12,906,066.35","11,061,547.10","11,193,795.24","13,416,923.05","35,212,900.10","27,186,522.29","39,359,015.61","38,976,525.51","51,966,819.93","33,951,994.47","11,686,800.43","17,533,174.27","17,909,993.17","35,301,912.83","14,625,051.95","13,548,361.06","31,574,362.46","32,550,748.90","24,477,343.59","40,495,266.63","32,380,688.37","28,606,957.96","28,035,346.85","24,033,043.49","35,221,746.01","24,323,617.64","23,157,771.04"
预收款项,"1,172,640.00","38,170.00","1,137,200.00","36,680.00","354,900.00","38,620.00","1,077,850.00","197,300.00","19,345.00","427,296.30","13,482,040.93","14,086,828.25","9,891,926.96","6,837,094.00","3,059,064.32","3,718,744.55","3,366,873.23","3,979,173.51","1,288,263.00","5,113,533.50","3,742,130.14","2,814,106.56","2,671,829.00","6,211,415.00","5,788,705.00","2,586,294.00","3,716,684.00","8,009,085.00","7,196,381.14","9,484,906.00","3,372,147.42"
其他应收款,"6,769,853.22","6,157,169.84","5,881,719.03","5,448,120.95","5,848,616.50","7,060,346.37","6,212,883.27","7,739,645.17","6,065,828.77","7,593,276.92","10,645,627.61","11,672,704.48","12,707,159.83","15,916,358.86","18,022,904.60","21,331,781.67","23,806,702.63","27,843,371.10","27,072,498.80","31,035,953.48","30,860,354.99","44,649,047.39","57,801,910.84","94,044,863.54","58,477,824.93","141,531,500.95","69,441,380.72","63,140,676.68","58,148,675.90","25,398,149.27","49,461,927.44"
应付职工薪酬,"207,920.27","104,577.17","162,541.26","155,253.04","197,315.81","225,536.19","236,420.15","306,229.85","308,750.87","416,182.76","329,215.46","718,094.86","376,634.84","429,433.17","403,234.54","374,882.16","314,696.26","496,550.12","474,793.28","458,159.02","517,807.49","528,731.53","1,084,474.38","294,595.56","164,837.17","430,772.21","936,995.55","504,050.11","398,713.10","419,616.69","962,369.24"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,260,667.08","2,158,737.65","-495,778.26","3,991,741.04","4,016,843.14","10,164,453.52","-2,756,676.09","4,512,206.27","8,171,891.99","10,907,550.43","17,618,448.85","19,125,840.22","9,409,237.74","7,810,458.23","22,093,737.82","21,956,854.05","23,216,059.14","20,813,417.41","12,691,652.09","9,220,585.96","8,414,011.00","10,051,963.53","29,463,322.82","18,947,419.42","6,039,529.06","13,348,810.58","29,078,694.71","19,246,225.62","10,746,295.95","10,887,348.76","18,646,479.06"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,000.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,"6,287,850.38",,,,"5,389,586.04","5,389,586.04",
存货,"16,772,328.17","17,046,910.25","28,840,051.31","28,942,707.39","32,960,898.09","46,903,482.39","79,726,893.08","61,453,565.50","66,297,623.57","71,617,280.22","125,236,294.66","102,657,485.93","140,339,871.21","131,163,155.63","194,651,131.77","180,012,201.57","152,261,421.76","193,000,211.39","224,243,617.78","199,416,024.11","177,833,660.39","191,811,473.39","178,275,586.60","200,744,054.68","213,397,465.44","202,845,102.95","255,229,943.47","256,638,963.33","265,702,488.23","371,553,074.56","332,314,288.47"
其他应付款,"8,110,975.89","189,777.71","100,982.50","494,415.64","169,020.00","452,768.19","943,888.37","338,992.79","274,199.24","461,140.25","25,665,094.21","25,547,995.73","9,061,207.70","7,263,512.33","7,052,152.55","8,632,041.56","20,010,251.42","11,368,316.79","7,879,030.31","7,009,898.50","26,277,972.59","11,744,841.29","7,504,894.13","55,327,489.95","8,813,300.49","7,619,690.37","58,252,913.93","109,274,615.20","95,505,257.53","93,606,714.03","115,851,511.94"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,"29,835,788.63","29,835,788.63","48,089,183.29","48,089,183.29","50,854,573.28","47,503,051.76","47,883,228.95","47,883,228.96","97,845,648.23","100,190,296.25","86,980,733.33","86,107,331.04","48,994,636.08","41,280,259.60","67,212,016.77","67,976,404.15","88,512,989.84"
一年内到期的非流动负债,,"5,000,000.00","35,000,000.00","35,000,000.00",,,,,,,,,,,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","12,000,000.00","12,000,000.00",,,"18,000,000.00","18,000,000.00","9,000,000.00","9,000,000.00","83,429,746.54"
其他流动资产,"1,676,724.99","603,228.68","831,416.56",,,,,,,,,,,,,,,"4,794,924.25","22,816,925.75","22,207,692.14","24,385,100.36","15,913,968.61","2,112,999.74","162,659.25","1,967,916.45","742,960.76","2,231,542.31","1,286,714.80","6,971,252.59","13,669,468.22","6,806,427.94"
其他流动负债,,"153,814.05","1,428,543.60","1,428,543.60","1,697,854.08","1,697,854.08","1,589,755.68","1,589,755.68","1,589,755.68","1,589,755.68","9,594,973.28","9,196,229.96","9,697,030.73","10,529,137.60","13,396,745.32","12,446,302.31","5,396,745.32","5,396,745.32","12,636,390.92","9,594,973.28","9,594,973.28","9,594,973.28","17,594,973.28","16,000,000.00","1,594,973.28","1,594,973.28","2,449,639.96","1,594,973.28","2,449,639.94","1,594,973.28",
