科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"574,747,839.59","555,916,603.95","429,478,727.55","204,601,254.19","195,895,175.93","526,967,197.65","1,197,450,580.40","437,257,043.94","436,939,562.99","630,279,183.10","280,313,531.02","234,971,803.28","297,288,810.21","224,657,354.97","442,738,778.38","434,181,166.06"
短期借款,"422,000,000.00","470,000,000.00","580,000,000.00","699,997,342.61","827,997,342.61","773,000,000.00","656,000,000.00","663,000,000.00","640,000,000.00","782,000,000.00","667,203,500.00","690,000,000.00","739,027,836.00","771,027,836.00","861,415,836.00","845,715,836.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"2,508,276.76",,"100,000.00","100,000.00",,,,,,"200,000.00","1,000,000.00",,,"300,000.00","3,033,550.00","1,881,217.14"
应付票据,"39,250,505.00","69,350,000.00","80,969,302.00","133,823,431.05","124,684,129.05","52,859,000.00","108,186,478.04","148,806,110.04","92,240,461.96","123,245,393.20","147,703,813.51","177,510,093.21","172,279,396.80",,"150,247,932.15",
应收账款,"416,144,726.20","458,908,220.77","592,277,978.65","736,418,718.56","833,927,258.28","857,730,759.70","713,380,750.16","681,937,129.26","680,821,261.51","650,549,392.22","711,592,899.39","931,928,628.50","1,005,039,168.16","1,045,612,352.88","1,081,857,123.21","997,535,105.83"
应付账款,"666,168,141.21","807,286,052.16","897,141,218.72","529,706,912.50","942,662,672.66","1,210,503,576.51","1,264,334,977.39","868,640,863.97","1,033,063,080.32","875,193,399.43","1,024,611,928.69","1,080,326,710.12","1,174,457,892.91",,"1,572,992,226.31",
预付款项,"28,475,962.13","20,565,771.65","21,933,512.25","25,173,774.85","45,234,397.35","45,988,217.06","26,158,898.60","47,623,627.99","46,267,540.87","87,798,319.28","121,947,990.63","117,136,409.21","147,869,764.48","134,273,017.61","80,561,675.11","126,477,615.52"
预收款项,"394,872,148.18","465,305,057.34","218,591,006.42","233,029,725.44","244,190,774.90","206,792,559.17","176,570,662.15","176,254,339.23","153,799,356.53","124,057,836.10","137,965,560.85","308,890,591.71","358,793,751.47","392,892,320.86","318,440,834.94","497,865,848.83"
其他应收款,"191,317,162.56","229,477,306.08","260,051,674.48","272,855,453.54","267,708,588.59","452,982,642.07","183,780,374.55","236,462,467.09","203,719,425.27","328,398,667.75","238,854,681.45","387,869,009.70","362,249,985.07","376,031,382.25","305,742,683.27","301,789,974.47"
应付职工薪酬,"21,153,622.28","22,186,548.11","22,300,136.94","10,977,273.13","21,602,299.40","18,761,485.45","19,408,976.59","14,430,546.64","14,269,653.52","12,336,498.64","23,254,902.02","23,868,947.18","24,069,027.17","28,398,815.77","49,565,154.32","31,945,706.02"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"40,075,374.07","40,674,380.21","50,682,648.07","46,938,740.87","34,738,331.07","34,786,304.00","23,882,533.51","3,076,883.89","10,662,620.05","18,949,847.67","16,772,240.96","78,564,237.15","61,204,408.22","30,266,375.39","42,861,968.51","37,556,653.31"
应收利息,,,,,,,,,,,,,,,,
应付利息,"609,068.64","327,181.11","1,088,186.12","974,155.13","190,025.01","1,329,038.90","1,142,431.94","1,111,681.95","1,263,856.17","1,177,059.23","1,378,276.42","2,092,253.50","2,639,243.02","4,060,141.19","4,403,324.12","3,902,677.85"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"14,000,105.00",,,,"8,000,060.00",,,
存货,"363,116,811.58","520,608,373.79","618,324,851.71","648,776,372.51","1,107,544,545.99","1,287,017,357.72","1,048,838,013.68","1,207,368,543.23","1,381,102,946.67","1,258,460,263.67","1,437,228,927.70","1,760,996,846.18","1,923,128,101.58","1,996,833,249.30","2,112,877,894.54","2,324,255,462.81"
其他应付款,"7,078,593.51","13,155,668.91","10,173,799.33","8,112,827.49","11,397,461.36","15,700,961.31","16,085,587.24","14,020,214.91","21,280,483.03","23,345,965.42","36,524,617.53","179,547,613.19","246,145,358.93","291,573,820.30","173,784,701.29","230,718,692.89"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,"230,321,733.39","48,449,160.78","50,613,843.51",,,,,,,,,,,
一年内到期的非流动负债,"23,000,000.00","4,400,000.00","24,400,000.00","14,400,000.00","10,000,000.00","31,000,000.00","28,500,000.00","28,500,000.00","58,000,000.00","30,000,000.00","147,000,000.00","218,848,587.32","328,855,737.33","253,673,565.32","302,853,240.60","202,235,366.89"
其他流动资产,,,,,,,,,"94,215,908.21","97,413,260.72","65,486,294.50","87,681,440.74","105,180,126.99","98,826,799.21","114,486,548.75","73,137,270.97"
其他流动负债,,,,,,,"19,767,613.31","22,710,149.88","40,541,638.37","27,225,945.46","73,320,684.26","81,322,641.88","83,235,571.33","98,596,607.57","133,671,854.30","130,173,550.72"
流动资产合计,"1,576,310,778.82","1,785,476,276.24","2,152,488,478.03","1,936,374,734.43","2,500,923,809.65","3,170,686,174.20","3,169,608,617.39","2,610,648,811.51","2,843,066,645.52","3,053,099,086.74","2,856,424,324.69","3,520,584,137.61","3,840,755,956.49","3,876,534,156.22","4,141,298,253.26","4,259,257,812.80"
流动负债合计,"1,614,207,452.89","1,892,684,887.84","1,885,346,297.60","1,677,960,408.22","2,217,463,036.06","2,344,732,925.34","2,313,879,260.17","1,940,550,790.51","2,079,121,254.95","2,017,531,945.15","2,275,735,524.24","2,840,971,675.26","3,198,708,283.18","3,170,412,147.32","3,605,833,748.42","3,534,345,285.41"
可供出售金融资产,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","38,500,000.00",
长期借款,"7,000,000.00","23,400,000.00","18,500,000.00","18,500,000.00","18,000,000.00","82,000,000.00","77,000,000.00","77,000,000.00","152,000,000.00","412,000,000.00","287,500,000.00","423,061,227.10","349,461,227.10","403,000,000.00","348,600,000.00","523,700,000.00"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,"272,668,124.63","451,818,430.05","167,737,642.65","167,737,642.65","157,623,721.61","147,623,721.61","122,623,721.61","122,623,721.61","122,623,721.61","119,123,721.61","38,057,221.61","38,057,221.61","30,557,221.61","30,557,221.61","30,557,221.61","30,557,221.61"
长期应付款,,,,,,,,,,,,,"50,000,000.00","46,593,333.33","44,509,408.69","34,343,692.52"
长期股权投资,"87,634,271.54","87,074,509.71","86,699,674.19","86,650,691.84","86,707,164.12","86,719,122.74","86,667,428.36","86,606,131.14","86,667,428.36","87,717,428.36","86,670,943.52","88,752,721.88","89,534,276.48","89,535,234.03","89,731,149.78","89,398,337.19"
专项应付款,"418,300.00","1,200,000.00","1,001,983.06","926,797.27","824,645.42","799,918.76","682,001.63","572,086.89","390,190.37","278,938.47","137,691.79","31,466.89",,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"150,747,248.12","164,945,877.54","150,266,846.18","145,299,385.18","141,098,799.40","137,036,912.35","137,626,996.69","295,999,713.79","291,442,027.29","294,243,691.55","324,720,805.82","451,740,209.95","485,801,772.96","491,997,768.23","510,498,351.20","501,350,493.05"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,,,,,,"8,794,414.50","10,183,955.94","10,600,745.47","25,547,332.78","22,295,063.68","42,119,514.35","77,282,549.65","90,123,996.02","81,415,402.17","82,025,377.87","85,369,508.12"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"7,418,300.00","24,600,000.00","19,501,983.06","19,426,797.27","18,824,645.42","82,799,918.76","78,382,001.63","78,272,086.89","154,287,620.37","414,176,368.47","289,791,640.28","452,983,762.36","428,573,681.74","478,124,699.42","413,591,818.88","578,527,803.67"
固定资产清理,,"15,665.19",,,,,,,,,,,,,,
负债合计,"1,621,625,752.89","1,917,284,887.84","1,904,848,280.66","1,697,387,205.49","2,236,287,681.48","2,427,532,844.10","2,392,261,261.80","2,018,822,877.40","2,233,408,875.32","2,431,708,313.62","2,565,527,164.52","3,293,955,437.62","3,627,281,964.92","3,648,536,846.74","4,019,425,567.30","4,112,873,089.08"
生产性生物资产,,,,,,,,,,,,,,,"3,992,695.08","4,163,089.86"
实收资本(或股本),"183,000,000.00","183,000,000.00","300,303,000.00","300,303,000.00","300,303,000.00","400,003,000.00","400,003,000.00","400,003,000.00","400,003,000.00","400,003,000.00","400,003,000.00","400,003,000.00","400,003,000.00","400,003,000.00","400,003,000.00","400,003,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"108,846,713.75","108,846,713.75","19,762,313.75","19,762,313.75","19,762,313.75","370,062,313.75","370,062,313.75","370,062,313.75","370,062,313.75","370,062,313.75","370,062,313.75","370,263,998.92","395,992,981.28","396,685,013.75","396,685,013.75","396,685,013.75"
无形资产,"15,254,091.29","15,922,025.01","15,591,889.00","15,681,012.16","15,409,078.63","15,768,920.21","15,577,782.72","29,131,533.24","28,839,343.53","28,528,198.51","28,500,371.73","31,333,504.20","31,542,497.85","31,331,089.64","155,310,279.76","155,020,989.24"
盈余公积,"13,607,189.76","21,462,685.04","28,917,271.34","28,917,271.34","29,796,977.33","30,430,581.02","31,527,590.29","31,527,590.29","31,527,590.29","31,527,590.29","31,834,629.68","31,834,629.68","31,834,629.68","31,834,629.68","35,118,434.82","35,118,434.82"
开发支出,,,,,,,,,,,,,"4,776,291.51","5,443,185.33","6,406,770.50","6,962,840.54"
减:库存股,,,,,,,,,,,,,,,,
商誉,"371,336.00","371,336.00","371,336.00","371,336.00","371,336.00","371,336.00","371,336.00","371,336.00","371,336.00","371,336.00","2,242,988.48","46,707,937.29","46,707,937.29","46,707,937.29","41,119,836.50","41,119,836.50"
未分配利润,"174,238,553.03","271,142,241.92","305,561,194.67","290,524,406.92","328,116,390.36","353,636,588.72","380,094,383.68","366,125,485.84","383,344,841.54","391,632,007.26","413,090,976.20","433,407,367.50","410,432,231.44","418,950,312.93","434,860,455.41","431,124,513.77"
长期待摊费用,"19,889,681.76","20,928,551.04","11,380,432.17","9,637,226.68","8,624,014.23","10,045,939.18","15,511,537.54","14,420,118.97","12,346,660.42","11,838,285.83","12,786,912.23","16,184,679.80","20,089,282.77","19,627,317.76","31,706,512.48","33,927,069.21"
少数股东权益,,,,,,,,,,,"26,841,431.05","128,794,338.89","156,861,662.70","157,663,993.95","188,605,373.73","209,888,280.91"
递延所得税资产,"8,709,678.84","10,226,639.19","12,129,635.73","13,311,512.24","10,649,501.90","12,011,212.72","10,324,186.20","10,413,822.79","10,016,332.96","11,287,045.57","13,278,954.14","17,304,425.69","13,279,109.79","12,975,321.67","14,695,104.83","15,274,686.22"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"8,429,985.58","10,000,739.59","1,387,304.45","1,387,304.45","408,050,000.00","408,050,000.00","408,050,000.00","408,050,000.00","400,000,000.00","400,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"561,274,432.18","757,303,033.73","450,177,455.92","444,688,806.75","456,483,615.89","454,371,579.31","443,316,930.64","616,167,862.60","615,241,487.40","612,792,075.56","992,427,711.88","1,211,413,250.07","1,256,462,386.28","1,253,640,477.73","1,404,543,299.61","1,401,644,071.54"
所有者权益(或股东权益)合计,"515,959,458.11","625,494,422.13","697,817,653.29","683,676,335.69","721,119,744.06","1,197,524,909.41","1,220,664,286.23","1,207,993,796.71","1,224,899,257.60","1,234,182,848.68","1,283,324,872.05","1,438,041,950.06","1,469,936,377.85","1,481,637,787.21","1,526,415,985.57","1,548,028,795.26"
资产总计,"2,137,585,211.00","2,542,779,309.97","2,602,665,933.95","2,381,063,541.18","2,957,407,425.54","3,625,057,753.51","3,612,925,548.03","3,226,816,674.11","3,458,308,132.92","3,665,891,162.30","3,848,852,036.57","4,731,997,387.68","5,097,218,342.77","5,130,174,633.95","5,545,841,552.87","5,660,901,884.34"
负债和所有者(或股东权益)合计,"2,137,585,211.00","2,542,779,309.97","2,602,665,933.95","2,381,063,541.18","2,957,407,425.54","3,625,057,753.51","3,612,925,548.03","3,226,816,674.11","3,458,308,132.92","3,665,891,162.30","3,848,852,036.57","4,731,997,387.68","5,097,218,342.77","5,130,174,633.95","5,545,841,552.87","5,660,901,884.34"
