科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"184,845,935.16","78,437,453.54","43,964,861.53","101,495,887.33","124,018,445.69","472,829,653.09","454,308,092.45","380,476,168.10","421,234,415.23","414,532,380.75","394,354,676.38","387,539,971.54","390,694,826.49","445,973,181.39","307,424,311.14"
短期借款,,"50,000,000.00","15,000,000.00","67,265,594.20","80,000,000.00","40,000,000.00","40,000,000.00",,,,,"28,000,000.00","28,000,000.00","88,000,000.00","88,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,"6,849,240.00",,,"3,741,671.67","4,371,649.23"
应付票据,,,,,,,,,,,,,,,
应收账款,"8,493,640.87","12,147,257.88","20,741,856.11","21,687,391.68","32,428,670.46","27,536,359.28","24,350,384.04","38,927,741.41","33,023,301.56","39,181,789.95","38,657,238.12","35,574,486.33","49,651,075.19","51,273,900.78","49,557,288.95"
应付账款,"7,133,161.58","4,407,116.15","46,981,240.45","33,230,494.47","32,056,237.27","54,022,255.63","37,037,539.27","31,425,083.04","31,611,696.34","13,591,328.38","14,787,738.57","18,135,259.80",,"14,579,004.54",
预付款项,"1,483,995.16","38,455,380.78","5,382,437.52","980,205.84","2,355,594.16","1,277,367.54","1,911,046.79","1,243,061.03","3,190,012.54","1,001,564.09","1,350,571.40","1,685,854.56","2,415,783.47","490,286.71","1,029,890.89"
预收款项,"3,662,114.97","6,459,683.90","5,606,907.53","14,651,080.01","31,686,041.53","10,723,258.90","14,023,002.81","12,421,608.88","13,206,796.44","4,807,024.84","4,968,490.66","8,933,586.41","9,771,052.29","4,863,973.56","5,578,628.83"
其他应收款,"1,270,080.06","492,622.24","1,274,793.33","7,137,592.64","5,360,206.87","1,771,717.78","1,300,358.52","1,406,184.04","2,260,316.26","875,773.66","1,174,468.03","1,816,316.50","1,410,823.40","2,752,733.80","1,739,975.78"
应付职工薪酬,"6,946,606.82","9,335,598.91","9,898,499.24","4,414,303.28","8,906,833.16","15,165,237.95","6,550,161.54","7,698,711.16","8,109,782.27","22,607,270.10","11,443,638.51","12,043,731.66","14,340,584.37","25,337,370.36","15,047,812.25"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"6,838,288.89","5,535,603.43","10,573,595.45","11,845,651.44","9,877,046.99","13,106,677.79","5,839,337.54","9,414,563.12","7,318,823.03","6,839,933.78","3,711,956.69","4,960,835.80","3,858,826.73","6,003,110.86","886,518.79"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,"243,186.01","243,186.01",,,,,,,,,,,,,
应付股利,"109,720,855.43","24,956,485.43",,,,,,,,,,"11,321.92",,,
存货,"9,844,950.33","13,909,938.99","11,196,531.93","12,009,002.33","14,676,209.88","13,787,053.52","9,834,299.89","14,690,170.88","19,062,829.55","18,383,295.41","22,146,004.68","16,850,677.63","14,026,722.26","16,251,023.96","26,495,271.73"
其他应付款,"2,921,488.97","7,995,265.34","7,837,211.01","8,432,785.28","7,372,917.90","8,067,868.10","8,323,139.43","10,140,769.66","3,012,619.11","14,518,916.29","13,795,241.98","15,729,507.22","19,340,738.82","17,100,120.81","17,936,801.71"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,"10,000,000.00","10,000,000.00",,,"12,293,900.00","12,293,900.00",,,,,,,,,
其他流动资产,,"46,440.61",,"94,885.15","2,545.11","340,776.52","340,776.52","2,274,314.39","1,062,782.14","2,200,157.99",,"1,681,380.35",,"640,512.11","100,000,000.00"
其他流动负债,,,,,,"312,154.35",,"477,396.87",,"91,627.58",,,,,
流动资产合计,"206,181,787.59","143,732,280.05","82,560,480.42","143,404,964.97","178,841,672.17","517,542,927.73","492,044,958.21","439,017,639.85","479,833,657.28","476,174,961.85","464,532,198.61","445,148,686.91","458,199,230.81","521,123,310.42","490,618,387.72"
流动负债合计,"147,222,516.66","118,689,753.16","95,897,453.68","139,839,908.68","169,899,076.85","153,691,352.72","111,773,180.59","71,578,132.73","63,259,717.19","62,456,100.97","48,707,066.41","87,814,242.81","89,678,619.34","155,883,580.13","137,495,228.04"
可供出售金融资产,"953,321.10","6,271,808.50","5,600,000.00","3,747,553.81","3,747,553.81","3,747,553.81","3,747,553.81","3,747,553.81","3,747,553.81","3,747,553.81","3,747,553.81","3,747,553.81","3,747,553.81","3,747,553.81",
长期借款,"10,000,000.00",,,"22,293,900.00",,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,"338,148.00","338,148.00","338,148.00"
长期股权投资,,,,,,,,,,,,,,,
专项应付款,"338,148.00","3,761,088.00","3,761,088.00","3,761,088.00","3,761,288.00","3,761,088.00","3,761,088.00","338,148.00","338,148.00","338,148.00","338,148.00","338,148.00",,,
投资性房地产,"2,138,618.90","2,025,131.18","1,911,643.46","1,854,899.60","1,826,527.67","1,798,155.74","1,769,783.81","1,741,411.88","1,713,039.95","1,684,668.02","1,656,296.09","1,627,924.16","1,599,552.23","1,571,180.30","1,542,808.37"
预计负债,,"324,000.00","324,000.00",,,,,,,,,,,,
固定资产,"104,877,538.87","105,773,040.14","162,074,572.57","257,895,779.49","260,509,698.43","273,977,326.01","271,820,041.46","267,407,366.16","266,696,728.24","304,032,363.43","300,988,873.51","296,021,014.78","296,769,912.25","309,382,874.68","305,419,795.55"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,"12,176,386.60","113,491,607.81","141,505,910.63","60,587,222.27","81,561,226.92","73,821,096.27","73,854,447.27","78,895,256.88","67,077,854.26","50,355,555.50","58,669,581.70","73,865,794.07","78,040,318.38","75,618,219.10","85,334,689.59"
其他非流动负债,,,,,,,"6,420,378.45",,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"16,429,592.54","9,642,266.20","9,608,591.35","33,673,908.13","23,521,516.52","10,333,758.06","10,181,466.45","6,606,234.82","6,528,943.20","6,561,373.81","6,423,665.53","6,240,054.49","6,102,346.21","5,810,540.69","5,622,832.42"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"163,652,109.20","128,332,019.36","105,506,045.03","173,513,816.81","193,420,593.37","164,025,110.78","121,954,647.04","78,184,367.55","69,788,660.39","69,017,474.78","55,130,731.94","94,054,297.30","95,780,965.55","161,694,120.82","143,118,060.46"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"138,000,000.00","138,000,000.00","138,000,000.00","138,000,000.00","138,000,000.00","184,000,000.00","184,000,000.00","184,000,000.00","184,000,000.00","184,000,000.00","184,000,000.00","184,000,000.00","184,000,000.00","184,000,000.00","184,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"62,729,963.98","62,729,963.98","62,426,376.16","64,244,103.40","64,244,103.40","367,772,303.40","367,772,303.40","370,720,534.77","370,720,534.77","370,720,534.77","370,720,534.77","370,720,534.77","370,720,534.77","370,700,999.02","370,700,999.02"
无形资产,"42,345,970.95","47,902,872.71","47,192,959.40","46,151,421.74","46,613,322.23","50,373,936.29","50,080,450.43","50,833,631.53","50,438,059.57","51,226,441.37","50,808,006.68","50,030,597.65","50,375,317.65","52,665,608.80","52,227,729.94"
盈余公积,"231,141.82","6,878,020.47","13,478,551.43","13,478,551.43","13,478,551.43","24,676,794.23","24,676,794.23","24,676,794.23","24,676,794.23","35,417,342.06","35,417,342.06","35,417,342.06","35,417,342.06","41,033,761.34","41,033,761.34"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"1,302,785.37","58,942,323.84","100,484,915.67","100,497,195.26","139,800,200.09","158,223,317.35","169,854,044.44","158,926,193.78","192,716,659.78","203,567,717.57","207,551,667.22","157,130,708.06","184,642,235.11","184,742,133.88","176,793,455.05"
长期待摊费用,,,"15,400.00","643,143.56","746,880.05","1,020,944.19","949,581.90","943,714.31","772,295.45","1,329,191.79","1,088,260.26","847,328.73","1,424,804.62","1,177,686.25","910,892.03"
少数股东权益,"3,552,795.39","16,192,788.86","16,776,731.68","16,328,820.29","16,314,255.77","16,168,088.99","16,120,098.26","15,905,822.07","15,146,494.62","14,114,377.56","14,540,118.64","14,357,187.46","15,475,694.95","18,553,183.25","18,529,281.18"
递延所得税资产,"1,876,103.65","1,999,334.83","1,426,137.40","1,772,618.44","1,800,072.54","1,752,860.09","1,752,860.09","1,630,097.93","1,630,097.93","3,283,891.73","3,283,891.73","3,283,891.73","3,283,891.73","2,111,858.74","2,111,858.74"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"10,672,868.50","4,972,200.00","6,746,077.28","3,920,289.28","4,065,462.30","4,265,317.28","4,265,317.28","5,104,717.28","3,475,077.28","4,465,317.28","4,265,317.28","4,265,317.28","17,000,700.00","15,972,872.08","16,323,272.08"
非正常经营项目收益调整,,,,,,,,,,,,,,,
