科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"11,989,443.47","10,004,062.80","29,288,392.78","61,512,873.75","77,581,408.96","392,145,841.52","321,833,780.60","281,438,588.72","290,977,959.67","287,002,274.62","267,713,174.55","266,634,376.82","211,815,504.84","179,728,247.98","146,389,524.20","149,071,051.35","105,004,638.78","90,334,770.63","33,148,582.87","72,238,719.79","114,417,266.18","65,180,736.31","71,004,174.08","62,148,925.28","62,840,210.79","51,527,065.99","92,981,641.10","406,352,629.64","139,692,501.83","977,960,561.68","257,329,155.28","230,352,589.31"
短期借款,"17,000,000.00","27,251,900.00","26,944,504.00","30,559,050.00","39,224,850.00","58,860,200.00",,,,,,,,,,,,,,"113,161,253.17","150,432,213.21","141,176,960.77","149,424,613.17","194,829,070.88","195,645,888.91","238,632,181.98","277,853,968.73","225,667,852.30","174,436,124.90","562,885,537.06","565,598,892.05","495,717,918.08"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"722,702.26",,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,164,800.00","1,112,363.20","2,485,913.00","2,322,514.06","3,213,462.50","3,047,965.00","8,420,665.89","10,147,108.77","10,159,812.52","7,055,476.11","9,670,188.61","10,576,982.24","9,574,483.44","8,091,940.68","8,921,580.36","8,729,800.47","16,818,727.85","16,147,103.18","20,957,898.46","16,578,150.98","16,380,218.81","15,469,695.01","21,481,766.29","23,976,641.25","33,519,226.40","24,941,071.89","31,223,026.94","43,550,922.59","53,372,940.03","148,354,024.86","201,659,118.03","227,321,095.40"
应付票据,,,"11,306,747.00",,,,,,,,,,,,,,,,,"15,000,000.00",,,,,,,"5,000,000.00","15,000,000.00","48,895,686.94","39,918,487.31","39,429,590.33","56,416,564.56"
应收账款,"10,381,003.07","24,740,048.79","14,722,530.70","13,303,888.88","13,916,568.41","19,269,147.79","20,977,162.55","27,264,376.49","22,307,086.33","23,745,150.15","27,129,520.15","27,019,193.01","26,383,946.44","30,645,571.44","32,415,565.79","35,210,071.80","32,348,813.37","40,113,418.99","41,737,211.10","158,846,021.44","166,038,541.22","181,739,261.56","195,898,495.36","248,726,028.70","236,502,417.68","283,875,683.76","306,848,191.44","334,406,207.12","419,361,934.52","1,452,318,346.59","1,847,568,035.68","1,730,632,056.35"
应付账款,"981,378.95","1,626,358.40","4,112,687.40","10,846,956.07","19,494,251.09","21,865,509.04","24,943,623.29","19,879,300.62","27,242,544.74","23,395,961.02","34,407,200.64","40,213,402.05","40,487,014.36","40,043,379.04","37,272,665.55","39,105,131.16","43,365,961.64","49,571,280.07","40,069,161.74","77,746,867.37","90,264,095.05","68,615,899.71","70,929,623.09","101,250,692.34","73,590,332.33","112,780,671.38","122,591,992.64","132,642,748.05","145,477,672.47","836,872,188.61","1,262,105,875.82","1,089,007,470.91"
预付款项,"2,773,193.46","13,829,701.46","22,418,645.94","3,710,229.36","2,843,836.36","1,256,679.61","3,168,255.19","19,926,748.00","10,552,486.68","13,210,530.77","9,603,708.07","10,449,904.00","2,629,485.75","6,511,945.20","3,387,629.89","2,165,383.55","2,352,034.10","3,267,082.81","12,862,696.94","12,160,889.63","13,129,449.77","15,548,875.33","16,921,545.54","19,730,983.40","19,411,963.89","37,129,002.80","32,919,034.91","25,553,704.99","30,452,271.71","73,627,921.85","58,279,086.08","56,894,001.46"
预收款项,"5,155.00",338.60,"395,101.37","495,436.50","182,513.94","247,243.79","174,458.17","263,075.87","444,167.72","241,228.39","569,753.29","493,991.55","1,139,875.67","279,434.56","502,645.04","1,727,766.49","3,539,989.86","3,013,132.07","5,998,493.80","3,622,589.24","4,511,157.77","4,400,372.58","8,837,300.59","5,613,770.02","3,542,300.15","3,333,769.73","4,587,465.85","4,664,019.98","20,989,747.81","26,317,630.31","16,983,227.25","11,518,775.12"
其他应收款,"15,043,745.64","8,269,847.68","635,513.79","263,875.08","522,707.70","697,775.50","533,726.18","2,611,633.88","2,201,063.32","2,256,944.53","2,157,576.92","2,218,146.83","1,309,664.52","2,178,156.60","1,127,430.51","1,425,304.10","978,920.28","1,201,405.86","6,959,600.41","1,690,131.15","1,313,488.00","1,215,256.45","1,261,040.21","1,250,359.72","1,323,681.37","1,931,453.29","1,298,410.09","1,434,843.01","3,349,570.99","44,302,679.22","49,863,653.52","48,597,060.07"
应付职工薪酬,"1,597,301.58","1,936,991.96","2,868,247.16","3,049,831.70","3,897,644.49","4,080,453.18","4,150,258.80","3,631,545.61","4,562,812.18","4,718,205.15","4,639,995.61","3,793,853.97","4,736,877.39","4,922,203.38","4,938,418.90","4,124,380.69","5,280,333.22","5,355,733.42","5,458,737.54","5,075,989.14","6,973,776.54","6,499,758.58","5,299,560.54","4,161,553.15","5,756,282.07","4,796,141.65","4,108,246.38","2,869,453.14","10,215,073.91","11,238,515.84","13,863,281.68","12,455,861.23"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
