科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
负债合计,"448,963,848.36","522,341,725.66","505,157,314.37","462,958,361.18","463,639,746.45","507,690,021.97","606,374,186.51","691,210,115.90","903,760,054.81","893,366,561.47","1,124,868,577.00","1,235,637,021.23","1,284,685,025.86","1,565,634,864.65","2,163,196,748.83","2,085,280,444.27","2,144,624,611.88","2,037,193,934.47","2,058,580,540.10","1,838,113,770.33"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"152,000,000.00","152,000,000.00","152,000,000.00","152,000,000.00","202,670,000.00","202,670,000.00","202,670,000.00","202,670,000.00","405,340,000.00","405,340,000.00","405,340,000.00","405,340,000.00","405,340,000.00","405,340,000.00","405,340,000.00","454,546,348.00","485,296,348.00","485,296,348.00","485,296,348.00","485,296,348.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"217,657,085.37","217,657,085.37","217,657,085.37","217,657,085.37","548,738,738.21","548,738,738.21","548,738,738.21","548,738,738.21","345,984,142.42","345,984,142.42","346,123,268.65","346,123,268.65","346,123,268.65","346,123,268.65","346,123,268.65","660,992,383.23","816,403,208.23","818,894,445.73","817,702,070.73","818,855,195.73"
无形资产,"60,000.00","5,250,195.26","5,108,711.64","5,073,432.81","5,038,153.98","5,002,875.15","5,083,131.22","5,041,876.45","5,000,621.68","4,960,866.91","4,924,112.14","4,887,357.26","4,850,602.49","4,813,847.72","4,781,100.97","4,746,054.35","4,714,423.52","10,454,342.86","4,849,034.76","4,809,254.82"
盈余公积,"9,491,737.48","15,059,404.17","22,469,721.81","22,469,721.81","22,469,721.81","22,469,721.81","28,029,521.20","28,014,513.71","28,029,521.20","28,029,521.20","30,436,979.39","30,436,979.39","30,436,979.39","30,436,979.39","31,588,318.19","31,588,318.19","31,588,318.19","31,588,318.19","31,588,318.19","31,588,318.19"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,"184,500,000.00","184,500,000.00","184,500,000.00","184,500,000.00"
商誉,,,,,,,,,,,,,,,,,,,,
未分配利润,"121,233,365.34","153,370,052.79","231,353,471.81","252,510,063.26","268,575,991.69","287,146,746.93","295,763,316.79","312,867,742.32","310,128,421.75","322,622,150.08","339,510,376.49","362,387,839.87","353,711,040.08","363,024,627.58","356,348,684.84","372,434,922.62","396,242,084.51","436,356,544.88","327,560,523.18","392,365,776.27"
长期待摊费用,"3,768,898.91","2,901,603.85","2,046,202.88","1,830,581.18","1,613,661.11","1,413,262.48","1,369,770.74","1,944,491.08","1,769,073.08","1,525,932.50","1,935,247.97","1,712,240.73","1,486,457.71","1,432,094.57","1,393,046.02","1,698,275.86","2,062,987.84","2,716,286.19","6,079,449.66","6,228,116.98"
少数股东权益,,,,,,,,"1,198,993,005.67","1,200,620,087.18","2,199,306,215.22","2,224,411,998.56","2,256,606,403.22","2,282,593,340.58","2,310,481,985.05","2,350,516,582.74","2,372,232,600.66","2,414,903,362.17","2,438,832,433.71","2,544,637,230.27","2,584,702,463.30"
递延所得税资产,"5,074,781.43","5,865,824.03","6,406,866.24","6,553,132.28","7,960,286.08","8,780,418.84","8,242,580.79","8,242,580.79","10,157,043.66","11,277,744.89","15,987,997.22","16,424,926.07","19,322,879.17","14,893,322.05","26,389,759.12","35,012,291.01","38,014,590.97","59,882,229.05","44,070,159.35","44,733,747.01"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"3,550,140.06","13,616,813.83","2,077,902.64","28,602,805.69","25,619,265.33","5,792,827.40","5,268,517.60","9,455,229.86","11,828,551.59","20,572,704.33","14,673,645.43","25,327,307.07","40,319,910.17","27,616,868.14","61,769,341.21","126,696,845.97","178,458,559.73","104,765,525.75","32,582,070.65","50,461,287.22"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"692,868,051.99","747,177,654.35","777,085,701.26","788,502,306.86","775,537,185.32","802,419,306.36","903,202,147.31","892,763,949.24","921,377,683.86","2,608,261,552.04","2,262,174,102.73","2,697,511,939.93","2,850,165,845.67","2,929,896,315.80","3,135,014,805.83","3,370,687,442.84","4,058,995,022.33","3,864,223,349.96","4,038,059,960.03","4,018,335,405.33"
所有者权益(或股东权益)合计,"500,382,188.19","538,086,542.33","623,480,278.99","644,636,870.44","1,042,454,451.71","1,061,025,206.95","1,075,201,576.20","2,291,283,999.91","2,290,102,172.55","3,301,282,028.92","3,345,822,623.09","3,400,894,491.13","3,418,204,628.70","3,455,406,860.67","3,489,916,854.42","3,891,794,572.70","3,959,933,321.10","4,026,468,090.51","4,022,284,490.37","4,128,308,101.49"
资产总计,"949,346,036.55","1,060,428,267.99","1,128,637,593.36","1,107,595,231.62","1,506,094,198.16","1,568,715,228.92","1,681,575,762.71","2,982,494,115.81","3,193,862,227.36","4,194,648,590.39","4,470,691,200.09","4,636,531,512.36","4,702,889,654.56","5,021,041,725.32","5,653,113,603.25","5,977,075,016.97","6,104,557,932.98","6,063,662,024.98","6,080,865,030.47","5,966,421,871.82"
负债和所有者(或股东权益)合计,"949,346,036.55","1,060,428,267.99","1,128,637,593.36","1,107,595,231.62","1,506,094,198.16","1,568,715,228.92","1,681,575,762.71","2,982,494,115.81","3,193,862,227.36","4,194,648,590.39","4,470,691,200.09","4,636,531,512.36","4,702,889,654.56","5,021,041,725.32","5,653,113,603.25","5,977,075,016.97","6,104,557,932.98","6,063,662,024.98","6,080,865,030.47","5,966,421,871.82"
