科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"97,009,321.20","15,040,941.35","34,877,895.80","36,339,966.08","34,945,075.72","318,947,924.15","275,086,839.94","280,441,711.40","267,002,634.39","322,200,984.10","224,268,201.48","289,151,659.47","222,632,300.97","213,720,608.65","215,762,256.55","153,897,497.01","251,173,283.72","253,462,169.85","957,563,602.19","946,204,232.78","670,926,684.10","490,998,216.20","544,774,929.70","687,886,670.27","392,270,505.97","355,479,838.61","484,575,517.09","289,579,003.53","299,553,269.51"
短期借款,"6,000,000.00","30,000,000.00","164,000,000.00","202,160,000.00","192,160,000.00","55,000,000.00","27,500,000.00","39,500,000.00","39,500,000.00","90,000,000.00","10,000,000.00","60,000,000.00","15,000,000.00",,"30,000,000.00",,"60,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","95,000,000.00","91,500,000.00","161,500,000.00","401,390,500.00","432,990,000.00","452,890,000.00","460,236,000.00","480,472,169.67","669,572,169.67"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,"1,121,750.00","1,121,750.00","320,850.00",,"129,300.00",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,400.00","28,400.00"
应收票据,"780,000.00","6,400,000.00","13,690,892.69","18,661,204.63","16,667,871.55","36,168,497.74","55,214,892.35","53,082,908.33","52,498,755.94","41,563,789.27","60,639,012.63","35,642,246.31","40,191,459.87","43,371,663.01","75,426,149.85","59,295,170.76","59,666,195.52","51,112,139.98","74,800,975.04","79,471,253.59","45,683,653.78","64,819,641.49","49,812,687.47","44,039,078.13","79,471,874.77","127,278,326.03","202,818,295.75","107,924,178.29","64,132,403.06"
应付票据,,,,,,,,,,,,,,,,,,,"9,857,750.00","9,857,750.00",,,,,,"2,000,000.00","2,000,000.00",,"37,084,000.00"
应收账款,"18,902,924.81","38,870,812.00","44,144,092.87","67,520,733.16","66,919,968.36","74,282,837.35","73,825,920.89","76,762,138.27","81,944,645.34","71,629,391.48","63,105,782.24","71,143,100.41","67,498,045.41","63,935,805.48","123,443,273.13","115,710,756.62","108,671,494.69","114,293,817.78","111,947,211.78","117,081,291.27","164,799,793.82","190,004,848.92","242,241,999.22","296,736,168.85","295,252,640.01","257,575,836.44","300,673,003.92","438,413,191.46","387,373,004.33"
应付账款,"13,998,204.05","29,755,161.92","34,420,393.22","22,644,665.34","27,217,841.37","21,545,996.25","20,378,869.00","14,556,239.91","17,795,177.21","16,671,534.07","20,750,601.00","15,863,322.72","18,162,943.24","28,063,923.91","103,780,660.56","99,319,868.90","103,756,434.37","103,297,401.42","106,709,518.72","125,315,222.13","182,314,603.97","235,052,674.73","238,256,090.46","263,496,487.70","322,861,293.90","402,577,670.47","404,115,804.28","380,491,005.38","320,907,865.93"
预付款项,"17,988,508.61","26,326,034.85","36,232,690.18","36,499,155.27","49,898,802.11","44,203,352.26","28,406,294.87","39,853,807.02","39,218,126.65","49,233,521.98","37,025,404.70","12,445,882.13","8,509,081.03","6,618,320.63","19,928,951.39","26,550,157.95","24,590,078.68","28,348,194.46","29,053,232.74","32,484,783.40","60,322,969.62","71,398,834.18","65,572,410.70","90,180,831.34","103,583,327.53","113,934,163.00","53,365,348.05","26,704,764.36","65,743,796.29"
预收款项,"5,014,276.28","1,411,046.50","1,437,485.39","628,261.00","4,151,208.73","3,458,665.79","3,633,296.24","1,882,820.02","8,259,697.80","7,672,953.66","7,771,315.46","714,907.00","1,549,464.00","2,146,421.00","27,068,649.29","18,372,915.25","18,969,588.48","29,552,648.40","30,893,211.50","42,004,601.26","35,556,734.84","68,217,311.12","46,174,030.75","76,907,032.66","63,225,557.80","102,630,400.94","130,036,246.97","105,992,297.44","96,767,934.43"
