科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"91,687,396.75","101,121,419.75","84,835,507.56","38,650,427.26","326,657,964.61","223,116,125.85","194,910,216.47","217,018,878.82","209,138,865.31","171,049,502.93","150,920,809.17","143,625,059.17","81,911,463.12","86,993,106.64","122,562,036.21","88,618,198.95","108,725,950.43","78,173,565.15","119,518,750.03","282,622,405.77"
短期借款,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00","71,000,000.00","81,000,000.00","91,000,000.00","101,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"16,476,000.00","27,186,294.00","26,199,763.20","7,559,400.00","44,871,560.00","29,595,570.00","23,694,600.00","11,739,000.00","19,623,000.00","24,938,133.30","28,093,400.00","54,030,366.99","51,041,210.23","32,374,826.99","17,860,000.00","33,180,013.45","54,126,228.00","21,317,240.00","43,676,518.52","46,079,294.91"
应付票据,"14,056,000.00","36,264,000.00","36,839,480.79","39,937,265.11","76,184,365.99","61,865,312.71","39,527,500.00","38,604,177.58","64,468,544.54","57,612,832.44","49,960,491.73","60,996,350.00","47,644,300.00","38,673,673.66","46,914,139.02","68,964,233.95","96,367,724.60",,"96,747,076.57",
应收账款,"191,225,323.74","186,899,079.91","228,592,849.99","224,324,050.44","265,832,231.43","251,015,637.02","266,840,260.67","240,550,258.83","233,662,039.37","220,888,022.93","208,425,963.63","227,464,482.63","248,883,856.22","235,765,439.52","247,186,188.95","247,663,762.73","285,883,753.30","299,324,343.41","310,007,647.61","314,264,518.49"
应付账款,"103,779,302.39","61,763,053.85","96,129,914.17","70,338,865.70","89,641,224.45","83,794,753.36","89,179,789.02","81,928,823.84","77,335,224.31","76,523,678.73","95,662,481.93","91,342,188.10","91,431,843.25","96,741,464.27","141,834,178.23","121,048,871.62","237,071,980.61",,"271,839,463.42",
预付款项,"15,544,216.40","15,258,915.15","18,170,894.95","25,477,568.14","18,774,724.08","15,081,747.05","9,900,140.95","15,012,831.93","15,990,436.03","20,025,588.68","15,762,997.89","29,028,305.19","18,140,007.91","26,904,691.49","18,099,235.83","35,742,056.74","31,518,264.88","34,798,212.88","21,188,881.13","17,065,741.22"
预收款项,"217,954,304.68","144,211,668.22","139,239,959.55","132,461,779.01","121,788,939.20","152,967,053.98","108,501,715.78","124,767,117.39","129,358,282.12","205,091,386.90","205,093,540.24","185,125,756.56","147,236,742.68","140,813,703.32","171,050,347.12","154,686,516.49","171,740,874.84","213,844,096.26","216,718,280.30","235,340,250.99"
其他应收款,"10,576,149.18","16,259,110.15","16,846,414.68","17,867,284.46","16,456,284.86","13,919,626.66","12,361,273.98","13,378,029.20","14,347,921.39","19,514,198.80","19,578,489.95","20,899,250.88","22,002,894.52","17,675,901.65","16,480,090.67","16,802,060.98","26,469,660.32","22,507,651.05","21,590,647.70","20,965,981.67"
应付职工薪酬,"7,150,587.50","7,810,278.35","6,421,552.33","8,631,005.40","7,127,495.92","7,458,948.79","7,333,996.65","7,934,056.56","8,382,008.18","8,129,184.83","13,181,262.42","7,703,825.55","7,971,286.13","8,052,787.50","13,688,423.23","7,345,886.84","9,166,426.18","9,942,280.54","16,633,576.83","6,403,197.94"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"11,535,880.36","15,293,094.47","6,066,689.72","1,799,932.17","4,782,071.51","1,597,629.61","3,991,797.79","2,165,354.35","1,056,954.02","514,252.32","1,159,630.64","6,620,764.35","9,141,176.95","3,164,811.89","3,690,095.00","11,049,299.01","6,682,563.71","4,727,722.24","8,890,189.37","4,645,760.71"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,"82,987.50",
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
存货,"188,045,005.94","112,550,612.55","136,472,980.35","165,360,691.06","163,143,160.63","221,913,670.69","185,592,199.74","216,304,574.77","221,588,271.24","258,130,209.39","263,200,525.09","206,941,261.91","170,370,951.94","157,834,284.75","212,728,133.25","208,398,588.64","346,411,951.21","411,605,649.71","471,667,421.52","492,172,630.19"
其他应付款,"1,107,173.83","713,418.61","1,469,096.91","818,857.45","10,996,344.41","11,604,462.54","1,613,229.03","1,205,088.14","1,416,605.40","1,589,921.69","45,402,044.26","45,040,737.61","26,194,792.61","40,602,201.60","43,056,341.27","41,573,226.26","35,841,718.58","23,534,658.21","26,362,554.79","23,998,410.28"
