科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
经营活动产生的现金流量净额,"37,786,639.65","65,517,515.74","4,853,446.64","-2,426,563.33","36,177,451.56","-5,572,086.98","17,359,130.84","11,911,827.09","43,676,086.01","55,281,122.68","25,340,332.03","29,465,333.40","114,339,473.83","16,922,687.71","21,893,162.76","39,109,347.86","194,060,259.94","68,342,425.84","15,139,398.91","198,258,836.31","149,754,956.93","269,603,289.88","88,935,922.45","171,112,484.39","205,359,617.96","80,589,403.20","98,914,279.13","240,762,384.56","489,074,609.83","-124,620,432.76","-203,447,590.96","-412,342,664.80","-90,111,168.00","38,387,287.49","-18,283,439.15","-262,381,231.77"
分配股利、利润或偿还利息支付的现金,"5,400,000.00","6,775,520.00","25,986,095.00","25,986,095.00","26,068,842.50","536,900.00","21,570,729.23","21,570,730.27","21,516,900.00",,"24,512,000.00","27,229,930.93","27,635,601.54","9,668,000.00","55,355,413.71","57,624,169.27","64,869,716.34","9,767,908.87","73,397,609.23","81,363,414.87","116,007,099.16","9,547,825.17","119,107,754.31","133,324,118.72","159,262,325.10","28,366,745.71","198,284,687.69","237,981,057.10","345,134,651.96","46,361,322.79","94,702,941.85","259,076,912.89","318,628,388.37","25,989,044.09","190,037,616.55","302,074,442.93"
收回投资收到的现金,,,,,,,,,,,,,,,"510,204.08","510,204.08","1,510,204.08","632,111.45","5,527,975.00","5,527,975.00","9,806,000.00",,,"1,000,000.00","19,000,000.00",,"118,850,000.00","197,660,616.56","682,131,490.28","50,444,639.50","88,330,686.07","95,703,441.79","1,778,381,231.29","757,176,762.45","964,763,297.19","1,090,187,773.66"
支付其他与筹资活动有关的现金,,,,"2,742,531.23","2,992,401.37","7,346,761.16","7,966,890.94","7,967,538.59","4,452,112.26",,,"3,670,709.06","4,196,532.14","488,201.98","5,051,109.47","6,265,754.86","6,097,262.86",,,"12,714.29","98,150,880.29","6,046,802.93","408,184,748.40","661,277,856.01","1,256,109,661.87","6,166,898.68","273,203,050.26","285,148,218.16","219,769,898.16","1,019,874,125.96","1,471,524,121.40","1,119,956,272.20","1,985,849,075.60","7,669,443.40","281,412,622.47","282,167,382.53"
取得投资收益收到的现金,,,,,,,,,,,,,,,"1,957,200.00","3,916,800.00","4,503,039.83","1,007,888.55","2,458,858.24","2,458,858.24","346,833.24","22,016,400.00","22,016,400.00","39,615,482.50","48,015,482.50",,"6,395,207.75","19,745,207.75","14,308,946.84",,"4,387,500.00","16,985,039.45","43,224,699.75","8,691,204.66","18,346,954.66","48,993,365.31"
筹资活动现金流出小计,"5,400,000.00","16,775,520.00","25,986,095.00","58,728,626.23","59,061,243.87","47,883,661.16","69,537,620.17","69,538,268.86","65,969,012.26",,"24,512,000.00","30,900,639.99","31,832,133.68","10,156,201.98","60,406,523.18","63,889,924.13","70,966,979.20","80,177,420.64","228,397,609.23","360,601,129.16","716,530,969.00","17,098,631.85","730,180,649.38","1,145,986,117.65","2,136,656,129.89","79,370,519.39","1,488,634,337.95","2,329,489,622.40","5,517,631,377.10","2,065,447,616.42","3,934,811,201.00","5,843,920,171.18","7,563,981,207.45","590,876,013.58","1,790,300,087.82","3,810,141,527.88"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,140.00","86,850.00","6,960.00","39,556.41","19,910.00","6,730.30","6,730.30","8,910.30","8,832.30",,,"72,000.00","72,000.00","587,724.60","587,724.60","13,001,904.60","13,022,807.37",,"46,974.48","16,299,833.28","152,159,103.79","4,480.00","936,952.16","964,349.07","1,079,466.11","200,720.00","297,760.78","342,289.13","1,873,462.07","-12,525.34","4,941,509.53","7,024,639.44","3,735,249.58","4,700.00","837,630.00","837,630.00"
筹资活动产生的现金流量净额,"-5,400,000.00","76,324,480.00","-22,086,095.00","-54,828,626.23","-13,847,993.87","584,331,928.87","562,724,120.90","567,478,740.58","572,919,532.45",,"-23,454,000.00","-29,842,639.99","-30,774,133.68","10,453,309.79","87,230,459.32","133,747,058.37","379,335,003.30","-28,367,420.64","106,310,619.32","1,009,260,601.99","654,310,762.15","710,469,193.76","71,804,976.23","141,053,060.09","1,543,940,882.85","53,034,480.61","142,465,272.05","2,867,655,280.69","3,302,187,546.40","-154,730,838.60","-1,100,528,683.03","-719,394,578.22","-1,039,550,377.26","1,562,528,888.33","1,530,964,852.32","665,326,417.84"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,"93,115.08","93,115.08",,,,,"118,750,000.00","206,329.20","428,514.97","51,473,613.20",,,,,,,
四、汇率变动对现金的影响,,,,-85.06,-170.12,-187.14,"-1,336.13","-2,978.12","-44,977.67","-105,261.31","-78,770.60","-543,021.43","-582,809.11","-19,500.76","-19,116.41","39,422.47","-142,316.08","-82,369.04","-278,505.82","-381,701.38","-523,424.74","703,199.94","1,045,133.81","-666,649.34","-8,282,596.86","-2,461,992.02","-1,640,086.83","-2,250,528.26","8,342,730.27","8,487,258.39","11,966,264.94","11,551,747.29","19,192,923.99","-109,922.16","-4,567,936.94","-51,786,015.58"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"4,500,000.00",,"6,134,100.00","6,134,100.00","9,317,047.11","31,953,786.26","49,232,248.12","49,232,248.12","200,322,075.72","1,248,007.40","2,017,960.72","2,017,960.72","725,169.84","866,732.40","1,225,861.80","1,225,861.80"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,140.00","86,850.00","6,960.00","39,556.41","19,910.00","6,730.30","6,730.30","8,910.30","8,832.30",,,"72,000.00","72,000.00","587,724.60","3,055,128.68","17,428,908.68","19,036,051.28","1,640,000.00","8,033,807.72","24,379,781.60","166,905,052.11","22,020,880.00","29,087,452.16","47,713,931.57","77,411,995.72","150,904,506.26","174,981,545.85","267,408,876.53","950,109,588.11","51,680,121.56","99,677,656.32","121,731,081.40","1,826,066,350.46","766,739,399.51","985,173,743.65","1,141,244,630.77"
五、现金及现金等价物净增加额,"31,626,581.37","59,054,243.63","-19,939,001.69","-61,508,932.45","16,044,046.68","570,978,772.67","550,845,271.37","549,438,416.85","565,830,698.53","11,083,051.37","-132,492,097.89","-206,893,102.74","-168,424,926.05","-12,588,621.57","-151,785,902.00","-177,787,787.10","167,702,444.83","-161,262,446.57","-223,013,907.94","537,088,781.38","321,723,743.11","812,277,487.17","-194,646,237.88","-158,017,323.20","-196,438,979.31","-11,563,836.04","-92,616,290.49","1,072,682,685.55","1,989,431,447.38","-338,117,448.54","-1,350,301,661.32","-1,211,354,818.75","-1,787,523,645.87","2,168,743,747.58","1,099,241,847.56","980,231,880.94"
购建固定资产、无形资产和其他长期资产支付的现金,"763,198.28","69,135,189.56","2,713,313.33","4,293,214.24","6,305,150.89","7,757,862.38","29,243,374.54","29,933,083.00","32,603,774.56","3,242,810.00","11,790,806.11","16,190,988.54","28,011,348.35","7,487,390.10","23,514,560.55","33,348,243.35","75,238,631.98","23,970,082.73","43,512,906.06","70,621,973.16","79,767,613.80","7,968,993.21","19,632,792.70","25,211,965.91","40,750,339.27","11,257,481.88","37,516,669.24","72,180,531.39","130,209,320.62","22,862,760.08","57,315,995.36","100,302,470.20","118,253,647.04","10,196,745.36","27,998,907.03","33,208,702.66"
期初现金及现金等价物余额,"15,820,173.33","47,446,754.70","106,500,998.33","106,500,998.33","106,500,998.33","122,545,045.01","122,545,045.01","122,545,045.01","122,545,045.01","688,375,743.54","688,375,743.54","688,375,743.54","688,375,743.54","519,950,817.49","519,950,817.49","519,950,817.49","519,950,817.49","687,653,262.32","687,653,262.32","687,653,262.32","687,653,262.32","1,009,377,005.43","1,009,377,005.43","1,009,377,005.43","1,009,377,005.43","812,938,026.12","812,938,026.12","812,938,026.12","812,938,026.12","2,802,369,473.50","2,802,369,473.50","2,802,369,473.50","2,802,369,473.50","1,016,339,978.53","1,014,845,827.63","1,014,845,827.63"
投资支付的现金,,"2,150,000.00",,,,,,"25,000.00","13,625,000.00","40,850,000.00","18,824,400.00","77,897,039.00","81,933,880.00","33,045,452.81","137,198,173.81","217,606,216.20","226,417,031.31","178,825,000.00","276,833,166.00","456,424,004.54","401,333,230.10","27,540,000.00","162,935,000.00","243,035,000.00","637,716,057.28","282,372,752.21","407,015,020.58","650,563,045.38","845,871,868.54","67,866,188.72","93,855,679.72","102,828,515.42","2,380,129,410.53","174,153,648.41","1,347,231,160.68","453,022,253.41"
期末现金及现金等价物余额,"47,446,754.70","106,500,998.33","86,561,996.64","44,992,065.88","122,545,045.01","693,523,817.68","673,390,316.38","671,983,461.86","688,375,743.54","699,458,794.91","555,883,645.65","481,482,640.80","519,950,817.49","507,362,195.92","368,164,915.49","342,163,030.39","687,653,262.32","526,390,815.75","464,639,354.38","1,224,742,043.70","1,009,377,005.43","1,821,654,492.60","814,730,767.55","851,359,682.23","812,938,026.12","801,374,190.08","720,321,735.63","1,885,620,711.67","2,802,369,473.50","2,464,252,024.96","1,452,067,812.18","1,591,014,654.75","1,014,845,827.63","3,185,083,726.11","2,114,087,675.19","1,995,077,708.57"
