科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收回投资收到的现金,"128,852,328.44","11,295,107.50","441,248.50",,,,,,,,"500,775,457.54","6,241,724.00","19,412,344.66","19,412,344.66","30,034,989.12","283,521,900.00","283,521,900.00","312,984,349.00","300,052,449.00",,"29,682,853.20","29,682,853.20","1,536,260,250.93","1,356,378,351.89","1,353,128,074.80","242,605,411.53","1,130,111,749.96","188,176,138.68",,"1,739,738,221.00","1,494,898,613.61",,"2,385,310,396.02",,"531,134,248.78",
客户存款和同业存放款项净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"150,795,860.93","476,801,139.00","383,819,013.70",,,,"465,074,718.69","62,678,500.16","293,380,171.80","379,541,637.07","220,961,941.39","13,166,820.66","3,132,413.80","4,061,413.80","136,893,833.56",,"4,284,000.00","4,504,054.60","156,996,586.16",,"17,890,317.30","102,534,317.30","807,428,602.41",,"151,070,111.87","198,260,218.25","442,725,629.35","106,251,470.12","258,787,707.00","437,824,542.78","459,365,798.18","230,496,712.55","460,121,811.21","847,946,150.48","875,025,437.85","49,964,159.98"
向中央银行借款净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"6,514,042,947.31","21,353,404.18","26,685,549.44","142,496.01","822,739.73","3,519,984.95","607,408.83","284,476.35","6,077,795.10","11,639,580.75",,,,,"52,673.89",,,,"11,000.00",,,,"738,354,334.88","340,000,000.00","718,797,672.28","7,419,479,434.38","4,267,998,004.06","5,351,869,416.41","5,206,248,429.50","4,322,677,056.51","4,243,721,271.73","536,943,239.77","246,254,204.92","442,532,078.35","41,401,131.22","3,988,982.24"
向其他金融机构拆入资金净增加额,,,,,,,,,,,,,,,,,,,,,,,"415,000,000.00",,,,,,,,,,,,"379,997,910.20","4,500,000,000.00"
投资活动现金流入小计,"6,793,691,136.68","509,449,650.68","410,945,811.64","142,496.01","822,739.73","3,519,984.95","465,682,127.52","62,962,976.51","299,457,966.90","391,181,217.82","721,737,398.93","19,408,544.66","22,544,758.46","23,473,758.46","166,981,496.57","283,521,900.00","287,805,900.00","317,488,403.60","457,060,035.16",,"47,573,170.50","132,217,170.50","3,082,043,188.22","1,696,378,351.89","2,222,995,858.95","7,860,345,064.16","5,840,835,383.37","5,646,297,025.21","5,465,036,136.50","6,500,239,820.29","6,197,985,683.52","767,439,952.32","3,091,686,412.15","1,290,478,228.83","1,447,560,817.85","53,953,142.22"
收取利息、手续费及佣金的现金,"45,923,235,647.00","7,373,044,306.58","47,155,805,441.38","2,172,321,070.53","4,569,662,139.28","6,690,087,583.95","10,108,832,497.26","2,222,928,275.53","4,109,418,486.41","5,835,703,149.02","7,460,059,173.79","1,576,053,415.59","3,150,030,578.58","4,521,680,356.05","6,039,699,563.38","1,706,121,598.61","3,265,813,370.78","5,614,172,736.64","7,884,105,478.56","2,173,767,222.87","4,310,096,077.06","7,915,917,941.66","11,870,075,681.03","6,163,572,930.52","17,723,572,951.20","26,324,703,622.85","30,295,810,991.53","5,300,958,049.46","7,134,776,835.05","15,838,428,558.42","19,691,468,546.81","6,266,218,809.19","10,273,429,062.68","16,387,271,836.37","20,583,210,372.10","6,206,762,013.73"
投资支付的现金,,,"149,808,050.00","720,000,000.00","761,400,000.00","771,217,500.00","815,667,500.00","9,000,000.00","309,000,000.00","309,000,000.00","1,171,493,455.33","239,389,263.83","200,000,000.00","300,000,000.00","300,000,000.00","397,000,000.00","501,000,000.00","600,000,000.00","700,000,000.00","77,805,744.80","190,735,744.80","160,134,402.80",,"737,049,970.31","306,600,000.00","16,026,734,448.31","25,679,818,448.66","3,026,016,374.73","3,811,286,758.49","4,973,911,253.69","4,838,701,837.98","2,358,487,388.33",,"4,998,950,543.62","12,199,857,525.84","271,019,202.72"
处置交易性金融资产净增加额,,,,,"-4,418,430,580.47","-10,268,493,090.57",,"96,289,998.94",,,,"142,077,784.54",,"3,435,763,148.09","1,048,365,496.05","2,474,345,555.81",,,,"1,143,244,835.94",,"2,359,020,950.72",,,,,,,"37,920,803,589.99","48,007,590,245.23",,,,,,
质押贷款净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"379,997,910.20","4,500,000,000.00"
购建固定资产、无形资产和其他长期资产支付的现金,"491,803,086.59","760,573,399.00","325,328,271.35","84,614,078.68","214,595,947.66","358,976,420.06","512,744,810.48","53,863,325.40","142,042,882.38","202,161,581.32","524,613,696.15","72,109,763.30","186,565,884.85","274,700,430.46","1,450,840,435.34","154,092,170.14","191,487,842.39","346,311,070.39","514,145,292.59","145,270,921.88","354,909,548.38","475,640,102.76","657,770,412.75","249,508,823.32","378,212,835.23","635,623,218.27","837,197,235.53","143,757,932.83","214,739,366.36","302,532,949.89","600,368,132.74","190,614,951.38","303,474,533.56","395,975,929.42","377,634,159.77","34,584,283.43"
回购业务资金净增加额,,"310,000,000.00","1,833,415,595.21","1,561,504,248.62","-597,619,384.80","1,325,230,306.43","114,148,697.94","2,672,316,375.70","2,463,896,013.78","3,783,757,706.85","5,754,888,562.91","1,106,357,056.62","2,017,072,343.77",,,,,,,,"196,340,609.22","5,182,875,977.31","28,067,067,704.12","4,008,539,640.99","10,471,210,830.72",,,,,,,"3,571,301,797.44","73,356,395.39",,,"7,408,160,937.03"
支付其他与投资活动有关的现金,"1,515,270,425.00","501,000,000.00","253,244,989.60",,,,,,"27,809.56","27,809.56",,,,,,,,,,"451,376.00","451,376.00",,"99,515,744.80",,,"2,898,163,164.38","446,159,558.00","6,000,000.00","271,704,378.64","292,816,428.02","5,221,566,884.91","11,425,000.00","150,316,194.54","218,241,677.38","1,138,014,941.06","244,370,200.00"
销售商品、提供劳务收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
