科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"114,636,849.66","181,553,882.40","278,414,953.36","301,746,741.12","395,371,537.07","130,325,794.54","239,266,694.54","300,480,792.47","413,420,122.89","129,295,021.79","231,866,807.86","292,021,599.30","408,416,232.64","129,017,176.56","226,761,401.35","326,004,132.35","416,581,804.45","98,006,229.90","188,332,277.01","248,613,304.14","378,327,623.37","64,135,274.32","140,892,159.96","228,444,884.62","310,063,938.69","72,949,959.32","241,921,773.05","486,708,145.66","435,443,043.89","1,131,762,745.86","502,806,032.87","1,056,589,844.07","661,695,492.12","337,257,591.16","632,839,282.44","669,777,555.30","738,435,706.73","40,992,385.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,"240,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"316,600,000.00",,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,616.03",,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"2,030,000.00",,,,,,,,,,"724,017,228.33",,"618,000,000.00","756,205,397.13",,"21,000,000.00",,,"1,068,075,000.00","245,100,000.00","315,600,000.00",,"635,912,309.00","13,000,000.00"
收到其他与经营活动有关的现金,"15,769,424.98","24,674,223.95","18,221,780.78","16,587,137.77","11,634,702.72","5,218,690.09","6,321,947.11","11,457,835.00","9,413,776.72","5,198,573.39","15,330,529.31","18,604,942.43","70,512,239.55","21,330,217.90","33,833,757.72","59,397,271.36","109,953,921.50","12,799,226.98","25,998,597.87","72,313,352.45","72,188,289.46","10,601,452.65","28,390,791.66","68,377,331.34","76,555,414.52","26,530,312.71","71,771,725.25","78,578,037.81","48,162,713.71","19,582,765.70","36,321,613.68","46,606,902.59","171,421,250.99","8,509,788.74","9,680,289.67","10,255,368.05","20,991,411.53","3,725,866.85"
投资活动现金流出小计,"2,113,415.59","3,064,706.75","54,594,046.89","3,382,455.53","13,945,615.03","5,158,599.06","22,149,470.34","60,752,330.73","105,331,819.53","76,870,318.52","45,520,817.01","160,846,159.80","129,278,291.38","106,376,334.02","141,638,599.93","280,368,219.60","330,323,597.90","25,727,443.68","59,412,847.08","84,216,223.54","115,004,849.17","24,352,274.09","75,678,535.37","125,963,693.84","860,167,267.11","19,774,746.97","671,152,851.36","839,717,596.32","107,419,007.54","108,381,983.19","24,455,241.64","32,938,869.19","1,135,966,588.03","249,576,305.71","321,371,225.09","324,442,583.41","648,428,076.81","14,025,404.15"
经营活动现金流入小计,"130,406,274.64","206,228,106.35","296,636,734.14","318,333,878.89","407,006,239.79","135,544,484.63","245,588,641.65","311,938,627.47","422,833,899.61","134,493,595.18","247,197,337.17","310,626,541.73","478,928,472.19","150,347,394.46","260,595,159.07","385,401,403.71","526,535,725.95","110,805,456.88","214,330,874.88","320,926,656.59","450,515,912.83","74,736,726.97","169,282,951.62","296,822,215.96","386,619,353.21","99,480,272.03","313,693,498.30","565,396,799.50","483,605,757.60","1,151,345,511.56","539,127,646.55","1,103,196,746.66","833,116,743.11","345,767,379.90","642,519,572.11","680,032,923.35","759,427,118.26","44,718,251.96"
投资活动产生的现金流量净额,"-2,093,987.59","-3,004,706.75","-52,681,095.17","3,575,010.35","-6,988,149.15","-5,158,599.06","-22,147,470.34","-60,750,330.73","-101,426,650.68","-76,861,318.52","-42,287,150.14","-157,595,292.93","-88,760,046.80","-106,372,334.02","-141,493,075.18","-280,205,696.85","-330,157,582.67","-25,727,443.68","-59,409,503.08","-83,867,879.54","-112,060,185.51","-24,352,274.09","-75,333,535.37","-120,490,204.80","-840,182,395.67","57,393,847.80","-54,858,868.92","78,796,443.66","373,578,401.45","156,719,907.21","131,539,076.19","23,036,785.32","-175,132,985.83","-249,459,425.71","-320,884,706.92","-276,623,234.50","-245,811,388.59","-10,606,804.15"
购买商品、接受劳务支付的现金,"94,484,958.30","138,817,685.93","253,164,869.13","243,627,239.79","331,160,523.05","117,052,086.05","196,769,814.95","252,952,388.58","339,493,757.72","117,849,521.39","188,670,631.85","231,858,744.44","401,658,916.93","142,422,139.02","195,335,139.29","278,155,133.38","370,772,758.53","110,009,909.55","167,960,191.54","206,323,974.40","253,214,572.66","67,670,251.02","81,543,056.50","125,926,916.83","179,613,837.58","107,580,324.09","417,684,493.25","830,861,140.62","1,188,653,135.16","1,370,765,254.08","420,355,029.72","712,317,587.48","282,229,358.64","60,307,153.06","71,148,180.43","73,201,469.60","112,517,950.76","38,634,794.97"
吸收投资收到的现金,,"155,300,000.00","12,719,600.00","520,400.00","520,400.00","883,800,000.00","883,800,000.00","884,100,000.00","884,100,000.00",,,,"7,330,000.00",,,,"3,450,000.00","3,430,000.00","5,880,000.00","5,880,000.00","8,330,000.00","980,000.00","980,000.00","10,880,000.00","710,880,000.00",,"15,000,000.00","15,000,000.00","15,000,000.00",,,,,,,,,
支付给职工以及为职工支付的现金,"3,898,924.89","4,078,046.44","10,305,983.00","12,349,692.21","17,703,953.02","5,768,376.11","10,888,651.61","14,569,030.57","26,023,128.90","6,226,996.91","13,732,993.97","19,625,580.59","27,070,336.20","12,819,817.36","20,608,818.46","30,458,647.81","40,590,192.34","12,043,603.85","24,235,134.82","32,870,965.88","42,758,106.61","10,214,043.02","18,186,248.02","27,889,193.09","33,029,803.23","10,398,887.39","17,080,852.26","27,969,039.72","41,196,023.54","12,548,283.02","20,791,020.68","30,322,091.11","41,962,849.92","11,581,931.64","20,176,516.29","27,207,066.90","34,339,193.25","6,145,283.00"
取得借款收到的现金,"7,840,000.00",,"40,000,000.00",,"40,000,000.00",,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","50,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","49,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","20,000,000.00","38,000,000.00","38,000,000.00","66,000,000.00",,"163,811,875.00","383,811,875.00","483,811,875.00",,"151,795,400.00","166,795,400.00","192,795,400.00","2,300,000.00","3,100,000.00","3,100,000.00",,
支付的各项税费,"94,980.07","65,560.11","147,060.05","5,249,472.46","5,882,744.54","267,058.25","1,591,179.29","3,225,309.49","3,057,693.10","545,846.53","1,710,858.95","2,734,110.30","2,532,974.20","2,200,626.76","6,162,465.53","7,182,224.21","8,281,851.74","736,283.09","2,582,648.50","3,065,331.18","6,461,470.74","1,604,464.07","2,732,691.92","3,274,129.10","4,634,838.19","471,596.51","3,988,502.27","10,134,033.51","12,242,905.66","14,623,459.50","20,113,060.04","31,255,282.43","45,863,847.57","7,126,086.78","10,638,074.97","11,417,006.13","12,438,927.70","1,102,739.68"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"15,810,000.00",,,,,,,,,,,,,
支付其他与经营活动有关的现金,"27,728,649.23","30,494,854.77","28,351,022.44","41,211,252.91","36,971,390.75","10,201,827.32","34,054,661.74","37,307,713.97","48,899,651.18","9,396,290.53","32,543,856.51","38,694,607.40","80,527,259.87","19,141,607.75","38,304,785.47","55,126,979.74","93,338,832.07","24,250,783.69","55,178,751.03","84,867,892.02","102,841,799.05","23,510,884.47","39,967,582.58","70,473,440.78","92,771,633.68","31,275,966.56","39,008,995.24","113,718,634.07","95,427,409.68","13,397,576.15","59,163,594.65","67,903,473.31","72,324,226.69","20,249,004.89","66,284,557.58","112,197,710.09","112,491,590.19","14,264,803.34"
筹资活动现金流入小计,"7,840,000.00","155,300,000.00","52,719,600.00","520,400.00","40,520,400.00","883,800,000.00","883,800,000.00","884,100,000.00","884,100,000.00","10,000,000.00","10,000,000.00","10,000,000.00","17,330,000.00","50,000,000.00","60,000,000.00","60,000,000.00","63,450,000.00","52,430,000.00","55,880,000.00","55,880,000.00","58,330,000.00","20,980,000.00","38,980,000.00","48,880,000.00","792,690,000.00",,"178,811,875.00","398,811,875.00","498,811,875.00",,"151,795,400.00","166,795,400.00","192,795,400.00","2,300,000.00","3,100,000.00","3,100,000.00",,
经营活动现金流出小计,"126,207,512.49","173,456,147.25","291,968,934.62","302,437,657.37","391,718,611.36","133,289,347.73","243,304,307.59","308,054,442.61","417,474,230.90","134,018,655.36","236,658,341.28","292,913,042.73","511,789,487.20","176,584,190.89","260,411,208.75","370,922,985.14","512,983,634.68","147,040,580.18","249,956,725.89","327,128,163.48","405,275,949.06","102,999,642.58","142,429,579.02","227,563,679.80","310,050,112.68","149,726,774.55","477,762,843.02","982,682,847.92","1,337,519,474.04","1,411,334,572.75","520,422,705.09","841,798,434.33","442,380,282.82","99,264,176.37","168,247,329.27","224,023,252.72","271,787,661.90","60,147,620.99"
偿还债务支付的现金,"7,000,000.00","61,840,000.00",,,"40,000,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00",,,,"68,000,000.00","21,900,000.00","21,900,000.00","21,900,000.00","20,000,000.00","57,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","35,000,000.00","50,000,000.00","50,000,000.00","78,000,000.00",,"44,000,000.00","44,000,000.00","38,000,000.00",,"397,311,875.00","414,611,875.00","486,111,875.00","2,300,000.00","152,295,400.00","152,295,400.00","149,995,400.00",
经营活动产生的现金流量净额,"4,198,762.15","32,771,959.10","4,667,799.52","15,896,221.52","15,287,628.43","2,255,136.90","2,284,334.06","3,884,184.86","5,359,668.71","474,939.82","10,538,995.89","17,713,499.00","-32,861,015.01","-26,236,796.43","183,950.32","14,478,418.57","13,552,091.27","-36,235,123.30","-35,625,851.01","-6,201,506.89","45,239,963.77","-28,262,915.61","26,853,372.60","69,258,536.16","76,569,240.53","-50,246,502.52","-164,069,344.72","-417,286,048.42","-853,913,716.44","-259,989,061.19","18,704,941.46","261,398,312.33","390,736,460.29","246,503,203.53","474,272,242.84","456,009,670.63","487,639,456.36","-15,429,369.03"
分配股利、利润或偿还利息支付的现金,"4,030,056.73","2,979,592.43","26,292.04","1,606,275.00","2,140,730.55","535,811.11","612,256.18","612,256.18","613,509.62",,"156,711.11","16,283,304.60","17,373,993.25","714,098.61","1,554,098.61","15,473,446.60","17,175,829.11","1,045,638.52","1,870,971.85","15,483,300.51","15,932,636.38","900,590.00","1,326,785.44","1,960,890.32","3,865,011.72","777,610.24","2,843,071.26","6,830,540.55","28,895,739.63","5,443,618.72","11,008,507.98","24,681,345.57","26,897,283.19","2,466,837.23","4,503,916.08","4,503,916.08","4,441,647.85",
收回投资收到的现金,,,,"2,007,465.88","2,000,000.00",,,,,,,,"3,488,000.00",,,,,,,,,,,"5,000,000.00",,,"8,500,000.00","8,500,000.00","175,000,000.00","264,000,000.00","154,275,000.00","53,652,390.12",,,,,,
支付其他与筹资活动有关的现金,,"3,878,770.60","300,000.00","5,439,415.00","5,772,707.50","9,686,290.00","9,687,027.22","9,686,290.00","6,648,389.70",,,,,,"7,296.30",,,,,,,,,,"2,670,000.00",,"5,100,000.00","100,000.00",,,,,,,,,,
取得投资收益收到的现金,,,,,"7,465.88",,,,,,,,,,,,,,,,,,,"127,889.04",,,"11,230,586.94","14,015,186.15","15,171,813.31","1,101,890.40","1,718,083.51","2,122,030.07","4,823,602.20",,"1,492,070.70","1,495,889.88","1,908,373.66","18,600.00"
