科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流出小计,"11,030,056.73","68,698,363.03","326,292.04","7,045,690.00","47,913,438.05","10,222,101.11","50,299,283.40","50,298,546.18","47,261,899.32",,"156,711.11","16,283,304.60","85,373,993.25","22,614,098.61","23,461,394.91","37,373,446.60","37,175,829.11","58,045,638.52","61,870,971.85","75,483,300.51","75,932,636.38","35,900,590.00","51,326,785.44","51,960,890.32","84,535,011.72","777,610.24","51,943,071.26","50,930,540.55","66,895,739.63","5,443,618.72","408,320,382.98","439,293,220.57","513,009,158.19","4,766,837.23","156,799,316.08","156,799,316.08","154,437,047.85",
处置固定资产、无形资产和其他长期资产收回的现金净额,"19,428.00","60,000.00","20,000.00",,,,"2,000.00","2,000.00","2,000.00","9,000.00","29,000.00","46,200.00","55,580.00","4,000.00","15,000.00","31,998.00","35,490.48",,"3,344.00","348,344.00","348,344.00",,"345,000.00","345,600.00","18,705,600.00",,"974,760.80","6,710,130.80","7,085,130.80",,"1,234.32","201,234.32","35,000.00","116,880.00","493,053.84","493,053.84","80,424,803.07","400,000.00"
筹资活动产生的现金流量净额,"-3,190,056.73","86,601,636.97","52,393,307.96","-6,525,290.00","-7,393,038.05","873,577,898.89","833,500,716.60","833,801,453.82","836,838,100.68","10,000,000.00","9,843,288.89","-6,283,304.60","-68,043,993.25","27,385,901.39","36,538,605.09","22,626,553.40","26,274,170.89","-5,615,638.52","-5,990,971.85","-19,603,300.51","-17,602,636.38","-14,920,590.00","-12,346,785.44","-3,080,890.32","708,154,988.28","-777,610.24","126,868,803.74","347,881,334.45","431,916,135.37","-5,443,618.72","-256,524,982.98","-272,497,820.57","-320,213,758.19","-2,466,837.23","-153,699,316.08","-153,699,316.08","-154,437,047.85",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,"3,204,666.87","3,204,666.87","3,204,783.57",,,,,,,,"2,596,319.66",,,,"1,279,271.44",,"-36,763.45","-36,763.45","3,723,236.55",,,,,,"-1,498,606.37","45,830,405.19","-14,216,488.51",
四、汇率变动对现金的影响,,,,,,,,,,,,,"44,056.37",,"-10,703.22","-18,372.44","-31,132.67","15,650.47","15,650.38","-15,650.42","15,653.91",1.84,-24.20,-11.99,"2,870.21",-2.56,10.91,14.60,"-3,103.27",-2.99,-25.80,-37.71,"127,047.12",-19.53,5.79,5.79,,
收到其他与投资活动有关的现金,,,"1,892,951.72","4,950,000.00","4,950,000.00",,,,"3,903,168.85",,,,"33,769,881.01",,"130,524.75","130,524.75","130,524.75",,,,,,,,,"77,168,594.77","595,625,398.15","889,325,486.48","280,017,228.33",,,,"955,975,000.00",,,,"334,500,000.00","3,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"19,428.00","60,000.00","1,912,951.72","6,957,465.88","6,957,465.88",,"2,000.00","2,000.00","3,905,168.85","9,000.00","3,233,666.87","3,250,866.87","40,518,244.58","4,000.00","145,524.75","162,522.75","166,015.23",,"3,344.00","348,344.00","2,944,663.66",,"345,000.00","5,473,489.04","19,984,871.44","77,168,594.77","616,293,982.44","918,514,039.98","480,997,408.99","265,101,890.40","155,994,317.83","55,975,654.51","960,833,602.20","116,880.00","486,518.17","47,819,348.91","402,616,688.22","3,418,600.00"
五、现金及现金等价物净增加额,"-1,085,282.17","116,368,889.32","4,380,012.31","12,945,941.87","906,441.23","870,674,436.73","813,637,580.32","776,935,307.95","740,771,118.71","-66,386,378.70","-21,904,865.36","-146,165,098.53","-189,620,998.69","-105,223,229.06","-104,781,222.99","-243,119,097.32","-290,362,453.18","-67,562,555.03","-101,010,675.56","-109,688,337.36","-84,407,204.21","-67,535,777.86","-60,826,972.41","-54,312,570.95","-55,455,296.65","6,369,732.48","-92,059,398.99","9,391,744.29","-48,422,282.89","-108,712,775.69","-106,280,991.13","11,937,239.37","-104,483,236.61","-5,423,078.94","-311,774.37","25,687,125.84","87,391,019.92","-26,036,173.18"
购建固定资产、无形资产和其他长期资产支付的现金,"2,113,415.59","3,064,706.75","42,904,046.89","3,382,455.53","13,945,615.03","5,158,599.06","21,909,470.34","58,337,330.73","98,566,819.53","76,510,318.52","43,146,017.01","65,526,759.80","114,888,691.38","82,076,334.02","139,608,599.93","250,368,219.60","300,323,597.90","25,727,443.68","59,412,847.08","84,216,223.54","85,004,849.17","24,352,274.09","70,678,535.37","117,963,693.84","136,150,038.78","19,774,746.97","46,852,851.36","76,567,199.19","106,774,007.54","15,056,983.19","24,455,241.64","32,938,869.19","45,091,588.03","3,249,505.71","4,344,425.09","6,415,783.41","7,906,967.81","525,404.15"
期初现金及现金等价物余额,"8,443,573.21","7,358,291.04","123,727,180.36","128,107,192.67","128,107,192.67","129,013,633.90","129,013,633.90","129,013,633.90","129,013,633.90","869,784,752.61","869,784,752.61","869,784,752.61","869,784,752.61","680,163,753.92","682,443,753.92","682,443,753.92","680,163,753.92","400,941,300.74","389,801,300.74","400,941,300.74","389,801,300.74","322,574,096.53","305,394,096.53","322,574,096.53","305,394,096.53","249,938,799.88","249,938,799.88","249,938,799.88","249,938,799.88","201,516,516.99","201,516,516.99","201,516,516.99","201,516,516.99","97,033,280.38","97,033,280.38","97,033,280.38","97,033,280.38","184,424,300.30"
投资支付的现金,,,"11,690,000.00",,,,,"2,415,000.00","6,765,000.00","360,000.00","2,374,800.00","95,319,400.00","14,389,600.00","24,300,000.00",,"30,000,000.00","30,000,000.00",,,,"30,000,000.00",,"5,000,000.00","8,000,000.00",,,"6,300,000.00","6,945,000.00","645,000.00","72,325,000.00",,,"22,800,000.00","1,226,800.00","1,426,800.00","1,426,800.00","4,608,800.00","500,000.00"
期末现金及现金等价物余额,"7,358,291.04","123,727,180.36","128,107,192.67","141,053,134.54","129,013,633.90","999,688,070.63","942,651,214.22","905,948,941.85","869,784,752.61","803,398,373.91","847,879,887.25","723,619,654.08","680,163,753.92","574,940,524.86","577,662,530.93","439,324,656.60","389,801,300.74","333,378,745.71","288,790,625.18","291,252,963.38","305,394,096.53","255,038,318.67","244,567,124.12","268,261,525.58","249,938,799.88","256,308,532.36","157,879,400.89","259,330,544.17","201,516,516.99","92,803,741.30","95,235,525.86","213,453,756.36","97,033,280.38","91,610,201.44","96,721,506.01","122,720,406.22","184,424,300.30","158,388,127.12"
