科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"25,135,634.91","32,379,039.20","23,133,908.69","25,130,609.64","16,974,640.74","24,034,206.71","16,236,285.45","35,354,601.22","15,854,404.85","38,608,321.87","23,520,147.70","51,227,681.79","11,690,810.33","97,366,929.69","86,222,957.64","119,368,462.47","30,410,868.36","99,820,749.42","53,729,945.34","16,858,289.20","8,720,614.35","13,992,646.54","27,748,648.02","39,760,791.46","7,661,598.68","5,009,155.24","8,548,011.25","28,888,193.13","10,205,804.13","10,143,695.93","4,407,684.86","10,599,269.71","5,094,286.46","4,970,477.44","5,870,105.86","10,057,492.30","84,713.41","8,123,300.08","1,311,121,393.80","760,883,950.53","1,000,259,997.41","967,522,971.36","717,300,434.33","571,981,561.19","522,445,599.16","571,464,233.14"
短期借款,"38,000,000.00","44,000,000.00","39,000,000.00","39,000,000.00","38,000,000.00","43,000,000.00","43,000,000.00","43,000,000.00","30,000,000.00","40,500,000.00","14,500,000.00","21,204,695.40","19,555,697.40","21,365,565.76","19,500,000.00","20,000,000.00","24,500,000.00","27,340,041.00","25,650,261.75","27,693,006.28","24,500,000.00","20,000,000.00","20,000,000.00","27,304,468.20","27,718,310.17","29,180,890.25","35,271,604.97","35,642,289.84","37,623,263.78","43,335,152.91",,"8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","201,926,946.21","514,012,924.51","505,622,061.40","643,154,821.22","210,736,615.20","323,413,765.11","331,152,015.90"
交易性金融资产,,,,,,,,,,,,"2,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"559,353.00","576,818.00","218,100.00","717,424.50","200,000.00","376,703.42","200,000.00","296,720.00","550,856.54","838,719.00","718,719.00","170,000.00",,,,,,,"150,000.00","5,650,000.00",,,,,,,,"100,000.00","150,000.00",,,,,,,,,,,,,,,"200,000.00",,
应付票据,"4,000,000.00","5,100,000.00","1,100,000.00",,,,,,"2,000,000.00","3,550,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,618,297.17","86,243,403.03","85,320,396.99","48,488,189.89","99,524,381.68","78,588,801.73","123,848,529.89"
应收账款,"17,098,609.95","15,400,355.41","12,792,419.34","14,637,446.65","17,466,952.90","15,375,489.80","18,446,542.21","13,843,995.05","13,966,571.68","12,257,614.73","5,803,248.96","7,458,467.98","6,872,215.56","9,256,157.84","8,880,808.85","13,138,799.30","18,873,104.72","13,957,820.84","9,298,194.65","9,356,279.01","10,278,485.15","9,053,536.94","10,946,352.89","13,032,101.74","8,205,332.37","8,633,319.75","9,512,340.84","15,439,677.08","12,504,910.98","11,989,123.16",,"3,152,539.20","1,234,504.94","2,750,783.36","3,844,091.54","5,910,928.97","4,370,878.42","3,489,302.19","5,470,500.20","267,094,895.81","351,678,014.15","417,947,753.12","410,789,036.29","532,530,264.51","483,435,351.25","588,306,770.37"
应付账款,"10,539,819.34","9,802,144.50","5,516,265.24","7,933,903.52","8,788,621.94","7,302,339.84","9,765,619.16","6,787,862.46","7,230,555.57","9,492,057.47","7,903,180.54","9,234,976.66","8,828,322.77","13,480,272.25","10,413,020.39","9,132,676.02","20,829,147.77","7,571,613.39","7,319,114.39","7,998,866.85","7,368,481.37","7,252,038.56","6,839,003.35","8,508,072.56","14,947,521.60","12,444,263.86","13,999,318.86","29,934,381.56","29,297,456.25","29,199,357.83","23,831,215.77","27,846,034.48","25,829,491.36","26,441,020.92","26,834,297.62","4,093,119.53","2,609,738.95","5,039,253.05","5,145,318.02","126,880,526.13","122,086,607.28","218,701,751.17","199,664,820.29","317,771,476.57","265,207,673.41","268,760,255.69"
预付款项,"38,511,785.05","15,092,199.59","15,664,374.58","8,931,974.35","11,994,514.64","7,379,884.16","8,225,596.55","9,278,438.81","13,932,961.70","16,716,581.04","20,700,443.01","29,771,439.18","78,006,588.90","74,554,701.28","71,433,035.14","153,163,934.39","204,068,771.13","64,690,797.45","9,519,307.51","9,807,903.98","26,878,611.46","34,128,873.77","24,171,304.45","30,269,671.52","48,477,207.01","48,338,511.58","46,028,718.30","20,449,913.96","21,042,891.56","22,245,355.09","7,439,323.76","6,647,166.42","10,721,570.48","32,073,108.12","51,172,729.30","15,882,104.54","15,797,664.92","10,067,233.60","1,413,151,460.15","47,727,843.32","61,040,874.63","30,825,028.69","85,930,032.72","46,017,302.33","133,030,202.14","165,113,460.62"
预收款项,"789,386.84","1,317,597.76","4,581,182.19","4,297,104.66","4,922,593.95","2,575,678.43","4,734,063.39","1,598,941.91","1,807,903.15","3,197,906.21","2,113,632.61","20,290,765.55","8,175,722.52","1,524,024.14","1,965,251.49","1,457,079.27","27,350,561.85","28,009,423.93","1,580,303.06","1,275,370.12","2,278,416.90","2,497,420.49","2,232,596.30","759,549.22","1,031,110.51","3,374,893.18","3,322,669.40","750,159.70","770,003.74","2,104,125.86","236,776.00","284,849.52","585,295.99","233,967.32","239,985.28","254,407.90","254,500.67","257,049.27","279,177.25","279,622.39","274,429.29","769,866.54","15,292,492.27","15,026,951.82","15,002,319.97","19,445,822.74"
其他应收款,"5,505,252.32","6,037,294.95","9,734,304.68","5,418,338.31",,"6,073,106.71","7,443,369.22","7,041,600.73","6,703,082.66","119,634,207.05","116,030,770.99","102,838,530.86","101,641,217.68","9,937,464.19","8,775,468.86","3,517,375.49","9,723,503.48","14,693,523.52","25,176,074.85","1,631,442.55","4,224,883.80","4,430,052.31","8,709,153.26","27,728,003.39","26,488,023.57","31,550,487.37","31,655,506.43","9,610,535.00","9,920,534.48","9,861,854.41","30,295,528.01","39,688,351.69","37,847,798.98","21,754,654.23","20,674,406.70","57,192,159.25","61,595,295.56","45,598,952.34","47,673,396.22","66,050,607.06","85,533,011.40","271,694,010.08","277,178,606.40","233,234,807.75","237,867,076.38","260,095,483.18"
应付职工薪酬,"1,908,985.15","1,918,121.44","1,329,605.77","1,197,038.77","1,098,935.02","1,431,261.81","1,121,527.73","980,101.83","660,535.14","886,457.39","515,037.72","896,835.25","582,619.11","545,060.04","444,116.95","348,049.42","851,099.33","303,340.36","200,172.35","4,630,709.97","797,101.05","495,594.93","916,724.59","1,035,930.80","685,376.58","1,053,012.05","2,325,128.41","1,151,871.33","668,068.22","5,064,436.31","4,439,755.18","4,546,537.39","4,066,576.55","4,249,320.70","6,951,944.39","6,455,295.08","3,630,884.51","4,700,866.02","4,243,605.81","21,019,259.08","22,086,869.32","22,184,546.39","25,834,011.94","22,721,435.41","20,028,347.02","21,379,957.26"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
