科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"415,076,380.36","809,246,014.88","1,229,116,997.60","1,782,152,940.48","405,412,416.24","849,767,082.47","1,314,503,914.20","1,731,585,711.33","279,284,772.78","530,514,507.18","845,845,426.84","1,231,311,989.57","342,249,657.58","736,199,525.63","1,168,203,546.28","1,544,484,435.29","338,736,301.81","729,066,657.06","1,103,162,665.47","1,549,357,300.65","331,838,479.42","740,540,317.40","1,152,213,665.41","1,571,836,537.16","378,413,732.52","795,674,347.24","1,264,418,839.47","1,635,583,141.62","410,667,217.19","770,377,306.71","1,252,865,135.80","1,733,211,621.83","448,554,277.53","893,102,791.11","1,350,509,183.88","1,738,704,376.42","396,612,608.20","860,559,829.22","1,393,588,181.48","1,897,846,003.36","587,098,067.85","1,010,117,244.36","1,549,568,702.24","2,135,282,789.13","495,068,831.71","1,037,320,175.11","1,425,537,421.26","2,090,478,910.54","615,839,876.27"
取得子公司及其他营业单位支付的现金净额,,,,"816,000.00",,,,,,,,"2,815,894.11",,,,,,,,,,,,,,,,,,,,,,,,"1,059,631.69",,,,"55,950,843.39","15,126,040.00","15,126,040.00","15,126,040.00","15,126,040.00",,"-1,212,706.75","-1,212,706.75","58,945,774.95",
收到的税费返还,"24,007,214.18","52,397,873.05","67,520,241.55","83,402,392.17","9,314,264.94","22,931,275.01","26,938,349.49","38,475,841.48","4,005,390.31","16,582,435.24","38,196,729.21","49,994,899.03","55,417,750.15","90,616,640.66","135,713,661.99","171,913,625.49","20,181,884.61","54,209,610.99","92,371,707.43","116,588,225.18","35,737,966.51","74,411,793.80","106,512,369.67","139,159,868.71","37,653,823.74","58,185,247.43","98,899,550.61","124,566,837.30","27,582,258.48","50,832,436.35","83,050,163.77","112,783,358.44","29,625,088.99","77,192,408.86","111,002,574.35","140,561,331.03","21,048,898.14","44,092,963.37","75,097,386.45","116,710,456.24","32,567,334.27","66,892,295.56","103,471,930.30","135,054,764.25","29,453,378.30","61,054,276.85","90,448,751.21","118,666,259.82","27,729,602.08"
支付其他与投资活动有关的现金,,,,,,,,,,"1,414,386.45","1,424,386.45",,,,,,"230,485.91","1,525,417.27","3,100,442.24","7,375,557.84","265,338.79","475,610.95","1,412,033.39","330,871.60",,,,,,,,,"9,500,000.00","13,608,526.74",,"26,502,155.49","7,854,195.43","36,929,223.32","37,138,360.34","37,646,163.29",,,"122,560,000.00","257,560,000.00","203,000,000.00","401,605,906.18","725,005,844.95","910,156,484.20","396,498,882.57"
收到其他与经营活动有关的现金,"6,472,690.16","24,860,978.63","59,187,747.64","56,004,196.94","19,706,272.69","48,693,517.15","70,662,076.05","81,335,847.99","104,107.36","7,142,888.88","9,757,641.50","27,780,677.23","4,946,445.63","11,164,638.83","17,926,055.58","21,446,293.76","6,483,729.92","22,743,224.65","32,193,807.27","58,036,114.37","7,126,105.76","18,924,561.37","23,126,202.48","26,724,554.46","2,365,087.58","9,680,591.94","24,306,689.73","42,751,194.76","7,430,640.02","15,471,763.77","28,627,652.29","40,239,082.27","9,096,641.32","24,212,103.85","42,112,037.05","30,793,033.53","12,212,339.17","26,119,479.02","39,598,519.50","57,291,033.98","8,648,637.42","14,921,241.72","22,732,079.78","31,184,751.47","18,191,132.41","32,590,883.44","56,590,542.03","52,283,204.85","14,570,792.44"
投资活动现金流出小计,"39,618,392.39","115,863,793.35","185,530,650.82","278,699,261.80","85,304,916.53","126,710,182.56","169,186,081.63","193,100,767.18","19,872,346.33","44,461,049.56","68,094,526.78","108,003,687.48","21,341,272.55","40,638,640.40","67,917,066.64","107,156,495.64","48,882,943.14","84,837,973.42","103,571,964.46","120,147,847.79","6,322,291.13","23,206,733.40","54,594,970.31","65,988,895.82","8,129,019.69","14,578,237.13","33,571,691.81","51,892,685.30","9,074,142.24","21,721,553.86","40,409,465.70","61,555,717.44","21,608,643.67","42,790,055.27","43,869,735.79","178,089,494.71","70,828,703.47","111,232,162.74","188,735,739.03","213,701,727.92","47,546,705.43","68,668,897.36","221,358,094.84","383,268,063.25","291,237,974.31","567,720,116.01","987,735,209.53","1,197,471,363.87","425,873,595.76"
经营活动现金流入小计,"445,556,284.70","886,504,866.56","1,355,824,986.79","1,921,559,529.59","434,432,953.87","921,391,874.63","1,412,104,339.74","1,851,397,400.80","283,394,270.45","554,239,831.30","893,799,797.55","1,309,087,565.83","402,613,853.36","837,980,805.12","1,321,843,263.85","1,737,844,354.54","365,401,916.34","806,019,492.70","1,227,728,180.17","1,723,981,640.20","374,702,551.69","833,876,672.57","1,281,852,237.56","1,737,720,960.33","418,432,643.84","863,540,186.61","1,387,625,079.81","1,802,901,173.68","445,680,115.69","836,681,506.83","1,364,542,951.86","1,886,234,062.54","487,276,007.84","994,507,303.82","1,503,623,795.28","1,910,058,740.98","429,873,845.51","930,772,271.61","1,508,284,087.43","2,071,847,493.58","628,314,039.54","1,091,930,781.64","1,675,772,712.32","2,301,522,304.85","542,713,342.42","1,130,965,335.40","1,572,576,714.50","2,261,428,375.21","658,140,270.79"
投资活动产生的现金流量净额,"-39,618,392.39","-115,863,793.35","-185,530,650.82","-278,699,261.80","-85,304,916.53","-126,705,682.56","-169,151,581.63","-193,066,267.18","-19,872,026.33","-44,460,729.56","-67,492,106.78","-103,742,229.63","-18,082,800.39","-37,034,028.24","-64,310,407.43","-101,787,495.67","-46,635,043.14","-81,790,073.42","-100,524,064.46","-116,904,997.79","-6,189,957.53","-22,688,399.80","-54,076,636.71","-65,257,771.36","-8,122,719.69","-14,571,937.13","-33,507,885.81","-51,332,286.79","-9,074,142.24","-21,719,953.86","-40,407,865.70","-59,403,131.12","-21,596,561.53","-42,733,806.76","-43,788,786.07","-177,476,720.73","-67,307,012.77","-72,821,210.41","-135,190,197.31","-159,242,147.05","-47,018,802.06","-68,139,651.53","-218,292,130.87","-167,401,674.40","-243,241,505.17","-318,982,020.97","-392,189,824.85","-384,086,692.11","-234,127.45"
购买商品、接受劳务支付的现金,"339,554,205.57","692,760,201.01","1,062,812,976.59","1,517,277,210.81","385,551,154.69","727,906,120.60","1,074,871,291.69","1,418,581,838.14","203,106,216.75","351,399,091.11","592,580,336.80","867,475,035.26","305,705,314.38","600,231,480.69","980,479,438.80","1,219,598,458.61","268,025,542.27","555,460,715.68","896,177,495.60","1,214,237,984.98","261,208,144.22","565,246,732.67","952,801,207.86","1,238,871,771.19","271,615,059.18","605,986,875.26","937,343,289.87","1,246,677,126.34","271,643,028.32","559,694,337.64","893,277,371.69","1,227,224,794.71","298,251,246.86","579,280,818.63","883,808,604.69","1,236,037,029.56","276,028,665.63","537,660,941.84","878,258,134.44","1,333,328,774.87","310,636,742.39","661,428,778.21","1,021,179,428.96","1,425,435,767.77","348,297,663.39","683,885,049.31","1,085,435,869.06","1,476,468,363.94","408,117,037.89"
吸收投资收到的现金,,,,"7,541,050.00",,"28,950.00","2,627,562.06","1,847,562.06",,,,,,,,,,,,,,"1,027,870.00","1,027,870.00","1,027,870.00",,,,,,,,"4,500,000.00",,,,"282,962,500.00","7,872,000.00","7,872,000.00","7,872,000.00","7,872,000.00",,,,"398,779,160.62",,,"20,000,000.00","20,992,712.55","8,184,047.45"
