科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,318,649,810.30","1,325,646,235.44","1,237,957,319.24","331,809,000.00","583,029,291.36","828,036,722.79","1,090,147,846.47","323,104,701.67","582,416,588.78","833,461,353.70","1,105,401,742.80","312,078,230.36","568,022,651.29","822,992,969.22","1,117,169,818.92","317,133,278.54"
二、营业利润,"73,843,234.97","89,484,277.32","78,173,457.13","25,425,500.00","44,204,031.95","59,851,421.24","68,891,867.09","22,673,264.48","33,883,455.44","47,290,080.13","74,507,714.46","22,578,184.78","43,569,841.65","65,712,235.69","88,401,244.24","22,076,055.97"
减:营业成本,"1,001,616,863.35","1,042,978,175.56","954,202,622.66",,"451,416,878.72","648,278,333.62","849,495,803.71","255,915,610.74","463,246,814.55","659,456,707.82","855,994,828.57","242,906,529.15","442,019,821.16","639,552,272.75","851,653,326.26","243,457,977.37"
加:补贴收入,,,,,,,,,,,,,,,,
营业税金及附加,"30,548,993.80","7,100,415.13","7,135,056.49",,"3,069,389.93","4,256,356.90","9,316,740.64","3,197,714.44","6,351,679.48","9,273,306.90","12,747,865.74","3,338,596.82","6,041,652.43","9,499,053.50","13,569,365.47","4,357,392.26"
营业外收入,"21,263,240.06","18,143,914.74","22,696,575.60",,"8,854,525.14","11,826,412.00","22,450,318.67","1,718,132.09","11,705,999.90","15,966,376.25","5,829,163.92","549,467.17","1,682,908.25","2,348,605.81","3,674,745.95","469,151.67"
销售费用,"6,600,474.74","8,738,153.86","9,264,045.58",,"4,657,184.32","6,641,871.58","8,497,604.92","2,119,564.48","4,764,472.00","6,847,094.20","9,065,823.12","2,517,189.12","6,639,411.08","9,373,921.99","9,929,121.91","2,991,886.34"
减:营业外支出,"6,622,019.54","12,599,317.23","5,831,440.01",,"1,285,244.13","1,823,940.29","7,496,738.80","559,840.16","1,367,599.68","1,686,067.34","3,121,403.58","994,522.68","1,397,039.24","1,883,871.27","10,778,071.00","245,154.66"
管理费用,"181,472,565.12","182,673,853.03","188,496,264.15",,"79,949,415.07","117,745,959.13","167,407,749.34","42,473,769.91","81,577,491.71","122,412,869.79","167,578,812.25","44,179,673.49","88,230,106.56","133,630,035.86","199,436,853.09","49,227,970.00"
其中:非流动资产处置净损失,"3,569,947.12","9,163,156.26","2,338,978.42",,,,"5,912,478.76",,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,
财务费用,"20,431,444.70","811,688.27","-48,965.59",,"-1,623,890.76","-2,210,740.46","-2,348,417.81","-114,740.50","-663,386.29","-2,512,426.67","-1,147,602.15","-691,909.30","-1,469,559.69","-2,737,919.42","-3,300,007.88","-2,133,586.66"
三、利润总额,"88,484,455.49","95,028,874.83","95,038,592.72","32,169,800.00","51,773,312.96","69,853,892.95","83,845,446.96","23,831,556.41","44,221,855.66","61,570,389.04","77,215,474.80","22,133,129.27","43,855,710.66","66,176,970.23","81,297,919.19","22,300,052.98"
资产减值损失,"2,947,158.71","-3,715,649.15","2,058,739.89",,"2,898,015.94","191,956.99","-1,831,152.16","-330,490.20","-445,206.00","-446,460.93","18,706,067.32","399,619.69","717,812.93","449,210.94","1,536,843.46","478,800.32"
减:所得税,"30,029,534.52","28,718,681.06","25,464,767.30",,"12,082,581.55","16,266,555.64","20,316,840.58","7,337,603.48","9,072,734.50","13,330,506.03","24,940,316.73","6,411,837.00","8,843,807.26","14,817,822.18","20,944,223.88","7,056,579.46"
加:公允价值变动净收益,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,
投资收益,"-1,189,074.91","2,424,678.58","1,323,901.07",,"1,541,733.81","6,718,436.21","9,282,349.26","2,829,991.68","6,298,732.11","8,859,817.54","9,189,704.25","2,186,197.51","8,080,758.36","9,091,083.32","12,274,366.04","1,394,264.46"
四、净利润,"58,454,920.97","66,310,193.77","69,573,825.42","24,610,800.00","39,690,731.41","53,587,337.31","63,528,606.38","16,493,952.93","35,149,121.16","48,239,883.01","52,275,158.07","15,721,292.27","35,011,903.40","51,359,148.05","60,353,695.31","15,243,473.52"
其中:对联营企业和合营企业的投资权益,"-1,189,074.91","2,424,678.58","1,323,901.07",,,,,,"3,475,737.58","4,088,343.56","3,932,694.24","453,941.11","5,129,349.72","5,163,292.78","6,520,002.77","906,541.54"
归属于母公司所有者的净利润,"58,529,197.59","65,800,969.35","68,887,717.41","24,469,500.00","39,055,283.39","52,879,656.08","62,838,764.98","15,919,682.73","34,296,899.26","47,263,322.91","50,736,289.68","15,657,104.73","34,798,834.97","50,857,177.08","58,879,324.71","15,701,791.91"
影响营业利润的其他科目,,,,,,,,,,,,,,,,
少数股东损益,"-74,276.62","509,224.42","686,108.01",,"635,448.02","707,681.23","689,841.40","574,270.20","852,221.90","976,560.10","1,538,868.39","64,187.54","213,068.43","501,970.97","1,474,370.60","-458,318.39"
