科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"26,579,749.28","55,763,880.07","46,866,781.95","60,303,654.96","86,275,735.22","107,082,713.82","76,799,244.94","83,500,159.71","73,071,683.66","74,928,286.32","66,997,538.18","79,776,303.44","96,639,054.24","97,236,808.75","120,371,520.11","77,152,206.33","93,585,073.10","76,296,732.02","57,006,602.85","72,810,068.34","78,009,459.61","76,272,604.55","53,634,666.41","109,691,424.72","64,806,896.78","80,884,257.96","288,820,335.42","299,834,869.59","127,431,112.44","123,308,326.61","158,211,217.84","176,370,471.30","91,591,736.46","89,379,916.55","79,986,617.81","110,201,951.19","368,372,829.25","329,895,391.83","244,335,085.04","254,632,759.57"
应付职工薪酬,"858,105.71","113,060.05","277,963.34","337,637.31","588,080.75","686,163.08","451,515.87","754,976.17","951,009.26","546,737.96","949,659.87","959,712.96","724,040.11","519,964.38","821,189.72","2,120,995.95","5,448,702.36","4,504,542.54","4,905,372.61","4,935,225.02","4,911,894.24","4,490,600.82","4,686,880.57","5,472,054.67","5,476,341.69","4,889,811.86","7,227,946.40","6,144,576.70","6,425,310.09","4,829,440.46","29,967,799.26","10,393,130.88","9,703,477.95","7,385,530.69","36,059,109.32","8,021,357.22","8,232,386.73","7,901,333.89","33,959,351.79","24,790,664.99"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,353,768.07","7,333,530.17","25,130,940.19","-927,655.36","16,270,745.48","11,614,938.15","26,694,092.40","8,883,957.49","21,247,836.70","7,963,438.18","8,765,723.55","8,173,599.07","13,564,575.21","135,848.34","19,268,955.66","20,855,253.24","36,454,492.82","15,583,113.92","39,783,546.91","25,871,680.39","65,474,529.64","46,096,195.06","67,390,487.48","68,197,456.06","72,768,180.08","62,412,063.64","86,126,735.86","46,906,883.24","62,022,505.80","81,044,749.24","98,742,092.89","79,964,063.70","73,561,830.58","73,609,560.76","99,739,844.12","86,672,799.13","125,398,143.43","104,782,703.50","163,748,152.71","77,938,790.49"
应收利息,,,,,,,,,,,"20,250,000.00",,,,"4,024,404.71","2,682,913.11",,,"2,723,923.85","2,420,829.81",,,"471,828.56","216,816.66",,"15,774.00","205,402.28","541,510.67","1,774,957.43","2,941,594.94","3,691,645.64","5,129,914.59","6,789,057.68","2,082,501.31","3,776,705.51","4,082,414.43","6,281,888.11",,"10,770,258.42","8,529,935.99"
应付利息,,,,,,,,,,,,,,,,,,,,,"1,123,732.57","899,592.58","1,469,808.13","1,838,055.56","2,163,333.34","2,740,472.23","2,619,305.56","4,173,840.24","2,913,211.06","2,769,531.14","3,296,268.02","9,510,511.30","22,649,007.26","35,824,989.51","48,996,815.72","11,904,937.65","25,655,386.20",,"48,598,600.48","9,339,170.28"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"480,255.45",,,,,,,,,
应付股利,,,,,,,,"19,162,500.00",,,,,,,,,"8,072,074.47","5,072,074.47","3,778,425.90","1,088,800.01","28,000,000.00",,,"2,398,500.00","3,189,025.00","3,189,025.00","11,393,210.00","1,893,210.00","124,705,672.75","84,705,672.75","52,135,911.47","3,624,648.75","29,098,237.65","5,463,062.50","5,435,762.50","12,825.00","32,984,669.25",,"596,400.23","596,400.23"
存货,"14,779,691.81","19,936,854.42","23,568,149.89","40,566,491.30","30,419,403.18","41,334,425.18","53,264,926.23","57,473,036.66","66,293,837.31","74,877,983.82","72,473,723.73","73,111,234.69","66,081,678.92","84,003,164.75","67,537,549.17","99,506,198.80","125,838,600.80","134,037,877.10","120,580,087.67","179,184,105.95","189,649,109.62","181,819,627.63","163,445,036.83","243,704,834.44","227,074,277.54","258,463,970.87","277,420,920.64","310,211,927.07","337,502,856.06","308,848,995.61","271,256,152.62","284,670,767.33","313,573,835.20","347,025,968.09","469,313,142.43","490,747,532.91","479,920,755.37","462,261,564.69","446,333,425.82","471,065,997.03"
其他应付款,"27,831,827.05","14,221,180.51","23,492,399.23","41,379,691.42","50,913,871.24","40,113,928.03","30,085,237.39","26,011,176.02","21,858,367.99","26,179,226.09","31,757,376.62","52,684,786.05","73,189,147.38","180,503,482.58","119,472,476.45","169,072,762.16","295,484,112.14","362,129,719.41","323,483,187.34","737,608,566.79","454,980,856.51","408,739,892.36","269,363,799.10","277,281,597.05","345,045,408.94","266,167,588.35","246,513,163.58","216,863,624.55","223,179,625.79","223,554,711.49","277,394,772.91","318,961,170.62","392,154,886.85","473,164,990.50","645,502,112.19","805,684,066.78","916,730,225.09","1,109,874,054.38","1,234,304,433.49","1,269,436,191.84"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,"9,745,705.29","1,340,962.52","6,964,364.62","5,595,927.15","6,548,494.34","7,764,857.22","8,394,584.50","7,864,432.93","6,850,879.29","7,343,985.54","7,415,336.35","7,279,863.11","7,128,235.46",,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,"170,992,020.55","1,247,166,804.95","1,162,916,242.20","1,229,188,363.17","1,618,630,463.16","1,350,224,420.96","1,342,944,578.96","1,097,227,078.96","997,227,078.96","222,001,578.96","40,340,000.00","40,340,000.00","4,000,000.00",,,,"469,658,304.00","166,452,120.00"
其他流动资产,,,,,,,,,,"208,311.16",,,,,,,,,,,"193,539,184.73","231,745,635.96","9,276,704.89","9,356,525.54","49,783,347.80","33,735,605.25","42,945,176.73","36,488,475.94","56,262,559.68","65,176,945.59","46,643,797.62","33,780,393.85","86,640,656.15","48,898,802.44","36,007,484.38","22,173,911.75","28,103,750.16","37,397,724.48","25,628,781.29","19,933,409.85"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,"49,000,000.00",,,,,,,,,,,,,,
流动资产合计,"112,733,431.85","164,711,039.16","231,396,061.68","247,419,437.17","1,972,146,827.20","1,881,534,512.76","1,835,448,906.68","1,787,645,589.16","1,809,294,779.36","1,819,658,450.04","1,819,350,180.44","1,821,273,384.62","1,866,252,647.78","1,958,449,806.45","1,906,904,563.36","1,790,451,527.75","1,440,696,042.39","1,513,369,040.56","1,527,473,222.91","1,251,115,761.14","1,161,526,100.80","1,096,747,876.42","1,534,245,374.82","1,099,448,590.01","1,306,007,106.65","1,697,831,953.13","2,063,513,986.09","1,721,706,744.00","1,583,613,603.66","1,754,057,864.99","2,012,388,838.37","1,947,580,317.04","2,040,128,595.09","2,196,827,209.93","2,029,788,511.96","2,245,549,073.27","2,570,124,530.29","2,540,180,454.30","2,816,072,823.11","2,842,620,807.02"
流动负债合计,"75,785,130.98","84,885,382.04","154,947,455.05","154,662,450.02","175,868,946.93","110,031,760.45","73,727,590.32","80,104,235.54","57,921,524.33","55,416,174.90","81,273,835.13","110,540,642.35","127,429,854.06","226,651,207.83","186,789,231.34","258,097,156.88","421,456,021.26","440,983,703.19","446,245,182.13","1,062,844,454.32","1,284,041,957.08","1,040,594,775.14","1,439,260,210.03","3,245,762,908.93","3,459,000,150.31","3,785,827,686.26","4,002,338,006.94","3,301,875,614.98","3,515,910,847.44","3,454,502,917.95","3,520,158,335.81","2,731,131,522.89","2,638,061,016.41","2,840,813,712.88","3,273,296,749.73","3,465,237,209.45","3,427,924,120.90","3,288,232,755.18","4,017,634,432.94","3,826,158,468.36"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"11,300,796.80","11,300,796.80","11,300,796.80","11,300,796.80","50,832,196.80","25,273,136.80","138,391,436.80","300,013,606.80","315,013,606.80","243,931,346.80","261,742,756.80","245,037,798.99","240,882,251.96","240,392,116.11","248,628,862.48","291,768,160.19","298,301,740.84","285,376,999.90",
长期借款,"1,071,674.49",,,,,,,,,,"30,000,000.00","30,000,000.00","27,500,000.00","27,500,000.00","15,000,000.00","15,000,000.00","10,000,000.00",,,,,,,,,,"300,000,000.00","800,000,000.00","961,008,334.50","961,008,334.50","972,765,985.00","671,827,066.50","968,716,432.00","964,064,168.00","461,525,424.00","455,441,832.00","463,562,352.00","470,053,824.00",,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"991,933,846.66","992,605,111.66","993,276,376.66","993,947,641.66","994,656,070.30","995,364,498.94","996,072,927.58","996,762,580.46","997,478,734.08"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,"336,702,647.81","423,444,105.61","336,702,647.81","313,149,105.61","313,149,105.62","456,546,984.65","456,548,563.61","321,401,063.61","33,340,000.00","33,340,000.00","33,340,000.00","33,340,000.00",,,,,,"1,501,871.43","1,502,379.54","1,501,922.02"
长期股权投资,"1,081,465.70","1,081,465.70","70,663,698.30","70,358,115.75","70,003,058.40","69,590,915.59","69,232,696.56","68,760,370.30","68,303,019.91","1,081,465.70","1,081,465.70","1,081,465.70","1,081,465.70","1,081,465.70","5,081,465.70","5,081,465.70","5,081,465.70","5,081,465.70","5,081,465.70","5,081,465.70","11,300,796.80",,,,"3,000,000.00","3,000,000.00","129,405,380.72","129,405,380.72","130,667,209.45","130,667,209.45","236,436,717.30","274,136,717.30","271,962,841.20","271,962,841.20","277,434,957.18","277,434,957.18","291,387,937.14","290,630,257.52","481,166,655.55","481,166,645.04"
专项应付款,,,,,,,,,,"596,000.00",,,,,,,,,,,,,,"5,481,394.76","3,428,834.91","2,158,700.49","1,953,568.23","1,953,116.56","1,952,199.82","1,952,713.13","1,953,221.25",,"1,951,896.92","1,605,736.58","1,502,732.14","1,502,274.88","1,501,358.13",,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"82,029,864.32","87,663,408.61","113,698,010.10","112,734,945.83","118,409,600.26","121,174,557.79","223,213,994.30","221,844,906.05","223,281,541.07","228,856,300.25","231,112,401.69","227,607,526.84","226,258,215.35","225,089,462.02","434,260,800.23","464,563,267.16","471,741,805.62","468,004,204.64","474,652,818.55","720,257,366.85","712,737,061.65","811,310,182.36","811,046,254.34","1,524,683,940.48","1,506,522,686.12","1,491,451,035.04","1,540,501,564.12","1,579,477,595.37","1,679,406,578.42","1,677,918,811.98","1,747,931,810.43","1,743,887,583.34","1,736,300,934.71","1,763,901,431.84","1,773,991,705.55","1,743,192,274.03","1,718,276,407.98","1,712,229,855.56","1,693,982,021.38","1,667,584,349.48"
递延所得税负债,"10,155.05",,,,,,,,,,"3,037,500.00",,,,"603,660.71","402,436.97",,,"2,989,873.63","11,700,866.03","11,522,285.08","11,073,766.95","10,764,610.53","52,334,778.67","34,846,120.58","34,029,031.35","33,277,485.92","32,582,781.69","33,322,428.19","32,562,674.85","31,127,237.98","30,255,953.42","29,604,141.13","28,967,657.32","28,251,534.96","27,315,462.39","26,480,131.44","25,882,849.66","26,127,232.25","25,548,964.94"
在建工程,,"3,647,268.95","1,815,022.14","2,759,269.10","10,521,208.98","56,498,791.25","30,810,684.94","32,471,191.39","33,608,514.18","60,161,020.19","142,033,720.63","179,417,386.11","207,446,970.02","221,800,594.20","72,595,022.67","80,438,991.34","119,105,690.72","119,969,944.38","127,241,068.50","74,964,272.50","86,147,910.35","23,266,522.06","20,354,834.70","145,050,577.04","190,726,961.97","205,756,352.31","104,447,512.91","112,803,557.92","111,090,293.35","120,515,567.38","67,010,766.05","51,343,405.76","53,605,444.88","8,061,359.15","4,425,314.19","6,550,866.16","8,994,641.98","18,403,078.32","26,459,375.45","26,804,994.72"
其他非流动负债,"280,000.00","280,000.00",,,,,,,,"412,500.00","596,000.00","596,000.00","596,000.00","1,396,000.00","1,396,000.00","1,946,000.00","2,138,000.00","16,616,800.00","15,367,833.33","24,218,756.28","36,596,333.13","35,219,595.12","17,656,000.00","15,915,000.00","14,854,000.11","13,448,500.20","12,414,000.30","14,733,000.40","12,980,645.66","11,796,867.08","10,626,916.82","9,450,052.40","8,025,687.98","6,890,073.56","5,594,459.03","4,348,844.72","3,303,230.30","2,257,615.88","1,212,000.00","1,060,500.00"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,361,829.54","280,000.00",,,,,,,,"1,008,500.00","33,633,500.00","30,596,000.00","28,096,000.00","28,896,000.00","16,999,660.71","17,348,436.97","12,138,000.00","16,616,800.00","18,357,706.96","35,919,622.31","384,821,266.02","469,737,467.68","380,899,116.72","429,653,000.11","407,806,435.48","552,470,278.76","843,236,317.56","1,208,562,654.57","1,080,046,293.29","1,090,640,777.49","1,099,750,698.44","1,787,529,512.93","2,048,435,592.72","2,041,168,827.97","1,538,313,533.28","1,529,458,346.19","1,535,107,553.12","1,539,396,148.22","1,065,728,802.08","1,064,469,057.16"
固定资产清理,,,,,,,,,"3,935.83","3,935.83","3,935.83",,,"163,314.32",,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"77,146,960.52","85,165,382.04","154,947,455.05","154,662,450.02","175,868,946.93","110,031,760.45","73,727,590.32","80,104,235.54","57,921,524.33","56,424,674.90","114,907,335.13","141,136,642.35","155,525,854.06","255,547,207.83","203,788,892.05","275,445,593.85","433,594,021.26","457,600,503.19","464,602,889.09","1,098,764,076.63","1,668,863,223.10","1,510,332,242.82","1,820,159,326.75","3,675,415,909.04","3,866,806,585.79","4,338,297,965.02","4,845,574,324.50","4,510,438,269.55","4,595,957,140.73","4,545,143,695.44","4,619,909,034.25","4,518,661,035.82","4,686,496,609.13","4,881,982,540.85","4,811,610,283.01","4,994,695,555.64","4,963,031,674.02","4,827,628,903.40","5,083,363,235.02","4,890,627,525.52"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,"82,450.00","82,450.00",,,,,,,,,,,,,,
实收资本(或股本),"38,000,000.00","105,000,000.00","105,000,000.00","105,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","700,000,000.00","731,890,250.00","731,890,250.00","731,890,250.00","731,890,250.00","733,009,500.00","732,807,450.00","2,198,290,350.00","2,198,290,350.00","2,198,290,350.00","2,198,290,350.00","2,198,290,350.00","2,198,122,950.00","2,198,122,950.00","2,198,122,950.00","2,198,122,950.00","2,198,122,950.00","2,198,122,950.00","2,198,122,950.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"455,753.82","4,368,180.53","4,368,180.53","4,368,180.53","1,637,899,752.53","1,637,899,752.53","1,647,868,180.53","1,507,868,180.53","1,507,868,180.53","1,507,868,180.53","1,508,368,180.53","1,508,368,180.53","1,508,368,180.53","1,508,368,180.53","1,508,368,180.53","1,507,890,020.57","1,507,890,020.57","1,507,890,020.57","1,507,890,020.57","1,507,890,020.57","1,507,890,020.57","1,087,890,020.57","1,270,330,992.22","1,270,330,992.22","1,270,330,992.22","1,270,330,992.22","1,063,791,333.73","1,061,866,201.33","339,638,971.85","339,638,971.85","350,560,745.38","350,560,745.38","350,560,745.38","350,130,074.98","371,943,888.50","371,943,888.50","371,943,888.50","372,257,480.03","419,625,671.99","419,625,671.99"
无形资产,"18,648,923.66","15,945,077.28","16,825,710.94","16,084,977.91","15,458,244.88","25,858,270.02","25,051,648.89","24,247,894.77","23,458,117.92","55,311,599.19","53,397,731.35","61,255,921.85","66,038,715.38","64,168,479.01","62,015,320.65","245,028,021.85","247,000,540.93","243,669,510.12","340,670,009.32","395,632,319.12","387,933,339.12","380,506,858.01","370,048,196.70","455,077,718.90","444,489,961.00","434,184,622.47","431,244,226.33","448,986,996.48","443,152,580.01","433,130,468.02","422,975,153.55","450,424,385.26","441,191,181.51","660,530,665.11","612,980,423.56","596,631,067.36","580,020,242.62","563,208,484.26","544,513,375.15","528,628,683.83"
盈余公积,"8,812,509.07","10,978,593.51","23,314,725.83","23,314,725.83","23,314,725.83","23,314,725.83","35,721,747.62","35,721,747.62","35,721,747.62","35,721,747.62","52,355,305.31","52,355,305.31","52,355,305.31","52,355,305.31","67,279,169.14","67,279,169.14","67,279,169.14","67,279,169.14","82,711,647.55","82,711,647.55","82,711,647.55","82,711,647.55","100,403,545.72","100,403,545.72","100,403,545.72","100,403,545.72","147,520,681.77","147,520,681.77","147,520,681.77","147,520,681.77","225,179,052.79","225,179,052.79","225,179,052.79","225,179,052.79","274,670,111.42","274,670,111.42","274,670,111.42","274,670,111.42","341,822,395.66","341,822,395.66"
开发支出,,"3,638,151.84","4,789,244.67","5,202,675.72","5,966,384.09","6,295,613.01","7,231,149.90","8,257,078.09","8,831,046.15","9,941,170.68","25,024,418.04","26,249,574.26","24,950,698.09","41,860,917.12","35,310,184.23","36,411,016.79","52,121,352.94","53,164,991.34","47,063,411.54","47,589,259.11","48,359,866.64","46,122,540.81","33,504,799.88","34,912,561.65","36,037,773.96","47,330,014.00","51,037,801.12","51,642,525.64","59,857,819.84","65,291,970.77","39,316,963.56","42,102,353.62","63,162,614.11","75,894,536.22","93,360,188.31","103,629,913.90","101,323,688.19","129,659,220.24","73,665,280.13","77,608,130.70"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,328,082.48","2,200,900.08","1,659,876.08","1,659,876.08","1,395,480.99","1,395,480.99","1,395,480.99","797,410.59",,,,,,
商誉,,,,,,,,,"2,394,312.14","34,024,831.37","34,169,999.58","34,169,999.58","34,169,999.58","34,169,999.58","34,169,999.58","77,264,989.26","428,858,439.88","426,464,127.73","407,774,061.36","1,141,467,881.19","1,848,291,450.02","1,848,291,450.02","1,848,291,450.02","3,444,694,460.33","3,429,116,092.29","3,638,786,092.29","3,623,156,883.80","3,638,771,979.19","3,692,578,831.93","3,692,048,683.27","3,683,213,212.81","3,683,213,212.81","3,685,033,137.73","3,685,033,137.73","3,641,239,509.30","3,633,602,548.52","3,633,602,548.52","3,626,353,224.89","3,360,233,644.10","3,360,233,644.10"
未分配利润,"91,031,812.41","73,697,530.94","154,846,511.82","170,388,386.42","217,870,305.87","252,454,888.26","297,152,529.76","242,947,150.13","291,036,489.52","302,657,558.80","327,367,231.63","344,594,281.70","405,220,589.38","426,613,588.62","477,213,332.46","497,163,250.84","402,029,782.12","444,332,579.59","520,518,352.04","587,921,433.97","695,183,730.56","790,984,625.13","918,596,455.08","1,043,859,669.54","1,169,102,100.90","1,344,484,237.63","1,463,119,111.18","1,628,034,537.91","901,109,815.79","1,117,151,780.98","1,186,099,742.04","1,307,194,080.89","1,295,348,842.66","1,363,275,676.44","1,336,408,202.93","1,434,566,648.14","1,529,372,370.36","1,617,510,596.17","1,362,177,708.74","1,447,666,562.04"
长期待摊费用,,"1,296,255.13","1,756,769.25","1,641,965.17","1,487,834.13","1,320,409.91","2,067,378.99","1,798,408.86","1,548,871.77","1,378,585.11","1,197,706.55","932,127.73","738,650.36","577,850.30","8,288,560.62","5,553,818.49","2,682,277.20","5,519,546.90","2,344,977.47","4,744,469.90","8,855,124.04","5,951,870.03","6,687,955.39","7,497,994.99","6,301,281.06","8,269,816.52","19,723,057.78","23,136,663.29","21,199,200.68","20,769,607.75","21,654,906.79","21,310,729.31","19,579,924.18","18,107,601.75","31,594,036.73","25,076,975.99","22,555,841.77","21,286,890.65","47,184,713.50","43,570,997.97"
少数股东权益,"63,356.42",,,,,,,,,"29,598,315.87","29,255,558.66","28,865,488.59","28,691,604.68","28,299,363.35","27,956,542.72","84,969,343.74","85,714,294.82","86,535,866.50","87,258,002.73","95,603,873.56","99,570,764.64","103,676,812.03","80,969,088.79","214,380,146.58","229,695,821.54","237,968,818.67","69,673,461.17","70,535,826.20","74,198,572.53","91,170,291.48","83,544,100.92","77,334,089.49","77,002,607.98","81,641,343.38","78,616,772.95","72,573,232.02","71,442,459.34","67,315,919.23","69,798,802.32","69,616,333.63"
递延所得税资产,"1,016,706.71","1,227,020.35","1,532,356.15","1,532,356.15","960,573.22","1,428,056.74","1,413,587.97","1,615,875.20","1,823,803.67","1,853,119.36","4,882,051.45","3,332,511.79","3,224,171.70","3,821,756.94","5,980,199.86","7,954,279.80","9,219,672.53","8,395,307.62","10,679,876.63","12,038,256.77","10,724,626.94","9,718,512.93","12,071,398.83","23,327,106.88","21,712,746.72","17,129,837.06","24,386,760.13","25,571,439.93","31,216,322.83","27,084,225.37","36,276,785.11","42,424,742.46","56,065,869.88","62,909,981.40","75,348,740.79","83,906,931.13","84,022,069.72","80,609,055.46","125,572,525.71","134,991,690.78"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,"58,343,110.06","42,378,738.66","274,798,597.08","290,286,766.02","412,931,439.60","428,721,439.64","305,670,020.07","279,107,747.34","202,259,609.62","200,757,879.66","155,407,965.46","161,431,438.36","219,526,649.61","111,522,243.39","283,588,960.51","367,607,935.07","105,370,271.15","80,603,055.32","22,945,848.99","23,995,335.78"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
