科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"42,875,449.90","88,391,596.98","174,834,627.98","32,811,689.29","61,434,262.09","87,155,048.87","190,455,645.39","39,025,140.77","70,554,335.76","104,460,042.20","142,544,574.30","37,659,519.01","69,477,805.71","107,405,537.90","162,695,831.06","66,277,115.95","129,033,815.06","177,538,468.18","224,441,770.35","70,910,698.71","106,472,711.94","186,032,806.65","223,154,320.47","120,242,703.44","242,497,923.66","359,685,261.58","356,226,796.95","187,640,801.57","216,816,281.29","366,968,524.26","478,646,871.84","194,615,686.79","250,471,664.12","392,883,669.27","553,020,021.01","217,434,890.49","260,043,094.74","405,291,902.25","584,191,057.51","180,228,731.82","262,976,355.47","410,100,450.02"
取得借款收到的现金,"180,000,000.00","246,713,826.84","458,713,826.84","45,000,000.00","45,000,000.00","45,000,000.00","145,000,000.00","70,000,000.00","150,387,775.89","155,387,775.89","155,387,775.89","45,000,000.00","65,794,136.71","65,794,136.71","65,794,136.71","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,"70,000,000.00","120,000,000.00","120,000,000.00",,,,,"122,390,000.00","122,390,000.00","172,390,000.00","272,390,000.00","19,900,000.00","84,900,000.00","84,900,000.00","84,900,000.00",,"70,000,000.00","70,000,000.00"
支付的各项税费,"20,842,783.84","61,370,706.31","111,532,786.16","37,911,297.94","81,190,143.05","109,818,874.76","147,099,080.36","43,587,151.22","85,370,103.36","121,815,484.82","161,004,971.51","43,128,047.55","84,736,790.46","121,322,745.96","161,988,744.73","62,628,418.59","131,007,097.07","182,611,306.70","238,343,553.18","83,775,871.09","149,089,893.90","207,406,089.90","280,755,050.00","89,663,251.84","179,852,247.81","232,178,029.21","311,976,768.43","110,743,752.47","205,416,935.00","275,613,095.18","350,166,128.82","115,903,701.29","235,949,702.22","266,045,758.19","341,372,954.44","113,034,118.38","246,644,770.38","309,968,467.50","327,278,385.35","155,372,035.91","282,974,618.72","354,497,522.83"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,"10,800,000.00",,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"80,038,041.36","74,108,444.30","304,378,311.71","54,640,105.94","86,893,232.77","179,690,031.86","246,193,467.57","56,531,659.78","81,149,306.39","146,639,994.11","271,765,680.28","75,810,396.95","101,968,863.67","166,932,230.83","317,115,177.45","101,684,187.40","175,703,671.12","259,946,556.09","377,042,600.78","102,220,317.06","173,943,714.14","268,073,064.85","404,224,936.74","121,359,962.60","272,391,358.00","464,726,329.84","764,074,853.46","204,159,695.96","365,195,198.26","509,029,940.61","736,475,798.40","214,836,928.57","376,529,786.80","566,136,048.67","811,657,362.05","232,564,361.27","398,432,731.77","637,243,805.20","964,158,088.00","262,760,666.39","536,890,229.53","767,140,925.95"
筹资活动现金流入小计,"180,000,000.00","254,837,261.84","463,137,365.84","538,070,400.00","538,070,400.00","538,070,400.00","633,641,900.00","70,000,000.00","150,387,775.89","155,387,775.89","155,387,775.89","45,000,000.00","65,794,136.71","65,794,136.71","65,794,136.71","20,000,000.00","20,000,000.00","504,930,596.50","515,730,596.50","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,"70,000,000.00","120,000,000.00","120,000,000.00",,,,,"122,390,000.00","122,390,000.00","172,390,000.00","352,390,000.00","19,900,000.00","84,900,000.00","84,900,000.00","130,524,784.00",,"70,000,000.00","72,331,890.00"
经营活动现金流出小计,"344,864,769.45","642,010,900.58","1,255,797,144.52","401,965,638.97","784,522,704.88","1,061,744,513.72","1,642,496,294.53","463,280,731.64","745,459,719.43","1,039,771,762.79","1,359,662,018.53","553,893,133.13","1,019,334,758.38","1,385,288,342.50","1,965,438,370.69","815,504,469.41","1,359,893,963.27","1,948,207,318.29","2,807,013,321.50","897,237,389.97","1,384,122,451.28","1,877,266,141.64","2,637,893,918.53","1,010,736,423.07","1,755,990,903.11","2,503,689,633.72","3,687,081,303.78","1,394,354,924.96","2,296,812,387.67","3,074,277,956.78","4,219,424,891.30","1,362,500,370.80","2,451,834,113.76","3,357,202,169.68","4,437,365,819.52","1,556,263,314.69","2,709,019,459.65","3,756,086,739.20","5,289,402,386.01","1,630,776,876.11","2,795,578,063.11","3,995,566,793.03"
偿还债务支付的现金,"69,000,000.00","148,713,826.84","337,713,826.84","52,000,000.00","130,019,410.00","255,000,000.00","340,000,000.00","30,000,000.00","80,000,000.00","85,000,000.00","220,000,000.00",,"70,505,411.74","70,505,411.74","80,499,518.47","10,000,000.00","20,676,500.86","21,032,637.96","40,676,500.86",,,,,,,,"30,000,000.00",,,"50,000,000.00","50,000,000.00",,,"50,000,000.00","70,000,000.00","198,760,000.00","222,390,000.00","287,390,000.00","344,872,000.00","19,900,000.00","19,900,000.00","19,900,000.00"
经营活动产生的现金流量净额,"32,889,515.56","55,787,875.81","75,052,237.83","37,833,847.88","50,757,043.37","105,182,084.52","150,235,732.62","-19,326,337.86","75,527,305.04","120,213,279.99","287,655,772.43","25,848,448.43","67,232,348.58","176,695,471.44","208,810,736.35","-75,500,647.26","71,019,334.82","113,828,980.04","101,444,405.77","-111,990,049.66","3,049,560.92","224,336,450.58","302,554,323.22","-60,259,513.62","36,548,691.94","179,652,465.49","161,092,541.90","-188,632,833.94","-62,549,083.26","54,525,842.86","142,968,002.08","-180,131,530.28","-252,988,539.51","-113,491,435.46","52,061,258.39","-47,755,772.80","17,725,817.47","222,757,575.08","336,595,749.50","-16,837,913.90","85,357,803.55","156,772,440.20"
分配股利、利润或偿还利息支付的现金,"5,271,365.57","8,337,268.90","17,512,055.51","5,457,640.78","9,583,944.94","11,755,466.60","13,792,283.08","814,650.00","19,761,272.64","20,847,811.44","22,500,048.56","371,036.25","36,454,492.09","39,076,204.54","39,454,379.40","287,867.63","38,608,754.81","38,884,754.81","38,847,863.21","364,087.50","15,523,388.30","20,442,742.26","21,869,213.27","448,875.00","39,548,582.97","43,368,603.27","45,555,138.91","1,772,447.98","23,678,361.47","24,865,197.20","25,796,760.93","1,022,447.99","10,744,202.36","15,197,447.87","16,743,877.83","2,915,931.58","14,248,275.97","15,780,734.11","16,423,481.65","155,338.61","6,295,153.95","10,122,409.76"
收回投资收到的现金,"1,310,155.16","1,310,155.16","1,310,155.16",,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00",,,,"100,000,000.00","39,821,535.71","189,821,535.71","210,977,400.00","340,977,400.00",,"50,000,000.00","50,000,000.00","100,000,000.00","100,000,000.00","150,000,000.00","250,000,000.00"
支付其他与筹资活动有关的现金,"32,531.49","1,481,843.75","6,177,290.36","1,632,759.12","2,182,759.12","2,182,759.12","428,895.33",,,,"6,502,912.23",,,,"5,921,804.84",,,"1,950,000.00","2,542,617.16",,,,"637,635.50",,,,"720,542.04",,,,"1,033,754.45","1,745,624.24","1,829,219.84","43,157,010.78","2,298,492.51","914,190.74","1,147,225.28","1,403,431.22","1,833,242.16","2,093,680.80","2,309,143.19","2,500,131.37"
取得投资收益收到的现金,,700.00,700.00,,"1,000.00","1,000.00","1,000.00",,,,,,,,,,,,,,,,,,,"4,034,548.61","4,034,548.61",,"757,181.94","757,181.94","3,007,181.94",,"3,525,000.00","36,923,814.44","40,993,814.44",,"850,000.00","850,000.00","1,600,000.00","375,000.00","856,666.67","2,871,187.22"
筹资活动现金流出小计,"74,303,897.06","158,532,939.49","361,403,172.71","59,090,399.90","141,786,114.06","268,938,225.72","354,221,178.41","30,814,650.00","99,761,272.64","105,847,811.44","249,002,960.79","371,036.25","106,959,903.83","109,581,616.28","125,875,702.71","10,287,867.63","59,285,255.67","61,867,392.77","82,066,981.23","364,087.50","15,523,388.30","20,442,742.26","22,506,848.77","448,875.00","39,548,582.97","43,368,603.27","76,275,680.95","1,772,447.98","23,678,361.47","74,865,197.20","76,830,515.38","2,768,072.23","12,573,422.20","108,354,458.65","89,042,370.34","202,590,122.32","237,785,501.25","304,574,165.33","363,128,723.81","22,149,019.41","28,504,297.14","32,522,541.13"
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,000.00","110,370.00","5,229,530.93","59,308.00","623,211.79","998,264.15","2,921,059.16","67,900.00","83,475.73","213,660.40","715,046.74","143,938.00","314,939.20","417,837.52","15,038,211.19","99,729.30","209,482.80","316,310.70","1,433,121.06","485,439.00","718,686.30","797,154.44","2,433,629.40","16,866.00","96,895.00","143,917.00","1,747,346.83","138,727.00","151,204.20","927,217.95","696,079.09","147,190.10","154,799.10","201,042.62","408,360.20","34,443.02","99,648.04","612,833.01","1,684,108.27","839,856.96","426,338.46","610,935.46"
筹资活动产生的现金流量净额,"105,696,102.94","96,304,322.35","101,734,193.13","478,980,000.10","396,284,285.94","269,132,174.28","279,420,721.59","39,185,350.00","50,626,503.25","49,539,964.45","-93,615,184.90","44,628,963.75","-41,165,767.12","-43,787,479.57","-60,081,566.00","9,712,132.37","-39,285,255.67","443,063,203.73","433,663,615.27","29,635,912.50","14,476,611.70","9,557,257.74","7,493,151.23","-448,875.00","30,451,417.03","76,631,396.73","43,724,319.05","-1,772,447.98","-23,678,361.47","-74,865,197.20","-76,830,515.38","119,621,927.77","109,816,577.80","64,035,541.35","263,347,629.66","-182,690,122.32","-152,885,501.25","-219,674,165.33","-232,603,939.81","-22,149,019.41","41,495,702.86","39,809,348.87"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-180,541.72","-317,467.41",,"-552,260.50","-552,260.50","-120,892.63",,-16.93,-57.58,"12,166.54",,,,"123,499.14",,-42.13,-42.13,"-77,800.75",,"-80,317.32","-80,317.32","-90,434.91",,"-21,263.07","-21,263.07","-48,888.48",,"10,983.97","11,872.57","70,738.51","1,528,815.56","1,529,305.38","1,558,240.93","1,652,306.89","-6,364,305.74","-6,351,622.12","-6,352,361.85","1,122,271.11",-786.21,"-72,861.91","-126,961.99"
收到其他与投资活动有关的现金,,"550,112.99","2,416,515.39",,"3,385,776.26",,"6,681,963.98",,"2,635,185.60","4,146,990.37","5,839,108.06",,"2,874,174.52","4,291,117.59","6,173,375.21",,"3,274,618.57","5,280,118.90","28,361,824.22",,"4,695,249.04","23,644,653.45","42,812,914.94",,"5,389,284.54","7,108,462.97","28,882,938.95","1,000,000.00","5,304,145.38","6,587,562.45","9,770,786.76","750,859.88","5,554,146.22","6,866,403.96","7,486,034.85","12,983,780.90","14,867,053.23","15,373,663.44","20,157,604.90","4,446,097.24","5,694,296.57","7,167,813.03"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,330,155.16","1,971,338.15","8,956,901.48","59,308.00","4,009,988.05","999,264.15","9,604,023.14","67,900.00","2,718,661.33","4,360,650.77","6,554,154.80","143,938.00","3,189,113.72","4,708,955.11","21,211,586.40","99,729.30","3,484,101.37","5,596,429.60","29,794,945.28","485,439.00","5,413,935.34","24,441,807.89","45,246,544.34","16,866.00","5,486,179.54","61,286,928.58","84,664,834.39","1,138,727.00","6,212,531.52","8,271,962.34","113,474,047.79","40,719,585.69","199,055,481.03","254,968,661.02","389,865,609.49","13,018,223.92","65,816,701.27","66,836,496.45","123,441,713.17","105,660,954.20","156,977,301.70","260,649,935.71"
五、现金及现金等价物净增加额,"109,700,744.31","83,128,323.50","61,012,953.95","494,930,039.27","400,086,298.06","302,135,977.98","324,844,166.87","-759,834.70","86,036,098.11","109,886,137.42","99,569,515.15","32,786,214.57","-23,679,949.39","54,541,351.08","43,891,359.74","-172,992,376.36","-144,966,318.98","276,232,936.17","181,930,577.26","-171,633,763.91","-136,781,857.84","84,287,756.26","12,186,287.71","-138,917,140.85","-265,467,028.28","-49,586,807.49","-118,360,612.99","-247,461,550.94","-292,097,971.85","-301,042,630.21","-302,017,931.71","-179,449,358.31","-260,982,774.08","-190,582,208.33","219,942,757.64","-286,432,200.37","-208,326,889.51","-96,601,320.12","-8,999,016.54","-190,142,915.61","-91,710,024.47","21,207,085.45"
购建固定资产、无形资产和其他长期资产支付的现金,"30,215,029.35","70,529,671.09","124,187,911.08","21,943,116.71","50,412,758.80","68,692,838.47","110,362,972.85","20,686,746.84","42,836,354.58","64,227,700.21","101,037,393.72","37,835,135.61","52,935,644.57","83,075,595.90","126,172,896.15","107,303,590.77","180,184,457.37","286,255,635.07","382,146,912.89","89,765,065.75","159,641,648.48","173,967,442.63","245,039,896.17","65,225,618.23","165,438,438.72","233,079,327.52","273,698,729.52","58,194,996.02","111,747,732.83","188,640,801.00","251,700,204.71","111,188,157.05","166,895,598.78","245,853,216.17","286,984,046.79","62,640,223.43","82,632,284.88","109,943,864.47","137,329,810.51","56,816,150.29","55,467,970.67","115,897,677.34"
期初现金及现金等价物余额,"65,963,298.86","65,963,298.86","65,963,298.86","126,976,252.81","126,976,252.81","126,976,252.81","126,976,252.81","451,820,419.68","451,820,419.68","451,820,419.68","451,820,419.68","551,389,934.83","551,389,934.83","551,389,934.83","551,389,934.83","595,281,294.57","595,281,294.57","595,281,294.57","595,281,294.57","777,211,871.83","777,211,871.83","777,211,871.83","777,211,871.83","789,398,159.54","789,398,159.54","789,398,159.54","789,398,159.54","671,037,546.55","671,037,546.55","671,037,546.55","671,037,546.55","369,019,614.84","369,019,614.84","369,019,614.84","369,019,614.84","588,962,372.48","588,962,372.48","588,962,372.48","588,962,372.48","579,963,355.94","579,963,355.94","579,963,355.94"
投资支付的现金,,"225,000.00","225,000.00",,,"3,932,446.00","3,932,445.00",,,,,,,,,,,,"747,675.42",,,,"97,977,400.00","13,000,000.00","172,493,615.00","134,057,007.70","13,000,000.00",,,,"230,000,000.00","50,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00",,"50,000,000.00","50,225,000.00","100,225,000.00","200,000,000.00","320,000,000.00","320,000,000.00"
期末现金及现金等价物余额,"175,664,043.17","149,091,622.36","126,976,252.81","621,906,292.08","527,062,550.87","429,112,230.79","451,820,419.68","451,060,584.98","537,856,517.79","561,706,557.10","551,389,934.83","584,176,149.40","527,709,985.44","605,931,285.91","595,281,294.57","422,288,918.21","450,314,975.59","871,514,230.74","777,211,871.83","605,578,107.92","640,430,013.99","861,499,628.09","789,398,159.54","650,481,018.69","523,931,131.26","739,811,352.05","671,037,546.55","423,575,995.61","378,939,574.70","369,994,916.34","369,019,614.84","189,570,256.53","108,036,840.76","178,437,406.51","588,962,372.48","302,530,172.11","380,635,482.97","492,361,052.36","579,963,355.94","389,820,440.33","488,253,331.47","601,170,441.39"
