科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"61,914,473.79","67,048,419.36","62,299,383.54","43,464,179.83","666,365,219.33","633,198,590.59","589,043,388.51","496,457,945.32","495,280,151.22","453,414,410.00","436,954,971.36","428,263,717.79","494,240,002.46","473,419,921.88","494,415,099.77","496,076,364.66","529,391,990.12","553,585,730.70","558,877,402.59","557,875,837.74","613,328,379.15","656,357,225.54","575,100,929.82","569,897,600.71","738,703,987.62","730,186,273.32","676,727,220.81","914,041,240.00","976,590,154.64","919,814,958.79","727,278,860.79","691,289,859.55","548,991,499.08","494,596,841.00","427,574,665.35","428,565,246.05"
短期借款,"44,000,000.00","55,000,000.00","18,000,000.00","9,000,000.00","9,000,000.00",,"30,000,000.00",,,,,,,,,,,,,,,,"3,000,000.00",,,,,,,,,,"52,600,000.00","45,000,000.00","125,000,000.00","125,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"800,000.00","3,315,100.00","405,000.00","6,588,644.24","5,708,680.04","5,653,800.00","1,538,000.00","6,331,800.00","30,234,219.00","15,904,200.00","14,991,700.00","13,802,600.00","25,195,900.00","11,459,000.00","11,795,080.00","19,078,696.00","43,237,728.39","25,408,871.58","9,664,520.00","13,099,230.00","33,408,939.15","26,729,864.80","24,716,073.65","23,905,602.85","29,350,845.00","21,948,177.02","10,210,000.00","19,377,084.98","23,227,010.43","23,192,365.13","20,383,652.36","20,452,452.59","33,646,542.71","30,439,273.77","17,328,385.30","13,457,185.44"
应付票据,"1,825,000.00","1,232,500.00",,"326,590.00",,,,,,,,,,,,,,,,,,,,,,,,"18,000.00",,"77,000.00","5,700.00","1,001,700.00",,,"14,000.00",
应收账款,"37,893,979.78","63,164,175.18","70,015,762.70","56,450,490.75","74,321,610.59","61,378,417.83","84,301,269.99","107,389,006.18","115,502,069.22","121,191,243.01","120,769,801.29","127,807,226.70","143,543,589.75","133,788,766.33","155,364,003.05","178,953,527.24","221,120,866.95","197,344,479.99","221,918,844.36","253,260,209.96","254,748,578.91","209,576,661.27","183,219,923.88","185,239,349.97","177,332,501.14","166,520,887.71","188,953,916.99","293,757,920.65","277,054,404.93","258,696,910.62","268,978,873.91","268,098,739.87","338,784,460.22","327,518,950.02","344,691,013.72","333,773,694.50"
应付账款,"3,306,946.10","5,632,748.27","4,387,689.30","7,103,462.08","6,303,143.38","6,174,825.34","13,285,006.55","18,292,725.87","23,290,797.57","18,686,587.07","21,324,573.43","27,851,509.70","24,434,101.28","20,644,974.19","27,637,076.71","32,861,270.04","34,230,491.39","37,045,504.34","40,925,894.52","32,314,690.89","33,591,989.56","28,027,995.24","21,522,989.75","23,584,089.94","21,455,841.93","17,905,686.51","23,448,561.06","32,137,976.37","50,159,937.51","49,995,928.74","40,352,993.36","44,593,963.51","97,130,628.72","65,611,882.51","54,627,969.09","57,924,534.80"
预付款项,"635,303.76","8,975,670.49","15,853,957.53","18,949,799.67","8,655,248.39","9,353,685.55","16,175,489.29","7,860,442.02","36,965,577.76","15,337,017.88","15,102,066.45","16,606,634.20","7,757,412.97","26,107,701.91","18,452,146.45","17,764,700.30","3,685,960.93","16,874,890.55","15,396,520.42","9,492,540.92","2,996,122.34","5,775,018.01","8,434,992.38","9,293,661.26","3,154,467.54","4,208,745.82","2,850,774.13","13,461,258.49","6,205,587.63","12,716,536.02","27,439,168.79","29,364,017.65","10,363,674.16","19,611,640.33","17,985,310.71","31,306,858.91"
预收款项,"239,319.40","461,176.00","35,500.00","564,500.00","153,500.00","200,551.28","844,800.00","2,266,920.00","1,444,340.00","1,499,520.00","4,106,700.00","3,584,040.17","12,349,331.09","9,200,458.22","3,576,114.30","6,449,576.49","5,315,891.94","8,484,827.12","4,373,872.43","6,103,027.17","1,609,477.49","2,759,059.00","2,032,551.78","2,697,481.41","2,281,538.21","5,261,176.85","2,689,391.11","67,865,442.99","75,304,913.91","79,854,475.49","104,170,700.20","106,296,986.73","47,690,994.00","53,246,974.60","65,104,556.98","77,352,617.34"
其他应收款,"2,143,309.19","6,847,757.19","6,147,868.09","9,358,785.90","6,885,792.16","10,181,268.56","13,012,500.17","12,339,307.66","10,339,912.56","15,320,270.85","23,406,973.10","26,215,343.34","14,160,073.09","23,825,381.46","32,155,459.95","26,052,104.68","11,578,620.88","17,705,743.05","21,875,590.88","18,400,012.50","13,192,776.47","8,811,377.93","17,557,018.64","20,221,268.64","7,544,583.00","6,642,935.20","9,126,469.05","31,267,817.85","33,048,656.55","37,550,033.57","76,429,490.42","75,724,252.47","55,606,756.36","55,338,324.47","38,003,417.43","43,844,651.30"
