科目,2007-12-31,2008-12-31,2009-09-30,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"30,014,904.59","55,904,452.44","66,666,127.91","124,335,173.86","142,926,679.57","138,440,701.80","101,069,219.10","137,039,662.66","296,325,525.23","176,633,017.98","191,344,462.11","192,104,072.94","182,260,985.27","202,537,002.62","173,758,178.33"
短期借款,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,"671,425.00","771,440.00","650,000.00","789,110.00","852,611.00","1,048,745.31","708,688.53","527,488.53","320,000.00","559,580.00","291,490.00","190,000.00"
应付票据,,,,,,,,,,,,,,,
应收账款,"527,631.74","1,594,733.22","2,422,884.53","25,744,645.46","31,070,025.95","50,826,364.69","48,695,480.57","58,168,788.47","61,468,361.97","72,149,865.10","69,185,153.74","75,955,584.33","83,029,937.90","74,362,327.34","89,115,431.03"
应付账款,"10,484,124.94","14,750,584.46","17,339,662.32","39,720,655.20","37,194,291.52","40,003,354.95","38,875,814.43","48,838,545.11","45,016,770.04","43,390,541.41","54,115,837.07","58,385,775.87","73,129,591.16","73,423,061.66","73,919,076.75"
预付款项,"1,692,382.00","387,299.00","9,571,369.00","3,711,428.61","4,025,017.16","5,098,889.58","8,326,832.76","10,076,707.10","20,989,613.80","8,350,557.40","11,170,039.10","11,196,419.20","14,011,134.44","4,676,327.70","7,913,678.47"
预收款项,"2,994,161.51","3,058,816.00","410,672.62","883,695.98","1,192,294.11","1,693,627.33","2,348,637.18","2,237,775.04","3,477,172.38","2,968,118.52","3,978,908.57","4,271,024.55","5,650,285.33","3,359,443.18","3,121,380.31"
其他应收款,"3,340,918.20","46,259.72","941,529.75","70,927.90","78,782.04","107,474.86","182,681.74","176,174.09","243,414.74","92,600.56","388,690.39","64,148.65","160,011.25","7,674.09","163,251.42"
应付职工薪酬,,,,"1,030,000.00","1,150,000.00","1,289,032.22","383,255.77","746,270.52","972,769.66","1,503,246.60","660,739.75","768,324.06","1,132,345.85","1,399,616.87","463,870.49"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"2,304,116.00","2,564,606.31","3,401,307.26","2,342,823.11","2,667,125.16","3,204,505.61","2,778,691.41","2,852,018.50","2,075,153.06","2,838,736.59","2,124,292.19","3,262,697.23","1,957,846.47","2,078,827.63","2,527,680.18"
应收利息,"78,075.83",,,"332,541.84","48,185.30","970,439.82","423,151.56","623,090.98","399,968.57","655,558.17","623,454.14","787,521.74","630,085.34","565,485.86","694,997.16"
