科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"210,107,915.50","409,107,319.92","646,779,092.74","914,447,918.98","286,506,002.68","613,293,417.98","894,116,508.90","1,214,962,317.46","332,831,363.29","631,586,117.34","997,120,457.55","1,379,927,792.90","461,956,131.18","909,639,385.70","1,401,308,543.97","1,986,622,172.84","701,070,274.49","1,359,710,881.45","2,054,780,510.08","2,803,628,886.51","787,816,057.95","1,568,077,993.80","2,506,889,513.03","3,395,584,259.20","830,187,395.53","1,653,001,232.85","2,525,213,280.51","3,469,499,424.20","884,948,357.50","1,780,633,526.09","2,738,548,888.14","3,753,155,046.51","927,626,429.62","1,830,270,229.94","2,710,512,975.70","3,655,072,713.33","809,792,456.04","1,669,094,350.46","2,507,629,254.14","3,399,049,587.48","901,753,425.29","1,812,867,961.66","2,792,775,081.25"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,"274,484.00","623,119.27","623,119.27","623,119.27","623,119.27","217,481.16","217,481.16","696,208.03",,,,,,,,,,,,,,,,,,"6,421.29","6,421.29","69,388.94","6,421.29",,"84,719.44","863,877.72"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"4,890,000.00",,,,,,,,,,,,,,,,"1,575,000.00",,,,,,,,,,,
收到其他与经营活动有关的现金,"2,705,871.27","5,389,442.42","5,543,221.68","5,593,283.14","2,074,131.39","2,309,807.50","3,714,389.05","5,256,331.95","401,367.40","2,083,806.62","6,166,502.94","7,721,429.70","6,269,755.77","7,265,097.91","8,915,624.72","20,032,946.54","3,152,964.09","4,483,957.14","11,200,038.07","24,855,798.29","5,385,787.06","12,564,978.28","21,035,980.44","37,270,821.76","5,268,209.81","18,388,403.90","27,305,927.43","32,329,681.39","9,150,327.51","15,296,054.99","27,323,472.93","39,294,097.35","5,051,693.10","14,720,508.19","66,770,510.80","41,260,214.12","5,448,946.61","13,479,123.94","19,567,411.30","51,568,226.99","6,148,695.18","19,800,294.79","24,629,308.80"
投资活动现金流出小计,"3,984,578.98","6,844,601.83","15,036,185.35","79,985,985.27","5,456,157.02","108,943,738.51","160,359,252.16","173,444,783.00","11,099,313.86","17,879,527.03","35,064,313.73","55,061,967.47","25,512,794.87","37,299,634.72","42,441,709.29","75,166,907.59","30,860,331.46","55,323,349.40","121,230,983.89","233,203,403.92","48,676,440.09","75,525,391.95","104,775,027.37","116,308,133.52","18,696,384.90","58,489,580.79","82,149,345.20","118,964,925.94","45,434,965.95","77,189,659.42","110,333,566.60","187,300,953.70","60,393,228.82","111,100,428.69","159,522,254.84","230,352,063.28","49,904,732.71","101,330,436.01","134,423,973.14","189,744,095.04","27,525,982.75","56,447,301.65","85,209,670.21"
经营活动现金流入小计,"212,813,786.77","414,496,762.34","652,322,314.42","920,041,202.12","288,580,134.07","615,603,225.48","897,830,897.95","1,220,218,649.41","333,232,730.69","633,669,923.96","1,003,286,960.49","1,387,923,706.60","468,849,006.22","917,527,602.88","1,410,847,287.96","2,007,278,238.65","704,440,719.74","1,364,412,319.75","2,066,676,756.18","2,828,484,684.80","793,201,845.01","1,580,642,972.08","2,527,925,493.47","3,432,855,080.96","835,455,605.34","1,671,389,636.75","2,552,519,207.94","3,501,829,105.59","894,098,685.01","1,795,929,581.08","2,765,872,361.07","3,792,449,143.86","932,678,122.72","1,844,990,738.13","2,777,283,486.50","3,696,332,927.45","815,247,823.94","1,682,579,895.69","2,527,266,054.38","3,450,624,235.76","907,902,120.47","1,832,752,975.89","2,818,268,267.77"
投资活动产生的现金流量净额,"-3,423,533.98","-6,283,556.83","-9,839,948.60","-74,615,563.52","-5,426,157.02","-108,627,638.51","-159,916,912.16","-172,576,619.74","-11,097,282.41","-17,742,827.03","-34,881,657.73","-43,898,097.31","-25,510,994.87","-22,247,834.72","-27,358,938.30","-60,060,387.59","-30,803,010.12","-55,236,662.80","-119,734,012.49","-231,690,012.52","-48,376,340.09","-75,472,033.87","-104,394,259.03","-115,539,661.90","-18,076,384.90","-57,808,318.28","-81,467,682.69","-118,283,033.43","-44,033,469.10","-77,188,078.38","-110,327,335.56","-187,249,034.66","-60,212,428.82","-110,919,548.69","-159,325,837.73","-230,011,696.17","-49,904,512.71","-100,946,266.01","-129,897,475.09","-185,209,981.10","-27,522,270.86","-56,423,051.76","-84,042,422.29"
购买商品、接受劳务支付的现金,"162,523,790.23","337,985,392.66","546,403,492.86","760,812,184.43","238,281,352.42","553,494,298.39","803,249,547.83","1,018,528,515.53","165,409,913.05","389,016,240.25","663,059,526.95","969,506,450.36","348,772,513.70","696,249,537.70","1,130,704,968.19","1,615,936,277.23","591,977,074.47","1,147,963,105.94","1,809,663,867.99","2,505,221,941.44","642,086,226.93","1,262,119,139.90","1,934,849,697.18","2,522,610,527.49","574,477,489.05","1,104,945,928.41","1,735,951,264.18","2,510,572,073.55","633,931,141.30","1,177,579,276.03","1,791,523,107.29","2,491,056,383.84","543,878,033.22","1,068,142,690.95","1,620,192,462.33","2,182,822,674.35","414,539,635.03","905,753,936.17","1,419,582,686.24","1,875,799,503.14","493,549,424.89","980,063,342.31","1,544,513,523.88"
吸收投资收到的现金,,,,,,,,,,,"1,340,184.00","11,347,576.00",,,,"483,640,993.32",,,,,,,,,,,,,,,,,,,,"585,499,993.55",,,,,,,
