科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"558,465,974.60","514,523,499.61","462,038,065.16","440,401,141.46","411,059,008.66","341,265,864.76","415,950,263.34","443,990,285.83","514,247,061.94","527,188,294.97","487,923,442.34","477,316,721.75","493,207,418.69","571,712,428.09","589,591,467.05","697,041,747.91","681,242,231.30","779,583,889.82","780,381,208.96","815,264,942.29","877,494,460.18","871,270,423.66","947,420,584.94","970,431,432.49","953,538,728.85","959,335,628.39","903,633,719.81","1,027,271,075.98","1,090,163,386.18","1,036,096,102.75","831,087,343.04","930,975,986.08","942,907,766.01","941,788,046.89","1,733,343,793.78","1,113,375,996.87","1,108,220,925.09","1,251,692,556.52","1,302,007,326.75","1,112,376,440.84","950,330,789.90","1,236,180,213.50","839,724,562.47","1,271,227,193.59"
短期借款,"600,000,000.00","550,000,000.00","490,000,000.00","540,000,000.00","330,000,000.00","380,000,000.00","430,000,000.00","430,000,000.00","410,000,000.00","365,000,000.00","55,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","103,601,510.96","73,942,948.00","69,212,443.30","21,992,816.00","17,710,504.00","26,073,571.56","33,270,426.00","42,533,224.00","28,955,625.44","30,962,811.61","16,913,144.74","24,632,900.99","29,276,066.00","29,044,970.10","44,892,861.27","38,716,920.00","23,674,270.00","15,854,234.50","16,910,770.00","28,675,411.48","19,210,450.00","15,469,940.00","13,210,030.00","18,413,590.00","22,571,090.00","12,991,300.00","40,546,610.00","32,453,280.00","34,632,590.00"
交易性金融资产,"17,000.00",,"1,257,660.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"22,851,009.00","22,851,009.00",,"8,000,000.00","2,872,000.00","750,000.00","1,550,000.00",,"28,000,000.00","28,000,000.00",,,"40,000,000.00","20,000,000.00","687,500.00",,"26,000,000.00","26,100,000.00","26,000,000.00",,"10,000,000.00",,,,"15,187,191.00","15,187,191.00",,,,,,"2,000,000.00","1,700,000.00","1,800,000.00","3,000,000.00",,"5,800,000.00","6,800,000.00","1,000,000.00","34,400,000.00","30,000,000.00"
应付票据,,,,,,,,,,,,,,"23,718,300.00","26,704,797.00","102,370,055.00","54,061,089.00","91,909,816.00","111,593,188.00","176,241,710.00","170,517,800.00","161,885,590.00","245,192,880.00","226,505,485.00","207,871,080.00","231,219,777.68","244,454,037.78","285,219,398.95","308,257,356.69","290,037,366.81","213,080,518.08","259,676,522.84","245,669,979.37","218,296,245.97","278,292,964.29","325,356,755.84","321,930,064.37","364,085,232.47","380,259,918.06","442,645,635.83","287,074,512.28","431,281,467.96","353,148,381.20","376,931,897.23"
应收账款,"78,250,403.96","94,248,698.10","118,633,179.40","114,291,460.03","70,938,531.32","115,452,387.30","150,932,675.37","90,996,169.02","110,684,675.79","141,884,846.66","147,240,291.85","104,361,465.57","149,720,922.59","150,164,354.20","171,085,592.23","129,263,433.67","126,555,637.49","161,556,243.11","198,292,477.61","154,522,821.77","147,854,978.77","178,403,108.77","207,033,450.22","197,162,849.69","246,826,116.25","224,576,200.44","259,503,066.51","203,231,175.74","214,137,490.64","219,713,305.44","224,221,223.32","193,156,657.96","215,490,296.05","226,709,533.14","215,437,240.32","200,207,059.34","246,493,478.29","249,491,609.14","232,446,400.03","182,210,880.15","193,501,933.43","203,747,296.72","202,151,776.86","219,845,568.29"
应付账款,"43,256,979.12","40,010,013.15","35,263,296.93","122,408,531.50","8,024,491.65","11,366,028.17","22,866,405.13","22,194,562.24","54,813,174.91","60,976,555.02","37,662,031.92","21,067,361.62","28,467,190.55","49,468,149.94","33,049,168.07","34,244,705.46","24,435,063.83","12,807,421.93","15,227,470.61","28,798,472.19","14,912,298.85","17,627,548.64","12,393,148.91","22,062,592.49","23,553,195.52","26,296,707.51","37,582,144.28","33,137,117.66","19,966,723.68","47,037,844.72","47,692,448.11","48,024,000.71","32,727,432.24","26,427,860.75","23,654,168.32","23,903,008.18","39,944,973.26","21,500,804.26","26,868,737.52","75,514,128.49","85,687,538.40","80,541,767.97","79,480,539.38","50,836,806.36"
预付款项,"27,343,464.19","70,080,599.19","73,651,552.18","19,024,919.57","7,145,086.42","43,021,652.46","32,246,488.96","12,039,434.85","58,217,216.54","68,200,205.87","75,792,177.35","49,056,886.65","44,841,904.19","93,534,600.75","43,715,243.28","114,401,132.45","80,176,084.63","92,619,653.56","124,361,576.04","131,887,748.58","110,453,242.08","121,611,417.20","120,242,858.51","131,965,898.90","123,034,337.86","123,731,906.81","102,201,199.82","91,657,183.21","117,136,617.88","122,529,145.52","98,717,471.13","124,617,566.12","122,003,791.77","100,540,898.44","121,096,804.85","103,351,480.13","158,212,448.28","141,507,438.86","175,819,820.31","167,271,414.94","148,423,175.92","183,128,926.09","233,303,624.87","143,112,288.12"
预收款项,"287,670,072.79","173,085,318.32","161,187,747.05","164,501,918.82","164,878,271.70","162,488,538.70","169,906,141.55","38,875,593.94","45,151,196.83","60,325,126.26","59,441,543.76","75,660,452.15","72,157,662.69","89,234,943.95","70,421,028.61","97,637,779.22","90,440,264.11","104,737,423.81","131,860,565.98","114,979,947.07","129,914,786.32","143,114,494.69","107,125,801.21","118,352,213.30","117,138,798.07","129,884,124.14","99,081,101.29","107,942,811.76","145,753,833.57","189,351,013.56","150,870,799.68","173,678,715.48","186,549,361.99","199,135,586.87","158,030,903.28","160,738,513.18","170,688,250.92","164,256,025.47","136,389,994.57","127,173,514.41","142,307,032.77","121,257,691.74","122,315,114.48","84,753,323.04"
