科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"21,742,108.99","66,104,084.99","53,104,614.22","344,849,814.40","214,814,155.94","185,573,967.44","166,406,108.18","155,921,883.22","165,796,760.33","181,845,614.06","131,163,097.54","111,273,342.13","115,133,146.62","137,292,475.51","348,023,240.02","323,632,144.41","221,045,862.98","246,282,618.33","192,174,787.52","161,469,253.05","131,695,908.47","105,317,051.65","183,865,705.05","149,991,277.50","157,200,357.34","337,082,375.95","271,887,707.14","380,315,207.61","408,205,143.44","318,584,135.45","850,404,033.64","726,410,058.43","539,387,128.74","484,999,021.27","716,907,913.59","458,164,419.35"
短期借款,"65,690,000.00","94,190,000.00","78,900,000.00","91,000,000.00","25,000,000.00","55,000,000.00","74,900,000.00","139,900,000.00","176,900,000.00","226,900,000.00","199,100,000.00","219,000,000.00","259,000,000.00","296,000,000.00","275,000,000.00","285,000,000.00","278,000,000.00","328,883,660.00","310,000,000.00","300,000,000.00","309,287,936.48","296,000,000.00","377,500,000.00","412,000,000.00","512,000,000.00","701,000,000.00","759,100,000.00","814,000,000.00","857,000,000.00","995,000,000.00","982,000,000.00","1,061,500,000.00","1,158,390,208.00","1,250,390,208.00","1,206,034,200.00","1,148,921,810.96"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,422,850.00","2,296,555.99",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,090,582.82","1,602,000.00","2,928,509.09","3,208,500.00","3,999,000.50","4,130,828.33","14,611,471.00","15,221,753.64","11,674,607.01","3,656,000.00","21,506,233.65","18,560,264.00","13,705,403.00","14,535,229.00","17,278,007.00","24,696,000.00","20,605,500.00","15,899,206.06","15,931,451.00","18,277,707.78","13,207,292.00","15,570,172.00","9,656,390.51","16,270,418.20","8,583,569.00","2,878,528.79","8,078,803.19","8,048,600.00","7,650,448.61","4,740,928.40","5,869,245.55","9,230,000.00","7,696,173.00","8,420,520.30","10,038,310.53","11,336,239.33"
应付票据,"15,700,000.00","23,700,000.00","29,900,000.00","29,900,000.00",,"10,000,000.00","20,000,000.00",,"16,000,000.00","25,000,000.00","35,000,000.00","35,000,000.00","25,000,000.00","40,000,000.00","47,000,000.00","42,000,000.00","20,000,000.00","43,000,000.00","47,000,000.00","29,000,000.00","29,000,000.00","33,000,000.00","66,000,000.00","70,565,536.00","55,029,216.00","199,963,680.00","277,663,680.00","270,900,000.00","234,200,000.00","154,000,000.00","91,300,000.00","101,500,000.00","63,600,000.00","63,900,000.00","86,500,000.00","75,100,000.00"
应收账款,"27,037,333.46","38,030,584.72","41,236,951.16","58,720,777.72","51,912,990.03","58,874,024.82","53,529,211.73","85,890,185.96","55,740,711.85","77,434,433.85","61,417,561.37","76,716,337.89","93,400,494.41","96,428,940.29","85,319,157.45","96,416,615.18","100,214,592.80","102,828,459.53","108,617,678.96","108,161,999.42","104,968,551.86","120,569,914.17","415,520,964.60","363,100,070.21","395,452,974.20","402,325,512.97","397,856,751.06","388,509,089.86","435,149,132.52","381,923,592.49","613,309,759.11","622,254,337.17","577,893,162.36","447,683,279.11","698,600,128.15","677,802,098.97"
应付账款,"19,119,748.29","14,650,648.08","21,329,823.25","20,402,878.73","2,829,079.69","4,701,331.63","24,334,613.96","13,811,057.80","16,728,530.14","25,210,542.62","57,132,474.27","26,947,662.20","23,428,403.04","30,133,158.68","59,681,891.56","41,715,772.56","38,632,930.57","41,678,622.09","71,039,904.59","63,864,356.53","41,005,217.01","55,912,730.24","388,158,042.55","367,441,477.06","467,511,628.71","460,239,254.07","561,881,687.92","538,024,805.49","607,534,090.23","606,803,889.01","737,842,147.17","619,396,998.01","733,180,002.22","840,827,875.49","981,703,738.79","856,734,210.93"
预付款项,"14,545,013.41","9,795,730.73","12,737,697.67","8,384,453.12","28,762,593.36","51,761,011.09","58,522,391.71","59,074,537.07","101,274,677.89","66,511,682.27","36,898,578.47","42,799,580.26","43,063,008.88","37,439,283.37","47,564,393.98","61,521,406.82","69,504,125.33","71,763,266.56","26,037,960.95","37,796,141.17","12,024,541.47","11,174,726.10","8,417,282.00","19,033,722.30","19,612,352.64","20,734,900.41","11,832,802.71","10,346,011.64","20,062,855.54","15,308,099.85","17,684,084.26","24,202,161.71","39,443,502.19","29,261,670.62","25,009,402.79","34,978,181.82"
预收款项,"8,028,279.97","9,500,889.24","10,273,186.53","7,860,032.23","8,721,536.51","10,173,039.39","12,073,022.48","11,292,065.13","13,963,059.30","11,703,308.74","12,201,427.02","12,237,670.59","11,707,447.32","13,324,393.39","8,414,471.55","8,153,748.69","5,804,781.25","6,810,747.73","10,863,777.05","10,447,736.63","12,058,657.82","10,296,354.17","8,962,224.06","8,765,348.49","8,666,863.31","9,425,772.12","10,617,838.81","11,629,345.16","13,162,099.24","14,591,084.68","13,127,314.84","19,391,191.91","24,472,279.61","24,359,614.78","20,461,526.40","23,970,569.00"
其他应收款,"4,036,095.50","1,377,804.69","1,531,216.84","283,378.68","1,065,053.14","1,022,634.42","2,622,800.90","10,513,557.60","1,969,679.23","2,424,106.37","1,107,571.53","793,913.23","944,501.10","1,134,273.56","2,957,544.20","1,740,780.51","3,592,630.42","3,447,018.14","5,926,910.03","6,651,791.73","4,762,807.85","5,990,010.56","71,368,070.43","73,783,817.15","99,912,912.09","130,021,090.47","166,491,739.20","225,997,062.53","187,141,437.03","236,721,701.22","187,466,251.07","176,243,422.35","180,553,385.13","268,577,530.28","212,408,075.08","187,910,908.78"
应付职工薪酬,"4,913,677.18","2,684,893.41","3,916,950.64","2,310,319.86","1,984,038.10","3,163,806.61","3,972,051.24","1,549,071.76","3,335,835.36","3,282,586.87","6,364,030.00","4,188,723.32","4,381,171.49","4,556,894.26","5,738,636.25","5,029,509.39","4,462,968.62","5,113,924.49","6,633,717.57","7,505,045.60","6,509,935.25","6,373,508.40","12,172,147.45","6,471,266.20","7,965,790.44","8,788,073.05","11,329,035.58","8,440,537.64","9,258,052.50","11,143,065.47","18,854,537.44","11,718,763.46","14,173,332.93","13,329,149.92","18,571,722.09","11,710,908.64"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,387,098.91","6,466,576.33","5,669,801.03","5,125,051.43","185,578.16","-24,505.37","1,456,890.43","1,480,143.84","-7,153,722.18","-11,071,749.06","-22,820,456.61","-28,054,506.09","-29,664,315.44","-30,870,464.15","-31,440,997.66","-26,654,973.07","-29,337,410.69","-34,481,966.41","-31,201,917.33","-32,389,313.27","3,633,613.50","3,435,427.59","51,950,954.02","46,798,251.02","54,864,486.30","58,293,319.85","68,903,324.88","58,852,732.55","58,016,645.84","52,950,181.59","71,118,730.82","67,967,685.49","76,795,061.73","91,110,823.38","12,093,127.83","10,575,924.06"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,"580,766.71",,,,"887,670.87","1,026,759.96","26,027.40","342,812.05","1,461,899.35","405,000.00","230,000.00","42,166.67","1,433,974.67","938,048.70",,,"3,342,520.95","5,386,986.30"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"1,343,405.70",,,,,"656,065.97",,,,,,,,"766,691.90","366,691.90",,,,,,,,,,
存货,"69,164,964.40","63,248,349.62","67,814,400.53","77,462,660.50","78,669,469.83","98,818,071.24","124,604,191.47","128,871,680.48","130,525,985.22","131,840,766.41","147,213,050.11","131,764,343.44","136,592,332.42","154,909,317.37","163,401,696.25","169,492,505.12","167,535,728.83","168,732,997.64","185,837,122.61","184,682,333.52","195,395,734.13","209,428,699.15","744,985,280.59","841,850,821.25","792,962,080.18","897,272,262.82","797,269,193.28","1,018,479,167.91","757,995,252.53","1,270,458,397.48","1,062,694,989.20","1,139,293,087.87","1,353,435,842.94","1,242,295,722.24","1,327,531,064.83","1,374,444,911.04"
其他应付款,"2,604,335.66","204,155.88","489,630.01","4,859,820.46","49,191.93","563,570.56","930,026.67","1,520,842.66","2,243,181.67","1,258,421.30","1,377,409.84","1,592,994.80","586,781.03","323,061.01","1,401,552.28","322,169.64","589,802.12","865,665.90","1,131,057.13","710,407.81","570,681.28","964,406.79","31,155,282.15","3,031,169.03","27,333,366.23","2,105,117.37","8,534,241.11","8,470,719.21","10,149,179.33","10,230,747.31","15,487,693.37","20,313,271.67","28,869,266.23","35,520,192.40","28,834,102.97","30,169,957.16"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,"705,828.72","705,828.72","99,677.52","4,103,744.18","120,247.52","99,677.52","99,677.52","99,677.52","164,211.97","164,211.97","164,211.97","164,211.97","38,312,592.06","26,899,207.02"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,"7,500,000.00","5,000,000.00","5,000,000.00",,"20,270,655.72","17,664,322.31","18,066,962.40","18,478,780.25","91,704,322.95","84,174,621.94","77,110,083.29","116,295,344.12","142,054,760.98","156,179,714.88"
其他流动资产,,,,,,,,,,,,,,,,,,,"10,904,034.31",,"35,364,421.74","36,097,052.39","28,853,605.49","23,965,827.21","15,375,757.09","13,154,415.13","8,718,869.26","7,916,715.50","8,280,871.25","4,126,522.92","7,110,812.24","4,282,762.89","1,239,782.97","4,452,466.78","12,548,989.60","20,678,868.69"
其他流动负债,,,,,,,,,,,,,,,,"9,630,000.00",,,,,"1,444,166.67","1,444,166.67","1,787,500.00","1,787,500.00","1,787,500.00","2,075,833.33","2,234,385.77","2,234,385.77","2,234,385.77","2,234,385.77","2,234,385.77","2,234,385.77","2,234,385.77","2,234,385.77","104,857,120.67","109,365,566.40"
流动资产合计,"147,616,098.58","180,158,554.75","179,353,389.51","492,909,584.42","379,223,262.80","400,180,537.34","420,296,174.99","455,493,597.97","466,982,421.53","463,712,602.96","399,306,092.67","381,907,780.95","402,838,886.43","441,739,519.10","664,544,038.90","677,499,452.04","582,498,440.36","608,953,566.26","545,429,945.38","517,039,226.67","497,419,257.52","504,147,626.02","1,463,373,127.39","1,488,701,782.54","1,489,199,680.06","1,807,572,830.72","1,665,678,963.36","2,042,008,088.56","1,824,584,818.44","2,231,963,055.33","2,744,703,387.04","2,702,080,042.39","2,699,813,189.30","2,485,854,422.57","3,041,356,476.63","2,792,214,835.00"
流动负债合计,"117,443,140.01","151,397,162.94","150,479,391.46","161,458,102.71","38,769,424.39","83,577,242.82","137,666,604.78","169,553,181.19","222,016,884.29","282,283,110.47","288,354,884.52","272,255,950.52","294,439,487.44","353,467,043.19","365,795,553.98","365,196,227.21","318,809,137.84","391,870,653.80","416,047,305.72","379,138,233.30","403,510,208.01","407,426,593.86","946,073,821.10","922,887,307.76","1,140,951,570.29","1,442,600,553.74","1,721,996,749.14","1,730,621,848.13","1,809,851,415.31","1,865,474,300.75","2,025,103,107.03","1,989,134,966.95","2,178,824,619.78","2,437,967,593.86","2,604,452,820.68","2,428,115,648.33"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"10,550,000.00","12,050,000.00","12,050,000.00","12,050,000.00","12,050,000.00","12,050,000.00","17,050,000.00","17,050,000.00","17,050,000.00","17,050,000.00","17,050,000.00","17,050,000.00","17,050,000.00","15,550,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,"33,580,000.00","33,580,000.00","33,580,000.00","8,580,000.00","5,580,000.00","5,580,000.00","5,580,000.00","5,580,000.00","2,580,000.00",,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246,085,263.48","246,652,374.69"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,"290,480,420.03","258,666,160.73","489,202,288.74","551,571,008.51","926,496,266.88","806,489,274.45","1,263,629,644.68","917,461,428.57","1,292,430,208.51","1,296,579,389.12","1,477,395,056.38","2,062,891,165.02","2,036,685,504.80","2,184,630,395.63"
