科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"488,514,416.82","466,786,381.49","775,705,717.32","239,383,733.46","483,323,237.88","730,089,280.85","1,031,493,577.35","201,808,418.39","438,931,193.61","796,171,953.35","1,411,796,678.01","331,505,415.66","803,605,996.84","1,313,177,892.53","2,203,390,775.94","621,452,381.44","1,591,605,981.88","2,686,053,246.64","4,279,187,799.90","1,017,328,288.59","2,689,796,759.79","4,511,938,087.64","6,471,558,017.74","1,218,554,170.59","3,083,966,730.41","5,304,633,694.93","8,051,965,604.73","2,215,801,608.01","5,469,564,354.76","9,036,394,591.32","14,044,882,525.43","3,534,840,805.80","7,552,473,528.41","13,105,689,000.25","20,338,301,879.82","4,683,306,484.75"
二、营业利润,"25,582,954.27","33,227,191.03","72,692,386.73","24,238,601.86","42,845,965.44","63,740,396.37","85,763,276.50","6,797,775.32","24,378,299.30","49,983,940.83","76,141,513.81","8,227,149.37","29,135,900.75","43,010,229.90","87,789,336.07","16,703,478.66","56,604,072.09","102,996,782.43","204,572,612.63","21,385,373.33","118,110,880.08","249,476,529.96","371,835,268.56","52,452,935.68","157,649,979.87","303,313,672.48","470,080,731.75","75,135,471.69","190,431,178.59","327,995,790.19","628,167,234.70","122,801,250.20","295,946,808.51","502,521,180.92","782,089,401.11","156,098,051.87"
减:营业成本,"407,256,032.94","380,058,382.96","619,213,723.03","188,447,397.36","382,914,986.48","578,333,398.28","824,741,100.30","164,140,416.30","349,682,262.45","645,494,318.44","1,169,696,103.08","281,422,108.81","678,122,940.92","1,117,276,998.28","1,879,551,562.68","542,178,430.07","1,393,979,246.68","2,321,160,348.94","3,685,941,394.04","888,681,558.63","2,315,200,481.02","3,852,390,655.96","5,479,127,896.36","1,050,532,867.79","2,634,968,639.40","4,538,875,140.71","6,828,753,735.45","1,950,897,765.69","4,817,423,888.16","7,911,014,084.67","12,020,203,725.03","3,098,974,515.25","6,592,437,113.83","11,412,996,031.96","17,321,136,883.10","3,963,408,112.19"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,046,356.20","1,013,472.54","1,377,303.01","1,078,081.24","2,302,628.97","4,378,176.95","5,380,200.56","1,621,641.54","1,818,516.86","2,118,913.64","2,453,719.84","491,417.69","1,427,827.33","3,365,802.59","7,209,966.59","3,468,385.67","5,736,151.93","7,002,333.63","10,907,619.45","7,485,065.49","16,784,690.56","21,845,740.40","27,606,871.59","3,555,274.74","13,729,974.57","17,055,001.63","23,787,342.21","2,767,556.85","9,003,304.73","29,386,242.62","45,375,398.89","4,569,563.48","16,768,676.71","26,325,865.95","46,787,433.39","9,151,961.11"
营业外收入,"2,265,485.40","8,547,901.37","4,315,473.63","2,096,900.03","3,998,062.10","5,228,183.61","8,453,184.42","491,301.19","1,881,387.95","2,195,194.03","9,231,954.66","9,412,761.73","10,090,685.06","13,177,051.94","7,943,011.81","2,683,320.96","4,248,388.57","5,348,636.10","9,147,495.77","1,494,073.08","4,439,555.19","5,935,553.02","12,901,816.86","2,450,255.24","10,811,140.45","29,655,340.45","60,391,888.48","11,051,799.10","25,282,114.69","42,740,729.52","25,040,160.24","4,047,928.60","7,702,684.89","16,326,882.36","21,307,445.94","8,470,861.16"
销售费用,"11,902,354.92","9,693,640.04","13,779,082.71","4,218,029.77","8,616,853.11","13,591,280.48","18,825,711.86","4,236,164.72","9,345,399.57","15,055,874.47","22,811,433.40","6,686,025.01","14,774,590.50","21,562,003.81","30,699,522.60","6,967,102.20","17,335,077.11","29,961,316.66","45,279,634.90","10,624,576.15","23,201,390.08","36,529,919.10","62,589,626.56","12,550,473.81","28,975,045.94","45,843,190.22","82,003,534.76","28,905,366.25","54,074,261.59","89,283,075.32","142,177,001.70","34,810,060.64","71,388,436.24","119,057,296.03","187,239,007.62","61,836,765.28"
减:营业外支出,"473,999.55","30,120.00","271,086.87",,"70,000.00","70,000.00","524,310.16",,"30,000.00","2,292,605.10","2,428,443.11",,"733,075.86","1,949,239.86","1,949,232.50",,"2,940,324.54","3,440,424.54","13,904,965.22","998,041.80","8,017,469.31","10,832,708.63","28,130,094.02","2,253,059.25","3,419,583.10","7,309,911.60","11,708,342.96","3,925,830.38","5,268,729.37","10,993,797.64","19,028,000.31","10,270,327.96","14,693,134.55","17,613,359.71","32,718,418.02","761,413.59"
管理费用,"30,429,169.52","36,587,609.73","56,491,144.06","16,336,378.77","38,108,281.00","58,720,956.54","85,441,061.68","24,072,890.16","54,258,063.76","84,026,102.93","128,359,962.18","29,799,525.96","66,946,704.93","109,385,017.59","162,316,136.44","47,048,532.32","103,037,102.35","197,266,084.70","281,842,627.41","78,786,186.32","187,460,734.88","302,974,381.23","463,028,367.88","103,245,640.83","225,655,809.93","388,470,542.04","598,747,451.82","164,157,905.86","359,846,414.42","592,465,732.73","1,072,244,834.24","232,108,428.23","537,041,077.60","357,927,827.74","633,362,773.99","179,835,612.67"
其中:非流动资产处置净损失,"148,863.16",,"136,560.94",,,,"404,310.16",,,"131,773.72","266,870.06",,"732,438.78","1,948,597.57","1,948,597.57",,"2,939,324.54","2,939,324.54","3,345,231.17","998,041.80",,"5,481,252.75","9,804,162.12","747,871.32","3,385,290.95","6,216,609.04","7,877,807.93",,"5,217,989.51","5,217,989.51",,,,,,
