科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"4,235,603.72","6,108,494.12","4,807,997.55","9,721,638.60","1,924,734.62","4,629,563.73","6,808,835.60","10,124,656.84","4,366,821.46","7,438,703.26","11,525,086.43","14,601,193.79","5,116,265.90","8,602,251.97","12,270,216.74","15,766,531.78","4,085,398.74","8,802,608.68","13,685,908.08","17,729,131.40","4,463,380.04","10,553,041.66","15,028,824.63","18,154,472.14","6,692,105.68","10,564,669.49","22,012,172.67","34,618,473.10","11,151,991.96","22,952,469.98","36,176,156.62","51,249,874.81","16,580,733.12","31,412,611.30","48,874,878.27","57,034,959.94","18,367,121.46","30,008,159.93"
取得借款收到的现金,"14,000,000.00","16,000,000.00","5,000,000.00","13,750,000.00","20,000,000.00","25,000,000.00","39,000,000.00","39,000,000.00",,,"20,000,000.00","20,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,"5,000,000.00","35,000,000.00","5,000,000.00","15,000,000.00","20,002,000.00","20,000,000.00","296,000,000.00","296,300,000.00","295,000,000.00","295,000,000.00",,"200,000.00","175,000,000.00","545,000,000.00","37,000,000.00","37,000,000.00"
支付的各项税费,"5,029,256.53","9,626,007.75","4,739,070.24","16,550,495.53","1,874,183.61","4,601,165.43","6,258,600.06","7,774,119.34","1,134,912.95","5,906,738.11","6,924,697.39","7,080,942.32","2,065,179.30","9,132,354.15","13,144,507.55","9,530,945.02","1,781,987.76","6,569,503.76","11,378,458.75","11,724,173.71","2,300,425.57","6,270,493.13","11,509,755.64","15,208,190.70","5,077,378.72","10,856,299.01","18,489,064.96","26,933,267.58","12,625,952.78","26,083,284.62","34,483,973.59","42,859,006.15","15,724,613.60","27,535,946.04","38,210,092.61","50,001,048.96","12,138,761.90","27,566,611.54"
收到其他与筹资活动有关的现金,,,,"5,600,000.00",,"1,377.22","1,377.22",,,,,"3,996,617.76",,"1,152,652.10",,"1,371,126.06",,,,"503,649.63",,"300,008.48","300,010.88","1,300,000.00",,"810,000.00","1,856,468.46","1,110,000.00",,,,"3,625,547.77",,,,"1,359,013.00",,"100,000,000.00"
支付其他与经营活动有关的现金,"11,567,335.70","17,860,257.64","4,814,282.82","13,783,405.86","3,111,131.26","7,840,700.11","12,754,749.55","17,421,445.04","5,379,307.92","8,191,000.86","11,038,484.35","16,014,345.41","2,311,145.80","4,201,118.45","5,866,123.26","12,771,543.37","1,714,495.24","4,805,878.54","7,154,932.40","16,411,754.25","3,503,300.62","7,762,963.46","14,527,946.72","16,255,282.00","4,421,639.99","8,013,403.16","21,766,151.52","30,999,752.12","9,392,107.87","25,130,745.58","32,913,009.39","45,974,913.52","4,368,582.88","17,234,338.39","28,844,438.19","73,959,736.20","17,065,068.86","23,772,855.32"
筹资活动现金流入小计,"14,000,000.00","31,760,000.00","5,000,000.00","19,350,000.00","20,000,000.00","25,001,377.22","292,770,377.22","292,769,000.00",,,"20,000,000.00","23,996,617.76","5,000,000.00","6,152,652.10","5,000,000.00","6,371,126.06",,,,"503,649.63",,"300,008.48","5,300,010.88","36,300,000.00","5,000,000.00","15,810,000.00","197,533,438.46","197,934,970.00","296,000,000.00","296,300,000.00","295,000,000.00","298,625,547.77",,"200,000.00","175,000,000.00","546,359,013.00","37,000,000.00","137,000,000.00"
经营活动现金流出小计,"83,481,955.04","127,554,739.19","55,767,765.15","117,614,852.18","29,068,807.04","66,920,023.72","112,749,011.43","154,007,563.19","52,473,380.48","101,181,863.21","151,098,464.05","184,756,628.48","47,753,503.91","118,506,382.93","178,995,091.28","173,703,051.01","50,392,386.79","113,736,312.27","133,068,089.75","177,298,677.10","51,515,776.66","88,887,532.87","140,892,856.11","252,264,698.86","58,261,421.71","96,534,309.97","164,650,430.84","234,125,980.59","110,147,928.00","198,355,348.69","266,561,566.01","286,529,200.13","73,381,205.96","153,977,980.53","265,653,651.73","423,904,652.44","150,684,539.97","246,331,036.43"
偿还债务支付的现金,"14,000,000.00","19,600,000.00",,"12,000,000.00","9,000,000.00","26,830,000.00","56,580,000.00","66,580,000.00",,,"4,000,000.00","19,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,"10,000,000.00","15,000,000.00","25,000,000.00","30,000,000.00","45,000,000.00",,"6,000,000.00","277,100,000.00","285,100,000.00","9,900,000.00","9,900,000.00","9,900,000.00","9,900,000.00",,
经营活动产生的现金流量净额,"9,560,192.10","-4,092,056.65","9,130,467.88","28,571,733.58","9,299,621.76","8,069,325.33","12,918,143.08","10,052,624.24","-10,342,680.40","461,530.36","-7,183,767.51","3,941,498.27","728,511.97","2,669,030.24","12,132,624.25","20,648,176.14","-2,766,589.36","9,657,077.83","25,321,689.42","23,172,955.08","-212,834.14","20,945,902.40","27,935,340.32","46,599,082.84","2,407,496.16","20,668,366.07","26,954,295.36","64,116,278.25","13,346,767.80","39,998,076.08","62,122,199.19","114,144,488.79","9,631,898.51","44,039,815.61","41,511,187.15","47,279,359.30","-40,493,779.44","1,886,888.14"
分配股利、利润或偿还利息支付的现金,"4,818,954.15","2,472,130.13","1,431,344.50","1,985,966.19","360,711.26","704,568.77","1,195,918.90","1,290,960.90","69,030.00","6,539,972.59","6,805,733.48","7,787,975.19","84,574.72","7,441,579.17","7,533,783.62","6,317,800.00","27,060.00","6,505,992.42","6,505,992.42","6,485,256.42",,"6,486,342.02","6,502,208.69","7,065,300.00","318,408.33","12,095,908.34","11,776,751.76","12,185,320.37","493,288.89","21,192,261.65","22,198,159.71","23,994,829.16","40,755.00","16,093,979.32","15,339,383.52","20,585,194.16","6,276,692.65","13,078,386.94"
收回投资收到的现金,,,,,,,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,,,"1,250,000.00","1,300,000.00",,"15,300,000.00","261,057,556.45","352,000,000.00","31,000,000.00","31,000,000.00","80,190,573.39","150,990,000.00","41,055,443.83",
支付其他与筹资活动有关的现金,,,,,"19,287,000.00","1,530,000.00","7,782,660.57","5,374,400.00",,,,,,,,,,,,,,,,,,,,"600,000.00",,,,"6,000,000.00",,,,"450,000.00",,"100,497,826.65"
取得投资收益收到的现金,"400,000.00","500,000.00",,,,,,,,"739,200.00","739,200.00","739,200.00",,,,"616,000.00",,,,,,"338,800.00","338,800.00","338,800.00",,,"1,392.64","57,360.08",,"90,123.57","531,125.48","6,086,490.07","1,244,381.81","1,155,408.22","1,619,417.21","2,093,470.07",,"16,927.91"
筹资活动现金流出小计,"18,818,954.15","22,072,130.13","1,431,344.50","13,985,966.19","28,647,711.26","29,064,568.77","65,558,579.47","73,245,360.90","69,030.00","6,539,972.59","10,805,733.48","26,787,975.19","5,084,574.72","12,441,579.17","12,533,783.62","11,317,800.00","5,027,060.00","11,505,992.42","11,505,992.42","11,485,256.42",,"6,486,342.02","6,502,208.69","17,065,300.00","15,318,408.33","37,095,908.34","41,776,751.76","57,785,320.37","493,288.89","27,192,261.65","299,298,159.71","315,094,829.16","9,940,755.00","25,993,979.32","25,239,383.52","30,935,194.16","6,276,692.65","113,576,213.59"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"1,107,803.35","1,607,803.35",,,,"17,000.00",,,,,,,,,,,,,,,,,"70,000.00","70,000.00","70,000.00","75,000.00",,,,,,"64,000.00","71,500.00","71,500.00",,
筹资活动产生的现金流量净额,"-4,818,954.15","9,687,869.87","3,568,655.50","5,364,033.81","-8,647,711.26","-4,063,191.55","227,211,797.75","219,523,639.10","-69,030.00","-6,539,972.59","9,194,266.52","-2,791,357.43","-84,574.72","-6,288,927.07","-7,533,783.62","-4,946,673.94","-5,027,060.00","-11,505,992.42","-11,505,992.42","-10,981,606.79",,"-6,186,333.54","-1,202,197.81","19,234,700.00","-10,318,408.33","-21,285,908.34","155,756,686.70","140,149,649.63","295,506,711.11","269,107,738.35","-4,298,159.71","-16,469,281.39","-9,940,755.00","-25,793,979.32","149,760,616.48","515,423,818.84","30,723,307.35","23,423,786.41"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-143,023.60","-970,265.52","20,443.20","223,544.41","-223,048.65","-623,941.55","-221,484.53","-373,105.34","89,480.74","23,606.69","-262,923.79","-579,528.29","110,245.43","123,189.71","52,426.24","9,013.25","-304,709.11","-627,360.14","-875,463.57","-718,397.15","-213,149.67","-175,770.04","-441,671.43","-242,686.57","313,192.46","667,944.89","1,031,244.14","1,079,747.03","-27,061.99","122,728.99","195,290.93","149,286.23","-111,635.18","-332,920.60","-398,060.93","-571,775.86","-104,071.54","-139,242.80"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,"1,890,000.00",,,,,,,,,,,"8,500,408.56","8,417,390.38",,,"562,877.00",,,"97,711.32",,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"400,000.00","500,000.00","1,107,803.35","1,607,803.35",,,,"17,000.00",,"739,200.00","739,200.00","739,200.00",,"1,000,000.00","1,000,000.00","3,506,000.00",,,,,,"338,800.00","338,800.00","338,800.00","70,000.00","70,000.00","9,821,801.20","9,849,750.46",,"15,390,123.57","262,151,558.93","358,086,490.07","32,244,381.81","32,317,119.54","81,881,490.60","153,154,970.07","41,055,443.83","16,927.91"
五、现金及现金等价物净增加额,"230,629.44","-4,418,630.17","9,161,064.79","10,500,783.54","-973,825.75","-337,007.84","226,393,275.60","207,841,700.53","-20,938,233.82","-33,375,635.30","-64,894,869.02","-103,983,856.18","-17,097,775.04","-48,454,501.51","-69,322,356.27","-71,743,335.50","-22,673,718.78","-24,653,095.03","-17,634,196.66","-23,999,514.53","-9,636,098.71","-4,925,737.65","-9,418,949.53","18,823,263.18","-18,251,223.55","-22,431,419.67","160,838,565.15","171,188,020.71","-43,614,810.13","17,228,480.59","-30,197,348.55","-11,034,440.66","-70,548,832.23","-77,804,468.24","74,566,995.29","166,098,771.35","-248,911,262.63","-251,951,857.86"
购建固定资产、无形资产和其他长期资产支付的现金,"4,767,584.91","9,544,177.87","4,666,305.14","25,266,331.61","1,402,687.60","3,662,500.07","13,458,480.70","21,378,457.47","10,616,004.16","28,059,999.76","67,381,644.24","104,293,668.73","17,851,957.72","45,957,794.39","74,973,623.14","90,959,850.95","14,575,360.31","22,176,820.30","30,574,430.09","35,472,465.67","9,210,114.90","19,848,336.47","36,049,220.61","47,106,633.09","10,723,503.84","22,346,178.29","28,094,642.61","40,476,585.02","14,441,227.05","16,390,186.40","27,434,510.32","48,468,825.45","84,256,722.37","105,837,323.47","120,102,998.76","129,230,727.35","43,484,036.29","61,987,017.22"
期初现金及现金等价物余额,"4,856,779.30","5,087,408.74",,"668,778.57","11,169,562.11",,"11,169,562.11","11,169,562.11","219,011,262.64","219,011,262.64","219,011,262.64","219,011,262.64","115,027,406.46","115,027,406.46","115,027,406.46","115,027,406.46","48,105,922.03","43,284,070.96","43,284,070.96","43,284,070.96","19,284,556.43","19,284,556.43","19,284,556.43","19,284,556.43","38,107,819.61","38,107,819.61","38,107,819.61","38,107,819.61","209,295,840.32","209,295,840.32","209,295,840.32","209,295,840.32","198,261,399.66","198,261,399.66","198,261,399.66","198,261,399.66","364,360,171.01","364,360,171.01"
投资支付的现金,,,,,,,,,,,,"1,000,000.00",,,,,,,,,,,,,,"205,644.00","2,630,819.64","3,530,819.64","338,000,000.00","291,000,000.00","319,254,577.48","418,476,598.91","18,116,000.00","22,197,180.00","78,085,239.25","418,987,634.40","236,540,000.00","202,053,200.30"
期末现金及现金等价物余额,"5,087,408.74","668,778.57",,"11,169,562.11","10,195,736.36",,"237,562,837.71","219,011,262.64","198,073,028.82","185,635,627.34","154,116,393.62","115,027,406.46","97,929,631.42","66,572,904.95","45,705,050.19","43,284,070.96","25,432,203.25","18,630,975.93","25,649,874.30","19,284,556.43","9,648,457.72","14,358,818.78","9,865,606.90","38,107,819.61","19,856,596.06","15,676,399.94","198,946,384.76","209,295,840.32","165,681,030.19","226,524,320.91","179,098,491.77","198,261,399.66","127,712,567.43","120,456,931.42","272,828,394.95","364,360,171.01","115,448,908.38","112,408,313.15"
