科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"89,219,585.61","110,927,604.57","99,836,512.14","130,342,165.10",,"309,822,506.50","287,752,557.18","180,033,218.76","231,972,746.71","159,721,250.70","171,071,408.51","265,713,506.80","229,468,785.42","163,930,372.74","195,355,863.47"
短期借款,"164,910,864.92","130,644,830.26","156,500,000.00","215,000,000.00",,"224,000,000.00","269,000,000.00","394,000,000.00","469,000,000.00","449,000,000.00","523,000,000.00","598,000,000.00","569,000,000.00","524,000,000.00","620,000,000.00"
交易性金融资产,,,,,,,,,,"373,304.50","85,202.00",,,,
交易性金融负债,,,,,,"110,751.00","225,622.50","317,094.81","352,051.50","159,694.50","254,566.50","155,875.50","103,850.00",,"10,383.40"
应收票据,"20,694,476.67","13,304,650.94","33,704,059.83","49,492,237.23",,"73,589,021.89","70,527,297.98","41,488,137.21","74,535,612.30","63,259,423.07","113,883,670.79","80,960,961.54","131,663,670.86","115,372,215.97","146,333,475.79"
应付票据,"48,600,000.00","115,000,000.00","79,900,000.00","68,050,000.00",,"199,300,000.00","155,100,000.00","73,390,000.00","86,781,301.20","210,725,717.70","304,045,965.76","338,512,743.24",,"341,749,169.59",
应收账款,"291,978,677.35","280,321,177.25","330,718,877.25","323,654,410.90",,"458,659,923.72","488,074,366.82","481,365,005.16","489,516,088.83","538,328,613.94","608,575,636.74","598,921,701.29","638,233,625.60","660,286,825.72","685,766,655.94"
应付账款,"176,748,376.12","196,297,082.20","188,830,538.69","241,240,014.84",,"238,142,710.12","257,481,390.53","214,011,068.69","236,018,089.91","276,599,722.88","298,534,803.39","252,891,802.22",,"315,298,025.58",
预付款项,"18,260,708.30","4,938,026.55","5,825,810.13","9,195,962.86",,"9,731,156.46","13,415,634.67","10,529,517.87","10,285,082.76","7,377,072.75","10,450,122.28","13,786,829.20","12,492,046.66","8,523,379.00","10,245,064.01"
预收款项,"1,751,748.66","2,023,660.51","13,662,211.93","13,527,100.53",,"8,843,894.58","7,043,578.62","5,582,769.04","6,715,842.82","2,746,900.11","2,687,403.58","3,069,017.00","2,645,540.74","2,945,757.52","18,956,593.59"
其他应收款,"4,971,052.70","7,189,339.01","2,755,067.68","6,166,251.38",,"10,267,051.58","7,304,680.05","7,162,685.69","22,381,941.03","7,106,293.43","12,833,778.74","9,188,918.68","11,749,438.27","11,685,306.67","32,831,003.69"
应付职工薪酬,"9,068,259.75","9,516,001.52","20,316,426.27","8,480,397.32",,"33,596,906.64","13,711,668.86","22,273,399.05","27,245,144.14","42,008,919.51","15,230,096.18","16,888,166.02","32,318,755.52","48,767,337.35","17,137,299.53"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"4,258,370.18","1,562,164.16","2,559,164.95","2,208,718.51",,"8,601,981.96","10,546,355.24","6,261,833.94","3,715,387.73","6,656,362.86","6,525,898.86","6,102,746.46","2,949,439.74","8,328,029.50","4,406,888.61"
应收利息,,,,,,,,,,,,,,,
应付利息,"751,926.96","289,307.25","302,920.03","305,312.84",,"399,318.10","311,764.91","571,071.93","700,889.74","744,494.23","872,724.43","904,650.15","891,911.93","933,766.59","1,560,952.32"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"90,796,875.16","111,965,512.64","97,977,631.22","130,335,546.14",,"149,101,534.78","174,990,813.97","173,314,016.76","179,879,226.32","205,457,733.40","215,510,857.17","197,871,390.00","230,759,637.37","222,930,067.58","234,371,206.59"
其他应付款,"9,573,075.56","9,451,408.39","10,064,655.12","12,919,747.29",,"14,297,812.24","14,797,479.96","12,367,048.89","14,110,940.24","13,785,323.09","29,311,804.00","32,186,296.91","32,189,110.03","36,173,720.85","14,062,898.19"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,"40,000,000.00",,"200,000.00","19,800,000.00",,"33,636,360.86","30,307,048.58","10,832,243.60","10,319,986.87","18,000,002.00","18,000,002.00","21,350,001.00","3,349,999.00","57,544,764.52","57,622,607.29"
其他流动资产,"5,573,149.76","6,421,328.91","1,096,450.77","2,031,759.85",,"1,703,602.89","1,611,992.17","76,703,359.96","17,804,700.34","110,828,229.41","117,166,556.96","67,468,477.08","37,974,334.69","59,358,248.84","54,863,586.97"
其他流动负债,,,,,,"338,353.89",,,,"33,117.85",,,,,
流动资产合计,"521,494,525.55","535,067,639.87","571,914,409.02","651,218,333.46",,"1,012,874,797.82","1,043,677,342.84","970,595,941.41","1,026,375,398.29","1,092,451,921.20","1,249,577,233.19","1,233,911,784.59","1,292,341,538.87","1,242,086,416.52","1,359,766,856.46"
流动负债合计,"455,662,622.15","464,784,454.29","472,335,916.99","581,531,291.33",,"761,268,089.39","758,524,909.20","739,606,529.95","854,959,634.15","1,020,460,254.73","1,198,463,264.70","1,270,061,298.50","1,311,907,784.48","1,334,806,804.91","1,458,277,216.61"
可供出售金融资产,"3,000,000.00","3,000,000.00",,,,,,,,,"4,000,000.00","4,000,000.00","4,000,000.00",,
长期借款,,,"19,700,000.00",,,"23,000,000.00","33,000,000.00","57,920,000.00","83,299,999.00","71,999,998.00","71,999,998.00","61,949,998.00","79,950,000.00","83,999,998.00","83,999,998.00"
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,"38,736,992.42","26,701,065.77","20,247,796.71",,"28,922,022.36","28,765,774.59","29,077,707.90","29,135,766.22","29,233,393.44","29,311,236.21","29,389,078.98","29,466,921.75",,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,"12,505,656.67","13,882,943.35","13,473,152.87","13,268,257.63",,"13,063,362.39","13,183,895.79","13,397,049.14","12,978,882.94","12,874,306.09","12,769,729.26","16,619,799.02","16,497,951.26","16,366,818.98","17,474,384.65"
预计负债,,,,,,,,,,,,,,"391,727.57","383,007.77"
固定资产,"186,400,408.83","193,401,941.54","191,182,947.74","214,565,280.04",,"220,252,428.34","212,690,857.17","220,492,519.76","211,676,647.09","300,844,849.66","301,721,390.78","360,674,865.98","359,103,134.54","453,999,690.14","460,881,311.61"
递延所得税负债,,,,,,,,,,"55,995.68","68,775.98",,,"8,425,865.14","8,787,504.65"
在建工程,"4,495,305.05","15,069,107.99","28,841,698.18","6,071,445.27",,"10,976,669.98","18,181,813.47","46,544,694.91","168,654,805.72","203,529,397.75","261,842,007.70","268,416,002.02","315,149,187.66","272,698,802.74","291,362,571.81"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"30,909,611.08","66,904,202.46","74,797,674.79","48,971,579.26",,"79,450,563.64","87,435,448.39","112,705,943.08","137,233,847.35","125,177,316.20","128,514,106.22","120,459,366.62","137,620,738.30","119,988,934.19","124,332,145.27"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"486,572,233.23","531,688,656.75","547,133,591.78","630,502,870.59","713,250,700.00","840,718,653.03","845,960,357.59","852,312,473.03","992,193,481.50","1,145,637,570.93","1,326,977,370.92","1,390,520,665.12","1,449,528,522.78","1,454,795,739.10","1,582,609,361.88"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"97,000,000.00","97,000,000.00","97,000,000.00","97,000,000.00",,"129,350,000.00","129,350,000.00","129,350,000.00","129,350,000.00","129,350,000.00","130,670,000.00","130,670,000.00","130,670,000.00","130,670,000.00","129,350,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"87,791,257.89","87,791,257.89","87,791,257.89","87,791,257.89",,"188,702,407.89","188,702,407.89","188,702,407.89","188,702,407.89","188,702,407.89","204,937,335.42","205,171,844.65","206,012,208.61","205,410,124.55","189,662,524.54"
无形资产,"74,624,210.94","74,499,284.09","73,040,195.90","92,110,492.31",,"91,446,609.75","90,642,550.57","90,336,138.89","90,015,142.42","89,272,356.98","88,578,401.88","87,953,954.09","87,096,088.80","101,015,535.01","100,110,562.02"
盈余公积,"11,915,789.87","16,179,133.53","19,291,735.74","19,291,735.74",,"25,159,916.01","25,159,916.01","25,159,916.01","25,159,916.01","29,599,449.66","29,599,449.66","29,599,449.66","29,599,449.66","32,753,234.80","32,753,234.80"
开发支出,,,,,,,,,,,,"1,660,573.79","4,539,302.45","9,558,620.71","11,748,492.04"
减:库存股,,,,,,,,,,,"17,067,600.00","17,067,600.00","16,869,600.00","17,067,600.00",
商誉,,,,,,,,,,,,,,,
未分配利润,"122,540,436.27","122,034,569.37","145,206,777.28","162,754,216.26",,"199,883,128.48","240,717,786.26","232,295,218.09","250,755,830.78","269,638,909.32","281,051,828.24","281,270,486.69","307,883,993.48","322,162,925.77","337,123,713.76"
长期待摊费用,,,,,,,,,,"497,351.56","582,259.81","1,144,404.16","1,423,023.93","3,938,498.70","3,844,606.69"
少数股东权益,,,,,,,,,,"999,772.57","981,360.78","7,416,192.20","8,019,267.69","7,549,751.65","7,891,835.78"
递延所得税资产,"3,299,610.22","3,233,540.93","3,390,167.45","3,547,376.76",,"5,307,001.69","5,457,779.07","5,358,180.64","5,593,037.87","7,180,566.61","7,958,631.21","8,558,188.43","8,573,177.49","15,585,033.63","16,712,763.40"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,"16,539,159.77","14,580,791.53","16,558,895.01",,"29,893,235.44","46,056,228.84","81,095,490.27","70,867,721.85","57,277,360.52","30,120,091.19","44,641,466.24","26,120,437.22","21,024,759.44","17,489,122.08"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"284,325,191.71","319,625,977.67","324,508,953.67","346,121,747.02",,"370,939,307.59","386,213,124.91","457,224,073.61","559,786,237.89","671,476,189.17","707,572,511.83","793,669,253.73","822,502,303.35","894,187,759.35","919,623,814.30"
所有者权益(或股东权益)合计,"319,247,484.03","323,004,960.79","349,289,770.91","366,837,209.89","393,102,900.00","543,095,452.38","583,930,110.16","575,507,541.99","593,968,154.68","618,290,539.44","630,172,374.10","637,060,373.20","665,315,319.44","681,478,436.77","696,781,308.88"
资产总计,"805,819,717.26","854,693,617.54","896,423,362.69","997,340,080.48","1,106,353,600.00","1,383,814,105.41","1,429,890,467.75","1,427,820,015.02","1,586,161,636.18","1,763,928,110.37","1,957,149,745.02","2,027,581,038.32","2,114,843,842.22","2,136,274,175.87","2,279,390,670.76"
负债和所有者(或股东权益)合计,"805,819,717.26","854,693,617.54","896,423,362.69","997,340,080.48",,"1,383,814,105.41","1,429,890,467.75","1,427,820,015.02","1,586,161,636.18","1,763,928,110.37","1,957,149,745.02","2,027,581,038.32","2,114,843,842.22","2,136,274,175.87","2,279,390,670.76"
