科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
负债合计,"110,532,799.11","135,537,927.17","88,139,162.86","94,448,467.27","89,221,357.44","105,997,715.81","106,174,011.85","122,522,715.91","104,414,535.77","83,306,903.29","272,885,821.66","300,736,819.38","318,338,046.49","349,252,462.00","560,657,870.77","630,205,002.84","589,842,703.67","589,544,560.66","567,774,166.15","516,486,353.90"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"66,000,000.00","66,000,000.00","66,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","88,000,000.00","89,384,000.00","89,384,000.00","89,384,000.00","125,137,600.00","125,137,600.00","125,137,600.00","125,137,600.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"47,695,516.68","47,695,516.68","47,695,516.68","243,490,216.68","243,490,216.68","243,490,216.68","243,283,422.17","243,283,422.17","243,283,422.17","243,283,422.17","243,283,422.17","243,283,422.17","243,283,422.17","264,527,822.17","269,603,239.70","250,438,732.96","217,714,188.81","220,540,967.38","217,656,538.04","217,656,538.04"
无形资产,"5,234,213.09","44,932,952.74","44,611,739.29","44,311,583.20","44,011,427.11","43,711,271.02","43,557,522.17","5,077,564.83","4,999,816.11","5,301,311.13","75,088,993.18","74,145,231.17","73,021,378.67","71,897,526.17","76,021,772.12","74,063,119.10","72,069,700.64","70,145,813.06","68,187,160.05","66,228,507.03"
盈余公积,"8,749,632.84","12,053,180.12","15,930,029.92","15,930,029.92","15,930,029.92","15,930,029.92","18,134,519.75","18,134,519.75","18,134,519.75","18,134,519.75","21,010,117.74","21,010,117.74","21,010,117.74","21,010,117.74","22,766,712.67","22,766,712.67","22,766,712.67","22,766,712.67","22,766,712.67","22,766,712.67"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,"22,628,400.00","22,628,400.00","22,628,400.00","22,406,960.00","22,406,960.00","11,314,200.00","11,314,200.00"
商誉,,,,,,,,,,,"90,947,882.80","90,947,882.80","90,947,882.80","90,947,882.80","301,817,229.37","301,817,229.37","301,817,229.37","301,817,229.37","301,817,229.37","301,817,229.37"
未分配利润,"88,807,954.83","124,446,104.18","160,010,138.12","172,118,306.68","170,387,743.53","182,728,616.42","185,892,171.84","194,839,081.97","193,693,594.23","204,131,893.58","213,765,753.77","220,605,802.66","221,850,444.21","233,572,133.52","245,436,336.71","257,221,056.95","252,414,378.41","267,275,680.37","268,871,390.99","285,430,942.08"
长期待摊费用,"1,065,362.18","315,856.19","110,753.39","71,225.00","35,612.45",,"742,182.99","924,830.31","1,963,827.62","1,592,675.04","775,687.26","1,124,361.37","1,867,209.75","1,184,150.13","969,232.71","656,348.43","10,051,132.86","9,971,558.02","8,488,325.80","9,698,991.00"
少数股东权益,,,"-105,793.16","-123,184.14","-196,593.28",,"303,344.29","297,801.90","293,547.52","294,769.37","31,516,643.57","112,569,663.84","34,212,331.35","36,170,394.62","59,316,268.67","27,978,247.63","31,969,807.16","34,976,231.69","67,637,980.63","57,858,686.35"
递延所得税资产,"736,360.29","1,289,023.69","1,003,498.64","922,261.51","1,158,161.49","1,708,358.65","1,349,302.36","1,232,756.52","1,116,054.73","1,097,878.52","1,522,090.25","1,405,305.93","1,118,410.31","1,177,728.17","6,521,654.84","6,509,395.93","5,585,260.30","6,428,825.42","8,758,671.72","8,439,257.51"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"25,000,000.00","13,273,375.00","13,868,403.09","13,868,403.09","10,285,048.00","10,285,048.00","3,112,075.20","47,456,377.00","13,566,223.87","70,092,121.50","11,326,353.00","15,539,611.00","27,640,582.00","4,877,502.00","2,806,886.93","2,971,065.00",,"4,667,630.00","3,925,310.62",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"134,922,146.35","162,089,703.33","166,852,665.89","164,845,629.70","163,920,447.16","164,072,435.23","172,204,951.21","179,068,524.18","145,673,590.06","209,960,920.91","415,027,501.14","580,585,492.73","539,816,237.37","577,583,435.66","801,167,929.80","748,804,900.94","749,025,527.07","748,091,208.88","776,869,935.12","752,678,638.71"
所有者权益(或股东权益)合计,"211,253,104.35","250,194,800.98","289,529,891.56","519,415,369.14","517,611,396.85","530,148,863.02","535,613,458.05","544,554,825.79","543,405,083.67","553,844,604.87","597,575,937.25","685,469,006.41","608,356,315.47","622,036,068.05","663,878,157.75","625,160,350.21","627,595,727.05","648,290,232.11","690,756,022.33","697,536,279.14"
资产总计,"321,785,903.46","385,732,728.15","377,669,054.42","613,863,836.41","606,832,754.29","636,146,578.83","641,787,469.90","667,077,541.70","647,819,619.44","637,151,508.16","870,461,758.91","986,205,825.79","926,694,361.96","971,288,530.05","1,224,536,028.52","1,255,365,353.05","1,217,438,430.72","1,237,834,792.77","1,258,530,188.48","1,214,022,633.04"
负债和所有者(或股东权益)合计,"321,785,903.46","385,732,728.15","377,669,054.42","613,863,836.41","606,832,754.29","636,146,578.83","641,787,469.90","667,077,541.70","647,819,619.44","637,151,508.16","870,461,758.91","986,205,825.79","926,694,361.96","971,288,530.05","1,224,536,028.52","1,255,365,353.05","1,217,438,430.72","1,237,834,792.77","1,258,530,188.48","1,214,022,633.04"
