科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"506,610,607.29","523,090,629.89","451,062,007.81","536,203,128.37","575,136,872.55","716,928,852.76","422,697,294.07","790,661,084.20","568,866,897.52","699,740,221.97","371,639,045.20","405,831,941.49","388,976,821.92","648,061,847.85","498,679,104.51","521,476,840.11","708,113,468.30","686,611,173.45","615,513,424.95","513,913,060.98","552,992,448.50","475,428,150.52","631,991,289.17","573,937,087.33","526,930,795.48","430,022,370.12","363,156,175.89","573,468,453.52","361,309,212.16","442,262,785.02","423,421,709.55","402,636,250.64","331,672,560.53","519,115,376.59","370,244,234.73","240,425,945.13","375,779,241.98","424,185,376.82","455,423,960.17","433,999,695.91","480,162,162.39","456,776,699.17","275,748,678.24","467,405,400.70","499,586,651.68"
短期借款,"1,480,872,200.00","1,348,020,000.00","1,384,020,000.00","1,452,020,000.00","1,261,116,640.00","1,263,116,640.00","1,163,116,640.00","1,160,549,855.00","1,207,753,286.18","1,126,050,000.00","1,580,074,091.40","1,630,050,000.00","1,633,050,000.00","1,653,050,000.00","1,399,050,000.00","576,050,000.00","836,050,000.00","786,050,000.00","700,050,000.00","636,050,000.00","608,613,577.77","494,239,381.89","514,016,934.50","577,905,075.14","510,477,522.53","514,850,000.00","482,391,339.28","422,800,855.65","332,650,000.00","550,700,000.00","617,390,000.00","868,531,399.29","586,619,605.00","707,941,133.36","693,000,700.00","620,000,000.00","1,226,000,000.00","1,326,000,000.00","1,339,000,000.00","1,256,000,000.00","726,000,000.00","776,000,000.00","776,000,000.00","440,721,156.96","550,000,000.00"
交易性金融资产,,,,,,,,,,,,"2,724,077.14","2,724,077.14",,,,,,,,"1,175,600.00",,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"84,944,171.16","163,797,124.13","207,033,369.92","204,941,373.74","193,335,045.23","305,152,746.63","233,831,579.79","128,677,417.62","212,625,696.71","215,887,554.65","203,029,664.94","132,395,407.08","248,043,914.02","198,757,157.53","228,364,494.65","363,140,885.59","443,991,036.62","363,796,008.13","399,653,084.60","481,685,757.07","319,088,125.66","360,495,330.83","370,422,768.25","373,350,546.92","252,960,220.95","268,993,048.91","335,308,223.55","378,074,710.56","351,175,182.87","352,334,665.65","316,958,622.25","313,867,535.80","358,190,993.58","398,605,577.02","372,220,653.80","336,221,352.79","267,128,747.74","300,141,206.77","397,486,484.63","448,822,006.32","470,254,615.41","528,463,699.98","707,876,546.17","362,108,588.98","555,583,526.44"
应付票据,"70,633,362.64","28,811,195.99","5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,424,235.00","62,424,235.00"
应收账款,"330,387,449.27","294,257,055.47","374,672,204.77","261,978,356.36","340,315,594.33","248,882,102.07","310,328,336.09","184,277,514.61","284,862,141.49","154,562,660.58","207,590,258.33","146,800,057.75","258,637,308.58","270,743,335.53","245,797,650.33","225,147,552.31","284,178,537.17","236,742,403.67","263,788,408.14","288,866,205.33","240,501,823.98","221,043,698.65","236,614,291.55","281,073,306.34","317,460,996.50","260,419,162.13","353,701,158.66","219,585,380.39","234,299,733.61","335,733,881.39","297,831,410.06","321,902,440.07","376,142,630.34","311,978,188.68","333,737,510.56","259,044,580.24","311,455,938.48","290,062,927.35","287,764,962.68","202,272,347.66","327,131,947.18","266,527,669.34","243,931,798.29","201,982,979.64","242,790,403.79"
应付账款,"255,944,141.53","386,576,947.18","491,311,727.46","274,804,227.90","322,400,393.50","290,097,133.39","333,007,512.24","232,613,338.07","494,067,527.12","431,307,803.33","489,899,000.31","290,572,746.24","463,496,865.64","414,324,076.15","382,528,586.84","321,757,742.04","326,901,691.66","257,716,844.15","247,883,575.44","365,023,459.12","421,452,632.81","291,855,804.61","405,979,033.61","364,270,073.50","394,671,921.71","328,491,938.09","426,625,376.58","372,058,908.94","511,461,959.45","469,781,427.26","520,851,026.08","395,974,896.16","457,104,507.86","496,338,193.03","412,837,777.38","376,955,805.82","401,206,002.63","405,598,897.41","380,130,506.56","358,647,789.59","618,254,820.71","523,492,649.00","593,744,013.95","381,083,247.34","409,454,653.02"
预付款项,"115,199,620.91","130,931,651.47","160,791,443.02","171,050,564.82","216,467,406.82","225,633,111.26","302,443,413.39","180,282,040.63","174,477,207.23","229,632,491.04","100,310,141.95","66,860,840.30","182,001,751.76","157,227,835.65","199,434,709.81","153,313,407.33","119,626,870.47","193,913,439.95","166,321,531.91","179,219,263.63","168,402,157.04","189,928,494.44","173,543,412.91","178,566,203.12","163,265,156.99","226,159,724.65","195,016,384.03","230,394,610.83","219,288,009.08","264,879,481.56","255,176,419.24","220,825,719.39","234,161,569.18","156,855,709.37","170,247,327.09","136,446,799.31","145,962,745.94","150,744,498.06","158,960,265.29","50,056,591.51","130,918,699.23","149,013,481.69","212,408,724.61","95,228,809.10","145,071,706.92"
预收款项,"86,808,544.86","132,764,284.33","138,017,558.75","101,664,107.69","133,471,203.73","133,323,988.92","155,104,441.44","211,334,153.26","192,878,590.35","226,560,601.87","211,522,321.16","191,819,316.14","187,237,571.70","253,723,381.96","279,047,369.68","257,946,937.06","257,531,651.64","255,908,016.79","296,847,977.24","304,245,823.25","296,689,147.48","375,706,039.10","397,885,247.62","374,554,029.66","351,995,067.19","341,465,751.36","344,348,701.84","331,371,643.21","313,675,558.16","310,613,317.96","301,397,795.39","304,022,294.89","311,408,838.80","289,826,175.78","255,570,988.95","253,175,587.07","221,659,051.42","237,406,770.68","268,414,013.58","243,595,103.99","219,713,821.27","237,146,788.10","278,874,549.62","253,725,851.59","249,772,048.92"
