科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"3,077,789.66","1,421,127.82","6,538,872.24","15,484,396.01","5,164,752.72","45,972,801.67","76,800,339.97","80,611,036.02","61,002,062.99","4,251,164.65","2,827,232.78","28,310,762.64","8,893,681.10","7,719,487.65","3,886,503.91","7,461,996.70","93,812,958.62","423,409,852.35","452,289,531.78","468,556,253.92","479,719,015.46","487,228,554.19","448,330,565.05","562,498,231.57","579,094,050.98","576,301,577.11","593,444,032.93","641,188,337.71","628,826,086.67","641,869,726.68","630,073,898.24","484,453,423.34","504,299,571.70","358,090,245.38","356,898,556.24","902,950,124.16","466,837,358.18","345,330,298.53","126,281,631.55","108,409,882.69","946,967,158.62","545,877,443.09","167,910,145.22","108,784,812.49","182,264,658.61","94,922,960.61","75,260,652.21","356,078,912.27","346,098,215.04"
短期借款,"136,690,000.00","136,690,000.00","136,690,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206,800,000.00","208,109,270.00","320,718,270.00","390,978,635.40","247,500,000.00","168,500,000.00","718,000,000.00","694,500,000.00","826,800,327.71","809,393,199.86","580,685,259.39","552,661,931.26","557,428,151.68","557,496,166.45"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00",,,"14,000,000.00","10,958,298.71","3,500,000.00","22,065,000.00","20,400,000.00","8,540,000.00","37,810,000.00","31,250,000.00",,"12,306,000.00","7,100,000.00","17,150,000.00",,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141,738,310.00","284,082,700.00","291,352,500.00","319,713,900.00","404,752,086.27","576,797,920.95","508,228,490.16","442,845,653.02","197,395,770.34","-7,536,677.36",,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,518,946.36",,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,040,000.00","20,040,000.00","20,040,000.00",,"60,000,000.00",
应收账款,"18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","111,648.68","249,033.08","121,590.76","18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","18,729.46","2,677,570.29","3,627,013.63","2,800,362.86","3,044,267.52","3,363,272.52","4,882,817.31","3,837,366.25","2,673,050.68","3,702,684.76","5,100,103.48","4,241,975.74","2,756,092.52","2,727,291.51","3,146,908.90","418,985,512.11","357,496,094.55","306,200,925.36","240,061,946.59","378,020,219.62","441,727,994.37","739,654,065.11","571,232,263.77","567,074,285.31","1,900,558,789.66","1,248,749,341.67","1,620,420,408.83","258,996,694.54",
应付账款,"34,288,853.71","40,125,161.74","35,257,786.00","38,107,329.05","35,759,056.69","29,872,452.37","45,997,569.24","42,814,506.64","33,278,917.00","32,551,709.86","42,459,780.99","50,007,683.59","62,025,953.99","50,799,841.47","61,284,777.76","87,675,599.76","67,780,585.22","71,854,639.10","92,656,282.11","92,144,797.00","100,805,372.23","111,656,877.65","101,993,196.16","97,889,507.36","101,617,499.17","83,861,154.28","92,414,500.48","123,738,866.29","82,226,479.33","89,252,631.57","74,156,681.79","76,034,424.00","66,226,034.96","63,072,339.22","64,879,411.52","105,119,238.50","79,685,961.35","65,301,355.08","68,166,160.57","70,265,032.41","130,462,679.75","61,752,812.47","71,094,382.89","188,845,955.71","69,427,335.62","118,425,087.68",,"126,730,957.85",
预付款项,"671,093.90","703,583.10","586,134.29","649,626.90","719,992.72","677,629.03","641,305.11","579,384.54","529,569.67","527,598.62","513,385.31","562,171.10","546,581.09","524,759.13","209,169.12","418,814.82","403,266.78","387,718.74","372,170.70","1,122,385.39","1,014,175.76","1,463,626.35","2,304,545.97","1,508,346.81","1,920,913.06","1,460,660.80","2,297,896.93","1,292,514.38","1,658,431.85","2,169,543.24","4,407,816.21","153,535,530.74","1,521,870.79","106,615,386.62","73,821,676.28","18,184,891.65","52,166,555.44","15,029,786.51","114,717,451.07","328,309,475.60","246,505,895.87","426,425,725.87","132,920,395.72","217,194,290.97","298,074,276.11","53,719,975.14","27,790,815.92","3,104,707.04","11,425,402.89"
预收款项,"40,208,733.96",,,,,,,,,,,,,,,"1,118,320.73","1,775,360.23","1,620,585.73","2,046,985.73","1,232,842.91","1,888,681.97","3,502,633.62","3,873,952.87","5,467,391.79","5,832,111.61","5,337,794.87","3,972,385.26","6,593,616.64","6,480,667.90","5,390,885.50","4,183,408.98","8,811,142.87","11,972,336.29","9,287,110.24","7,853,372.04","97,474,297.02","113,107,512.09","157,467,225.51","254,456,280.43","87,715,931.28","133,695,195.93","183,326,239.32","154,176,331.02","83,385,119.97","203,255,127.26","53,422,718.89","94,755,907.50","27,372,990.97","28,968,045.52"
